1	в то же время	3	5
1536	самозванства состоит не в	1	1
1537	отделимая от его катастрофической	1	1
1538	в совершенном произведении искусства	1	1
1539	и отпочкованию от исторически	1	1
1540	принадлежит к какому-либо типу	1	1
1541	державинское но вы как	1	1
1542	от риторической позы излагателя	1	1
1543	заполнить собою ту или	1	1
1544	собственной но лично для	1	1
1545	смешным или горестным или	1	1
1546	я оказывается объектом оценивающего	1	1
1547	освоение человеком внутренней стороны	1	1
1548	как трагически повел себя	1	1
1549	феодальными междоусобицами и татаро-монгольским	1	1
1550	человеческого бытия каждым живущим	1	1
1551	преимуществу ночной хронотоп тогда	1	1
1552	в той или иной	1	1
1553	соответствии со сформулированным ю.н	1	1
1554	что она разрушает себя	1	1
1555	между тем в начальном	1	1
1556	вести речь о трагическом	1	1
1557	сочетании с архаикой традиционалистского	1	1
1558	это по преимуществу ночной	1	1
1559	лирическое я изначально отреклось	1	1
1560	и постепенное освоение человеком	1	1
1561	о и а и	1	1
1562	в данном случае мифологемы	1	1
1563	а и сгустившимся в	1	1
1564	стиха на конец которого	1	1
1565	и любое произведение искусства	1	1
1566	и диктовала ассонанс а	1	1
1567	круг внешнего хронотопа откровения	1	1
1568	разграничивавшим однако при этом	1	1
1569	носитель сверхсхемного ударения тогда	1	1
1570	личностное я героини заявленное	1	1
1571	назывании музы наиболее выделены	1	1
1572	значимой редукции оговоримся что	1	1
1573	ей открывается в диалоге	1	1
1574	сверхличным олицетворением ее судьбы	1	1
1575	здесь и теперь в	1	1
1576	эдип в одноименной трагедии	1	1
1577	стопным ямбом который в	1	1
1578	усложнению сферы эстетических отношений	1	1
1579	ее действительного не замутненного	1	1
1580	гордое самозабвение или самозабвенная	1	1
1581	трагизма в русской литературе	1	1
1582	может оказываться повтор у	1	1
1583	поэзии очень часто знаменует	1	1
1584	случается с героем толстовской	1	1
1585	с доминирующим во второй	1	1
1586	со своей ролью при	1	1
1587	звучит ритмическим курсивом и	1	1
1588	в сущности хоровое слово	1	1
1589	стороне художественного содержания к	1	1
1590	стола и своя милыя	1	1
1591	доверенностью муза не только	1	1
1592	героиню романа горького мать	1	1
1593	по два пиррихия на	1	1
1594	вызванный феодальными междоусобицами и	1	1
1595	это образная модель миропорядка	1	1
1596	типу так и любое	1	1
1597	отпадоша однако дегероизация сама	1	1
1598	самозабвенная гордость героическая личность	1	1
1599	поведение в бою князя	1	1
1600	ударный стих обретает интонацию	1	1
1601	и первый является единственной	1	1
1602	и комедийности как об	1	1
1603	выступать как эстетической константой	1	1
1604	героиня не раздваивается между	1	1
1605	под покровом тайны таким	1	1
1606	диктовала ассонанс а в	1	1
1607	живущим сопрягаемые в индивидуальную	1	1
1608	и а а а	1	1
1609	первых же реплик текста	1	1
1610	гостья оказывается хозяйкой аллитерационная	1	1
1611	наличии определенных языковых стилей	1	1
1612	т.е возможности ухода рука	1	1
1613	никаких трагических коллизий эта	1	1
1614	два имеющихся в тексте	1	1
1615	стиха тон в первой	1	1
1616	данном случае мифологемы божественной	1	1
1617	свободы но дело в	1	1
1618	свою собственную персону с	1	1
1619	публицистически осужденный за непособие	1	1
1620	ролевой предел материнской любви	1	1
1621	и лирическое стихотворение героика	1	1
1622	но иного рода это	1	1
1623	этого слова как и	1	1
1624	собою как это случается	1	1
1625	этот ассонанс могли бы	1	1
1626	строфе гласным а и	1	1
1627	текста весьма наглядна и	1	1
1628	муза ей говорю однако	1	1
1629	сферы эстетических отношений и	1	1
1630	между ними а всего	1	1
1631	ср державинское но вы	1	1
1632	друг перед другом а	1	1
1633	о а и а	1	1
1634	лирическое я оказывается объектом	1	1
1635	метапоэтического сверх-я аллитерация с	1	1
1636	ключевой значимостью ритмико-ассонансная субструктура	1	1
1637	осужденный за непособие верховному	1	1
1638	принадлежат и внимательно и	1	1
1639	явственно доминирует гласная фонема	1	1
1640	но лично для него	1	1
1641	я открытого навстречу сокровенному	1	1
1642	отвечает поскольку вместо ожидаемого	1	1
1643	не только не могут	1	1
1644	сливается с толпой столичных	1	1
1645	повтор у не подвергающегося	1	1
1646	если граница личностного самоопределения	1	1
1647	субститутом ключевого слова гостья	1	1
1648	или воодушевляющим и т.д	1	1
1649	в полагании различного рода	1	1
1650	легкой жизнерадостной поэзии повтор	1	1
1651	а целостное забвение всего	1	1
1652	в маркированном положении например	1	1
1653	оказывается ложной границей личностного	1	1
1654	в частности с помощью	1	1
1655	целостность так и не	1	1
1656	и частной жизни героя	1	1
1657	ведет к преступлению переступанию	1	1
1658	и муза ей говорю	1	1
1659	обликом подвига чего нет	1	1
1660	форма трагедии вполне факультативна	1	1
1661	поступки только раскрывают содержание	1	1
1662	е о а и	1	1
1663	я во вневренной хронотоп	1	1
1664	высказывания как правило обладают	1	1
1665	ведущего эстетических субъектов автора	1	1
1666	при назывании музы наиболее	1	1
1667	диктование предполагает иерархические отношения	1	1
1668	сверхсхемного ударения тогда как	1	1
1669	в мире это ведет	1	1
1670	ипостаси наиболее ощутимые сверхсхемные	1	1
1671	всеобщие полюса человеческого бытия	1	1
1672	составляет достаточного основания для	1	1
1673	них вся глядела всеми	1	1
1674	авторской эмоциональности однако с	1	1
1675	задает аллитерация д как	1	1
1676	строка вмещает в себя	1	1
1677	хвалы добудем однако впоследствии	1	1
1678	указывает на его известную	1	1
1679	изображения жизни словами гегеля	1	1
1680	одно зрение и не	1	1
1681	хоровое слово этого текста	1	1
1682	виде многого множества половцев	1	1
1683	началась и идет полным	1	1
1684	политического четко прослеживается в	1	1
1685	таким же образом соотнесены	1	1
1686	н анаграмму имени дант	1	1
1687	его летописных версиях превращается	1	1
1688	жизнью но свято дорожит	1	1
1689	той же природы самозабвенное	1	1
1690	ведь это не забвение	1	1
1691	восходит к героическому архетипу	1	1
1692	парадокс характеризует всех без	1	1
1693	трагическом комическом идиллическом и	1	1
1694	характеризует автобиографического героя жития	1	1
1695	совершается как бы в	1	1
1696	нелепой испорченности изображается так	1	1
1697	понятие модуса было введено	1	1
1698	одной общей фонемы зависимые	1	1
1699	индивида и его поступки	1	1
1700	стихотворение не случайно завершается	1	1
1701	жизнь и муза ей	1	1
1702	семантическим ореолом трагедии однако	1	1
1703	половцев ужасошася и величанья	1	1
1704	нашествием приводит к усложнению	1	1
1705	знаменует тему дестабилизированных висит	1	1
1706	к субъективной стороне художественного	1	1
1707	соседних слов данту диктовала	1	1
1708	или героев или соответствующих	1	1
1709	самоопределения человека внутренняя граница	1	1
1710	неуверенности в себе этот	1	1
1711	жанры между тем это	1	1
1712	свобода не случайно во	1	1
1713	большой круг внешнего хронотопа	1	1
1714	правило обладают ключевой значимостью	1	1
1715	известную аналогичность стиху и	1	1
1716	данном случае совершенно не	1	1
1717	законом тесноты стихового ряда	1	1
1718	князя с его рыцарской	1	1
1719	так и его эстетической	1	1
1720	впрочем достаточно очевидные антонимы	1	1
1721	воодушевленно устремляется навстречу ее	1	1
1722	или иным модусом художественности	1	1
1723	субъектов автора и читателей	1	1
1724	доминантой если в первом	1	1
1725	героика трагизм комизм и	1	1
1726	эдип внутренне совпадая со	1	1
1727	стихотворение написано стопным ямбом	1	1
1728	роковое знамение ясно говорит	1	1
1729	глубинным семантическим субстратом доминирующего	1	1
1730	личностности в неутолимой жажде	1	1
1731	располагается я жизнь и	1	1
1732	своей ролевой границей он	1	1
1733	с решимостью несокрушимого козака	1	1
1734	в рамках одного текста	1	1
1735	совпадения самоопределения человека внутренняя	1	1
1736	помощью временной локализации лирического	1	1
1737	все перечисленные ценности миропорядка	1	1
1738	художественно воспринимающим сознанием мнимо	1	1
1739	стихотворение героика трагизм комизм	1	1
1740	о и о у	1	1
1741	отношений и отпочкованию от	1	1
1742	строки однако полноценной рецептивной	1	1
1743	не два спондея а	1	1
1744	дмитрий карамазов в романе	1	1
1745	предельно проста внутренний хронотоп	1	1
1746	так что она разрушает	1	1
1747	ритму четвертого чем существенно	1	1
1748	даме отчизна моя ты	1	1
1749	но важнейшим наиболее глубинным	1	1
1750	с сгущение во второй	1	1
1751	гоголевский хома брут не	1	1
1752	заключается в том что	1	1
1753	например начальные звуки соседних	1	1
1754	и ударной строки смятенного	1	1
1755	объекта лирическое я оказывается	1	1
1756	в русской поэзии образуется	1	1
1757	говорю однако лирическая героиня	1	1
1758	вписанность осуществляется в частности	1	1
1759	ци не князи же?	1	1
1760	идентичен ритму четвертого чем	1	1
1761	а в русской поэзии	1	1
1762	в своем составе пиррихий	1	1
1763	художественная картина жизни всегда	1	1
1764	большинстве случаев сгущенные глоссализацией	1	1
1765	воспроизведением мифологемы в данном	1	1
1766	по пути освобождения от	1	1
1767	не случайно за минуту	1	1
1768	так в финальной немой	1	1
1769	искусстве от морального и	1	1
1770	неблагополучии однако герой не	1	1
1771	и мир суть всеобщие	1	1
1772	шелуху суетных амбиций в	1	1
1773	четвертой стопах однако в	1	1
1774	о у е о	1	1
1775	страстны когда же добронравный	1	1
1776	самовластья напишут наши имена	1	1
1777	о разорении рязани батыем	1	1
1778	первому эпизоду лирического сюжета	1	1
1779	с героем толстовской смерти	1	1
1780	ровно из случаев ее	1	1
1781	о трагическом комическом идиллическом	1	1
1782	характеризуется тем или иным	1	1
1783	смятение но иного рода	1	1
1784	ударного а этому я	1	1
1785	в исполнении петипа бернарди	1	1
1786	жития протопопа аввакума и	1	1
1787	внешнему осуществлению той же	1	1
1788	реплик текста смеховая ревизия	1	1
1789	на осмеяние и свою	1	1
1790	только одно одинокое ждущее	1	1
1791	субъекта самоопределения стать я	1	1
1792	я с я надиндивидуальным	1	1
1793	в круге очерченном с	1	1
1794	самом деянии субъективно оправданном	1	1
1795	простым воспроизведением мифологемы в	1	1
1796	особенно личные в качестве	1	1
1797	в том что лирическое	1	1
1798	оговоримся что звуки и/ы	1	1
1799	о собе рекуще мы	1	1
1800	значимыми и для автора	1	1
1801	сверхличной защищенностью в круге	1	1
1802	собой и сверхличное метапоэтическое	1	1
1803	не раздваивается между ними	1	1
1804	личности и его роли	1	1
1805	идет полным ходом ибо	1	1
1806	могло обнаружиться как прочная	1	1
1807	или горестным или воодушевляющим	1	1
1808	ты и без остатка	1	1
1809	не становится ритмической кульминацией	1	1
1810	целого однако в музе	1	1
1811	большинства строк многообразны выделить	1	1
1812	своей природе суть то	1	1
1813	комическом идиллическом и т.п	1	1
1814	ценностей ради вещей встречи	1	1
1815	князи же? такы же	1	1
1816	и сверхличной одушевленности жизни	1	1
1817	ему о грядущем неблагополучии	1	1
1818	однако в строке не	1	1
1819	теперь в заданных ролевых	1	1
1820	и отвечает ей открывается	1	1
1821	ними а всего лишь	1	1
1822	индивидуальность неизбежно принадлежит к	1	1
1823	на третьей стопе в	1	1
1824	с не меньшими основаниями	1	1
1825	лингвистическом статусе до служебных	1	1
1826	положении например начальные звуки	1	1
1827	но напротив в тексте	1	1
1828	исчезает встречается лишь однажды	1	1
1829	а о у о	1	1
1830	единую систему ценностей и	1	1
1831	чем троекратные в пределах	1	1
1832	стиха по два пиррихия	1	1
1833	ситуация управляемая единым творческим	1	1
1834	своею и поостри сердца	1	1
1835	предполагает иерархические отношения диктата	1	1
1836	на волоске ценностей жизни	1	1
1837	ими служебного долга оказывается	1	1
1838	направляет самоопределение лирического мы	1	1
1839	нечистой силе и оказываясь	1	1
1840	и покрывало несовместимое с	1	1
1841	том что лирическое я	1	1
1842	героическая доминанта пушкинского к	1	1
1843	и о у е	1	1
1844	и дант и ада	1	1
1845	образом соотнесены между собой	1	1
1846	преступлению переступанию границы и	1	1
1847	случайно завершается самоустранением фельетонного	1	1
1848	самозабвенно олицетворяя собою некий	1	1
1849	всего данного во мне	1	1
1850	несовпадения человека с самим	1	1
1851	социальных диалектов а в	1	1
1852	в момент свершения подвига	1	1
1853	случайно во второй строфе	1	1
1854	многообразны выделить ритмическую доминанту	1	1
1855	д ограничено лишь первой	1	1
1856	личности восхищенное эстетическое отношение	1	1
1857	ахматовой это малое личностное	1	1
1858	это ведет к преступлению	1	1
1859	снижение напряженности от ударений	1	1
1860	ее внешнему осуществлению той	1	1
1861	курсивом и только ритм	1	1
1862	миропорядке т.е такого несовпадения	1	1
1863	хотят скрыть обличают себя	1	1
1864	я подобно страстны когда	1	1
1865	однажды аллитерация в несомненно	1	1
1866	диалектов а в том	1	1
1867	с его рыцарской ролью	1	1
1868	стопного ямба служат лишь	1	1
1869	служением сверхличному ратному духу	1	1
1870	я относительно своей роли	1	1
1871	возникает новая форма искусства	1	1
1872	организовано художественное целое поэмы	1	1
1873	соотнесены между собой и	1	1
1874	явление музы не только	1	1
1875	самая яркая индивидуальность неизбежно	1	1
1876	героизирована ратная удаль обеих	1	1
1877	архетипичность музы прозрачна и	1	1
1878	индивидуальной жизни оказывается уже	1	1
1879	при виде многого множества	1	1
1880	своем оказывается горизонтальным хронотопом	1	1
1881	общепонятного символа легкой жизнерадостной	1	1
1882	языковых стилей социальных диалектов	1	1
1883	может выступать как эстетической	1	1
1884	второй строфе этот звук	1	1
1885	воспринимающего сознания бахтин говорил	1	1
1886	самозабвение или самозабвенная гордость	1	1
1887	повторы в маркированном положении	1	1
1888	целостности человеческого я кладет	1	1
1889	себе чтобы именно в	1	1
1890	этого текста где речевая	1	1
1891	вписан в большой круг	1	1
1892	заданности ролевая граница сопрягающая	1	1
1893	свою культурную автономию в	1	1
1894	ч первоначально озвучивает отречение	1	1
1895	из случаев ее употребления	1	1
1896	глаза нечистой силе и	1	1
1897	сознанием мнимо героическое исполнение	1	1
1898	своей отдельной жизнью но	1	1
1899	обладают ключевой значимостью ритмико-ассонансная	1	1
1900	с публицистикой нередко прибегающей	1	1
1901	литературе являет летописная повесть	1	1
1902	два спондея а всего	1	1
1903	имя как раз оказывается	1	1
1904	внлнвлнлнн тдтдт ттт утяжеленный	1	1
1905	осложнена наличием внутреннего хронотопа	1	1
1906	сознание не знает личности	1	1
1907	снятию ритмико-интонационного напряжения знаменующему	1	1
1908	автора этой диадой организована	1	1
1909	частности два имеющихся в	1	1
1910	чья фигура могла бы	1	1
1911	удовлетворенного ожидания последующие ритмические	1	1
1912	стопе усложняющее строку в	1	1
1913	на пророческое слово суда	1	1
1914	причастностью к сверхличному содержанию	1	1
1915	саморазрушении ничтожного истинное могло	1	1
1916	слов данту диктовала уточненная	1	1
1917	рыцарского служения даме отчизна	1	1
1918	контрастирующая с сатирической виной	1	1
1919	когда же добронравный автор	1	1
1920	ассонанс а в русской	1	1
1921	князя всеволода и авторское	1	1
1922	предательство совершается героически с	1	1
1923	как малый круг без	1	1
1924	поэтому никаких трагических коллизий	1	1
1925	забвение личностью и себя	1	1
1926	между этим малым лирическим	1	1
1927	я принадлежат и внимательно	1	1
1928	ритмически выделяют окказиональные впрочем	1	1
1929	христианской душе поскольку трагический	1	1
1930	факультативность комизма для сатиры	1	1
1931	дудения муза является к	1	1
1932	ожидаемого поэтического дудения муза	1	1
1933	в том что произведение	1	1
1934	содержания к видам пафоса	1	1
1935	диктовка как откровение того	1	1
1936	полноударных слов способных нести	1	1
1937	личность с миропорядком в	1	1
1938	не более чем с	1	1
1939	с я надиндивидуальным трансцендентным	1	1
1940	лично для него неприемлемой	1	1
1941	первых двух звуков но	1	1
1942	смеховая ревизия началась и	1	1
1943	ситуации между которыми располагается	1	1
1944	существенно при этом что	1	1
1945	любви она глядела на	1	1
1946	статус границ внутреннего я	1	1
1947	принципиально иного типа возникает	1	1
1948	что лирическое я изначально	1	1
1949	произведение искусства силой целостности	1	1
1950	поля глоссализации интонационно-ритмически не	1	1
1951	эстетическая позиция автора этой	1	1
1952	ударений к очевидно а	1	1
1953	бульба нимало не дорожит	1	1
1954	вписанность ночного я во	1	1
1955	оборвать волосок жизни диктовка	1	1
1956	роман и лирическое стихотворение	1	1
1957	стихе представлено только одно	1	1
1958	только к герою-объекту но	1	1
1959	комедийности как об архитектонических	1	1
1960	в этом саморазрушении ничтожного	1	1
1961	стержнем сатирической ситуации административный	1	1
1962	стопах при одном пиррихии	1	1
1963	добудем однако впоследствии при	1	1
1964	самоотрицанию по преимуществу невольному	1	1
1965	сверхсхемные ударения личные местоимения	1	1
1966	стихотворение венчает тройной повтор	1	1
1967	сцене гоголевского ревизора имитирующей	1	1
1968	едины судьба выражает внеличную	1	1
1969	речевом потоке оговоримся также	1	1
1970	комизма для сатиры как	1	1
1971	начинается с осознания неполного	1	1
1972	героична пластика статуарного жеста	1	1
1973	действительного не замутненного самолюбием	1	1
1974	границ разделяющих и связывающих	1	1
1975	с императивом поэтической ответственности	1	1
1976	персонаж не отделен от	1	1
1977	строке отсутствует сверхсхемное ударение	1	1
1978	само патетически гиперболизированное и	1	1
1979	ср просьбы о своих	1	1
1980	осуществляет свой уже сделанный	1	1
1981	строфой из благодаря повторам	1	1
1982	на них вся глядела	1	1
1983	непричастного к самоопределению здесь	1	1
1984	внутренне совпадая со своей	1	1
1985	оторванности от миропорядка сатирическому	1	1
1986	ожидания последующие ритмические модификации	1	1
1987	они хотят и свершают	1	1
1988	непростительно то с художественной	1	1
1989	и внимательно и диктовала	1	1
1990	заданных ролевых границах это	1	1
1991	слово суда над субъективной	1	1
1992	сторону индивида и его	1	1
1993	тдтдт ттт утяжеленный повторами	1	1
1994	обладает семантическим ореолом трагедии	1	1
1995	звуков в пределах строки	1	1
1996	интонацию обремененного ответственностью но	1	1
1997	от своего достоинства своей	1	1
1998	лирическую героиню в качестве	1	1
1999	самом начале текста остается	1	1
2000	лишь первой строфой из	1	1
2001	человека внутренняя граница личности	1	1
2002	глядела всеми чувствами вся	1	1
2003	художественности эстетическим аналогом духовно-практического	1	1
2004	ситуацию взгляда муза внимательно	1	1
2005	ритмико-ассонансная субструктура стихотворения муза	1	1
2006	личностью и себя самой	1	1
2007	рязани батыем трагическая ситуация	1	1
2008	в этой малости неотъемлемый	1	1
2009	ценности аллитерационная утяжеленность стиха	1	1
2010	личности как субъекта самоопределения	1	1
2011	стих обретает интонацию обремененного	1	1
2012	за минуту до этого	1	1
2013	доминирующим во второй строфе	1	1
2014	гордости характеризует автобиографического героя	1	1
2015	художественностью с другой стороны	1	1
2016	и оказываясь тем самым	1	1
2017	утяжеленный повторами стих передает	1	1
2018	своей ролью при котором	1	1
2019	эпизоду лирического сюжета явственно	1	1
2020	картину своей неповторимой жизни	1	1
2021	ритмические модификации стопного ямба	1	1
2022	как способу высказывания но	1	1
2023	теорией литературы нередко сводятся	1	1
2024	этого несовпадения человека с	1	1
2025	этим малым лирическим субъектом	1	1
2026	не могла наглядеться героична	1	1
2027	персонажей ревизора сатирик их	1	1
2028	пересиливает аллитерацию д ты	1	1
2029	не только к герою-объекту	1	1
2030	иных жизненных ценностей ради	1	1
2031	в гомеровой илиаде равно	1	1
2032	любит сынов своих поистине	1	1
2033	стать я означает самоопределиться	1	1
2034	котором внутренняя данность индивидуальной	1	1
2035	вошла кладущего конец повторам	1	1
2036	как внутренней готовностью этого	1	1
2037	однако никакой трагической интонации	1	1
2038	в скрижали миропорядка и	1	1
2039	закономерно и смыслосообразно пересиливает	1	1
2040	мала в сравнении с	1	1
2041	перед другом а перед	1	1
2042	но не друг перед	1	1
2043	выделяют окказиональные впрочем достаточно	1	1
2044	золотого сечения текста полностью	1	1
2045	вместо ожидаемого поэтического дудения	1	1
2046	я кладет начало героике	1	1
2047	ахматовой предельно проста внутренний	1	1
2048	сторон чего еще нет	1	1
2049	своего объекта и созидает	1	1
2050	не меньшими основаниями можно	1	1
2051	второй стих этот фонетический	1	1
2052	смысла сатирическая личность и	1	1
2053	ее сатирическим несоответствием низкой	1	1
2054	ложной границей личностного я	1	1
2055	своих именах обращаемые к	1	1
2056	трагедийности и комедийности как	1	1
2057	феноменов внешне-внутренней целостности человеческого	1	1
2058	в одно зрение и	1	1
2059	стихи и первый является	1	1
2060	внутренней оторванности от миропорядка	1	1
2061	явственно знаменует тему дестабилизированных	1	1
2062	с явственно знаменует тему	1	1
2063	важнейшим наиболее глубинным семантическим	1	1
2064	сопровождающим повтором ч первоначально	1	1
2065	рыцарской ролью в миропорядке	1	1
2066	этой малости неотъемлемый атрибут	1	1
2067	ее ролевой претензией вследствие	1	1
2068	самоотрицанием революции в ее	1	1
2069	однако с первых же	1	1
2070	скрыть обличают себя сами	1	1
2071	против собственной но лично	1	1
2072	ратному духу игорь истягну	1	1
2073	искусству как способу мышления	1	1
2074	являет летописная повесть о	1	1
2075	вершителей-героев как феноменов внешне-внутренней	1	1
2076	с ее ролевой претензией	1	1
2077	душе поскольку трагический герой	1	1
2078	или маяковского во весь	1	1
2079	на всех без исключения	1	1
2080	в этом мире бобчинским	1	1
2081	соответствующий тип героя и	1	1
2082	не допуская его катастрофического	1	1
2083	всего лишь самозванной претензией	1	1
2084	оказывается хозяйкой аллитерационная субструктура	1	1
2085	своем составе пиррихий на	1	1
2086	героически с решимостью несокрушимого	1	1
2087	фоне ударных строк смятенного	1	1
2088	ассонанс могли бы служить	1	1
2089	во вневренной хронотоп поэтического	1	1
2090	подвига перестают быть значимыми	1	1
2091	картины безымянной народной жизни	1	1
2092	пределах строки однако полноценной	1	1
2093	в традициях общечеловеческой культуры	1	1
2094	я и мир суть	1	1
2095	какому-либо типу так и	1	1
2096	к героическому архетипу подвига	1	1
2097	сопряжение индивидуального я с	1	1
2098	целостности своего условного мира	1	1
2099	не друг перед другом	1	1
2100	быть понижены в своем	1	1
2101	приводит к снятию ритмико-интонационного	1	1
2102	четко прослеживается в слове	1	1
2103	стилей социальных диалектов а	1	1
2104	всего лишь один здесь	1	1
2105	величанья своего отпадоша однако	1	1
2106	его в совершенном произведении	1	1
2107	но наоборот приводит к	1	1
2108	заявленное лишь в самом	1	1
2109	а в динамике становления	1	1
2110	ситуации явления радикально меняется	1	1
2111	глоссализации интонационно-ритмически не размежеваны	1	1
2112	в заданных ролевых границах	1	1
2113	свобода и диктовала диктование	1	1
2114	рана дорога братiе забывъ	1	1
2115	напряжения знаменующему умиротворение удовлетворенного	1	1
2116	и без остатка вписывает	1	1
2117	типа возникает новая форма	1	1
2118	а а у а	1	1
2119	герой не вопрошает о	1	1
2120	художественную целостность так и	1	1
2121	в большой круг внешнего	1	1
2122	и другие модальности эстетического	1	1
2123	пиррихий в центральной стопе	1	1
2124	внутренней готовностью этого я	1	1
2125	в европейской традиции пришел	1	1
2126	это жертвенное забвение личностью	1	1
2127	и только ритм пятого	1	1
2128	впервые в европейской традиции	1	1
2129	во втором эстетическая ситуация	1	1
2130	оппозицией стихотворения муза выступает	1	1
2131	превращается в эстетический объект	1	1
2132	обеспечивается как внутренней готовностью	1	1
2133	хронотопа откровения божественной тайны	1	1
2134	могли бы служить и	1	1
2135	свычая и обычая все	1	1
2136	в русской поэтической традиции	1	1
2137	ключевых строк снижение напряженности	1	1
2138	и означает стать полноценной	1	1
2139	олицетворения внежизненно-активной позиции исчезает	1	1
2140	в статике пребывания а	1	1
2141	личность и становится сама	1	1
2142	строку в стихе как	1	1
2143	же персонажа чья роль	1	1
2144	к очевидно а между	1	1
2145	еще не составляет достаточного	1	1
2146	чего еще нет на	1	1
2147	претензией на действительную роль	1	1
2148	а также повторы в	1	1
2149	завершается самоустранением фельетонного я	1	1
2150	эстетическое отношение вызывают подвиги	1	1
2151	персонажей то в подобном	1	1
2152	князю киевскому поход одновременно	1	1
2153	и в слове о	1	1
2154	звонкого д и его	1	1
2155	момент свершения подвига перестают	1	1
2156	сакральной границы куда не	1	1
2157	самим собою в точке	1	1
2158	тогда как финальная строка	1	1
2159	к хлестакову ничтожнейшими в	1	1
2160	самоопределения князя с его	1	1
2161	и знаменательна ддд ссс	1	1
2162	и противостоящего ей внешнего	1	1
2163	вписать свое имя в	1	1
2164	в нежданной ипостаси наиболее	1	1
2165	русской культуре вызванный феодальными	1	1
2166	литературные жанры между тем	1	1
2167	повторы значимы прежде всего	1	1
2168	и политического четко прослеживается	1	1
2169	красныя глебовны свычая и	1	1
2170	ритмической кульминацией текста но	1	1
2171	достаточно очевидные антонимы свобода	1	1
2172	реакция читателя зрителя слушателя	1	1
2173	или смешным или горестным	1	1
2174	ввв внлнвлнлнн тдтдт ттт	1	1
2175	повтором ч первоначально озвучивает	1	1
2176	не в статике пребывания	1	1
2177	или противопоставлены в произведении	1	1
2178	истинное могло обнаружиться как	1	1
2179	романа горького мать лирических	1	1
2180	ту сторону сакральной границы	1	1
2181	те два полюса лирической	1	1
2182	наши имена в героической	1	1
2183	главного героя и авторской	1	1
2184	границей он воодушевленно устремляется	1	1
2185	к какому-либо типу так	1	1
2186	одно одинокое ждущее я	1	1
2187	особенно в сочетании с	1	1
2188	в третьих строках строф	1	1
2189	встречи с музой поэтому	1	1
2190	отношения диктата исключающего возможность	1	1
2191	смятенного замирания внимательно взглянула	1	1
2192	сюжете от ситуации ожидания	1	1
2193	оболочкой я ср просьбы	1	1
2194	внутренняя граница личности и	1	1
2195	два хронотопа два анаграмматических	1	1
2196	значительнее свободы т.е возможности	1	1
2197	гневно порицает злонравных персонажей	1	1
2198	не случайно завершается самоустранением	1	1
2199	рода многослойных границ разделяющих	1	1
2200	должно стремиться христианской душе	1	1
2201	в себе этот психологический	1	1
2202	лирическое стихотворение героика трагизм	1	1
2203	такы же собе хвалы	1	1
2204	контекстуально смежными значениями приход	1	1
2205	инкарнационного вторжения и вот	1	1
2206	создается повторами согласных звуков	1	1
2207	очевидное анаграмматическое влияние преображающего	1	1
2208	лирического я в контексте	1	1
2209	заглавия обладает семантическим ореолом	1	1
2210	изначально и распределена ровно	1	1
2211	молитвою из личного странного	1	1
2212	и поостри сердца своего	1	1
2213	третьей стопе в соотношении	1	1
2214	любопытства гибнет заглядывая в	1	1
2215	новую ролевую границу любить	1	1
2216	поскольку вместо ожидаемого поэтического	1	1
2217	отдельной жизнью но свято	1	1
2218	верховному сюзерену великому князю	1	1
2219	носит конфликтного характера как	1	1
2220	личности и противостоящего ей	1	1
2221	бы служить и покрывало	1	1
2222	маяковского во весь голос	1	1
2223	совершенном произведении искусства это	1	1
2224	себя эдип внутренне совпадая	1	1
2225	горизонтальным хронотопом встречи-разлуки полная	1	1
2226	и иных жизненных ценностей	1	1
2227	ямбом который в русской	1	1
2228	разорении рязани батыем трагическая	1	1
2229	стать полноценной личностью тогда	1	1
2230	статье о наивной и	1	1
2231	созидает художественную целостность принципиально	1	1
2232	меняется гостья оказывается хозяйкой	1	1
2233	этого я открытого навстречу	1	1
2234	христианском миропорядке сверхличной защищенностью	1	1
2235	атрибут праведного козацкого миропорядка	1	1
2236	позицию по отношению к	1	1
2237	некий ролевой предел материнской	1	1
2238	понижены в своем лингвистическом	1	1
2239	я-в-мире обоснована эстетическая позиция	1	1
2240	разрушает себя в самой	1	1
2241	личности оказывается пустым звуком	1	1
2242	смежными значениями приход который	1	1
2243	собой так эдип в	1	1
2244	порицает злонравных персонажей то	1	1
2245	напряженности от ударений к	1	1
2246	дневной хронотоп в лирике	1	1
2247	контексте целого однако в	1	1
2248	версиях превращается в эстетический	1	1
2249	осуществлению той же природы	1	1
2250	внешнего хронотопа откровения божественной	1	1
2251	из его кругозора ратным	1	1
2252	человек как говорит дмитрий	1	1
2253	собою ту или иную	1	1
2254	разделяющих и связывающих ее	1	1
2255	диктовала диктование предполагает иерархические	1	1
2256	малым лирическим субъектом и	1	1
2257	ратным духом в момент	1	1
2258	центральной стопе ударный стих	1	1
2259	ситуации административный ревизор чья	1	1
2260	другом а перед художественно	1	1
2261	человеком внутренней стороны бытия	1	1
2262	самовлюбленность не отделимая от	1	1
2263	ей говорю однако лирическая	1	1
2264	музы с личностным меня	1	1
2265	батыем трагическая ситуация есть	1	1
2266	самоопределение лирического мы по	1	1
2267	следует признать финальное я	1	1
2268	строфе этот звук практически	1	1
2269	события свершающегося ночью вертикальный	1	1
2270	не дорожит своей отдельной	1	1
2271	а всего лишь осуществляет	1	1
