N	2gram	Vygotskiy_	Psycholo
2464	и сознание	1	1
2465	и общей	1	1
2466	другом мы	1	1
2467	нашей точки	2	1
2468	мы показали	1	1
2469	для данной	1	1
2470	которых каждый	2	1
2471	в жизнь	1	1
2472	нам еще	1	1
2473	станем сейчас	1	1
2474	ему приходится	1	1
2475	не содержит	1	1
2476	участвуют в	3	1
2477	все та	1	1
2478	сказала что	1	1
2479	отношения со	1	1
2480	силу и	1	1
2481	от речи	4	1
2482	психологии детской	2	1
2483	результаты нашего	1	1
2484	с их	3	1
2485	до своих	2	1
2486	она служит	1	1
2487	отсутствует вовсе	1	1
2488	сказано все	1	1
2489	же явление	1	1
2490	что имеем	1	1
2491	говорил он	2	1
2492	вполне совпадает	2	1
2493	что обобщения	1	1
2494	что является	2	1
2495	детство но	1	1
2496	слова которые	2	1
2497	занимает среднее	1	1
2498	по степени	1	1
2499	приводит нас	6	1
2500	не иметь	3	1
2501	в другую	3	1
2502	и тому	6	1
2503	менее всего	2	1
2504	это двойное	1	1
2505	составляет самую	1	1
2506	должен его	1	1
2507	история и	1	1
2508	поведения все	1	1
2509	можно считать	3	1
2510	ближе подходит	1	1
2511	своей речи	2	1
2512	с элементарными	1	1
2513	в звуках	1	1
2514	можно предположить	1	1
2515	этот раз	2	1
2516	или даже	2	1
2517	ситуации которые	1	1
2518	толкование которое	1	1
2519	анализ этого	1	1
2520	другом месте	3	1
2521	однако это	1	1
2522	и людей	1	1
2523	этой новой	1	1
2524	тем стоит	1	1
2525	медленно и	1	1
2526	в действительной	1	1
2527	не создает	3	1
2528	быть отнесена	1	1
2529	утверждения что	2	1
2530	только и	2	1
2531	исследование в	1	1
2532	действии и	2	1
2533	это хорошо	1	1
2534	которым приводит	1	1
2535	говорит об	2	1
2536	особенно в	2	1
2537	при виде	1	1
2538	восприятия или	1	1
2539	сказанного выше	1	1
2540	это остается	1	1
2541	словом или	2	1
2542	но этим	1	1
2543	которая как	1	1
2544	можем представить	1	1
2545	и отдельных	2	1
2546	эти тенденции	1	1
2547	но которое	1	1
2548	связываются с	1	1
2549	план в	1	1
2550	самое явление	2	1
2551	деятельности эти	2	1
2552	с основной	1	1
2553	в поле	1	1
2554	в известный	1	1
2555	следующем виде	3	1
2556	слов на	1	1
2557	привело бы	1	1
2558	поскольку они	1	1
2559	как показывают	3	1
2560	из ряда	3	1
2561	ребенка как	5	1
2562	всей своей	1	1
2563	предмета он	2	1
2564	но всегда	2	1
2565	корни и	3	1
2566	можно усомниться	1	1
2567	вследствие их	1	1
2568	а по	3	1
2569	второй момент	1	1
2570	есть и	2	1
2571	или другого	2	1
2572	при известных	1	1
2573	логического мышления	1	1
2574	этот факт	1	1
2575	исследования показывают	2	1
2576	человека с	1	1
2577	чтобы прийти	1	1
2578	слова или	5	1
2579	и всякая	1	1
2580	происходит от	1	1
2581	приобретает совершенно	1	1
2582	для различных	1	1
2583	элементы и	1	1
2584	ведь мы	1	1
2585	бы возразить	1	1
2586	указывали в	1	1
2587	всякого кто	1	1
2588	совершенно других	1	1
2589	составляет его	1	1
2590	числе и	3	1
2591	кладет в	1	1
2592	он их	1	1
2593	решающую роль	5	1
2594	составляет только	1	1
2595	находящийся на	2	1
2596	к изучению	2	1
2597	возникает та	1	1
2598	с самых	1	1
2599	здесь возникает	1	1
2600	ассоциативная связь	5	1
2601	имеет еще	2	1
2602	он о	1	1
2603	общего положения	1	1
2604	которое заключается	1	1
2605	остроумно замечает	1	1
2606	решительно высказывается	1	1
2607	другой и	1	1
2608	раскрыть его	1	1
2609	о каждой	1	1
2610	происходит в	1	1
2611	противоречие заключается	1	1
2612	по величине	1	1
2613	включает в	2	1
2614	только овладение	1	1
2615	их на	1	1
2616	в естественных	1	1
2617	черный цвет	1	1
2618	чистый вид	1	1
2619	следовательно самый	1	1
2620	в эпоху	1	1
2621	противоречии с	2	1
2622	следовательно не	2	1
2623	и обратно	2	1
2624	он ограничивает	1	1
2625	элементы могут	3	1
2626	требования которые	1	1
2627	и действия	1	1
2628	поэтому мы	2	1
2629	те интеллектуальные	2	1
2630	в готовом	3	1
2631	анализа мы	2	1
2632	палку в	1	1
2633	они встречаются	1	1
2634	что видит	1	1
2635	какого бы	1	1
2636	станем останавливаться	1	1
2637	разных направлениях	1	1
2638	пускает в	1	1
2639	становится возможным	5	1
2640	особого исследования	2	1
2641	поведении взрослого	1	1
2642	чтобы дать	1	1
2643	часто почти	1	1
2644	вещи в	1	1
2645	самого себя	2	1
2646	части мы	1	1
2647	характер для	1	1
2648	характерную черту	2	1
2649	того интеллектуального	1	1
2650	стоят в	1	1
2651	он но	1	1
2652	в одних	2	1
2653	есть знак	1	1
2654	или по	2	1
2655	психологическая природа	1	1
2656	момента в	2	1
2657	действительности с	1	1
2658	глаза и	1	1
2659	анализа как	1	1
2660	связи в	2	1
2661	этот момент	4	1
2662	есть средство	1	1
2663	которой они	2	1
2664	значение этой	1	1
2665	которые нужны	1	1
2666	отношении друг	1	1
2667	которые по	1	1
2668	намека на	1	1
2669	самых общих	1	1
2670	же ошибочно	1	1
2671	все необходимые	1	1
2672	является слово	1	1
2673	формы является	1	1
2674	лежащих в	5	1
2675	по мере	1	1
2676	исторического развития	2	1
2677	долгое время	2	1
2678	иначе чем	2	1
2679	всего могут	1	1
2680	за решеткой	1	1
2681	анализа показал	1	1
2682	не той	1	1
2683	одна чрезвычайно	2	1
2684	всякое новое	1	1
2685	он имеет	3	1
2686	готовом виде	3	1
2687	элементы в	1	1
2688	а во-вторых	1	1
2689	самым как	1	1
2690	проблемы в	1	1
2691	сходную с	1	1
2692	психологической природе	2	1
2693	результате этого	1	1
2694	один элемент	1	1
2695	где они	2	1
2696	области исследования	1	1
2697	но самое	1	1
2698	считать что	1	1
2699	стороны в	1	1
2700	это глубоко	1	1
2701	этими предметами	1	1
2702	предмет и	1	1
2703	а именно	1	1
2704	оказываются в	1	1
2705	и конечную	1	1
2706	то сейчас	1	1
2707	понимания и	1	1
2708	известный момент	1	1
2709	этих методов	1	1
2710	эмоциональная реакция	1	1
2711	значение не	1	1
2712	по признаку	3	1
2713	образ или	1	1
2714	введение в	1	1
2715	и исторического	1	1
2716	назвав его	1	1
2717	различные формы	2	1
2718	которого заключается	1	1
2719	нового метода	1	1
2720	всеми присущими	1	1
2721	относиться к	1	1
2722	представлениями и	1	1
2723	в дальнейшем	3	1
2724	понятия с	1	1
2725	сложное целое	1	1
2726	у которых	1	1
2727	и пути	2	1
2728	с эти	1	1
2729	ясно до	1	1
2730	самую характерную	1	1
2731	случае они	1	1
2732	внутренней связи	1	1
2733	в первую	2	1
2734	ответить на	1	1
2735	приобретает возможность	1	1
2736	нам чем	1	1
2737	говорит по	1	1
2738	из психологов	1	1
2739	которая представляет	1	1
2740	как полагают	1	1
2741	имеет очень	1	1
2742	совсем по	1	1
2743	к переходу	1	1
2744	время от	1	1
2745	ребенка в	14	1
2746	здесь у	1	1
2747	этом мы	1	1
2748	значение то	1	1
2749	входит в	7	1
2750	связано в	1	1
2751	понятия в	8	1
2752	развития с	1	1
2753	снова в	1	1
2754	каждой данной	1	1
2755	от действительного	1	1
2756	которыми он	1	1
2757	с нашим	1	1
2758	возникающая на	1	1
2759	психологии которая	1	1
2760	следует остановиться	1	1
2761	оно начинает	1	1
2762	и т.п	3	1
2763	правильно его	2	1
2764	к проблеме	2	1
2765	близко напоминает	1	1
2766	он получает	2	1
2767	значение с	1	1
2768	об отношении	2	1
2769	между отдельными	6	1
2770	правда и	1	1
2771	в различных	1	1
2772	виду и	1	1
2773	задерживается и	1	1
2774	вюрцбургской школы	1	1
2775	тому на	1	1
2776	сделать вывод	1	1
2777	ложном понимании	1	1
2778	двум причинам	1	1
2779	мы полагаем	2	1
2780	сказать относительно	1	1
2781	установить что	1	1
2782	самом начале	1	1
2783	чрезвычайно близко	1	1
2784	бы лучше	1	1
2785	чтобы они	2	1
2786	это свойство	1	1
2787	одном слове	1	1
2788	указав на	1	1
2789	привели к	1	1
2790	принять за	3	1
2791	который служит	1	1
2792	по контрасту	1	1
2793	поведении и	1	1
2794	верно ли	1	1
2795	способом мышления	2	1
2796	к установлению	2	1
2797	который определяет	1	1
2798	нам остается	2	1
2799	лежащим в	2	1
2800	бы так	1	1
2801	самого поверхностного	1	1
2802	что отсутствие	1	1
2803	задач в	1	1
2804	можно применить	1	1
2805	на внутреннем	1	1
2806	который только	1	1
2807	связанное с	2	1
2808	и открывает	1	1
2809	его мысли	1	1
2810	всякий вопрос	1	1
2811	в связь	3	1
2812	но сама	1	1
2813	дает возможность	1	1
2814	как объяснение	1	1
2815	что имеет	1	1
2816	мысли ни	1	1
2817	своего развития	9	1
2818	все признаки	1	1
2819	же должно	1	1
2820	следует отметить	1	1
2821	него как	1	1
2822	этого способа	3	1
2823	и понятно	1	1
2824	и последующим	1	1
2825	то оно	1	1
2826	сейчас в	2	1
2827	мы как	1	1
2828	места для	1	1
2829	случайно с	1	1
2830	ниже и	1	1
2831	эта особенность	1	1
2832	на нашу	1	1
2833	как средство	1	1
2834	говорено выше	1	1
2835	переходя от	2	1
2836	гораздо дальше	1	1
2837	сам начинает	1	1
2838	смысле в	1	1
2839	свидетельствовать о	1	1
2840	а тот	1	1
2841	их психологической	1	1
2842	к поведению	1	1
2843	прийти к	1	1
2844	буквальном смысле	1	1
2845	причем самое	1	1
2846	его лежит	1	1
2847	чтобы подойти	1	1
2848	образ в	1	1
2849	различным линиям	3	1
2850	похоже на	1	1
2851	не соответствует	1	1
2852	концов к	1	1
2853	при решении	2	1
2854	в буквальном	1	1
2855	и через	1	1
2856	состоящий в	1	1
2857	возникающих в	2	1
2858	заключается вовсе	1	1
2859	в тот	1	1
2860	луна и	1	1
2861	совершенно на	1	1
2862	распадаются на	1	1
2863	выражению одного	1	1
2864	фигуры которые	1	1
2865	установить и	1	1
2866	к чистому	1	1
2867	и развития	3	1
2868	всеми другими	2	1
2869	и притом	1	1
2870	из конечной	1	1
2871	исследователи в	1	1
2872	говорит в	1	1
2873	они представляют	2	1
2874	деятельности в	1	1
2875	сами себе	1	1
2876	круг своего	1	1
2877	ли оно	5	1
2878	не выражает	1	1
2879	относит его	1	1
2880	и непременно	1	1
2881	как коллективная	1	1
2882	но один	2	1
2883	или несколько	1	1
2884	как его	1	1
2885	вещи не	1	1
2886	играет никакой	1	1
2887	слов с	1	1
2888	и своего	1	1
2889	материала либо	1	1
2890	он берет	1	1
2891	происходит и	1	1
2892	вопрос почему	1	1
2893	под воздействием	1	1
2894	теми или	2	1
2895	виде а	2	1
2896	во впечатлении	3	1
2897	стоящая перед	1	1
2898	также в	2	1
2899	процесс мы	1	1
2900	совершенно правильным	1	1
2901	же при	1	1
2902	мы стоим	1	1
2903	мышления чем	1	1
2904	из главных	1	1
2905	мы пытались	1	1
2906	метод исследования	2	1
2907	понимание и	1	1
2908	при понимании	1	1
2909	и оказывается	1	1
2910	становятся как	1	1
2911	выше мы	1	1
2912	является средством	1	1
2913	служит для	1	1
2914	общее правило	1	1
2915	совершенно наглядно	1	1
2916	при которых	1	1
2917	психологии языка	1	1
2918	что высший	1	1
2919	психологических оснований	1	1
2920	речи или	3	1
2921	оно возникает	2	1
2922	мы проследим	3	1
2923	структуры и	1	1
2924	опыты келера	3	1
2925	даже там	1	1
2926	не имеющие	2	1
2927	виде мы	1	1
2928	к частному	6	1
2929	выражение в	1	1
2930	центром притяжения	1	1
2931	для создания	1	1
2932	психологического объяснения	2	1
2933	которые ссылается	1	1
2934	не сводится	1	1
2935	составных частей	1	1
2936	ребенка прежде	1	1
2937	основным и	1	1
2938	образов которые	2	1
2939	предполагает что	1	1
2940	может совершаться	1	1
2941	которое они	1	1
2942	возникающее в	1	1
2943	самый процесс	2	1
2944	переходя в	1	1
2945	не исчерпывается	1	1
2946	близко к	1	1
2947	время мы	1	1
2948	помощью которых	8	1
2949	положение не	1	1
2950	аналогия между	2	1
2951	отношение между	3	1
2952	от взрослых	2	1
2953	вывод который	1	1
2954	новый метод	2	1
2955	от прежних	1	1
2956	основных форм	2	1
2957	все основные	1	1
2958	по другому	1	1
2959	и первую	1	1
2960	анализа для	1	1
2961	предшествующим и	1	1
2962	помощью которого	5	1
2963	содержание но	1	1
2964	считать в	1	1
2965	с действительным	1	1
2966	бы уже	1	1
2967	как ребенок	3	1
2968	слов не	1	1
2969	и представление	1	1
2970	чтобы их	2	1
2971	остаются на	2	1
2972	первые шаги	1	1
2973	в наших	2	1
2974	различных по	1	1
2975	вопрос можно	1	1
2976	ними в	1	1
2977	у которого	1	1
2978	получается из	1	1
2979	это вопрос	1	1
2980	которые устанавливает	1	1
2981	этом возникает	1	1
2982	можем с	3	1
2983	утверждению некоторых	1	1
2984	чем она	1	1
2985	в продолжение	1	1
2986	является та	1	1
2987	известном смысле	2	1
2988	эту же	2	1
2989	в поведении	7	1
2990	ребенка на	5	1
2991	говорят и	1	1
2992	которыми приходится	1	1
2993	понимание но	1	1
2994	внимания и	1	1
2995	с определенными	1	1
2996	на втором	1	1
2997	целью но	1	1
2998	и доказать	1	1
2999	у разных	1	1
3000	действительно по	1	1
3001	период времени	1	1
3002	рассуждения и	1	1
3003	мы теперь	1	1
3004	из сопоставления	1	1
3005	поколения к	1	1
3006	отрицательный ответ	2	1
3007	совершенно различным	2	1
3008	значение как	3	1
3009	к исследованию	2	1
3010	нашей обыденной	1	1
3011	видит особенность	1	1
3012	развитие и	1	1
3013	обычно с	1	1
3014	связей в	1	1
3015	которые лежат	1	1
3016	существует связь	1	1
3017	положение которое	1	1
3018	интеллектуальные операции	3	1
3019	деле то	1	1
3020	и особенно	4	1
3021	и сколько-нибудь	1	1
3022	проявляются в	2	1
3023	даже больше	1	1
3024	чрезвычайно важным	1	1
3025	эту аналогию	1	1
3026	высших форм	6	1
3027	внешней форме	1	1
3028	помощью слов	4	1
3029	затем оно	1	1
3030	с объективной	3	1
3031	вверх от	1	1
3032	в объективной	1	1
3033	самым существенным	1	1
3034	существенным для	2	1
3035	безотносительно к	1	1
3036	или действия	1	1
3037	речи но	3	1
3038	мы назвали	1	1
3039	предметы и	1	1
3040	новый шаг	1	1
3041	к одной	3	1
3042	пути развития	3	1
3043	понимания с	1	1
3044	лицо на	1	1
3045	несомненно лежит	1	1
3046	на сравнительно	1	1
3047	у другого	1	1
3048	не воспринимаются	1	1
3049	по принципу	1	1
3050	особенности этого	1	1
3051	он что	1	1
3052	по внешнему	7	1
3053	бы возникнуть	5	1
3054	показывают как	2	1
3055	от другого	2	1
3056	от поколения	1	1
3057	другую и	1	1
3058	рис в	1	1
3059	психологической функции	2	1
3060	в темноте	1	1
3061	как основного	1	1
3062	связанная с	1	1
3063	она становится	1	1
3064	функцией от	1	1
3065	с общими	1	1
3066	эти понятия	1	1
3067	слова тот	1	1
3068	чрезвычайно интересная	2	1
3069	собой и	2	1
3070	орудием в	1	1
3071	благодаря своей	1	1
3072	наряду со	1	1
3073	подходим к	1	1
3074	и вперед	1	1
3075	на процесс	2	1
3076	объектов которые	1	1
3077	в различные	1	1
3078	это внутреннее	1	1
3079	себе два	1	1
3080	трудом и	1	1
3081	коллективной фотографии	1	1
3082	положения которые	1	1
3083	чрезвычайно важное	1	1
3084	этим сказано	1	1
3085	оно заключается	1	1
3086	в действительном	2	1
3087	иных элементов	1	1
3088	они указывали	1	1
3089	отсюда ясно	1	1
3090	научного исследования	1	1
3091	однако чтобы	1	1
3092	лежащие в	2	1
3093	является одновременно	1	1
3094	отдельных форм	1	1
3095	увидим как	1	1
3096	которые установлены	1	1
3097	и независимое	1	1
3098	прекрасно показал	2	1
3099	показали с	1	1
3100	представлен в	2	1
3101	смысле оно	1	1
3102	исследование показало	1	1
3103	предметы в	5	1
3104	выполняет в	1	1
3105	дальше и	1	1
3106	других низших	1	1
3107	говорили уже	2	1
3108	их содержания	1	1
3109	человек но	1	1
3110	без которых	1	1
3111	наши выводы	3	1
3112	свое время	2	1
3113	слова для	1	1
3114	силу общих	1	1
3115	на несколько	1	1
3116	в большинстве	1	1
3117	членам данной	1	1
3118	сама не	1	1
3119	с самыми	1	1
3120	отличительный признак	1	1
3121	всех форм	2	1
3122	поэтому не	2	1
3123	предметов есть	1	1
3124	очевидно и	1	1
3125	не объясняет	1	1
3126	восприятия а	1	1
3127	не дают	1	1
3128	другие области	1	1
3129	из элементов	1	1
3130	и понятие	3	1
3131	относящихся к	1	1
3132	его содержания	1	1
3133	отношение как	1	1
3134	установить только	1	1
3135	и достаточно	1	1
3136	слово луна	1	1
3137	предмет может	1	1
3138	завершение и	1	1
3139	ребенка с	6	1
3140	не дана	1	1
3141	самого автора	1	1
3142	сейчас мы	1	1
3143	социальной функции	2	1
3144	развития их	1	1
3145	психологов указывает	1	1
3146	камень и	1	1
3147	находящихся в	1	1
3148	они выполняют	2	1
3149	этот спор	1	1
3150	задачи как	2	1
3151	образом по	3	1
3152	только это	1	1
3153	схематически обозначить	1	1
3154	целом мы	4	1
3155	неопределенность его	1	1
3156	ожидать что	2	1
3157	непосредственного отношения	1	1
3158	и тяжелое	1	1
3159	это показывает	1	1
3160	образом не	2	1
3161	вступают в	2	1
3162	известной степени	1	1
3163	из одной	2	1
3164	на более	3	1
3165	а путем	1	1
3166	к детской	1	1
3167	между людьми	1	1
3168	не касаясь	1	1
3169	все уже	1	1
3170	ко всей	1	1
3171	настолько же	1	1
3172	бы открывает	1	1
3173	во внешней	1	1
3174	тенденции к	1	1
3175	мы часто	1	1
3176	того с	1	1
3177	и основана	1	1
3178	от понятия	5	1
3179	для взрослого	2	1
3180	другим способом	1	1
3181	расхождение которое	1	1
3182	этого понимания	1	1
3183	никаких объективных	1	1
3184	что вместе	1	1
3185	свою силу	2	1
3186	при каких	2	1
3187	к новой	1	1
3188	полный круг	1	1
3189	дальше на	1	1
3190	к описанию	1	1
3191	включая в	1	1
3192	только наиболее	1	1
3193	быть распространено	1	1
3194	дальнейшего развития	2	1
3195	в другое	2	1
3196	понятием как	1	1
3197	насколько этот	1	1
3198	его часть	1	1
3199	не указывает	1	1
3200	в гораздо	1	1
3201	даже когда	1	1
3202	ему в	1	1
3203	свидетельствует о	1	1
3204	они суть	1	1
3205	нашли бы	1	1
3206	том числе	3	1
3207	предположение что	1	1
3208	анализ показывает	1	1
3209	к чрезвычайно	1	1
3210	и объективные	1	1
3211	путем простого	1	1
3212	лишь случайно	1	1
3213	процессы и	1	1
3214	и судьбу	1	1
3215	о вещах	1	1
3216	в сновидении	3	1
3217	и развиваются	1	1
3218	нашей речи	2	1
3219	будет ли	1	1
3220	вызвать в	1	1
3221	чрезвычайно ясно	1	1
3222	день и	1	1
3223	и принципиально	1	1
3224	их основе	1	1
3225	которых эти	1	1
3226	этим именем	5	1
3227	представлять себе	1	1
3228	способом и	1	1
3229	отличительных ее	1	1
3230	станет ясно	1	1
3231	и непосредственно	1	1
3232	служить в	1	1
3233	функцию сообщения	1	1
3234	и существенным	1	1
3235	которое могло	1	1
3236	все исследование	2	1
3237	частей мы	1	1
3238	что к	1	1
3239	сплошь и	1	1
3240	как утверждает	1	1
3241	начала в	1	1
3242	самые разнообразные	2	1
3243	когда ребенок	2	1
3244	она раскрывает	1	1
3245	же по	2	1
3246	приводит чрезвычайно	1	1
3247	составляют основу	1	1
3248	как увидим	1	1
3249	случаях особенно	1	1
3250	помощи которых	1	1
3251	существует для	1	1
3252	быть определены	1	1
3253	свет и	1	1
3254	и новую	1	1
3255	с где	1	1
3256	положение в	2	1
3257	что перед	4	1
3258	с логической	4	1
3259	поведения и	2	1
3260	тогда это	1	1
3261	тех форм	2	1
3262	этого исследования	2	1
3263	является не	6	1
3264	надо прямо	1	1
3265	цель и	2	1
3266	взгляда мы	1	1
3267	этим самым	1	1
3268	нежели в	1	1
3269	делает новый	1	1
3270	войти в	1	1
3271	следует конечно	1	1
3272	свет на	1	1
3273	имени так	1	1
3274	является еще	1	1
3275	слова те	1	1
3276	чем простое	1	1
3277	своему психологическому	1	1
3278	интересующей нас	4	1
3279	еще до	1	1
3280	с областью	1	1
3281	для целого	1	1
3282	поводом для	1	1
3283	форм поведения	5	1
3284	равно что	1	1
3285	одного этого	1	1
3286	они стали	2	1
3287	чем эта	1	1
3288	напомнить что	1	1
3289	в прямой	2	1
3290	связывает их	1	1
3291	такую же	1	1
3292	объяснения всего	1	1
3293	мы открываем	1	1
3294	преобладающее значение	1	1
3295	которая может	1	1
3296	этом чрезвычайно	1	1
3297	выше что	3	1
3298	гласит что	1	1
3299	не уничтожается	1	1
3300	может возникнуть	2	1
3301	и почти	1	1
3302	очень близко	1	1
3303	что поведение	1	1
3304	иным способом	4	1
3305	решения этой	1	1
3306	одно а	1	1
3307	употребление и	1	1
3308	быть обосновано	1	1
3309	важную роль	4	1
3310	как показали	1	1
3311	лежащую в	1	1
3312	эти формы	2	1
3313	новой для	1	1
3314	он однако	1	1
3315	не находит	1	1
3316	характерно для	1	1
3317	заложен в	1	1
3318	с уже	2	1
3319	в одном-единственном	1	1
3320	уже у	2	1
3321	из теории	1	1
3322	этого образа	1	1
3323	результатах к	1	1
3324	как чисто	1	1
3325	обозначать одновременно	1	1
3326	не необходимо	2	1
3327	слова если	1	1
3328	еще на	1	1
3329	значение слова	7	1
3330	и мыслей	1	1
3331	показано выше	1	1
3332	всех его	1	1
3333	еще никогда	1	1
3334	основе этого	4	1
3335	которой можно	2	1
3336	к поколению	1	1
3337	детской жизни	1	1
3338	этого мышления	1	1
3339	та или	3	1
3340	и благодаря	2	1
3341	и много	1	1
3342	к ребенку	1	1
3343	ребенок так	1	1
3344	только по	1	1
3345	этом и	2	1
3346	отрывается от	1	1
3347	связи между	6	1
3348	анализа и	2	1
3349	теоретически не	1	1
3350	или слова	3	1
3351	как этот	1	1
3352	понятий но	6	1
3353	как наиболее	1	1
3354	эти образы	1	1
3355	всей нашей	1	1
3356	отношении не	1	1
3357	взрослого и	1	1
3358	сводится исключительно	1	1
3359	определить как	1	1
3360	и новые	1	1
3361	ли может	1	1
3362	склонны видеть	3	1
3363	и глубокий	1	1
3364	с задачами	1	1
3365	двумя существенными	1	1
3366	выводу относительно	1	1
3367	случаи которые	1	1
3368	снизу вверх	2	1
3369	в известной	1	1
3370	вещей это	1	1
3371	форме и	2	1
3372	здесь этот	1	1
3373	времени по	1	1
