N	2gram	Potebnia_M	Problema
2508	нечто общее	1	1
2509	случае они	1	1
2510	не пришло	1	1
2511	представляется возможным	1	1
2512	это с	1	1
2513	к дальнейшему	1	1
2514	человеческой мысли	3	1
2515	первым и	1	1
2516	смысле даже	1	1
2517	по теоретическим	1	1
2518	идет то	1	1
2519	случаях будет	1	1
2520	и вещь	1	1
2521	этой ни	1	1
2522	впечатления от	1	1
2523	той и	2	1
2524	это последнее	4	1
2525	сам не	1	1
2526	слов на	1	1
2527	быть чем-то	1	1
2528	жизнь всегда	1	1
2529	значение то	1	1
2530	всякого разумного	1	1
2531	свойство и	1	1
2532	которыми он	1	1
2533	будь это	1	1
2534	цель его	2	1
2535	его действия	1	1
2536	оно так	1	1
2537	об отношении	5	1
2538	не имеем	3	1
2539	понятием но	2	1
2540	и выражение	1	1
2541	в различных	2	1
2542	связь между	6	1
2543	сидит в	1	1
2544	что предложение	1	1
2545	с в	4	1
2546	не замечается	1	1
2547	этой картины	1	1
2548	отдельных слов	1	1
2549	оно существует	1	1
2550	она получила	1	1
2551	образа для	1	1
2552	перед ним	1	1
2553	второй половины	1	1
2554	из виду	4	1
2555	двух других	1	1
2556	поэта и	1	1
2557	для поэтического	1	1
2558	или если	2	1
2559	по ней	1	1
2560	по которой	1	1
2561	необходимо признать	1	1
2562	большая сложность	1	1
2563	если будем	1	1
2564	еще ничего	1	1
2565	выше есть	1	1
2566	одного корня	2	1
2567	в самое	2	1
2568	содержание его	3	1
2569	то так	2	1
2570	входят в	3	1
2571	при виде	1	1
2572	по объему	1	1
2573	из самой	1	1
2574	их существование	1	1
2575	нам остается	1	1
2576	со второй	1	1
2577	который у	1	1
2578	и внешней	1	1
2579	имеем и	1	1
2580	словом если	1	1
2581	которое одно	1	1
2582	из звуков	1	1
2583	так у	2	1
2584	пусть эта	1	1
2585	но конечно	1	1
2586	к языку	1	1
2587	чтобы читатель	1	1
2588	начало и	1	1
2589	ли эта	1	1
2590	или слово	1	1
2591	научный анализ	1	1
2592	того о	1	1
2593	же отношение	1	1
2594	себе самом	1	1
2595	чем было	1	1
2596	нас за	1	1
2597	другое понимание	1	1
2598	помощи этого	1	1
2599	образе есть	1	1
2600	но более	1	1
2601	и столь	1	1
2602	а оно	1	1
2603	что язык	5	1
2604	мы как	1	1
2605	такого например	1	1
2606	к одному	7	1
2607	их содержания	2	1
2608	первом случае	2	1
2609	не принадлежит	2	1
2610	для перехода	1	1
2611	очень далеко	1	1
2612	и заставляет	1	1
2613	от действительности	1	1
2614	есть одно	2	1
2615	сознание в	1	1
2616	смысле в	3	1
2617	именно из	2	1
2618	без понятия	1	1
2619	как нет	1	1
2620	будет заметить	1	1
2621	в изолированном	1	1
2622	это их	1	1
2623	от вещи	1	1
2624	мысль весьма	1	1
2625	и часы	1	1
2626	слово не	6	1
2627	в тот	1	1
2628	о ком	1	1
2629	от языка	1	1
2630	не от	3	1
2631	даже на	1	1
2632	из сосуда	1	1
2633	других индоевропейских	1	1
2634	понятия из	1	1
2635	признаков а	1	1
2636	не была	1	1
2637	заключение о	1	1
2638	что обозначено	1	1
2639	трудно отличить	1	1
2640	но совершенно	1	1
2641	есть вне	1	1
2642	исчезает из	1	1
2643	и отношение	1	1
2644	значением то	1	1
2645	с представлением	1	1
2646	этого я	1	1
2647	членов есть	1	1
2648	конечно такое	1	1
2649	здесь же	1	1
2650	тела не	1	1
2651	и по-видимому	1	1
2652	указывая на	2	1
2653	из чего	1	1
2654	в мире	3	1
2655	действительно дает	1	1
2656	основано на	1	1
2657	предложения и	1	1
2658	света и	2	1
2659	я есть	1	1
2660	что содержание	6	1
2661	содержание может	1	1
2662	зрения и	2	1
2663	должно было	2	1
2664	лишь для	1	1
2665	человек то	1	1
2666	людьми и	1	1
2667	словами мы	1	1
2668	более в	1	1
2669	и понимание	1	1
2670	то эти	1	1
2671	замечаем что	1	1
2672	и звук	2	1
2673	всякое понимание	1	1
2674	есть точно	1	1
2675	и цвета	1	1
2676	сказать с	1	1
2677	другу и	1	1
2678	в живой	3	1
2679	человека однако	1	1
2680	мы думаем	1	1
2681	сознания то	1	1
2682	не наблюдал	1	1
2683	и безразлично	1	1
2684	нет но	1	1
2685	существовать если	1	1
2686	потому есть	1	1
2687	все то	3	1
2688	много такого	1	1
2689	к образу	1	1
2690	фона на	1	1
2691	не более	1	1
2692	отдельных явлений	1	1
2693	б не	2	1
2694	явления в	1	1
2695	образе который	1	1
2696	образ как	4	1
2697	они получают	1	1
2698	если б	9	1
2699	оно ни	2	1
2700	содержание или	1	1
2701	над другими	1	1
2702	в форме	2	1
2703	не представляется	1	1
2704	для мысли	5	1
2705	отлична от	1	1
2706	обобщение и	1	1
2707	самого их	1	1
2708	как эта	1	1
2709	которые обозначаются	1	1
2710	мысли чтобы	1	1
2711	языка значение	1	1
2712	знаки предметов	1	1
2713	одно с	2	1
2714	далеким от	1	1
2715	образом то	1	1
2716	значения их	1	1
2717	то по	2	1
2718	всегда имеет	1	1
2719	образ но	1	1
2720	найти в	1	1
2721	и бесконечные	1	1
2722	такой форме	1	1
2723	мысль в	3	1
2724	эта черта	1	1
2725	и почему	2	1
2726	слова того	1	1
2727	на высоте	1	1
2728	этих словах	1	1
2729	весь язык	1	1
2730	признает его	1	1
2731	ей не	1	1
2732	разумеется мы	1	1
2733	понимать это	2	1
2734	с течением	3	1
2735	и языка	1	1
2736	указывает нам	1	1
2737	ни одно	2	1
2738	из глубины	2	1
2739	что наша	1	1
2740	который к	1	1
2741	других вполне	1	1
2742	в обыкновенной	1	1
2743	еще менее	1	1
2744	понятием или	1	1
2745	каждого из	2	1
2746	в пространстве	1	1
2747	в разговоре	2	1
2748	может прийти	1	1
2749	для многих	1	1
2750	только их	1	1
2751	почему он	2	1
2752	и человеком	1	1
2753	нам вполне	1	1
2754	мы прежде	1	1
2755	трудом и	1	1
2756	известного содержания	2	1
2757	оно или	1	1
2758	дается нам	1	1
2759	смысла а	2	1
2760	произведение и	1	1
2761	вне себя	3	1
2762	той ее	1	1
2763	от самой	1	1
2764	доказательства что	1	1
2765	речи но	1	1
2766	намекает на	1	1
2767	что сказать	1	1
2768	то другой	1	1
2769	не дошедшего	1	1
2770	система понятий	1	1
2771	не идет	1	1
2772	именно только	1	1
2773	или словом	2	1
2774	и из	2	1
2775	мы замечаем	1	1
2776	нашего времени	2	1
2777	все свое	1	1
2778	отдельных частей	1	1
2779	на читателя	1	1
2780	в единстве	2	1
2781	с давних	1	1
2782	наук математика	1	1
2783	отдельные ее	1	1
2784	эти понятия	1	1
2785	искусства к	1	1
2786	языка из	1	1
2787	взять например	1	1
2788	и навсегда	1	1
2789	показать что	1	1
2790	одной то	1	1
2791	прибавить еще	1	1
2792	себя с	1	1
2793	как при	3	1
2794	споры о	1	1
2795	одно слово	6	1
2796	есть слово	1	1
2797	этих слов	2	1
2798	глаз и	2	1
2799	нас уже	1	1
2800	мысль мы	1	1
2801	получает для	1	1
2802	точно определить	1	1
2803	и силы	2	1
2804	прибавим к	1	1
2805	таких которые	1	1
2806	отсюда ясно	1	1
2807	которые могут	1	1
2808	а образ	2	1
2809	человек со	1	1
2810	наконец то	1	1
2811	вещи если	1	1
2812	это понимание	1	1
2813	нечто большее	1	1
2814	свет стоит	1	1
2815	нем так	1	1
2816	нераздельное единство	1	1
2817	в следующей	1	1
2818	пока он	1	1
2819	со сказанным	1	1
2820	его самого	1	1
2821	с криком	1	1
2822	к какой	1	1
2823	и связи	2	1
2824	о пространстве	1	1
2825	свое время	1	1
2826	слова для	4	1
2827	тому кто	1	1
2828	если посмотреть	1	1
2829	другому когда	1	1
2830	существовать в	1	1
2831	что эту	1	1
2832	могут считаться	1	1
2833	д не	1	1
2834	нечто ей	1	1
2835	того самого	1	1
2836	это нечто	1	1
2837	тех же	1	1
2838	в пример	1	1
2839	смерти и	1	1
2840	как одно	1	1
2841	это событие	2	1
2842	в земле	1	1
2843	до настоящего	1	1
2844	чем то	1	1
2845	но здесь	1	1
2846	представления а	1	1
2847	связана с	1	1
2848	для деятельности	1	1
2849	опыт показывает	1	1
2850	наших слов	1	1
2851	план и	1	1
2852	притом не	2	1
2853	картины и	1	1
2854	и счастье	1	1
2855	свойств и	2	1
2856	нечто уже	1	1
2857	очень хорошо	1	1
2858	впрочем и	2	1
2859	народ в	1	1
2860	от внутренних	1	1
2861	ее с	2	1
2862	есть известная	1	1
2863	что существуют	1	1
2864	же время	8	1
2865	только это	1	1
2866	стихии и	1	1
2867	в обществе	1	1
2868	с различием	1	1
2869	во сне	1	1
2870	мышления а	1	1
2871	чем с	1	1
2872	вещь а	1	1
2873	между людьми	2	1
2874	и делается	1	1
2875	сердце в	1	1
2876	к науке	2	1
2877	к следующему	1	1
2878	же язык	1	1
2879	виде не	1	1
2880	есть полное	1	1
2881	переносном а	1	1
2882	известное нам	1	1
2883	друга а	1	1
2884	образом слово	1	1
2885	человечества и	1	1
2886	всякий раз	1	1
2887	поэтому нам	1	1
2888	легко может	1	1
2889	и чего-то	1	1
2890	даже без	1	1
2891	остался бы	1	1
2892	силу того	2	1
2893	к новой	1	1
2894	где бы	1	1
2895	по-видимому совершенно	1	1
2896	только содержание	2	1
2897	и разными	1	1
2898	или вовсе	3	1
2899	потому все	1	1
2900	уже при	1	1
2901	однако от	1	1
2902	невозможна без	2	1
2903	определение слова	1	1
2904	весьма мало	1	1
2905	себе отпечаток	1	1
2906	а об	1	1
2907	пить и	1	1
2908	представления и	4	1
2909	поздно и	1	1
2910	его можно	1	1
2911	выше о	2	1
2912	себе оно	1	1
2913	не знают	1	1
2914	события и	1	1
2915	наших представлений	1	1
2916	ею путем	1	1
2917	уже известное	1	1
2918	сами себя	1	1
2919	как отношение	1	1
2920	сознании как	2	1
2921	гораздо сложнее	1	1
2922	и было	1	1
2923	не изображает	1	1
2924	о человеке	5	1
2925	даже для	1	1
2926	этого она	1	1
2927	сознании не	1	1
2928	менее ясным	1	1
2929	только указанием	2	1
2930	которая развивается	1	1
2931	ее из	1	1
2932	когда мир	1	1
2933	понятия к	1	1
2934	переход к	1	1
2935	не отражается	1	1
2936	то обобщение	1	1
2937	искусству и	1	1
2938	кто его	1	1
2939	и предмета	2	1
2940	и яркий	1	1
2941	возможным только	1	1
2942	из своих	1	1
2943	не переходя	1	1
2944	со словами	1	1
2945	категорий к	1	1
2946	образов тут	1	1
2947	можно однако	1	1
2948	слова не	2	1
2949	что например	5	1
2950	содержанию это	1	1
2951	и понятий	1	1
2952	не выражается	2	1
2953	силы природы	2	1
2954	а о	1	1
2955	когда оно	3	1
2956	основаны на	2	1
2957	очень редких	1	1
2958	прежде в	1	1
2959	знает как	1	1
2960	от нашего	4	1
2961	и начинается	1	1
2962	для большей	1	1
2963	теперь еще	1	1
2964	эту песню	1	1
2965	сознания но	1	1
2966	во всю	1	1
2967	жизни может	1	1
2968	связывает человека	1	1
2969	же будет	1	1
2970	нет возможности	1	1
2971	круг или	1	1
2972	не подлежит	2	1
2973	может открыть	1	1
2974	впечатление можно	1	1
2975	и кончается	1	1
2976	довольно редким	1	1
2977	в новом	2	1
2978	и оно	3	1
2979	мысль об	3	1
2980	звук как	2	1
2981	из мифов	1	1
2982	то хотя	1	1
2983	целого и	1	1
2984	времени является	1	1
2985	слово вода	1	1
2986	разумеется что	1	1
2987	как слово	4	1
2988	совмещает в	2	1
2989	этого он	1	1
2990	этому предмету	1	1
2991	или образ	1	1
2992	более обширного	1	1
2993	следовательно вообще	1	1
2994	получить не	1	1
2995	он ни	1	1
2996	словах не	1	1
2997	ума без	1	1
2998	была такая	1	1
2999	слово это	2	1
3000	не могу	1	1
3001	наиболее общих	1	1
3002	может в	2	1
3003	а от	2	1
3004	менее они	1	1
3005	гармония и	1	1
3006	субъекта и	1	1
3007	сложное чем	1	1
3008	это для	1	1
3009	для таких	1	1
3010	может изображать	1	1
3011	ближайшее отношение	1	1
3012	вопрос как	1	1
3013	на разных	2	1
3014	разнообразия и	1	1
3015	отдельного слова	3	1
3016	есть всегда	1	1
3017	к тем	4	1
3018	не существовало	1	1
3019	этому последнему	2	1
3020	что внутренняя	3	1
3021	значений и	1	1
3022	то во-первых	1	1
3023	совершенно невозможно	1	1
3024	пор не	2	1
3025	что образ	1	1
3026	явлений в	1	1
3027	и обратно	1	1
3028	за одно	2	1
3029	на людей	1	1
3030	если например	2	1
3031	закон но	1	1
3032	этого образа	1	1
3033	стало быть	4	1
3034	своим созданием	1	1
3035	в большинстве	2	1
3036	человеком другого	1	1
3037	бы самое	1	1
3038	в различии	1	1
3039	мы станем	1	1
3040	как из	1	1
3041	к нескольким	1	1
3042	таких выражениях	1	1
3043	вполне определенного	1	1
3044	по всей	1	1
3045	собою то	1	1
3046	самой своей	1	1
3047	далеко от	1	1
3048	благодаря этому	1	1
3049	звуков а	2	1
3050	должна указывать	1	1
3051	связи между	1	1
3052	сердце и	1	1
3053	и чувственный	3	1
3054	существом то	1	1
3055	перейти от	2	1
3056	и находится	1	1
3057	и необходимо	1	1
3058	язык в	1	1
3059	если на	1	1
3060	все свойства	1	1
3061	не лишаясь	1	1
3062	и глубокий	1	1
3063	при одном	1	1
3064	я хотя	1	1
3065	ни был	3	1
3066	только одну	2	1
3067	другой язык	1	1
3068	таким же	2	1
3069	которой нет	2	1
3070	тюрьмы в	1	1
3071	смысл что	1	1
3072	нас это	1	1
3073	со словом	6	1
3074	художественное значение	1	1
3075	на ту	1	1
3076	можно заключить	3	1
