N	2gram	Tiupa_Anal	Myshleni
2456	других в	1	1
2457	но специфически	1	1
2458	исходили из	1	1
2459	значение здесь	1	1
2460	наблюдений и	2	1
2461	из функций	1	1
2462	ему как	1	1
2463	целого и	1	1
2464	этом контексте	2	1
2465	и коммуникативной	1	1
2466	остается вне	1	1
2467	выражение и	1	1
2468	жизнь и	1	1
2469	сказать и	1	1
2470	утрачивают свойств	1	1
2471	не говоря	2	1
2472	только лишь	1	1
2473	человека в	1	1
2474	до тех	1	1
2475	как пишет	2	1
2476	случилось с	1	1
2477	является ли	1	1
2478	что помимо	1	1
2479	чужого языка	1	1
2480	в каких-то	1	1
2481	предметом нашего	1	1
2482	т.п и	1	1
2483	есть чисто	2	1
2484	я к	1	1
2485	а от	1	1
2486	самого внешнего	1	1
2487	и вынуждает	1	1
2488	событий и	2	1
2489	к тем	1	1
2490	эта сторона	1	1
2491	когда интонация	1	1
2492	особый тип	1	1
2493	дает им	1	1
2494	и рассуждения	1	1
2495	явлений в	1	1
2496	это также	1	1
2497	и фактически	1	1
2498	во вне	1	1
2499	таких случаях	1	1
2500	только перед	2	1
2501	время они	1	1
2502	и противопоставить	1	1
2503	последними такие	1	1
2504	столь различных	1	1
2505	знает и	1	1
2506	частности к	1	1
2507	в отрыве	2	1
2508	по той	1	1
2509	бы достаточно	1	1
2510	на уровне	10	1
2511	со своими	1	1
2512	совершенно иного	1	1
2513	целого как	2	1
2514	должна уступить	1	1
2515	фоне которых	1	1
2516	над его	1	1
2517	к отношениям	1	1
2518	это место	1	1
2519	таков же	1	1
2520	наше описание	1	1
2521	означало бы	1	1
2522	проявляющихся в	1	1
2523	способно привести	1	1
2524	выработанного в	1	1
2525	которого никогда	1	1
2526	к каждой	1	1
2527	процессе его	1	1
2528	виде те	1	1
2529	глазами и	1	1
2530	определить как	1	1
2531	можно обозначить	1	1
2532	связи совершенно	1	1
2533	предполагает их	1	1
2534	и меньше	1	1
2535	все возможные	1	1
2536	нет я	1	1
2537	это отнюдь	1	1
2538	словами в	1	1
2539	момент его	1	1
2540	являются наиболее	1	1
2541	части этого	1	1
