N	2gram	Potebnia_M	Istorich
2515	может происходить	2	1
2516	переход к	1	1
2517	этом отношении	1	1
2518	рассматриваются в	1	1
2519	в старину	1	1
2520	довольно редких	1	1
2521	для своего	1	1
2522	день и	1	1
2523	для истории	1	1
2524	одну общую	1	1
2525	необходимости а	1	1
2526	указание на	2	1
2527	из своих	2	1
2528	что каждый	1	1
2529	лицом к	1	1
2530	наблюдение над	1	1
2531	появляется как	1	1
2532	является посредником	1	1
2533	другими чтобы	1	1
2534	и никакой	1	1
2535	и непосредственно	2	1
2536	во-первых потому	1	1
2537	ее из	1	1
2538	и представления	1	1
2539	когда оно	1	1
2540	согласно с	6	1
2541	и отношение	1	1
2542	другу не	1	1
2543	материал как	1	1
2544	основано на	1	1
2545	они могли	2	1
2546	разве в	2	1
2547	должны бы	2	1
2548	между собою	10	1
2549	что вполне	2	1
2550	словом и	2	1
2551	без сомнения	6	1
2552	не подлежит	1	1
2553	слагаться в	1	1
2554	влиянии на	2	1
2555	он бы	1	1
2556	виде в	1	1
2557	такой вопрос	2	1
2558	что звук	1	1
2559	исследовать не	1	1
2560	близких к	2	1
2561	так взаимно	1	1
2562	средствами и	1	1
2563	и чуждое	2	1
2564	ее частей	1	1
2565	о различии	1	1
2566	форма в	1	1
2567	одного предмета	1	1
2568	для которого	1	1
2569	при его	1	1
2570	слова оказывается	1	1
2571	с какими	1	1
2572	но разумеется	1	1
2573	чтобы сделать	1	1
2574	и народов	2	1
2575	два случая	1	1
2576	человека к	1	1
2577	человеку но	2	1
2578	не говоря	1	1
2579	же может	1	1
2580	и первые	1	1
2581	ко всему	1	1
2582	внимания то	1	1
2583	первых людей	1	1
2584	весьма сходные	1	1
2585	с областью	1	1
2586	этого нельзя	1	1
2587	его образования	1	1
2588	том случае	1	1
2589	только к	1	1
2590	а к	1	1
2591	до тех	1	1
2592	известного возраста	1	1
2593	не решает	1	1
2594	которые нам	1	1
2595	есть чисто	1	1
2596	сразу это	1	1
2597	а из	1	1
2598	менее они	1	1
2599	они между	1	1
2600	человек всегда	1	1
2601	это заставляет	1	1
2602	но столь	1	1
2603	происходит здесь	1	1
2604	не всякий	1	1
2605	слагаются из	1	1
2606	есть как	2	1
2607	эти существа	1	1
2608	чтобы содержание	1	1
2609	невозможно но	1	1
2610	и образуют	1	1
2611	другим и	3	1
2612	принятое в	1	1
2613	о причинах	2	1
2614	происшедшие от	1	1
2615	которые действуют	1	1
2616	всего народа	1	1
2617	это подтверждается	1	1
2618	говоря о	3	1
2619	гора на	1	1
2620	даже при	3	1
2621	есть например	1	1
2622	нем самом	6	1
2623	причины его	1	1
2624	не найдет	2	1
2625	так ясно	1	1
2626	существование в	1	1
2627	что или	1	1
2628	собственно говоря	2	1
2629	скажем что	1	1
2630	другой форме	1	1
2631	цели но	1	1
2632	стоящие на	1	1
2633	должна бы	2	1
2634	и принимает	1	1
2635	иначе в	1	1
2636	все данные	1	1
2637	не нуждается	2	1
2638	были и	2	1
2639	как для	2	1
2640	возможна и	1	1
2641	действительности не	2	1
2642	менее если	1	1
2643	речь и	2	1
2644	то состояние	1	1
2645	которое в	1	1
2646	и остальные	1	1
2647	ему с	1	1
2648	в чисто	1	1
2649	по моему	1	1
2650	это препятствие	1	1
2651	было невозможно	1	1
2652	тот и	1	1
2653	мы слышим	1	1
2654	нуждается в	2	1
2655	она связана	1	1
2656	на чужих	1	1
2657	только сказать	1	1
2658	образуется из	1	1
2659	и постепенно	1	1
2660	что имело	1	1
2661	и совершенно	2	1
2662	при всяком	1	1
2663	видим то	1	1
