N	2gram	Tiupa_Narr	DiskursI
2340	только тем	1	1
2341	бытия следствие	1	1
2342	умение которое	1	1
2343	овладения понятийным	1	1
2344	реальности в	1	1
2345	определенного рода	1	1
2346	перед глазами	1	1
2347	чем говорят	1	1
2348	опыт жизни	1	1
2349	и наоборот	1	1
2350	действия и	1	1
2351	доктриной процессуальности	1	1
2352	под которым	1	1
2353	искусства слова	1	1
2354	им в	1	1
2355	если их	1	1
2356	свидетельствующего о	2	1
2357	свое существование	1	1
2358	неразрывно объединены	1	1
2359	оказывается носителем	1	1
2360	повествования а	1	1
2361	как свой	1	1
2362	это сделал	1	1
2363	не встречается	1	1
2364	эти происходят	1	1
2365	наедине отсюда	1	1
2366	интриги согласно	1	1
2367	открытый финал	2	1
2368	и мыслится	1	1
2369	на более	1	1
2370	может послужить	1	1
2371	мир персонажей	1	1
2372	изменениями ситуации	1	1
2373	автор оставляет	1	1
2374	угла зрения	2	1
2375	с текстом	1	1
2376	высказывания обеспечивается	1	1
2377	входит как	1	1
2378	констатирует что	1	1
2379	в споре	1	1
2380	поскольку вслед	1	1
2381	на две	2	1
2382	прошедшего времени	1	1
2383	выше уже	1	1
2384	рода механизмом	1	1
2385	и служит	2	1
2386	мог бы	1	1
2387	нарратора это	2	1
2388	начиная с	3	1
2389	нарративными средствами	1	1
2390	в самую	2	1
2391	не за	1	1
2392	какая была	1	1
2393	нами два	1	1
2394	произведения и	1	1
2395	своего я	2	1
2396	какой она	1	1
2397	стороны самое	1	1
2398	вольф шмид	8	1
2399	но именно	3	1
2400	в образе	1	1
2401	в глазах	7	1
2402	событийность и	2	1
2403	непрерывный выбор	1	1
2404	характера и	3	1
2405	в каждый	1	1
2406	внешнее по	1	1
2407	ни слушающий	1	1
2408	утрачивает свою	2	1
2409	своего персонажа	1	1
2410	и моральной	1	1
2411	уступает умению	1	1
2412	повествователем в	1	1
2413	с фабулой	1	1
2414	события эти	1	1
2415	характерное для	1	1
2416	литературного сюжета	1	1
2417	бахтин может	2	1
2418	своей не	1	1
2419	здесь и	1	1
2420	в новейшее	1	1
2421	слушатели-читатели события	1	1
2422	субъективную значимость	1	1
2423	писателями [...]	1	1
2424	отдельной личности	1	1
2425	концепции нарративности	1	1
2426	связано с	2	1
2427	счастья и	1	1
2428	непредсказуемых событий	1	1
2429	о художественном	1	1
2430	слово стремится	1	1
2431	включая в	1	1
2432	другой личности	1	1
2433	нарративном дискурсе	1	1
2434	в произведениях	3	1
2435	теперь уже	1	1
2436	рассказ и	1	1
2437	только потому	1	1
2438	текста как	2	1
2439	прослеживать историю	1	1
2440	связанных между	1	1
2441	посредника между	1	1
2442	понимаемой как	1	1
2443	они предстают	1	1
2444	внутреннего состояния	1	1
2445	в классической	1	1
2446	иногда именуют	1	1
2447	точку зрения	3	1
2448	референтное содержание	1	1
2449	дискурса принадлежит	1	1
2450	в даме	6	1
2451	как высказывания	1	1
2452	тот же	1	1
2453	событие или	1	1
2454	повествование о	1	1
2455	человеческого я	6	1
2456	длительности и	1	1
2457	в своего	2	1
2458	эти момента	1	1
2459	деревни а	1	1
2460	как нулевая	1	1
2461	собой по	1	1
2462	адресата высказывания	1	1
2463	человека но	1	1
2464	мире где	1	1
2465	к линейной	1	1
2466	и каждый	1	1
2467	события событие	1	1
2468	более глубокий	1	1
2469	формой человеческого	1	1
2470	слово то	2	1
2471	событийной стороны	2	1
2472	такой взаимодополнительности	1	1
2473	может ощущаться	1	1
2474	сильно билось	1	1
2475	что автор	1	1
2476	об их	1	1
2477	того чтобы''	1	1
2478	ценности к	1	1
2479	вместе со	1	1
2480	обращена к	1	1
2481	цепи эпизодов	2	1
2482	свидетелем событий	1	1
2483	продукт социального	1	1
2484	мифов-нарраций никогда	1	1
2485	социального или	1	1
2486	как со	1	1
2487	сейчас и	1	1
2488	речевой субъект	1	1
2489	то они	3	1
2490	постольку поскольку	1	1
2491	вниманию читателя	1	1
2492	и всякий	1	1
2493	сказано далее	1	1
2494	организованности высказываний	1	1
2495	это такая	1	1
2496	ничем не	1	1
2497	эстетической и	1	1
2498	так как	1	1
2499	сверху вниз	1	1
2500	заново актуализированная	1	1
2501	и наказание	1	1
2502	чехова всегда	1	1
2503	только по	1	1
2504	он выступает	1	1
2505	по сходству	1	1
2506	бы свое	1	1
2507	на три	1	1
2508	присутствия я	2	1
2509	местам и	1	1
2510	в монастырь	1	1
2511	который бы	1	1
2512	книгой бытия	1	1
2513	рассказа буркина	1	1
2514	образ автора	1	1
2515	а слово	1	1
2516	чеховский рассказ	1	1
2517	процесс развития	1	1
2518	положителен по	1	1
2519	цепь событий	1	1
2520	от которого	3	1
2521	композиционных форм	1	1
2522	наделять чеховский	1	1
2523	например приказывая	1	1
2524	мысли бахтина	2	1
2525	же мере	1	1
2526	говорящий позиционирует	1	1
2527	бы на	1	1
2528	для всего	1	1
2529	концентрирует в	1	1
2530	что одно	2	1
2531	же их	1	1
2532	поднимается на	1	1
2533	на рецептивные	1	1
2534	времен года	1	1
2535	нарративной интенции	1	1
2536	он и	2	1
2537	я теперь	1	1
2538	но этико-интеллектуальное	1	1
2539	видя в	2	1
2540	введение новой	1	1
2541	собственном мире	1	1
2542	ситуации в	3	1
2543	мысленного черновика	1	1
2544	истории как	2	1
2545	для нас	2	1
2546	на дискурсивное	1	1
2547	имеющий отношение	1	1
2548	идеальное из	1	1
2549	где он	1	1
2550	''картина'' не	1	1
2551	черный монах	2	1
2552	произведений нет	1	1
2553	на самом	1	1
2554	что каждый	1	1
2555	как неизбежно	1	1
2556	границу а	1	1
2557	которые отсылают	1	1
2558	полном его	1	1
2559	однако перформативные	1	1
2560	участвуем как	2	1
2561	а коммуникативных	1	1
2562	остаются каждый	1	1
2563	сходятся в	1	1
2564	смене состояний	1	1
2565	слова а	1	1
2566	о ее	1	1
2567	истории последних	1	1
2568	таком случае	1	1
2569	памяти в	1	1
2570	в использовании	1	1
2571	искусно сохраните	1	1
2572	диалог в	1	1
2573	сходным образом	1	1
2574	например сапожника	1	1
2575	всегда бывает	2	1
2576	в повести	2	1
2577	в виде	2	1
2578	раз в	4	1
2579	всех прочих	1	1
2580	свойство событийности	1	1
2581	было видно	2	1
2582	но с	1	1
2583	в учебниках	1	1
2584	для кого-то	1	1
2585	а закономерное	1	1
2586	себе но	2	1
2587	перед читателем	1	1
2588	от друга	1	1
2589	она порождается	1	1
2590	реальной действительности	1	1
2591	кладет начало	1	1
2592	к некоторому	1	1
2593	по мифологии	1	1
2594	качестве культурного	1	1
2595	жизни это	2	1
2596	этого не	2	1
2597	персонажа в	1	1
2598	ней мифов-нарраций	1	1
2599	что к	1	1
2600	на преодоление	1	1
2601	обретения смысла	1	1
2602	мифы-рассказы имеются	1	1
2603	выводит из	1	1
2604	термина в	1	1
2605	другого проблематично	1	1
2606	и социальные	1	1
2607	же в	6	1
2608	едином но	1	1
2609	значительные порой	1	1
2610	литературной практике	1	1
2611	ситуацию какой	1	1
2612	такое слово	1	1
2613	перед смертью	1	1
2614	за самим	1	1
2615	о жизни	2	1
2616	не со	1	1
2617	рассказывания о	2	1
2618	настроенный пессимистически	1	1
2619	интерпретации в	1	1
2620	при которой	3	1
2621	что вполне	1	1
2622	современной нарратологии	7	1
2623	в нашей	1	1
2624	к ментальному	2	1
2625	происхождение наррации	1	1
2626	в ряде	2	1
2627	случае не	1	1
2628	не рассказывает	1	1
2629	что этот	1	1
2630	наблюдателя упраздняет	1	1
2631	различным статусам	1	1
2632	и последующих	1	1
2633	лишний раз	1	1
2634	к воображению	1	1
2635	позиция и	1	1
2636	в исторический	1	1
2637	золотого сечения	3	1
2638	относительно поздним	1	1
2639	этот раз	1	1
2640	говоря мы	1	1
2641	но по	1	1
2642	напротив они	2	1
2643	восприниматься как	2	1
2644	ведет задушевный	1	1
2645	нарративной интриги	5	1
2646	ср у	1	1
2647	противном случае	1	1
2648	дистанцию по	1	1
2649	будучи непосредственной	1	1
2650	и со	1	1
2651	и я	1	1
2652	сколь бы	1	1
2653	остановимся на	1	1
2654	собственной жизни	2	1
2655	''если'' ''когда''	1	1
2656	отказавшись от	1	1
2657	героя субъекта	2	1
2658	заключительный акт	1	1
2659	если хотим	1	1
2660	рассказать но	1	1
2661	подлинного положителен	1	1
2662	нарратологический поворот	2	1
2663	центральное событие	3	1
2664	вследствие этой	1	1
2665	практик дискурсивная	1	1
2666	человеческое я	1	1
2667	страны мертвых	1	1
2668	справедливо замечает	1	1
2669	своего читателя	1	1
2670	как ключевой	1	1
2671	себе весь	1	1
2672	должен быть	1	1
2673	если первая	1	1
2674	а настроенный	1	1
2675	являя собой	1	1
2676	рассказанной истории	2	1
2677	ничего нельзя	1	1
2678	иное дело	1	1
2679	рассказывания на	1	1
2680	если не	4	1
2681	действующие лица	1	1
2682	ее жизнь	1	1
2683	повествуемого мира	9	1
2684	не все	2	1
2685	к неподлинному	1	1
2686	и главное	1	1
2687	смерти и	1	1
2688	порождается так	1	1
2689	следующей главе	1	1
2690	истории о	3	1
2691	''когда'' ''для	1	1
2692	которая как	1	1
2693	и рецептивного	2	1
2694	читателя в	4	1
2695	от первого	4	1
2696	всю совокупность	1	1
2697	предположить что	1	1
2698	позициям которые	1	1
2699	ю.м лотман	1	1
2700	имеет право	1	1
2701	текст а	1	1
2702	в евангелии	1	1
2703	рассказов чехова	1	1
2704	опыта присутствия	2	1
2705	как организующий	1	1
2706	обычно в	1	1
2707	искать в	1	1
2708	греймас выводит	1	1
2709	в будущем	1	1
2710	события так	1	1
2711	антоши чехонте	1	1
2712	же с	1	1
2713	повествования о	1	1
2714	тут и	1	1
2715	поскольку как	1	1
2716	в цепь	1	1
2717	завершения ответ	1	1
2718	бахтин когда	1	1
2719	его произведениях	1	1
2720	классического реализма	4	1
2721	непреложный в	1	1
2722	субъекта с	1	1
2723	начальные эпизоды	2	1
2724	что свойственно	1	1
2725	устойчивая традиция	1	1
2726	как сам	1	1
2727	амбивалентный он	1	1
2728	не могу	2	1
2729	не семиотических	1	1
2730	т.п и	2	1
2731	сложившейся ситуации	1	1
2732	древними писателями	1	1
2733	читателем ведет	1	1
2734	между сознаниями	1	1
2735	всегда может	1	1
2736	нуждалась в	1	1
2737	характеристик в	1	1
2738	другой в	1	1
2739	жизни персонажа	1	1
2740	слове писал	1	1
2741	субъекта и	2	1
2742	самую коммуникативную	1	1
2743	с совершенно	1	1
2744	с нами	2	1
2745	мы узнаем	2	1
2746	цепь воспроизводилась	1	1
2747	нельзя назвать	2	1
2748	что смерть	1	1
2749	в обнаружении	1	1
2750	хранения и	2	1
2751	говорить не	1	1
2752	мире мире	1	1
2753	начальной фразе	1	1
2754	событии не	1	1
2755	понять со	1	1
2756	мышлением которое	1	1
2757	с языком	2	1
2758	в искусстве	1	1
2759	вполне устранить	1	1
2760	истории а	2	1
2761	которой является	1	1
2762	своего мира	1	1
2763	казалось бы	2	1
2764	с нарратором	2	1
2765	доктринами доктриной	1	1
2766	институционального общения	1	1
2767	нельзя понять	1	1
2768	может занимать	1	1
2769	практика общения	1	1
2770	в войне	2	1
2771	событий что	1	1
2772	из монастыря	1	1
2773	поддерживает дискурс	1	1
2774	некоторой культурной	1	1
2775	это была	3	1
2776	оказывается что	1	1
2777	взаимодействия трех	1	1
2778	субъекта представляет	1	1
2779	за спиной	1	1
2780	событие и	4	1
2781	заканчивается так	1	1
2782	предполагает со	2	1
2783	это непосредственное	1	1
2784	или переход	1	1
2785	имеются только	1	1
2786	в зеркало	1	1
2787	разворачивается как	1	1
2788	как иерархические	1	1
2789	и времени	1	1
2790	производство дискурса	1	1
2791	позиции адресата	1	1
2792	или иначе	2	1
2793	косвенной речи	1	1
2794	время они	1	1
2795	нарративных произведений	1	1
2796	и иных	3	1
2797	наррацию ибо	1	1
2798	стало быть	4	1
2799	этих случаях	1	1
2800	случаях же	1	1
2801	с кем	1	1
2802	как то	1	1
2803	методологическое поле	1	1
2804	достигается не	1	1
2805	первые два	1	1
2806	это его	1	1
2807	повествователя о	1	1
2808	смысл высказывания	1	1
2809	складывается в	1	1
2810	не сводятся	1	1
2811	в истолковании	1	1
2812	комплекса мотивов	1	1
2813	еще на	1	1
2814	прошлое может	1	1
2815	течения жизни	2	1
2816	и б	1	1
2817	могло быть	2	1
2818	художественный текст	1	1
2819	рассказа но	2	1
2820	излагается в	1	1
2821	составляет его	1	1
2822	жераром женеттом	2	1
2823	нарративная модальность	7	1
2824	происходят в	1	1
2825	существования в	1	1
2826	некоего созерцающего	1	1
2827	установки и	2	1
2828	состоят в	2	1
2829	и мире	2	1
2830	и особенно	1	1
2831	истории ее	1	1
2832	и самого	3	1
2833	для такого	1	1
2834	присутствие в	2	1
2835	душе героя	1	1
2836	и много	1	1
2837	говорилось выше	3	1
2838	собой лишь	1	1
2839	в театре	3	1
2840	нарративности а	1	1
2841	сеть ограничений	1	1
2842	не можем	2	1
2843	также в	2	1
2844	этом и	5	1
2845	нарративности как	2	1
2846	этом выступает	1	1
2847	ее из	2	1
2848	обращаться к	1	1
2849	литературная интрига	1	1
2850	бахтину нельзя	1	1
2851	''из-за'' и	1	1
2852	это означает	2	1
2853	нем осуществляется	1	1
2854	поскольку все	1	1
2855	конструктивную основу	1	1
2856	ситуации не	1	1
2857	истине красоте	1	1
2858	рассказе о	2	1
2859	соотношения неопределенностей	1	1
2860	характеристики другие	1	1
2861	и читателя	1	1
2862	персонажем в	1	1
2863	силе любви	1	1
2864	требующий ответного	1	1
2865	в сознании	6	1
2866	евангельского сюжета	1	1
2867	в начальной	1	1
2868	может передать	1	1
2869	позицию по	1	1
2870	нарративному тексту	2	1
2871	на всем	1	1
2872	являют собой	1	1
2873	ли в	2	1
2874	шагом природного	1	1
2875	не остаются	1	1
2876	в разговоре	1	1
2877	позиции наблюдателя	1	1
2878	оценка [...]	1	1
2879	говорит не	1	1
2880	быть рассказана	1	1
2881	письма будто	1	1
2882	повествовательной традицией	1	1
2883	своей индивидуальности	1	1
2884	и оно	1	1
2885	другого сознания	4	1
2886	именно это	1	1
2887	себе а	1	1
2888	и сами	2	1
2889	или точнее	1	1
2890	как для	2	1
2891	внутреннюю жизнь	2	1
2892	по смежности	1	1
2893	любви и	1	1
2894	цитирование стенографическая	1	1
2895	проппа морфология	1	1
2896	и непредсказуемых	1	1
2897	и напротив	1	1
2898	иное как	1	1
2899	на самый	1	1
2900	он то	1	1
2901	нечто иное	1	1
2902	для героя	1	1
2903	адресата не	3	1
2904	любых событий	1	1
