N	2gram	Tiupa_Teor	Analitik
4740	в терминологии	1	1
4741	но вы	1	1
4742	нельзя не	1	1
4743	дамы с	1	1
4744	ту сторону	1	1
4745	непосредственным участником	2	1
4746	в древнерусской	1	1
4747	внешней границ	1	1
4748	зольгер составляют	1	1
4749	прозе впрочем	1	1
4750	обладать и	1	1
4751	звуками в	1	1
4752	самым принадлежащей	1	1
4753	полностью идентичен	1	1
4754	логический объект	1	1
4755	аллитерационная утяжеленность	1	1
4756	фонема т	1	1
4757	составе пиррихий	1	1
4758	примет в	1	1
4759	жизнь однако	1	1
4760	человеческих отношений	2	1
4761	готовностью этого	1	1
4762	строки дж	1	1
4763	позицию адресата	1	1
4764	оказывается горизонтальным	1	1
4765	смеховая ревизия	1	1
4766	впоследствии романтической	1	1
4767	является своего	1	1
4768	дант существенно	1	1
4769	наличие так	1	1
4770	как откровение	1	1
4771	познающего субъекта	1	1
4772	бытию как	1	1
4773	трагического жеста	1	1
4774	один отдельный	1	1
4775	придается облик	1	1
4776	ахматовой это	1	1
4777	выбора все	1	1
4778	субститутом того	1	1
4779	из случаев	1	1
4780	сверхсхемных ударения	1	1
4781	миропорядке т.е	1	1
4782	сверхличная заданность	1	1
4783	принадлежит какому-нибудь	1	1
4784	ирония этимологически	1	1
4785	значимости простейшее	1	1
4786	взаимодействия образуют	1	1
4787	или диалогической	1	1
4788	что для	1	1
4789	рана дорога	1	1
4790	целое нашего	1	1
4791	явленная например	1	1
4792	стихе представлено	1	1
4793	личности ничтожно	1	1
4794	это правило	1	1
4795	других эти	1	1
4796	вертикальный хронотоп	1	1
4797	это разграничение	1	1
4798	героическая апофегма	1	1
4799	под определенным	1	1
4800	внимание и	1	1
4801	разлукой если	1	1
4802	а овладение	1	1
4803	и интонациями	1	1
4804	диктовка как	1	1
4805	примеряя ее	1	1
4806	случайными чертами	1	1
4807	несвободен вопреки	1	1
4808	и роднее	1	1
4809	было введено	1	1
4810	а ахматовой	1	1
4811	но наоборот	1	1
4812	его личности	1	1
4813	искусства но	4	1
4814	инициатива авторства	1	1
4815	некое событие	1	1
4816	доминанту невозможно	1	1
4817	значимостью ритмико-ассонансная	1	1
4818	все проходит	1	1
4819	описанный бахтиным	1	1
4820	помню чудное	1	1
4821	иных жизненных	1	1
4822	придется отказаться	1	1
4823	рода однако	1	1
4824	материала в	2	1
4825	и нераздельными	1	1
4826	к сообщенному	1	1
4827	подобно страстны	1	1
4828	легкой жизнерадостной	1	1
4829	молитвою из	1	1
4830	формах эстетического	1	1
4831	непродуктивно в	1	1
4832	как любая	1	1
4833	ситуацией высказывания	1	1
4834	повседневности элегическая	1	1
4835	задача например	1	1
4836	все повторы	1	1
4837	если юмористическая	1	1
4838	самым по	1	1
4839	ответственности а	1	1
4840	выработка композиционных	1	1
4841	дискурса претерпевшего	1	1
4842	вдохновения но	1	1
4843	я самоценно	1	1
4844	целостности состоит	1	1
4845	окказиональные впрочем	1	1
4846	заглавием это	1	1
4847	система мотивов	1	1
4848	на отдельные	1	1
4849	имеющихся в	1	1
4850	стержень художественного	1	1
4851	стихотворения аллитерация	1	1
4852	произведения обнаруживается	1	1
4853	свободы доказать	1	1
4854	голосов нормативная	1	1
4855	с чем	2	1
4856	князю киевскому	1	1
4857	последний получает	1	1
4858	даже если	1	1
4859	пустым звуком	1	1
4860	стихов пушкина	1	1
4861	ревизора имитирующей	1	1
4862	одиночку с	1	1
4863	субъектов автора	1	1
4864	жертвенное забвение	1	1
4865	актуализировано на	1	1
4866	строфы два	1	1
4867	тем общее	1	1
4868	каждым живущим	1	1
4869	гл xxix	1	1
4870	с которым	1	1
4871	повторы в	1	1
4872	стиховедов мы	1	1
4873	по замечанию	1	1
4874	ряде произведений	1	1
4875	он показывает	1	1
4876	к медитации	1	1
4877	ритмической кульминацией	1	1
4878	соседних слов	1	1
4879	литературе явилась	1	1
4880	текста тех	1	1
4881	видам пафоса	1	1
4882	звучит один	1	1
4883	тленья то	1	1
4884	бесцельного странничества	1	1
4885	созерцания оказывается	1	1
4886	прихода явления	1	1
4887	идейно-эмоциональной оценки	1	1
4888	чехова душечка	1	1
4889	здесь также	1	1
4890	творческого вдохновения	1	1
4891	медитативный образ	1	1
4892	говорить сжимается	1	1
4893	некоторого основания	1	1
4894	документ но	1	1
4895	к полноте	1	1
4896	хомы брута	1	1
4897	взгляда муза	1	1
4898	к самоопределению	1	1
4899	комедийности как	1	1
4900	стилистике здесь	1	1
4901	таковы герои	1	1
4902	этом общеэстетические	1	1
4903	как субъекты	1	1
4904	событий здесь	1	1
4905	иронии вдохновение	1	1
4906	как традиция	1	1
4907	пушкиным в	1	1
4908	начало которому	1	1
4909	диалог персонажей	1	1
4910	очерченном с	1	1
4911	содержанию сказания	1	1
4912	античности в	1	1
4913	данного во	1	1
4914	грустно стало	1	1
4915	не дорожит	1	1
4916	слово сказания	2	1
4917	чувство себя	1	1
4918	прочие его	1	1
4919	или говоря	2	1
4920	динамике становления	1	1
4921	б времени	1	1
4922	самые разнообразные	1	1
4923	степени зависим	1	1
4924	обыденной внехудожественной	1	1
4925	забвение злата	1	1
4926	всею личностью	1	1
4927	бульба нимало	1	1
4928	чти и	1	1
4929	не ее	1	1
4930	внутренняя данность	1	1
4931	многослойных границ	1	1
4932	упорядоченного движения	1	1
4933	стихе как	1	1
4934	эстетическое завершение	2	1
4935	кульминацией текста	1	1
4936	самоотрицанием революции	1	1
4937	компетентность предполагающая	1	1
4938	бы перевод	1	1
4939	идентичен ритму	1	1
4940	автора как	2	1
4941	и любое	1	1
4942	рифмы данного	1	1
4943	восстановление распавшейся	1	1
4944	лирического мы	1	1
4945	к снятию	1	1
4946	упорядоченности ограниченного	1	1
4947	превратному отражению	1	1
4948	ср общеизвестные	1	1
4949	и обычая	1	1
4950	диалог преображающий	1	1
4951	исключения персонажей	1	1
4952	немой сцене	1	1
4953	комедии вишневый	1	1
4954	карнавального отношения	1	1
4955	эстетических субъектов	1	1
4956	брожу ли	1	1
4957	чехова образец	1	1
4958	всего подтвержденные	1	1
4959	исполнения как	1	1
4960	ровно из	1	1
4961	обесценивающее привычные	1	1
4962	было положено	1	1
4963	юмористического комизма	1	1
4964	сознаниями двух	1	1
4965	мира героев	1	1
4966	границ разделяющих	1	1
4967	встречи-разлуки полная	1	1
4968	петипа бернарди	1	1
4969	горда своей	1	1
4970	объектом чаемая	1	1
4971	исчезает чтобы	1	1
4972	состоянию общественных	1	1
4973	каким шутовским	1	1
4974	и отсутствие	1	1
4975	говоря иначе	2	1
4976	музы поэтому	1	1
4977	а фауста	1	1
4978	утяжеленный повторами	1	1
4979	тому архаичному	1	1
4980	отрешиться от	1	1
4981	куда не	1	1
4982	мире таково	1	1
4983	и остроте	1	1
4984	ситуация диалогической	1	1
4985	предательство совершается	1	1
4986	слиться эта	1	1
4987	предельно проста	1	1
4988	поля глоссализации	1	1
4989	наращивания этого	1	1
4990	отказа либо	1	1
4991	монологизированного слова	1	1
4992	жизнерадостная плясовая	1	1
4993	повествованию строки	1	1
4994	личностную уникальность	1	1
4995	страстны когда	1	1
4996	ссс чтчстчтстчтс	1	1
4997	ним определенные	1	1
4998	и ритмических	1	1
4999	внутренней тайны	1	1
5000	одно слово	2	1
5001	в дегероизированной	1	1
5002	и равнодушна	1	1
5003	дола это	1	1
5004	блока скифы	1	1
5005	нет не	1	1
5006	повествованию приходит	1	1
5007	продуктивной для	1	1
5008	качестве особого	1	1
5009	объекта не	1	1
5010	проб комической	1	1
5011	драматическая душа	1	1
5012	художественности вместе	1	1
5013	замутненного самолюбием	1	1
5014	илиаде равно	1	1
5015	душечки постепенно	1	1
5016	я надиндивидуальным	1	1
5017	дает ему	1	1
5018	эпизодов а	1	1
5019	и противостоящего	1	1
5020	со сверхсхемным	1	1
5021	обнаруживая текучие	1	1
5022	такое произведение	1	1
5023	пространственных и	1	1
5024	каждого из	1	1
5025	действующих лиц	1	1
5026	тяжело и	1	1
5027	действительной жизни	1	1
5028	ее полные	1	1
5029	культуре первых	1	1
5030	внеличную сторону	1	1
5031	однако комические	1	1
5032	не смываю	1	1
5033	его самоотрицания	1	1
5034	нераздельными его	1	1
5035	системой хронотопов	1	1
5036	несовпадения человека	1	1
5037	административный ревизор	1	1
5038	ямба служат	1	1
5039	чего еще	1	1
5040	нечто движущееся	1	1
5041	такова а	1	1
5042	надежды не	1	1
5043	собой так	1	1
5044	е функционально	1	1
5045	его полюсами	1	1
5046	как высшей	1	1
5047	встречающихся в	1	1
5048	праведного козацкого	1	1
5049	сообщает нечто	1	1
5050	пути самоутверждения	1	1
5051	который выставляет	1	1
5052	долг в	1	1
5053	стороны субъекта	1	1
5054	отражению я	1	1
5055	политической точки	1	1
5056	ключевых строк	1	1
5057	персонажа фонетически	1	1
5058	может или	1	1
5059	определяется сверхличной	1	1
5060	и обозначенного	1	1
5061	умиротворение удовлетворенного	1	1
5062	форма лирических	1	1
5063	длиной ритмических	1	1
5064	бунина на	1	1
5065	изменениям естественно	1	1
5066	внешнему осуществлению	1	1
5067	строфой из	1	1
5068	внутренней целостности	1	1
5069	безударного слогов	1	1
5070	самозабвенно олицетворяя	1	1
5071	к автору	1	1
5072	ци не	1	1
5073	реальность текста	1	1
5074	предметом целью	1	1
5075	острота или	1	1
5076	носитель сверхсхемного	1	1
5077	такого высказывания	1	1
5078	поведение остроумно	1	1
5079	которого анекдот	1	1
5080	разбуханием субъективности	1	1
5081	бахтин жизни	1	1
5082	внутренняя раздвоенность	1	1
5083	ситуации административный	1	1
5084	смысле домонологично	1	1
5085	самоустранением фельетонного	1	1
5086	своеобразие культуры	1	1
5087	служебного долга	1	1
5088	говорит дмитрий	1	1
5089	элегий ни	1	1
5090	стихового ряда	1	1
5091	недоведенности конфликта	1	1
5092	и постепенное	1	1
5093	как лаврецкий	1	1
5094	заданности ролевая	1	1
5095	этом остается	1	1
5096	нулевое я	1	1
5097	культура есть	1	1
5098	субъекты этического	1	1
5099	древнейшему модусу	1	1
5100	устремляясь к	1	1
5101	подобно кубикам	1	1
5102	любая личность	1	1
5103	вечность безграничного	1	1
5104	кто этого	1	1
5105	встреча не	1	1
5106	кубикам то	1	1
5107	плодами эстетического	1	1
5108	их существенными	1	1
5109	избегнуть их	1	1
5110	не ту	1	1
5111	не прилепляйся	1	1
5112	явлены не	1	1
5113	случайной это	1	1
5114	же реплик	1	1
5115	низкой данности	1	1
5116	быта семейного	1	1
5117	лексических синтаксических	1	1
5118	весьма наглядна	1	1
5119	коммуникативная характеристика	1	1
5120	набокова защита	1	1
5121	нет на	1	1
5122	не избежит	1	1
5123	образец драматической	1	1
5124	несводимости человека	1	1
5125	на деле	2	1
5126	жизни героя	1	1
5127	сатиру однако	1	1
5128	определить и	1	1
5129	какой коллизии	1	1
5130	то саркастическая	1	1
5131	трагическая вина	1	1
5132	видения со	1	1
5133	не обретает	1	1
5134	субъекта речи	1	1
5135	диалогической ситуации	1	1
5136	отношения зародившийся	1	1
5137	не объектной	1	1
5138	повествуемой ситуации	1	1
5139	личностного самоопределения	2	1
5140	цепи событий	1	1
5141	в последующих	1	1
5142	хронотопом встречи-разлуки	1	1
5143	альтернативен сатирическому	1	1
5144	карнавализацию событийных	1	1
5145	фразы в	1	1
5146	описывал себя	1	1
5147	репродуцирование сообщенный	1	1
5148	ср внутреннюю	1	1
5149	текстах иных	1	1
5150	детской головки	1	1
5151	свободы как	1	1
5152	такие и	1	1
5153	и против	1	1
5154	попросту чудаковатое	1	1
5155	близкого замкнутого	1	1
5156	позиции исчезает	1	1
5157	гиперболизированное и	1	1
5158	всеволода и	1	1
5159	же добронравный	1	1
5160	чувство живой	1	1
5161	сжимаясь отступая	1	1
5162	с учетом	1	1
5163	жизни всегда	1	1
5164	жизнь глазами	1	1
5165	он уже	1	1
5166	становления героическая	1	1
5167	как преодоление	1	1
5168	стороны всякая	1	1
5169	предполагающая в	1	1
5170	и взаимодействиях	1	1
5171	скобееве где	1	1
5172	только переходом	1	1
5173	звучания ритмика	1	1
5174	и таи	1	1
5175	обретают лишь	1	1
5176	существенно сглаживается	1	1
5177	для рассказчика	1	1
5178	первому эпизоду	1	1
5179	же показателем	1	1
5180	проклинаю лирический	1	1
5181	победил или	1	1
5182	ролевой претензией	1	1
5183	онегин и	1	1
5184	обозначает ту	1	1
5185	наоборот приводит	1	1
5186	безударном положении	1	1
5187	предполагает иерархические	1	1
5188	драматической ситуации	1	1
5189	одних радостей	1	1
5190	кукин с	1	1
5191	гегеля духовная	1	1
5192	когда лаврецкий	1	1
5193	ткань текста	2	1
5194	сатирические персонажи	1	1
5195	естественной фонологической	1	1
5196	самоопределение к	1	1
5197	персонаж сатирический	1	1
5198	оказывается ложью	1	1
5199	а все-таки	1	1
5200	контекстуально смежными	1	1
5201	целью и	1	1
5202	сочетание самозабвения	1	1
5203	рода комизм	1	1
5204	от ситуации	1	1
5205	мощно-крылатая мысль	1	1
5206	эхом стиха	1	1
5207	сатирический а	1	1
5208	представить себе	1	1
5209	каждая разлука	1	1
5210	миропорядка проступает	1	1
5211	референтную функцию	1	1
5212	слушателя к	1	1
5213	внутренне бесконечно	1	1
5214	стратегий оцельнения	1	1
5215	гибнущая самоубийственная	1	1
5216	поидоша о	1	1
5217	личности восхищенное	1	1
5218	ответственность свободного	1	1
5219	не раздваивается	1	1
5220	субъекта художественной	1	1
5221	содержание эстетической	1	1
5222	шут плут	1	1
5223	сатиры как	1	1
5224	всю внешнюю	1	1
5225	две части	1	1
5226	системе кадров	1	1
5227	нудительной серьезности	1	1
5228	обнаруживается еще	1	1
5229	татаро-монгольским нашествием	1	1
5230	в событии	1	1
5231	легкую безответственную	1	1
5232	замкнутости дома	1	1
5233	ее самоценности	1	1
5234	есть точка	1	1
5235	сойти с	1	1
5236	лирике автор	1	1
5237	полюс лирического	1	1
5238	анекдотическим повествованием	1	1
5239	функцию текста	1	1
5240	полюса лирической	1	1
5241	могущие иметь	1	1
5242	т закономерно	1	1
5243	стопе заключительный	1	1
5244	однако лирическая	1	1
5245	вытесненные из	1	1
5246	но обязательно	1	1
5247	себя сами	1	1
5248	предел сказания	1	1
5249	например если	1	1
5250	вещей но	1	1
5251	как содержание	1	1
5252	курьезная риторика	1	1
5253	знания даже	1	1
5254	трагизмом однако	1	1
5255	возникает новая	1	1
5256	дробящей жизнь	1	1
5257	поэтому повторное	1	1
5258	структурная оппозиция	1	1
5259	наличием внутреннего	1	1
5260	жизни а	2	1
5261	и картины	1	1
5262	ревизия началась	1	1
5263	за субъективную	1	1
5264	того кому	1	1
5265	высшая форма	1	1
5266	и личной	1	1
5267	его смыслосообразным	1	1
5268	чужого пафоса	1	1
5269	дудочкой и	1	1
5270	стать полноценной	1	1
5271	впоследствии при	1	1
5272	музы этой	1	1
5273	эпизода ко	1	1
5274	которой не	1	1
5275	слов способных	1	1
5276	его смыслопорождающая	1	1
5277	субъективного угла	1	1
5278	исторического бытия	1	1
5279	уместно именовать	1	1
5280	существенным образом	1	1
5281	сатирической патетичности	1	1
5282	однажды аллитерация	1	1
5283	его с	1	1
5284	живет в	1	1
5285	силы мировой	1	1
5286	внутренняя свобода	1	1
5287	дискурсе речевой	1	1
5288	на ее	1	1
5289	самоопределениями других	1	1
5290	модальности эстетического	1	1
5291	данности апостолов	1	1
5292	как именовал	1	1
5293	время отводилась	1	1
5294	его летописных	1	1
5295	очередного прецедента	1	1
5296	событиями жизни	1	1
5297	которого приходится	1	1
5298	глядя на	1	1
5299	героика трагизм	1	1
5300	форматированность текста	1	1
5301	единства фразы	1	1
5302	лингвистических средств	1	1
5303	своим законным	1	1
5304	просто крылатой	1	1
5305	пафоса а	1	1
5306	преодолевая их	1	1
5307	миропорядка драматическое	1	1
5308	проблема субъектной	1	1
5309	теперь в	1	1
5310	сигнал олицетворения	1	1
5311	стихотворение не	1	1
5312	высшей тайны	1	1
5313	повторное выслушивание	1	1
5314	преображающий музу	1	1
5315	островского или	1	1
5316	переживание переживания	2	1
5317	психологическую опору	1	1
5318	создается эффект	1	1
5319	все рифмы	1	1
5320	связей с	1	1
5321	последующие ритмические	1	1
5322	патетикой наконец	1	1
5323	уточненная таким	1	1
5324	не всякий	1	1
5325	напоминает сатиру	1	1
5326	волосок жизни	1	1
5327	речи кто	1	1
5328	осуществлено и	1	1
5329	такова специфика	1	1
5330	должно стремиться	1	1
5331	предначертанность судьбы	1	1
5332	изначально владеет	1	1
5333	содержания лишь	1	1
5334	я никогда	1	1
5335	неотъемлемый атрибут	1	1
5336	передает очевидное	1	1
5337	к общему	1	1
5338	прилепляйся слишком	1	1
5339	историческим изменениям	1	1
5340	подобна трагической	1	1
5341	что-то втягивало	1	1
5342	границу любить	1	1
5343	же образом	1	1
5344	радикально меняется	1	1
5345	явственно доминирует	1	1
5346	странничества пространственного	1	1
5347	голос стыда	1	1
5348	событии художественного	1	1
5349	некоторую коммуникативную	1	1
5350	нервы натягиваются	1	1
5351	предназначения когда	1	1
5352	события на	1	1
5353	отношения еще	1	1
5354	художественности героика	2	1
5355	два хронотопа	1	1
5356	меня в	1	1
5357	сверхсхемным ударением	1	1
5358	законом художественной	1	1
5359	ритмические рисунки	1	1
5360	о наивной	1	1
5361	это уже	1	1
5362	пределами этой	1	1
5363	поэтому никаких	1	1
5364	к ценностной	1	1
5365	фоне ударных	1	1
5366	слуха и	2	1
5367	ждущее я	1	1
5368	по собственному	1	1
5369	и души	1	1
5370	чеховского студента	1	1
5371	слишком хочет	1	1
5372	положении совершенно	1	1
5373	смыслосообразным звучанием	1	1
5374	самоопределение лирического	1	1
5375	сжимается сердце	1	1
5376	риторика окказионального	1	1
5377	оказывается праздничная	1	1
5378	ее сатирическим	1	1
5379	факторов в	1	1
5380	героиню в	1	1
5381	а проза	1	1
5382	внешних связей	1	1
5383	повторов звонкого	1	1
5384	самоопределения князя	1	1
5385	меру его	1	1
5386	аллитерация в	1	1
5387	предстают перед	1	1
5388	ты и	1	1
5389	остров борнгольм	1	1
5390	приму мира	1	1
5391	возвращения жизни	1	1
5392	к позиции	1	1
5393	с абзацем	1	1
5394	скрытое под	1	1
5395	присутствие я	1	1
5396	частности при	1	1
5397	случае ирония	1	1
5398	страдают от	1	1
5399	столь свободным	1	1
5400	рифмовка все	1	1
5401	ударения на	1	1
5402	и системы	1	1
5403	слушатель читатель	1	1
5404	свойственной подлинному	1	1
5405	природе суть	2	1
5406	канона элегии	1	1
5407	объектного лирического	1	1
5408	духовным взором	1	1
5409	в область	1	1
5410	последовательность медленных	1	1
5411	зарождается на	1	1
5412	с ума	1	1
5413	сотворивший ее	1	1
5414	модель присутствия	1	1
5415	как драматическое	1	1
5416	мне а	1	1
5417	полноту и	1	1
5418	задолго до	1	1
5419	как объекты	1	1
5420	головки что	1	1
5421	природы самозабвенное	1	1
5422	или сверхличного	1	1
5423	речи как	1	1
5424	жеста избавлюсь	1	1
5425	шляпной коробке	1	1
5426	кротким мягким	1	1
5427	остающейся в	1	1
5428	державинское но	1	1
5429	смыслу и	1	1
5430	лирический сюжет	1	1
5431	строк печальных	1	1
5432	позиция условного	1	1
5433	узнают себя	1	1
5434	ритмическом отношении	1	1
5435	качестве полноударных	1	1
5436	случае так	1	1
5437	формой мышления	1	1
5438	мифологическое сознание	1	1
5439	выступала сверхценным	1	1
5440	схемы и	1	1
5441	художественному тексту	1	1
5442	дикого скифа	1	1
5443	оживающим когда	1	1
5444	сверхличного и	1	1
5445	ранних проб	1	1
5446	художественности могут	1	1
5447	героической системе	1	1
5448	трагический персонаж	1	1
5449	сторонним наблюдателем	1	1
5450	сатирического изображения	1	1
5451	переживания и	1	1
5452	трагизма в	1	1
5453	достоевского где	1	1
5454	строку в	1	1
5455	и делает	1	1
5456	ощутимые сверхсхемные	1	1
5457	которого может	1	1
5458	первых же	1	1
5459	самозабвенная гордость	1	1
5460	прикрывающими пустоту	1	1
5461	квазиреальная ситуация	1	1
5462	художественности способом	1	1
5463	оказывается пустым	1	1
5464	который ставит	1	1
5465	да уходите	1	1
5466	переходя к	1	1
5467	определенным диалогическим	1	1
5468	то с	1	1
5469	трагическом комическом	1	1
5470	меня лирической	1	1
5471	героический персонаж	1	1
5472	избыточность я	1	1
5473	едины судьба	1	1
5474	не признает	2	1
5475	саморазрушении ничтожного	1	1
5476	как такой	2	1
5477	ужасошася и	1	1
5478	россыпь таких	1	1
5479	дай мне	1	1
5480	тексте длиной	1	1
5481	в радикальном	1	1
5482	усиленный сопровождающим	1	1
5483	ситуация художественного	1	1
5484	речи от	1	1
5485	приобретает определяющее	1	1
5486	являли собой	1	1
5487	и вполне	1	1
5488	и сосредоточенное	1	1
5489	центральным персонажем	1	1
5490	компетенция говорящего	1	1
5491	только вымышленные	1	1
5492	акта в	1	1
5493	архетипу подвига	1	1
5494	синтаксических и	1	1
5495	за это	1	1
5496	не на	4	1
5497	и комедийности	1	1
5498	число голосов	1	1
5499	как миропорядок	1	1
5500	показателей а	1	1
5501	героическому умонастроению	1	1
5502	конструктивную основу	1	1
5503	своих элегий	1	1
5504	однако выбор	1	1
5505	эстетической доминанты	1	1
5506	крайне существенную	1	1
5507	миропорядком в	1	1
5508	поэт поэтов	1	1
5509	искусство никогда	1	1
5510	как трагически	1	1
5511	и строго	1	1
5512	особого эстетического	1	1
5513	ситуации авторской	1	1
5514	смятенного замирания	1	1
5515	комизма явленная	1	1
5516	обладает семантическим	1	1
5517	средневековое покрывало	1	1
5518	ситуацию ритмико-интонационный	1	1
5519	напротив медитативный	1	1
5520	случаев сгущенные	1	1
5521	комический разрыв	1	1
5522	теснится тяжких	1	1
5523	смену повествованию	1	1
5524	самоопределения захочу	1	1
5525	столичных балетоманов	1	1
5526	представлено только	1	1
5527	передаваемость из	1	1
5528	жанру как	1	1
5529	мире он	1	1
5530	оленькой противопоставляют	1	1
5531	встречи-разлуки ахматова	1	1
5532	стих передает	1	1
5533	есмы ци	1	1
5534	ее хозяйкой	1	1
5535	с политической	1	1
5536	интенции лирического	1	1
5537	в исконном	1	1
5538	искусства к	1	1
5539	как своей	1	1
5540	эпизоду но	1	1
5541	не меньшими	1	1
5542	слову бахтина	1	1
5543	ориентировано на	1	1
5544	с пластичностью	1	1
5545	синтаксических конструкций	1	1
5546	миропорядке а	1	1
5547	миропорядку дурак	1	1
5548	из стратегий	1	1
5549	текста остается	1	1
5550	на внутренний	1	1
5551	горького мать	1	1
5552	смену мотивам	1	1
5553	и очевидна	1	1
5554	нег европейских	1	1
5555	общения между	2	1
5556	мы понимаем	1	1
5557	доказать именно	1	1
5558	эту специфику	1	1
5559	сознание не	1	1
5560	личности смеховое	1	1
5561	и героизирующий	1	1
5562	тексту слой	1	1
5563	служить знаком	2	1
5564	трагизм комизм	1	1
5565	своем лингвистическом	1	1
5566	говорящего и	1	1
5567	высказывания но	1	1
5568	только ритм	1	1
5569	в статике	1	1
5570	фигуры и	1	1
5571	явилась диктовать	1	1
5572	знаменует тему	1	1
5573	истины соответственно	1	1
5574	истинное могло	1	1
5575	жизни словами	1	1
5576	предлагая адресату	1	1
5577	строкой полноударного	1	1
5578	черт ивана	1	1
5579	полная вписанность	1	1
5580	который значительнее	1	1
5581	качестве монологического	1	1
5582	эпизод прихода	1	1
5583	периферии верха	1	1
5584	или паронимическая	1	1
5585	появление этого	1	1
5586	можно припоминая	1	1
5587	с ней	1	1
5588	в наших	1	1
5589	предпосылку эстетического	1	1
5590	музы наиболее	1	1
5591	воодушевляющим и	1	1
5592	внутренней недискурсивной	1	1
5593	именовал аристотель	1	1
5594	в резонанс	1	1
5595	ударением во	1	1
5596	знаменуется переносом	1	1
5597	поскольку трагический	1	1
5598	самом деянии	1	1
5599	раскрывают содержание	1	1
5600	то юмористический	1	1
5601	хронотоп поэтического	1	1
5602	будучи позицией	1	1
5603	личностно окрашено	1	1
5604	ситуаций или	1	1
5605	и элегизма	1	1
5606	путем патетического	1	1
5607	закономерно и	1	1
5608	синтаксической конструкции	1	1
5609	в особый	1	1
5610	одноименной жанровой	1	1
5611	внутренней обособленности	1	1
5612	подлинная жизнь	1	1
5613	доминанта пушкинского	1	1
5614	эстетическая позиция	1	1
5615	художественно не	1	1
5616	отстраняясь от	1	1
5617	восполняет ущербность	1	1
5618	вещи но	1	1
5619	объектом оценивающего	1	1
5620	князя всеволода	1	1
5621	сцене гоголевского	1	1
5622	любовь и	1	1
5623	индивидуального я	1	1
5624	финале гоголевской	1	1
5625	выбор синтаксической	1	1
5626	в несомненно	1	1
5627	рассказчика не	1	1
5628	оговоримся что	1	1
5629	аллитерация д	1	1
5630	героическому архетипу	1	1
5631	одновременно с	1	1
5632	определение личности	1	1
5633	пиррихий в	1	1
5634	автора теряют	1	1
5635	эстетического освоения	1	1
5636	два полюса	1	1
5637	в отечественной	1	1
5638	чем произведение	1	1
5639	значительнее свободы	1	1
5640	романа неканонического	1	1
5641	нами не	1	1
5642	трагедийности и	1	1
5643	способе существования	1	1
5644	такого несовпадения	1	1
5645	могла отдаваться	1	1
5646	дант и	1	1
5647	героике и	1	1
5648	в коммуникацию	1	1
5649	это императивная	1	1
5650	лицом миропорядка	1	1
5651	смятенного порыва	1	1
5652	невидимого тленья	1	1
5653	и оцененном	1	1
5654	поведения то	1	1
5655	концепты героя	1	1
5656	игорь истягну	1	1
5657	себя гегелевское	1	1
5658	субъектной кто	1	1
5659	открытого навстречу	1	1
5660	в малом	1	1
5661	нем определенные	1	1
5662	обращается к	2	1
5663	что ничто	1	1
5664	словом жизнь	1	1
5665	живого голоса	1	1
5666	малый отрезок	1	1
5667	зарождения трагизма	1	1
5668	наделенного репродуктивной	1	1
5669	реальности есть	1	1
5670	напряжений и	1	1
5671	уходите куда	1	1
5672	частыми переодеваниями	1	1
5673	их фактического	1	1
5674	индивидуальность однако	1	1
5675	несобственно лирические	1	1
5676	резко активизироваться	1	1
5677	гоголя или	2	1
5678	то идиллика	1	1
5679	и будет	1	1
5680	счастье существования	1	1
5681	и мощно-крылатая	1	1
5682	то время	1	1
5683	реальная возможность	1	1
5684	читательского восприятия	2	1
5685	авторской темой	1	1
5686	из-за плеча	1	1
5687	вершителей-героев как	1	1
5688	или движется	1	1
5689	отрезков звучания	1	1
5690	или внутренний	1	1
5691	высокой сверхличной	1	1
5692	во множестве	2	1
5693	авторства и	1	1
5694	занять этой	1	1
5695	подвига перестают	1	1
5696	и третьей	1	1
5697	диктовала уточненная	1	1
5698	субъективной стороне	1	1
5699	коробке хранится	1	1
5700	общую с	1	1
5701	к типам	1	1
5702	всего два	1	1
5703	жанр представляет	1	1
5704	несет человеку	1	1
5705	задаваемый читателю	1	1
5706	города салтыкова-щедрина	1	1
5707	между внутренними	1	1
5708	действительную роль	1	1
5709	ту или	2	1
5710	хранится в	1	1
5711	финале же	1	1
5712	феноменов человеческого	1	1
5713	недостоверностью отвергает	1	1
5714	отказ самосознания	1	1
5715	например героизация	1	1
5716	обобщения личностного	1	1
5717	текста смеховая	1	1
5718	речи последний	1	1
5719	не тотально	1	1
5720	перефразируя строки	1	1
5721	пустым разбуханием	1	1
5722	сути дела	3	1
5723	я другого	2	1
5724	их предлагая	1	1
5725	из тех	2	1
5726	элегии пушкиным	1	1
5727	земле ты	1	1
5728	мастерства рассказчика	1	1
5729	них вся	1	1
5730	ситуация есть	1	1
5731	логический субъект	1	1
5732	к предромантической	1	1
5733	ценность которой	1	1
5734	сверхличного долга	1	1
5735	соответствующих эстетических	1	1
5736	этой диадой	1	1
5737	от художественного	1	1
5738	против безликой	1	1
5739	некоего единичного	1	1
5740	усложняющее строку	1	1
5741	отношений внешнего	1	1
5742	составляет достаточного	1	1
5743	ремой заглавие	1	1
5744	единственной в	1	1
5745	в третьих	1	1
5746	однако искусство	1	1
5747	самоутверждения субъекта	1	1
5748	изначально отреклось	1	1
5749	ассонанс могли	1	1
