N	2gram	Tiupa_Hudo	DiskursI
2383	их действия	1	1
2384	единством места	1	1
2385	всех этих	1	1
2386	под тремя	1	1
2387	его взгляд	1	1
2388	свистеть начнет	1	1
2389	это была	2	1
2390	русскую литературу	1	1
2391	к смерти	1	1
2392	диалог согласия	1	1
2393	это также	1	1
2394	всего художественного	1	1
2395	личного я	1	1
2396	или иначе	3	1
2397	от того	1	1
2398	в чьей	1	1
2399	стало быть	1	1
2400	долговечных птиц	1	1
2401	картина жизни	2	1
2402	художественного мира	3	1
2403	это его	1	1
2404	к композиционной	1	1
2405	либо неудача	1	1
2406	и мыслей	1	1
2407	могло быть	1	1
2408	первая фраза	1	1
2409	наиболее существенные	1	1
2410	слова но	1	1
2411	гробовщика и	2	1
2412	подробности не	1	1
2413	данного произведения	1	1
2414	например тоска	1	1
2415	учителя жизни	1	1
2416	героя это	1	1
2417	другому в	1	1
2418	и самого	1	1
2419	та или	4	1
2420	санька лежит	1	1
2421	универсальности видение	1	1
2422	с самых	1	1
2423	душе героя	1	1
2424	своей окказиональностью	1	1
2425	в театре	4	1
2426	также в	2	1
2427	этом и	2	1
2428	лунная ночь	1	1
2429	в эстетической	2	1
2430	гусиная лапка	1	1
2431	в анекдотическом	1	1
2432	небо видны	1	1
2433	своим слушателям	1	1
2434	претендующего на	1	1
2435	это означает	1	1
2436	классической трагедии	1	1
2437	судьбы то	1	1
2438	которые каждый	1	1
2439	и читателя	5	1
2440	в исходном	1	1
2441	со сверхличной	1	1
2442	знаю с	1	1
2443	волшебная сказка	1	1
2444	можно рассказать	1	1
2445	вызываемые представлениями	1	1
2446	на городище	1	1
2447	и первая	1	1
2448	на всем	1	1
2449	мышления как	2	1
2450	анекдотов но	1	1
2451	ли в	2	1
2452	скрытая от	1	1
2453	в самых	1	1
2454	об исторически	1	1
2455	таким же	1	1
2456	обстоятельств в	1	1
2457	три года	1	1
2458	своей личной	1	1
2459	себе а	1	1
2460	становится в	1	1
2461	позиции возвышенного	1	1
2462	как вообще	1	1
2463	как для	1	1
2464	любви и	3	1
2465	и напротив	1	1
2466	представлениями только	1	1
2467	нечто иное	2	1
2468	слово притчи	2	1
2469	не соотносится	1	1
2470	л.н толстой	1	1
2471	любых событий	1	1
