N	2gram	Bakhtin_sl	Myshleni
2473	перестают быть	1	1
2474	слово слово	2	1
2475	он дан	1	1
2476	др то	1	1
2477	в последние	2	1
2478	каждое из	1	1
2479	есть именно	1	1
2480	поэтому его	1	1
2481	здесь перед	1	1
2482	между прочим	1	1
2483	можно прямо	3	1
2484	всеми его	1	1
2485	пределами своего	1	1
2486	внести в	1	1
2487	удельный вес	6	1
2488	не решенным	1	1
2489	необходимо иметь	1	1
2490	где уже	1	1
2491	отличии от	1	1
2492	внешние признаки	1	1
2493	м б	1	1
2494	границ между	1	1
2495	изменяются в	1	1
2496	формах и	3	1
2497	к своеобразному	1	1
2498	на себе	2	1
2499	и понимание	1	1
2500	диалогом и	1	1
2501	не был	2	1
2502	для правильного	1	1
2503	всего смысла	1	1
2504	слова по	2	1
2505	вещам как	1	1
2506	даже там	1	1
2507	задачами которые	1	1
2508	речь о	2	1
2509	заключается именно	1	1
2510	ним его	1	1
2511	всегда высказывание	1	1
2512	переходы от	1	1
2513	актуального и	1	1
2514	происходит борьба	1	1
2515	для наших	1	1
2516	взглянуть на	1	1
2517	так называемые	1	1
2518	за ними	1	1
2519	различными конкретными	1	1
2520	говорящего и	3	1
2521	настолько велика	1	1
2522	далее идут	1	1
2523	зрения так	1	1
2524	глубине и	1	1
2525	несколько иначе	1	1
2526	в нее	3	1
2527	выделения и	1	1
2528	же задаче	2	1
2529	которых оно	1	1
2530	с большой	1	1
2531	или меньшей	5	1
2532	глубоко своеобразное	2	1
2533	оторванная от	1	1
2534	бы его	2	1
2535	сущности как	1	1
2536	только так	1	1
2537	на определенных	1	1
2538	эпохи в	1	1
2539	целом здесь	1	1
2540	не значит	2	1
2541	с определенными	5	1
2542	которая на	1	1
2543	рассуждения и	1	1
2544	направленности на	2	1
2545	мы теперь	1	1
2546	способности и	1	1
2547	самые основы	1	1
2548	которые были	2	1
2549	лицо и	1	1
2550	и нельзя	1	1
2551	языка совершенно	1	1
2552	слов от	2	1
2553	ищет слов	1	1
2554	вне ее	2	1
2555	должно исходить	1	1
2556	конкретности и	1	1
2557	произведение и	1	1
2558	вместо анализа	1	1
2559	аналогичные явления	1	1
2560	и зачатки	1	1
2561	диалоге и	1	1
2562	чужда идея	1	1
2563	форм которые	1	1
2564	учением о	1	1
2565	предметы и	1	1
2566	слова итак	1	1
2567	и вследствие	1	1
2568	лицо на	1	1
2569	слово для	2	1
2570	и предметом	4	1
2571	свободного и	1	1
2572	этого второго	2	1
2573	принципиальной проблемы	1	1
2574	бы говорить	1	1
2575	слове можно	2	1
2576	при поверхностном	1	1
2577	то куда	1	1
2578	от этой	3	1
2579	приходится иметь	2	1
2580	здесь с	1	1
2581	эта общая	1	1
2582	и адекватно	1	1
2583	предмет с	1	1
2584	же основной	1	1
2585	этом как	1	1
2586	есть наконец	1	1
2587	самом предмете	3	1
2588	нового не	2	1
2589	служить все	1	1
2590	мы понимаем	1	1
2591	и ложь	1	1
2592	оно ни	1	1
2593	и делают	1	1
2594	ни о	2	1
2595	овладения действительностью	1	1
2596	так называемый	1	1
2597	смысловая структура	2	1
2598	двух и	1	1
2599	легко и	1	1
2600	подходе к	1	1
2601	в различные	2	1
2602	элемент в	1	1
2603	затем следует	1	1
2604	чужой речью	3	1
2605	человеку как	1	1
2606	ними оно	1	1
2607	форм его	1	1
2608	раскрываются за	1	1
2609	правда не	3	1
2610	своему смыслу	1	1
2611	других менее	1	1
2612	со всею	5	1
2613	здесь может	1	1
2614	понимания в	2	1
2615	из языка	1	1
2616	не пытается	2	1
2617	поэтому для	1	1
2618	языка или	3	1
2619	которое нашло	1	1
2620	и индивидуальные	3	1
2621	по крайней	1	1
2622	слова внутренняя	1	1
2623	к конкретным	1	1
2624	невозможным и	1	1
2625	его действий	1	1
2626	слова все	5	1
2627	слова во-вторых	1	1
2628	с изучением	1	1
2629	к отдельным	1	1
2630	всякого предмета	1	1
2631	задний план	1	1
2632	сказать на	1	1
2633	объекта в	1	1
2634	единства в	1	1
2635	их сознания	1	1
2636	не должно	3	1
2637	явления и	2	1
2638	и смысловых	1	1
2639	но принимает	1	1
2640	больший удельный	1	1
2641	здесь о	1	1
2642	уклоняются от	1	1
2643	смысл в	1	1
2644	очень похоже	1	1
2645	ее с	2	1
2646	рано или	2	1
2647	смысла с	1	1
2648	как будет	1	1
2649	как особая	1	1
2650	не знающий	1	1
2651	характеризуется двумя	1	1
2652	их значение	1	1
2653	своими корнями	2	1
2654	смыслового и	1	1
2655	концепцию слова	1	1
2656	своем собственном	1	1
2657	из подчиненных	3	1
2658	только одна	1	1
2659	или разве	1	1
2660	лишь о	1	1
2661	корнями в	2	1
2662	судьбы и	2	1
2663	то она	1	1
2664	это кажется	1	1
2665	как во	1	1
2666	слова связанные	1	1
2667	всецело в	1	1
2668	т д	7	1
2669	являются необходимыми	1	1
2670	а вовсе	4	1
2671	в романах	3	1
2672	или поздно	2	1
2673	на единство	2	1
2674	речью является	1	1
2675	же он	1	1
2676	в едином	2	1
2677	я говорю	1	1
2678	тесной связи	1	1
2679	пришлось бы	1	1
2680	разговорный язык	1	1
2681	к окружающему	1	1
2682	эту форму	1	1
2683	слова между	1	1
2684	возможность в	1	1
2685	поэтому прежде	1	1
2686	и прямо	4	1
2687	процесс становления	1	1
2688	особенностей семантики	1	1
2689	всю последующую	2	1
2690	борьба и	1	1
2691	свой словарь	3	1
2692	два полюса	1	1
2693	как отношение	2	1
2694	и этим	3	1
2695	предвосхитить его	1	1
2696	как существенное	1	1
2697	овладения и	1	1
2698	любого высказывания	1	1
2699	эту сложную	1	1
2700	внимание исследователей	1	1
2701	может казаться	2	1
2702	как особый	2	1
2703	с системой	1	1
2704	в предшествующей	2	1
2705	в диалоге	1	1
2706	со своим	13	1
2707	из своих	2	1
2708	иначе обстоит	1	1
2709	он располагает	1	1
2710	чистой и	1	1
2711	на высоту	1	1
2712	иметь место	2	1
2713	разнородные явления	1	1
2714	предмету и	2	1
2715	есть уже	1	1
2716	расчленения и	1	1
2717	а на	3	1
2718	речи этой	1	1
2719	конечно совершенно	1	1
2720	не изменилось	1	1
2721	обособляется в	2	1
2722	лингвистика и	3	1
2723	автора от	2	1
2724	без остатка	1	1
2725	наших дней	2	1
2726	слились в	1	1
2727	и где	1	1
2728	и социальные	1	1
2729	языковому сознанию	1	1
2730	семантику и	1	1
2731	характер его	1	1
2732	сознания но	1	1
2733	эти потенциальные	1	1
2734	были как	1	1
2735	в обычном	1	1
2736	приведенные нами	1	1
2737	ссылка на	1	1
2738	последние два	1	1
2739	языков на	1	1
2740	предмет если	1	1
2741	его слово	17	1
2742	языка конечно	1	1
2743	могла быть	1	1
2744	говорят о	1	1
2745	исходили из	1	1
2746	жизнью в	1	1
2747	так в	2	1
2748	последнем счете	1	1
2749	неразрывной связи	1	1
2750	в еще	1	1
2751	широты и	1	1
2752	с внутренними	1	1
2753	концепция в	1	1
2754	этого осознания	1	1
2755	может внести	1	1
2756	с какими	1	1
2757	слова тем	1	1
2758	языков это	2	1
2759	и многообразным	1	1
2760	остается вне	4	1
2761	активности и	2	1
2762	жизнь и	1	1
2763	конечно это	1	1
2764	евгений онегин	1	1
2765	человека в	5	1
2766	соединение в	1	1
2767	освобождения от	1	1
2768	точности и	2	1
2769	моментах в	1	1
2770	контекста и	1	1
2771	предмете а	1	1
2772	правильного понимания	1	1
2773	например у	3	1
2774	философской и	1	1
2775	чужого языка	7	1
2776	в каких-то	1	1
2777	и остаются	1	1
2778	очень близко	1	1
2779	есть чисто	1	1
2780	восприятие и	1	1
2781	степени не	1	1
2782	чем например	1	1
2783	единство и	4	1
2784	а такое	1	1
2785	здесь это	1	1
2786	обязательно в	1	1
2787	выйти за	1	1
2788	дает им	2	1
2789	и признается	1	1
2790	и своя	1	1
2791	и фактически	1	1
2792	и определить	1	1
2793	слова его	5	1
2794	и всех	1	1
2795	которых они	1	1
2796	показано выше	1	1
2797	что под	1	1
2798	с различными	6	1
2799	этом с	1	1
2800	интенциональной направленности	1	1
2801	формы конкретного	1	1
2802	наших слов	1	1
2803	целого как	1	1
2804	и сразу	1	1
2805	фоне которых	1	1
2806	есть необходимый	1	1
2807	даже как	2	1
2808	и конкретные	1	1
2809	языки в	2	1
2810	как за	1	1
2811	особое отношение	1	1
2812	в узком	13	1
2813	этих форм	1	1
2814	своему существу	1	1
2815	и прежде	1	1
2816	мы слышим	1	1
2817	процессе его	1	1
2818	языка если	2	1
2819	как целого	1	1
2820	глубоком и	1	1
2821	гуманитарных наук	1	1
2822	все возможные	1	1
2823	иногда даже	2	1
2824	нас это	1	1
2825	мышление вообще	2	1
2826	момент его	4	1
2827	как общее	1	1
