N	2gram	Potebnia_M	FransuaR
2509	языка из	1	1
2510	во что	1	1
2511	мы понимаем	1	1
2512	однако что	1	1
2513	и степень	1	1
2514	явлений в	3	1
2515	показать что	1	1
2516	ряд их	1	1
2517	это ослабление	1	1
2518	для каждого	1	1
2519	и делать	2	1
2520	всем остальным	1	1
2521	сущности в	1	1
2522	кажется не	1	1
2523	если это	2	1
2524	по внешнему	1	1
2525	народа поэтому	1	1
2526	в одних	2	1
2527	как не	4	1
2528	к нам	3	1
2529	мнения что	1	1
2530	последующее развитие	1	1
2531	духа а	1	1
2532	пример того	1	1
2533	стало быть	6	1
2534	самое это	1	1
2535	что весьма	1	1
2536	все члены	1	1
2537	собою они	1	1
2538	ночи с	1	1
2539	только одно	1	1
2540	известных явлений	1	1
2541	и цвет	1	1
2542	сложившиеся в	2	1
2543	бы с	2	1
2544	не имеют	7	1
2545	в платье	1	1
2546	то и	15	1
2547	что самое	2	1
2548	сознание и	1	1
2549	и живой	1	1
2550	сказано выше	1	1
2551	и другой	1	1
2552	зависимости от	1	1
2553	людей как	1	1
2554	ими в	1	1
2555	готовое и	1	1
2556	самый этот	1	1
2557	только раз	1	1
2558	язык это	1	1
2559	не связанных	1	1
2560	из которого	3	1
2561	эта мысль	3	1
2562	всех времен	1	1
2563	взятые отдельно	1	1
2564	сызнова и	1	1
2565	и духовные	1	1
2566	полной силе	1	1
2567	мы хотим	1	1
2568	имеют свое	1	1
2569	только там	1	1
2570	с другою	3	1
2571	друга и	2	1
2572	к первым	1	1
2573	выбора между	1	1
2574	но человек	1	1
2575	судя по	5	1
2576	своего выражения	1	1
2577	свободы в	1	1
2578	и духа	1	1
2579	основанная на	1	1
2580	образом уже	1	1
2581	связанными с	1	1
2582	однако нужно	1	1
2583	о языке	3	1
2584	человек должен	1	1
2585	непосредственно из	1	1
2586	виды и	1	1
2587	часто им	1	1
2588	нам и	2	1
2589	то она	3	1
2590	к народному	1	1
2591	в сознании	8	1
2592	к огню	1	1
2593	этого движения	1	1
2594	сходства с	1	1
2595	совсем другое	1	1
2596	от разных	1	1
2597	необходимых условий	1	1
2598	этому направлению	1	1
2599	есть к	1	1
2600	пришлось бы	1	1
2601	свобода по	1	1
2602	человека но	1	1
2603	высшей степени	1	1
2604	это новое	1	1
2605	следует считать	1	1
2606	уже для	1	1
2607	в звуке	11	1
2608	отдельные лица	1	1
2609	можно себе	2	1
2610	при звуке	1	1
2611	известные нам	1	1
2612	содержания а	1	1
2613	с но	4	1
2614	равно и	2	1
2615	менее если	1	1
2616	не берется	1	1
2617	без них	1	1
2618	не нужен	2	1
2619	в первое	1	1
2620	тем он	1	1
2621	ее деятельности	1	1
2622	дает только	2	1
2623	который бы	1	1
2624	связи между	2	1
2625	без основания	1	1
2626	значит не	1	1
2627	всякого человека	1	1
2628	при встрече	1	1
2629	отношении языка	1	1
2630	отличает ее	1	1
2631	что так	2	1
2632	нельзя свести	1	1
2633	день и	1	1
2634	одну общую	1	1
2635	не одни	1	1
2636	в полном	2	1
2637	на одной	1	1
2638	теперь когда	1	1
2639	этим именем	1	1
2640	была непосредственно	1	1
2641	нельзя вывести	1	1
2642	о ее	1	1
2643	слова не	2	1
2644	без этого	1	1
2645	есть уже	4	1
2646	степень его	1	1
2647	которому она	1	1
2648	во-первых потому	1	1
2649	отказаться от	1	1
2650	а к	1	1
2651	а первые	1	1
2652	перейти в	1	1
2653	существует как	1	1
2654	речи это	1	1
2655	нем самом	6	1
2656	бытия и	3	1
2657	больному месту	2	1
2658	виду что	2	1
2659	вопросом что	1	1
2660	а то	1	1
2661	время вполне	1	1
2662	будем называть	1	1
2663	свет и	5	1
2664	известная степень	2	1
2665	им и	1	1
2666	другого слова	2	1
2667	в нос	1	1
2668	и скрытого	1	1
2669	без знания	1	1
2670	тех которые	1	1
2671	им как	2	1
2672	о различии	1	1
2673	такое значение	1	1
2674	очень важную	2	1
2675	при его	1	1
2676	с какими	1	1
2677	должно вызывать	1	1
2678	лиц на	1	1
2679	чтобы сделать	1	1
2680	как слово	1	1
2681	совершенно независимого	1	1
2682	человеку но	2	1
2683	когда по	1	1
2684	их характер	1	1
2685	том случае	1	1
2686	по которому	2	1
2687	заставляют нас	1	1
2688	и утверждение	1	1
2689	к духу	4	1
2690	сходятся и	1	1
2691	и остаются	1	1
2692	а от	2	1
2693	этимологическое значение	1	1
2694	языку и	2	1
2695	себе только	1	1
2696	в отношениях	2	1
2697	в раю	1	1
2698	просто не	1	1
2699	нужно было	3	1
2700	два человека	1	1
2701	своею стороною	1	1
2702	о причинах	2	1
2703	отношений между	5	1
2704	не видим	1	1
2705	смотрит на	3	1
2706	и своя	1	1
2707	до появления	1	1
2708	не станет	2	1
2709	с человеком	1	1
2710	развивается в	1	1
2711	ли этот	1	1
2712	над собою	3	1
2713	изменение образа	1	1
2714	иначе в	1	1
2715	от животного	1	1
2716	этот способ	1	1
2717	вообще все	1	1
2718	само по	6	1
2719	к совершению	1	1
2720	как средство	2	1
2721	в категориях	1	1
2722	сказать в	1	1
2723	только по	5	1
2724	этом и	1	1
2725	даже для	1	1
2726	души при	2	1
2727	есть способность	1	1
2728	есть из	1	1
2729	и быть	1	1
2730	к пониманию	1	1
2731	значит то	3	1
2732	имеют в	2	1
2733	без сомнения	6	1
2734	смысле а	1	1
2735	не затем	1	1
2736	видит только	2	1
2737	в создании	6	1
2738	слишком рано	1	1
2739	самое нужно	1	1
2740	человеческой природы	4	1
2741	с подобными	1	1
2742	истина в	1	1
2743	другой язык	1	1
2744	других языках	1	1
2745	начинает с	1	1
2746	внутреннюю жизнь	1	1
2747	своих произведений	1	1
2748	и деятельности	2	1
