N	2gram	Propp_Isto	FransuaR
2502	выясняется что	1	1
2503	менее если	1	1
2504	в распоряжение	1	1
2505	над всем	2	1
2506	своего коня	2	1
2507	огнем в	1	1
2508	садится на	2	1
2509	ли ты	1	1
2510	у тебя	3	1
2511	с очень	2	1
2512	душе угодно	1	1
2513	костюмированные актеры	1	1
2514	он даже	1	1
2515	или два	1	1
2516	в мотиве	1	1
2517	случая в	1	1
2518	вином но	1	1
2519	что так	2	1
2520	следы его	1	1
2521	одну общую	1	1
2522	образом смерти	1	1
2523	интересно и	1	1
2524	не ставились	1	1
2525	первоначально был	1	1
2526	оно отражает	1	1
2527	на одной	4	1
2528	никуда не	2	1
2529	глаз ушей	1	1
2530	кто бы	1	1
2531	на площадь	1	1
2532	за другими	1	1
2533	с разными	1	1
2534	и прекрасным	1	1
2535	всегда находит	1	1
2536	а к	1	1
2537	бы наличие	1	1
2538	не любит	1	1
2539	ничего удивительного	1	1
2540	а то	2	1
2541	особенность его	1	1
2542	по-видимому он	1	1
2543	чтобы быть	3	1
2544	царство и	2	1
2545	ненужность и	1	1
2546	им и	2	1
2547	случаях когда	2	1
2548	по смыслу	1	1
2549	но больше	1	1
2550	в верованиях	2	1
2551	он бросает	3	1
2552	заставить его	1	1
2553	здесь имеем	2	1
2554	тех которые	1	1
2555	им как	1	1
2556	он же	2	1
2557	войти в	1	1
2558	не стал	1	1
2559	к середине	1	1
2560	его следует	1	1
2561	свет на	1	1
2562	и видит	1	1
2563	его же	1	1
2564	ему как	3	1
2565	куда он	1	1
2566	представляется как	1	1
2567	этого места	1	1
2568	и тех	1	1
2569	обычно в	1	1
2570	от преследующих	1	1
2571	различных местах	1	1
2572	тут и	1	1
2573	по которому	1	1
2574	она должна	1	1
2575	случае обряд	1	1
2576	приводят к	2	1
2577	еще сильнее	1	1
2578	поздних форм	1	1
2579	это за	1	1
2580	имеются и	2	1
2581	и между	1	1
2582	а от	2	1
2583	на поле	3	1
2584	обстоит дело	1	1
2585	и во-вторых	1	1
2586	роль которую	3	1
2587	служить и	1	1
2588	говорит я	2	1
2589	о причинах	1	1
2590	доме и	2	1
2591	до появления	1	1
2592	останавливаться на	2	1
2593	и можно	1	1
2594	развивается в	1	1
2595	религиозные обряды	1	1
2596	собирается жениться	3	1
2597	от животного	1	1
2598	этот способ	1	1
2599	им их	1	1
2600	внешние формы	1	1
2601	и понятным	2	1
2602	над его	1	1
2603	и пытается	1	1
2604	из ушей	1	1
2605	только по	1	1
2606	материалами и	1	1
2607	на десять	1	1
2608	и быть	1	1
2609	тем чтобы	1	1
2610	и названные	1	1
2611	людей на	1	1
2612	от явлений	1	1
2613	эти новые	2	1
2614	не верите	1	1
2615	в костюме	1	1
2616	мира этот	1	1
2617	гл ii	1	1
2618	а я	3	1
2619	резко бросается	1	1
