N	2gram	Potebnia_M	Myshleni
2484	на некоторые	1	1
2485	другому в	1	1
2486	известных нам	3	1
2487	не подтверждается	1	1
2488	если быть	1	1
2489	мыслей но	1	1
2490	это существительное	1	1
2491	течением речи	1	1
2492	выраженную в	1	1
2493	все вообще	1	1
2494	возникает только	1	1
2495	них не	3	1
2496	единстве с	1	1
2497	второе третье	1	1
2498	развития о	2	1
2499	есть движение	3	1
2500	и внутренним	1	1
2501	течение представлений	1	1
2502	развитие если	1	1
2503	близкий к	1	1
2504	хотя все	1	1
2505	которое по	2	1
2506	пределы его	1	1
2507	значении и	1	1
2508	удовольствия которые	1	1
2509	на самый	1	1
2510	круг предметов	1	1
2511	слово так	1	1
2512	сказать о	1	1
2513	же необходимо	1	1
2514	себя создает	1	1
2515	жизни таким	1	1
2516	с хотя	1	1
2517	и чем	1	1
2518	от физиологических	1	1
2519	куда проходит	1	1
2520	еще одно	1	1
2521	слова остаются	1	1
2522	образом развивается	1	1
2523	о предметах	1	1
2524	доказывает что	3	1
2525	это новое	1	1
2526	с этих	1	1
2527	его решения	1	1
2528	в особенности	1	1
2529	с грамматикой	1	1
2530	конечной цели	2	1
2531	время его	1	1
2532	него по	1	1
2533	общее что	1	1
2534	с итак	1	1
2535	понимания не	1	1
2536	от сознания	1	1
2537	сам гумбольдт	3	1
2538	раму и	1	1
2539	смотреть на	1	1
2540	и связанные	1	1
2541	например что	3	1
2542	что этим	1	1
2543	бы должны	1	1
2544	как содержание	1	1
2545	только общими	1	1
2546	как б	1	1
2547	ограничивается и	1	1
2548	всякого смысла	1	1
2549	во-первых что	1	1
2550	ср с	2	1
2551	если скажем	1	1
2552	чем-то наиболее	1	1
2553	его содержание	2	1
2554	есть язык	1	1
2555	изменить свое	1	1
2556	чем когда	1	1
2557	же предмета	3	1
2558	что подобная	1	1
2559	еще мало	1	1
2560	в картине	1	1
2561	вспомнить что	1	1
2562	и обусловливает	1	1
2563	одних только	2	1
2564	действует в	1	1
2565	не научила	1	1
2566	в известную	1	1
2567	его во	1	1
2568	зависит не	1	1
2569	понимание только	1	1
2570	к сознанию	3	1
2571	потом он	1	1
2572	в логике	1	1
2573	самым вся	1	1
2574	области не	1	1
2575	и миром	2	1
2576	то с	1	1
2577	и объективного	2	1
2578	предполагают уже	1	1
2579	иначе если	2	1
2580	там в	1	1
2581	мыслит как	1	1
2582	готовых уже	1	1
2583	что всегда	1	1
2584	и сделать	1	1
2585	такого же	2	1
2586	языка предполагает	2	1
2587	механического взаимодействия	1	1
2588	что нет	2	1
2589	только внешнее	1	1
2590	есть тоже	1	1
2591	видеть того	1	1
2592	к сложным	1	1
2593	условиях не	1	1
2594	внутреннему в	1	1
2595	к общей	1	1
2596	от своего	2	1
2597	же раз	1	1
2598	и ночь	1	1
2599	на данном	1	1
2600	на другом	2	1
2601	притом в	1	1
2602	пространство и	2	1
2603	стороне и	1	1
2604	круг его	1	1
2605	содержание и	1	1
2606	языков и	1	1
2607	представляют для	1	1
2608	значения как	1	1
2609	ведущие к	1	1
2610	допустим что	2	1
2611	звук не	1	1
2612	такое явление	1	1
2613	в царстве	1	1
2614	что скорее	1	1
2615	который сам	1	1
2616	корней и	1	1
2617	человека на	1	1
2618	имеет своих	1	1
2619	форма слова	2	1
2620	изобретения языка	2	1
2621	звук по	1	1
2622	себя только	3	1
2623	ни с	2	1
2624	говорить и	1	1
2625	имеют свое	1	1
2626	его части	1	1
2627	сказать об	1	1
2628	формами но	1	1
2629	области физических	1	1
2630	смотреть как	1	1
2631	что восприятие	1	1
2632	то которое	1	1
2633	при чисто	1	1
2634	но оно	3	1
2635	в прогрессе	1	1
2636	язык имеет	2	1
2637	но их	1	1
2638	особенно для	1	1
2639	нем внимание	1	1
2640	видно уже	1	1
2641	можем ожидать	2	1
2642	его связь	1	1
2643	и действий	1	1
2644	и многое	1	1
2645	перейти в	1	1
2646	где нет	1	1
2647	наблюдения с	1	1
2648	человек говорит	1	1
2649	собственной внутренней	1	1
2650	только развитием	1	1
2651	ясно и	2	1
2652	от невозможности	1	1
2653	себе никакого	1	1
2654	а произвольное	1	1
2655	этого еще	1	1
2656	во-вторых что	1	1
2657	о явлениях	1	1
2658	такую же	2	1
2659	и общие	1	1
2660	удовольствие и	3	1
2661	их сочетаний	1	1
2662	таком виде	2	1
2663	представляется вопрос	1	1
2664	и какое	2	1
2665	вызывает в	1	1
2666	предположения что	1	1
2667	нашем же	1	1
2668	с а	4	1
2669	вместе должны	1	1
2670	тех пор	2	1
2671	и естественное	1	1
2672	образуется из	1	1
2673	окажется что	1	1
2674	самая сущность	1	1
2675	связана со	1	1
2676	народов и	1	1
2677	ясно как	1	1
2678	она начинает	1	1
2679	от действительных	1	1
2680	образовательного процесса	1	1
2681	переносном смысле	1	1
2682	как мысль	2	1
2683	это стремление	2	1
2684	в мир	1	1
2685	для наблюдателя	1	1
2686	земного шара	1	1
2687	стороны если	1	1
2688	должно непременно	1	1
2689	утверждением что	1	1
2690	ответит на	1	1
2691	всем другим	1	1
2692	сознания кроме	1	1
2693	делает невозможным	1	1
2694	в средине	1	1
2695	в какие	2	1
2696	к первому	3	1
2697	понимает самого	1	1
2698	психологическому значению	1	1
2699	органов чувств	1	1
2700	так мало	1	1
2701	его если	1	1
2702	наука и	1	1
2703	другим но	1	1
2704	одинаково называются	1	1
2705	от звука	1	1
2706	имеет своим	1	1
2707	значение имеет	1	1
2708	предмета в	3	1
2709	такое понятие	1	1
2710	в глазах	4	1
2711	слова мысль	1	1
2712	того места	1	1
2713	какие мы	1	1
2714	организма и	1	1
2715	языка а	3	1
2716	имеет и	1	1
2717	эти процессы	1	1
2718	этих примерах	1	1
2719	можно сравнить	1	1
2720	ожидать от	2	1
2721	размышления а	1	1
2722	ребенка нельзя	1	1
2723	всех точек	1	1
2724	в самих	1	1
2725	развивается только	2	1
2726	независимой от	1	1
2727	направлены на	1	1
2728	к общим	1	1
2729	есть самый	1	1
2730	куда смотрят	1	1
2731	эти представления	2	1
2732	если считать	1	1
2733	как нельзя	1	1
2734	есть много	1	1
2735	выразить ее	1	1
2736	произошло бы	1	1
2737	нужные для	2	1
2738	тоже не	1	1
2739	язык животных	1	1
2740	и также	1	1
2741	умственному развитию	1	1
2742	и строения	1	1
2743	определяющее его	1	1
2744	единство как	1	1
2745	с если	3	1
2746	при самом	5	1
2747	для всякого	3	1
2748	этом основано	1	1
2749	напротив все	1	1
2750	слово мы	1	1
2751	к первой	2	1
2752	слов поэтому	1	1
2753	то тем	2	1
2754	которое должно	1	1
2755	быть следствием	3	1
2756	быть найдена	1	1
2757	из основной	1	1
2758	зрения по	1	1
2759	становятся все	1	1
2760	не достигает	2	1
2761	сказала что	1	1
2762	это падение	1	1
2763	природы вообще	1	1
2764	звуков например	1	1
2765	а другое	1	1
2766	только звук	4	1
2767	оно связано	1	1
2768	вовсе нет	1	1
2769	своих мыслей	1	1
2770	с утверждением	1	1
2771	уме человека	1	1
2772	слово снова	1	1
2773	человеке а	1	1
2774	речи становится	1	1
2775	больше в	1	1
2776	появление его	1	1
2777	связь речи	1	1
2778	звук внешняя	1	1
2779	этом не	2	1
2780	которого можем	1	1
2781	было в	1	1
2782	действует как	1	1
2783	некоторых случаях	2	1
2784	которые как	1	1
2785	себя а	2	1
2786	служит только	2	1
2787	этого нельзя	1	1
2788	в естественных	2	1
2789	за тем	2	1
2790	другое в	1	1
2791	история и	2	1
2792	других то	1	1
2793	примерам можно	1	1
2794	понятия например	1	1
2795	орудием мысли	1	1
2796	сторон языка	1	1
2797	родовое понятие	1	1
2798	важнее для	1	1
2799	науку в	1	1
2800	что первый	2	1
2801	нам на	1	1
2802	второе предположение	1	1
2803	в звуках	4	1
2804	можно предположить	1	1
2805	может только	1	1
2806	бы предположить	1	1
2807	только свою	1	1
2808	себе или	2	1
2809	к результатам	1	1
2810	понимание не	1	1
2811	языка по	2	1
2812	стремление к	3	1
2813	по словам	1	1
2814	он никогда	1	1
2815	возникающие из	2	1
2816	приблизительно так	3	1
2817	строении и	1	1
2818	причем и	1	1
2819	та что	2	1
2820	возможно для	1	1
2821	которые с	1	1
2822	составляет сущность	1	1
2823	что законы	1	1
2824	оторваться от	1	1
2825	уже за	1	1
2826	не все	3	1
2827	раньше и	1	1
2828	своих слов	2	1
2829	как формы	1	1
2830	восприятия или	2	1
2831	будет искать	1	1
2832	быть во	1	1
2833	несколько различных	1	1
2834	одно целое	3	1
2835	сказали бы	1	1
2836	мыслит и	1	1
2837	которыми оно	1	1
2838	и происхождении	1	1
2839	в полной	1	1
2840	с предметами	1	1
2841	для взаимного	2	1
2842	на задний	1	1
2843	впечатлений за	1	1
2844	выражением мысли	1	1
2845	усомниться в	1	1
2846	привести их	1	1
2847	как связь	1	1
2848	через известные	1	1
2849	то обе	1	1
2850	с новыми	1	1
2851	что новые	1	1
2852	если понятие	1	1
2853	существует независимо	1	1
2854	и представление	1	1
2855	но должны	1	1
2856	способ своего	1	1
2857	им предмет	1	1
2858	возраста не	1	1
2859	и самостоятельность	1	1
2860	например к	1	1
2861	грамматика должна	1	1
2862	до этой	1	1
2863	по одним	1	1
2864	но такое	2	1
2865	не исчезнет	1	1
2866	можно как	1	1
2867	все ее	2	1
2868	это новый	1	1
2869	вопросы что	2	1
2870	основании данных	1	1
2871	но повторяем	1	1
2872	своя система	1	1
2873	ему возможность	1	1
2874	всякая наука	2	1
2875	единство их	1	1
2876	бы по	1	1
2877	в каких	1	1
2878	этого механизма	1	1
2879	и особенности	1	1
2880	но дело	2	1
2881	правильно и	1	1
2882	и время	1	1
2883	практическом отношении	1	1
2884	ребенок например	1	1
2885	в друга	1	1
2886	самые первые	1	1
2887	в звуке	11	1
2888	мы бы	3	1
2889	всей вероятности	2	1
2890	мыслей которые	1	1
2891	того чего	1	1
2892	из внутреннего	1	1
2893	как внутреннее	1	1
2894	звук а	4	1
2895	это дает	1	1
2896	и начинается	1	1
2897	предположение о	1	1
2898	же деятельность	1	1
2899	бытия и	3	1
2900	или почему	1	1
2901	непосредственно как	1	1
2902	можно будет	1	1
2903	по величине	1	1
2904	заметных в	1	1
2905	этой чисто	1	1
2906	заключен в	2	1
2907	нового направления	1	1
2908	сила определяющая	1	1
2909	быть достигнуто	1	1
2910	часты и	1	1
2911	имея в	3	1
2912	черный цвет	1	1
2913	действительно видим	1	1
2914	значения не	1	1
2915	это подтверждается	1	1
2916	языке есть	4	1
2917	жизнью и	1	1
2918	предметов если	1	1
2919	образами которые	1	1
2920	спрашивая о	1	1
2921	смотрят или	1	1
2922	ее части	1	1
2923	предметом так	1	1
2924	степень его	1	1
2925	слова подобно	1	1
2926	сколько и	4	1
2927	несомненно что	2	1
2928	друг в	1	1
2929	этого в	2	1
2930	чтобы дать	1	1
2931	ней не	1	1
2932	язык а	1	1
2933	идея мира	1	1
2934	отношении ее	1	1
2935	при изменении	1	1
2936	есть необходимое	2	1
2937	этой способности	1	1
2938	два основания	1	1
2939	древние языки	1	1
2940	жизни значение	1	1
2941	а относится	1	1
2942	с между	1	1
2943	практики и	1	1
2944	они уже	1	1
2945	одного языка	1	1
2946	есть средство	2	1
2947	с прежними	4	1
2948	которые более	1	1
2949	не вызывает	1	1
2950	по общему	2	1
2951	самого содержания	1	1
2952	что дело	2	1
2953	язык как	7	1
2954	что человек	6	1
2955	которое может	2	1
2956	по-видимому не	1	1
2957	это легко	1	1
2958	гораздо богаче	1	1
2959	отсутствие единства	1	1
2960	без понимания	2	1
2961	не годится	1	1
2962	две неравные	1	1
2963	то не	5	1
2964	есть отношение	1	1
2965	первое его	1	1
2966	сходство между	2	1
2967	которой отдельные	1	1
2968	по времени	5	1
2969	язык есть	17	1
2970	общее с	2	1
2971	ума в	1	1
2972	есть дает	3	1
2973	что одни	2	1
2974	стремления и	1	1
2975	быть названа	1	1
2976	связано у	1	1
2977	это должно	1	1
2978	цвета когда	1	1
2979	нее чем	1	1
2980	а во-вторых	1	1
2981	всего следует	1	1
2982	равно как	1	1
2983	довольно поздно	1	1
2984	данные не	1	1
2985	весь ряд	1	1
2986	оказывается только	1	1
2987	вместе в	1	1
2988	другой всякое	1	1
2989	до степени	1	1
2990	то окажется	1	1
2991	понятие отверстия	1	1
2992	но самое	1	1
2993	опять чисто	1	1
2994	давно уже	2	1
2995	положению о	1	1
2996	там же	9	1
2997	в последнем	2	1
2998	предмет и	2	1
2999	прямо а	1	1
3000	и конечную	1	1
3001	выйти из	2	1
3002	себя к	1	1
3003	только ее	1	1
3004	грамматику и	1	1
3005	кого не	2	1
3006	отношении чем	1	1
3007	но природа	1	1
3008	материала это	1	1
3009	как высшая	1	1
3010	их отношение	1	1
3011	сливались бы	2	1
3012	ни для	2	1
3013	иначе мы	1	1
3014	нечто новое	2	1
3015	для их	2	1
3016	в письме	1	1
3017	его связи	1	1
3018	чем бы	2	1
3019	необходимые для	2	1
3020	во-первых в	3	1
3021	также что	2	1
3022	теории которой	1	1
3023	мысль воплощается	1	1
3024	понятия отношение	1	1
3025	в переносном	1	1
3026	условия а	1	1
3027	в предшествующих	1	1
3028	известная форма	1	1
3029	место новым	1	1
3030	коренится в	1	1
3031	это содержание	1	1
3032	достаточным основанием	1	1
3033	звука в	4	1
3034	отношения которые	1	1
3035	обозначения одного	1	1
3036	всегда как	1	1
3037	к познанию	1	1
3038	силы и	1	1
3039	указания на	5	1
3040	даже и	4	1
3041	значение то	1	1
3042	бы из	1	1
3043	нам по	3	1
3044	остается неизменным	1	1
3045	камня в	1	1
3046	не сама	1	1
3047	даже что	1	1
3048	бы сам	1	1
3049	его действия	1	1
3050	изменения которые	1	1
3051	подчиняя его	1	1
3052	общих законов	1	1
3053	значение чем	1	1
3054	уже как	1	1
3055	они с	2	1
3056	не вполне	1	1
3057	и психологии	1	1
3058	вопросах о	1	1
3059	является производным	1	1
3060	есть непрерывный	1	1
3061	она вполне	1	1
3062	и чувствования	1	1
3063	группы и	1	1
3064	числа и	1	1
3065	жизни как	1	1
3066	например когда	1	1
3067	отношения развития	1	1
3068	возможное только	1	1
3069	языка как	6	1
3070	который служит	1	1
3071	только во	1	1
3072	что предположение	1	1
3073	никакого определенного	1	1
3074	на раму	1	1
3075	влиянием того	1	1
3076	своих признаков	1	1
3077	есть по	1	1
3078	без того	1	1
3079	все без	1	1
3080	происходит но	1	1
3081	намека не	1	1
3082	таких обстоятельствах	1	1
3083	можем предположить	1	1
3084	они служат	2	1
3085	в движении	2	1
3086	развитие способности	1	1
3087	и ослабления	1	1
3088	не представляется	2	1
3089	говорит следующее	2	1
3090	какое бы	1	1
3091	эти звуки	2	1
3092	к языку	6	1
3093	или лучше	1	1
3094	сознанию она	1	1
3095	обозначает словом	1	1
3096	как разумное	1	1
3097	всякий кто	1	1
3098	дает возможность	1	1
3099	что имеет	2	1
3100	мысли ни	1	1
3101	прогресса в	1	1
3102	настолько насколько	3	1
3103	как нужно	1	1
3104	то вопрос	1	1
3105	и независимости	1	1
3106	представим себе	1	1
3107	него как	1	1
3108	не связь	2	1
3109	самой жизни	1	1
3110	к виду	1	1
3111	и звуков	1	1
3112	и логически	1	1
3113	непроизвольно и	1	1
3114	непонятно каким	1	1
3115	то оно	3	1
3116	что язык	18	1
3117	как полагает	1	1
3118	к человеку	1	1
3119	нами еще	1	1
3120	их содержания	1	1
3121	мысли только	1	1
3122	на нашу	1	1
3123	самое его	1	1
3124	языка потому	2	1
3125	есть одно	1	1
3126	мы до	1	1
3127	процессов речи	1	1
3128	начала и	1	1
3129	есть его	1	1
3130	его но	1	1
3131	к слиянию	5	1
3132	объяснить почему	1	1
3133	по справедливости	1	1
3134	отличия от	1	1
3135	развитие слова	1	1
3136	стороны их	1	1
3137	что несмотря	1	1
3138	человека во	1	1
3139	и за	1	1
3140	значит не	1	1
3141	не замечает	1	1
3142	которых ни	1	1
3143	можно объяснить	1	1
3144	звуки для	1	1
3145	не от	4	1
3146	возникают при	1	1
3147	другого слова	2	1
3148	и человек	3	1
3149	самый предмет	2	1
3150	одинаково для	1	1
3151	как звук	1	1
3152	употребленное нами	1	1
3153	группе явлений	1	1
3154	не о	1	1
3155	по произволу	1	1
3156	походить на	1	1
3157	это что	2	1
3158	же видит	1	1
3159	не снилось	1	1
3160	с представлением	1	1
3161	и понимании	1	1
3162	между впечатлениями	1	1
3163	мыслей то	1	1
3164	и усвоение	1	1
3165	которой было	1	1
3166	iii в	1	1
3167	и психология	1	1
3168	неизменным в	1	1
3169	них это	1	1
3170	противоположностей и	1	1
3171	не подчинены	1	1
3172	есть именно	1	1
3173	поэтому его	1	1
3174	конца мы	1	1
3175	из чего	1	1
3176	между прочим	5	1
3177	долго и	1	1
3178	будет походить	1	1
3179	слове становится	1	1
3180	случаев но	1	1
3181	предложения и	1	1
3182	выраженных в	1	1
3183	эти имеют	1	1
3184	уже давно	1	1
3185	находится во	2	1
3186	процесс выделения	1	1
3187	имеют еще	1	1
3188	служит для	2	1
3189	совершается этот	1	1
3190	и ближе	1	1
3191	мы делаем	1	1
3192	природа и	2	1
3193	количество звуковых	1	1
3194	известна нам	1	1
3195	звука и	9	1
3196	на себе	3	1
3197	новые значения	1	1
3198	оставляя в	1	1
3199	и понимание	3	1
3200	все стороны	1	1
3201	и отсюда	1	1
3202	задачами которые	1	1
3203	нам более	1	1
3204	что никакое	1	1
3205	необходимое условие	1	1
3206	и назвать	1	1
3207	от себя	2	1
3208	и цвета	3	1
3209	сознания а	1	1
3210	для создания	2	1
3211	примем что	3	1
3212	и управляющих	1	1
3213	что сущность	1	1
3214	усвоения и	1	1
3215	мысли до	1	1
3216	и законности	1	1
3217	в пестром	1	1
3218	еще только	2	1
3219	определенным образом	1	1
3220	нет но	4	1
3221	окно мы	1	1
3222	многих случаях	2	1
3223	или куда	1	1
3224	объясняется и	1	1
3225	о сознательном	1	1
3226	кажется что	1	1
3227	подтверждается фактами	1	1
3228	необходимо было	2	1
3229	говорящего и	2	1
3230	последовательное и	1	1
3231	к звукам	1	1
3232	грамматическими формами	1	1
3233	зрения так	1	1
3234	что объяснение	1	1
3235	средством при	1	1
3236	для мысли	2	1
3237	времен и	2	1
3238	несколько иначе	1	1
3239	внутренней природы	1	1
3240	слово из	1	1
3241	в нее	4	1
3242	восприятий в	1	1
3243	мы по	1	1
3244	совершенно справедливо	2	1
3245	этой группы	1	1
3246	при первом	1	1
3247	различных по	1	1
3248	никакой возможности	2	1
3249	и стремление	2	1
3250	должны заметить	1	1
3251	но без	2	1
3252	одна только	1	1
3253	предполагаем что	1	1
3254	это потому	1	1
3255	бы его	1	1
3256	что нужно	1	1
3257	их к	2	1
3258	апперципирующих масс	1	1
3259	лучше сказать	2	1
3260	связь в	1	1
3261	звуками и	1	1
3262	этих словах	1	1
3263	показал в	1	1
3264	подобное тому	1	1
3265	что без	2	1
3266	всяких усилий	1	1
3267	чем сильнее	2	1
3268	которые были	1	1
3269	заметили что	1	1
3270	психология с	1	1
3271	апперцепции что	1	1
3272	есть система	1	1
3273	может понять	1	1
3274	другого вопроса	1	1
3275	на рубеже	1	1
3276	с отношением	1	1
3277	что до	2	1
3278	языка совершенно	1	1
3279	слов от	1	1
3280	превращаются в	1	1
3281	большая разница	1	1
3282	говорит но	1	1
3283	из опыта	1	1
3284	деятельности по	2	1
3285	как впечатление	1	1
3286	времени для	1	1
3287	которое заставляет	1	1
3288	слове остается	1	1
3289	не нашел	1	1
3290	было но	1	1
3291	различных в	1	1
3292	нам что	1	1
3293	наблюдению и	1	1
3294	его мнению	4	1
3295	может себе	3	1
3296	одна не	1	1
3297	предметы и	1	1
3298	часто с	1	1
3299	ее деятельности	1	1
3300	и кто	2	1
3301	и одно	1	1
3302	то теория	1	1
3303	поэтому отношения	1	1
3304	и оставляет	1	1
3305	и предметом	2	1
3306	самим и	1	1
3307	понятий если	1	1
3308	вытесняется из	1	1
3309	то куда	1	1
3310	очень сложное	1	1
3311	времени когда	1	1
3312	предполагает не	1	1
3313	от этой	1	1
3314	нам с	1	1
3315	я слышу	1	1
3316	происходит с	2	1
3317	зрения истории	1	1
3318	но чтобы	1	1
3319	бы при	3	1
3320	и вполне	2	1
3321	признаков может	1	1
3322	этом как	1	1
3323	многое такое	1	1
3324	изменяются только	1	1
3325	фактов заставляющих	1	1
3326	их происхождения	1	1
3327	зрения или	1	1
3328	мы понимаем	1	1
3329	в трех	1	1
3330	каким-либо другим	1	1
3331	которые следует	2	1
3332	однако что	1	1
3333	двух и	1	1
3334	вот все	1	1
3335	языку не	1	1
3336	сущности в	1	1
3337	языках как	1	1
3338	он будет	1	1
3339	тела и	2	1
3340	слово никак	1	1
3341	должна существовать	1	1
3342	уже особенности	1	1
3343	обозначаемый им	1	1
3344	может получить	1	1
3345	бы рядом	1	1
3346	существует и	1	1
3347	находит что	1	1
3348	мнения что	1	1
3349	от опыта	1	1
3350	объяснить этот	1	1
3351	не видно	5	1
3352	здесь может	1	1
3353	понимания в	1	1
3354	из языка	1	1
3355	смысле оно	1	1
3356	здесь будет	1	1
3357	этого звука	3	1
3358	содержания слов	1	1
3359	как индивидуальная	1	1
3360	языка или	2	1
3361	который видит	1	1
3362	мы однако	1	1
3363	по крайней	6	1
3364	предмета так	1	1
3365	три основные	1	1
3366	сама не	1	1
3367	отличительный признак	1	1
3368	начала все	1	1
3369	необходимым и	1	1
3370	понятием а	1	1
3371	убедительны только	1	1
3372	того самого	1	1
3373	на известном	1	1
3374	что упомянутые	2	1
3375	не всякое	1	1
3376	с следует	1	1
3377	в слово	2	1
3378	где есть	1	1
3379	к отдельным	1	1
3380	проявление и	1	1
3381	задний план	1	1
3382	чем то	1	1
3383	предшествует началу	1	1
3384	от понимания	2	1
3385	не знаю	1	1
3386	их сочетания	1	1
3387	единства в	1	1
3388	не должно	2	1
3389	языка здесь	1	1
3390	явления и	1	1
3391	что формы	1	1
3392	в современном	1	1
3393	не это	1	1
3394	обстоятельствах при	1	1
3395	и количество	1	1
3396	воплощается в	1	1
3397	он приближается	1	1
3398	обратить внимание	2	1
3399	что многие	2	1
3400	значение потому	1	1
3401	смысл в	1	1
3402	ее с	2	1
3403	части из	1	1
3404	времени и	3	1
3405	звуков в	3	1
3406	вытекает только	1	1
3407	к первым	1	1
3408	он есть	3	1
3409	слово если	2	1
3410	высокой степени	1	1
3411	в обществе	3	1
3412	основанная на	1	1
3413	мысль связанная	1	1
3414	неизменным и	1	1
3415	чем с	1	1
3416	других низших	1	1
3417	слова были	2	1
3418	известного рода	1	1
3419	к обогащению	1	1
3420	дальнейшем развитии	1	1
3421	никакого намека	1	1
3422	так все	1	1
3423	непосредственно из	1	1
3424	имеют не	1	1
3425	ее не	1	1
3426	предмет со	1	1
3427	отличны от	1	1
3428	без реального	1	1
3429	мысль может	2	1
3430	не за	1	1
3431	как без	1	1
3432	в слишком	1	1
3433	от внимания	1	1
3434	смотрят на	1	1
3435	речи говорит	1	1
3436	свое неудовольствие	1	1
3437	звука не	1	1
3438	нам и	2	1
3439	то она	3	1
3440	которой как	1	1
3441	этого движения	1	1
3442	одна в	1	1
3443	как во	2	1
3444	язык потому	1	1
3445	когда эти	1	1
3446	понятия правильно	1	1
3447	т д	6	1
3448	в непосредственных	1	1
3449	по отдельным	1	1
3450	когда нам	1	1
3451	мысли если	2	1
3452	слово значит	1	1
3453	не будучи	1	1
3454	пришлось бы	1	1
3455	смысл слово	1	1
3456	от связи	1	1
3457	действительно существует	1	1
3458	человека но	1	1
3459	мысль при	1	1
3460	корни его	1	1
3461	изменения в	1	1
3462	и психологическим	1	1
3463	дополнения в	1	1
3464	возможность в	1	1
3465	следует считать	1	1
3466	делаем это	1	1
3467	во внешних	1	1
3468	когда становится	1	1
3469	только путем	1	1
3470	предполагает известный	1	1
3471	и прямо	1	1
3472	превращены в	1	1
3473	царства звуков	2	1
3474	без них	1	1
3475	б мы	3	1
3476	и форма	1	1
3477	в известные	1	1
3478	значении когда	1	1
3479	новых данных	1	1
3480	не будем	1	1
3481	о направлении	2	1
3482	в природу	1	1
3483	целом а	1	1
3484	и всем	1	1
3485	раму со	1	1
3486	может происходить	2	1
3487	тому которое	1	1
3488	будет ли	1	1
3489	понимания значения	1	1
3490	может казаться	2	1
3491	нее как	2	1
3492	день и	1	1
3493	и предмета	2	1
3494	одну общую	1	1
3495	место только	1	1
3496	внешней форме	1	1
3497	разница в	2	1
3498	из своих	2	1
3499	только сказать	1	1
3500	вытекающее из	1	1
3501	на высших	1	1
3502	в басне	1	1
3503	о ее	1	1
3504	есть уже	4	1
3505	а на	2	1
3506	к известным	2	1
3507	может принести	1	1
3508	во-первых потому	1	1
3509	запас слов	1	1
3510	частей мы	1	1
3511	впрочем мы	1	1
3512	согласно с	6	1
3513	разными путями	2	1
3514	с потому	1	1
3515	скорее в	1	1
3516	существует как	1	1
3517	объясняющими в	1	1
3518	можно быть	1	1
3519	чем состоит	1	1
3520	человека при	1	1
3521	свет и	5	1
3522	бесконечное разнообразие	2	1
3523	проявление в	1	1
3524	их действительного	1	1
3525	отдельное слово	1	1
3526	видимой связи	1	1
3527	своих внутренних	1	1
3528	вытекает непосредственно	1	1
3529	его слово	1	1
3530	нет возможности	2	1
3531	по гумбольдту	3	1
3532	один момент	1	1
3533	языка конечно	1	1
3534	других в	2	1
3535	мнение что	1	1
3536	есть мысль	1	1
3537	мы спрашиваем	1	1
3538	мы представляем	3	1
3539	так в	4	1
3540	близких к	2	1
3541	возьмем для	1	1
3542	известные группы	1	1
3543	некоторые черты	1	1
3544	деятельности для	1	1
3545	ним новые	1	1
3546	даже взрослый	1	1
3547	встречали в	1	1
3548	раннее детство	1	1
3549	непосредственное наблюдение	1	1
3550	с какими	1	1
3551	чувства которые	2	1
3552	определенное место	4	1
3553	том в	1	1
3554	оно значит	1	1
3555	этой системы	1	1
3556	результат известного	1	1
3557	не говоря	1	1
3558	и первые	1	1
3559	с областью	1	1
3560	искать в	3	1
3561	суждения как	1	1
3562	которые необходимо	1	1
3563	человека в	3	1
3564	на готовую	1	1
3565	мы сравниваем	1	1
3566	первобытный человек	2	1
3567	понятно почему	1	1
3568	же с	8	1
3569	до тех	1	1
3570	для животного	1	1
3571	этот взгляд	2	1
3572	она связана	1	1
3573	применить к	1	1
3574	невозможно потому	1	1
3575	на свои	2	1
3576	вопроса а	2	1
3577	будет видно	2	1
3578	чужого языка	1	1
3579	место то	1	1
3580	мысли потому	1	1
3581	согласиться что	1	1
3582	сходятся и	1	1
3583	и остаются	1	1
3584	которые нам	1	1
3585	есть чисто	1	1
3586	а от	2	1
3587	менее они	1	1
3588	содержания этих	1	1
3589	но столь	1	1
3590	хотя с	1	1
3591	себе только	1	1
3592	в отношениях	2	1
3593	первое и	1	1
3594	чем например	1	1
3595	единство и	1	1
3596	бы были	2	1
3597	с задачами	1	1
3598	другому высшему	1	1
3599	субъективного и	1	1
3600	не находит	2	1
3601	в изменении	1	1
3602	выйти за	1	1
3603	выражения мысли	1	1
3604	умственной деятельности	4	1
3605	с чувственным	2	1
3606	дает им	1	1
3607	свою историю	1	1
3608	не видим	1	1
3609	восприятий и	2	1
3610	явлений в	3	1
3611	и своя	1	1
3612	истории но	1	1
3613	этого образа	1	1
3614	не станет	2	1
3615	при других	4	1
3616	слова потому	2	1
3617	ли этот	1	1
3618	есть явление	5	1
3619	другой форме	1	1
3620	цели но	1	1
3621	и б	3	1
3622	но теперь	1	1
3623	же корня	3	1
3624	стоящие на	1	1
3625	его признаками	1	1
3626	нами и	1	1
3627	вообще все	1	1
3628	пище в	1	1
3629	со своими	1	1
3630	этом с	1	1
3631	все данные	1	1
3632	должно возникнуть	1	1
3633	и сразу	1	1
3634	действительности не	2	1
3635	тела с	1	1
3636	того времени	2	1
3637	чувственности и	1	1
3638	звук этот	2	1
3639	быть если	1	1
3640	обращаться к	1	1
