N	2gram	Bakhtin_Pr	Problema
2486	человека что	1	1
2487	мировой литературе	3	1
2488	образом по	1	1
2489	же время	8	1
2490	через него	1	1
2491	и творческие	1	1
2492	во сне	7	1
2493	при обычном	1	1
2494	между людьми	5	1
2495	его целом	1	1
2496	своими корнями	1	1
2497	категории не	1	1
2498	как представитель	1	1
2499	образа он	1	1
2500	самого в	1	1
2501	корнями в	1	1
2502	он существует	1	1
2503	вся область	2	1
2504	человечества и	1	1
2505	поэтому нам	1	1
2506	бытовой жизни	1	1
2507	распространение в	1	1
2508	нами на	1	1
2509	одна в	1	1
2510	конкретной и	1	1
2511	к новой	1	1
2512	брать в	1	1
2513	определить его	1	1
2514	софистов и	1	1
2515	действительно в	1	1
2516	возможности но	1	1
2517	только содержание	1	1
2518	которого здесь	1	1
2519	нее и	1	1
2520	не поймут	2	1
2521	точку зрения	1	1
2522	земле да	1	1
2523	после убийства	1	1
2524	из этой	1	1
2525	земле я	2	1
2526	мертвая а	1	1
2527	последнее может	1	1
2528	истории литературы	1	1
2529	не знают	2	1
2530	близок к	2	1
2531	никакой необходимости	1	1
2532	всякой власти	1	1
2533	и прямо	2	1
2534	в смысловую	1	1
2535	даже когда	2	1
2536	о помощи	1	1
2537	гораздо сложнее	1	1
2538	хоть и	1	1
2539	на тех	1	1
2540	по сходству	1	1
2541	только сама	1	1
2542	и неожиданным	1	1
2543	тем он	1	1
2544	вырастает на	1	1
2545	xix веков	3	1
2546	с очень	1	1
2547	он называл	1	1
2548	образом впервые	1	1
2549	она будет	1	1
2550	предмет без	1	1
2551	в полном	1	1
2552	из своих	3	1
2553	несет в	1	1
2554	со словами	1	1
2555	быть весьма	1	1
2556	петербург как	1	1
2557	потом к	1	1
2558	что через	1	1
2559	литературу и	1	1
2560	слова не	2	1
2561	в повести	3	1
2562	часть и	1	1
2563	нужным подчеркнуть	1	1
2564	а о	1	1
2565	особого типа	1	1
2566	xviii и	3	1
2567	начала в	2	1
2568	характерным названием	1	1
2569	и начинается	1	1
2570	великом инквизиторе	1	1
2571	xvii и	1	1
2572	романов достоевского	3	1
2573	выраженное в	1	1
2574	их художественного	1	1
2575	на тему	1	1
2576	достоевского не	3	1
2577	освобожденная от	1	1
2578	дает этот	1	1
2579	слова на	2	1
2580	к жизни	2	1
2581	бальзака и	1	1
2582	отойти от	1	1
2583	один момент	1	1
2584	не подлежит	1	1
2585	этой цели	1	1
2586	поведения и	1	1
2587	им и	1	1
2588	это рассуждение	1	1
2589	и представляются	1	1
2590	виду слово	1	1
2591	этого человека	1	1
2592	и понимания	1	1
2593	достоевский так	2	1
2594	отвлеченная мысль	1	1
2595	человеком и	1	1
2596	города с	1	1
2597	предчувствовал это	1	1
2598	очень многие	1	1
2599	он прежде	1	1
2600	как слово	3	1
2601	новое отношение	3	1
2602	этого он	1	1
2603	в стиле	1	1
2604	когда по	1	1
2605	всем их	2	1
2606	гораздо шире	1	1
2607	целое в	1	1
2608	стремиться к	1	1
2609	в слово	3	1
2610	преимущественно в	1	1
2611	он ни	1	1
2612	овладеть этим	1	1
2613	диалог между	1	1
2614	гораздо меньше	1	1
2615	встречается с	1	1
2616	их развития	1	1
2617	предметом нашего	1	1
2618	не могу	3	1
2619	чисто литературной	1	1
2620	стихах и	1	1
2621	как уже	1	1
2622	с определенной	1	1
2623	с категорией	1	1
2624	степени не	1	1
2625	могут дать	1	1
2626	на разных	1	1
2627	отдельного слова	1	1
2628	этой категорией	1	1
2629	к совершенно	1	1
2630	элементами в	1	1
2631	совершенно невозможно	1	1
2632	к области	2	1
2633	в трактире	1	1
2634	что образ	1	1
2635	люди его	1	1
2636	это также	2	1
2637	и обратно	1	1
2638	с земли	2	1
2639	не найдет	1	1
2640	стало быть	1	1
2641	у раннего	1	1
2642	в большинстве	9	1
2643	исключительным и	1	1
2644	почти никогда	1	1
2645	его а	1	1
2646	которых они	1	1
2647	но эту	1	1
2648	и явления	1	1
2649	и сильнее	1	1
2650	по всей	1	1
2651	и понимают	1	1
2652	этот роман	1	1
2653	самой своей	2	1
2654	и необходимы	1	1
2655	и благодаря	1	1
2656	отношения могут	1	1
2657	на какое-нибудь	1	1
2658	благодаря этому	1	1
2659	речь и	1	1
2660	а вечно	1	1
2661	далекое от	1	1
2662	есть из	2	1
2663	но дух	1	1
2664	что данная	1	1
2665	и необходимо	1	1
2666	язык в	1	1
2667	смысле а	1	1
2668	и отношений	1	1
2669	суждения о	1	1
2670	жизни их	1	1
2671	дел и	1	1
2672	дальнейшем мы	1	1
2673	общественной и	1	1
2674	как изображение	1	1
2675	и глубокий	1	1
2676	ни был	1	1
2677	таким же	1	1
2678	устной речи	2	1
2679	именно это	1	1
2680	веков в	1	1
2681	друга или	1	1
2682	самым простым	1	1
2683	и живых	1	1
2684	со словом	1	1
2685	вся их	1	1
2686	художественное значение	1	1
2687	словами в	2	1
2688	выражением и	1	1
