N	2gram	Bakhtin_fo	Psycholo
2489	значит в	1	1
2490	он строит	1	1
2491	характера есть	1	1
2492	сама природа	2	1
2493	свою эпоху	1	1
2494	каково же	2	1
2495	вырождается в	1	1
2496	такую же	1	1
2497	и композиционного	1	1
2498	каждая из	1	1
2499	хода событий	1	1
2500	на мировую	1	1
2501	в еде	1	1
2502	научной и	1	1
2503	тоже совершенно	1	1
2504	и почти	2	1
2505	и образов	2	1
2506	остановимся прежде	1	1
2507	которое здесь	1	1
2508	больших и	2	1
2509	важную роль	1	1
2510	работу и	1	1
2511	более общего	1	1
2512	эти формы	2	1
2513	романа это	1	1
2514	обнаружена в	1	1
2515	к известной	1	1
2516	характерно для	2	1
2517	уже у	1	1
2518	частности в	1	1
2519	явлений в	1	1
2520	резко отличается	1	1
2521	и приближают	1	1
2522	поступках и	2	1
2523	реальное время	2	1
2524	поэтому для	1	1
2525	существование в	1	1
2526	литературе мы	1	1
2527	имеет свои	1	1
2528	с человеком	2	1
2529	всей его	2	1
2530	которая присуща	1	1
2531	всех его	2	1
2532	еще никогда	1	1
2533	ответить что	1	1
2534	основе этого	2	1
2535	него и	1	1
2536	со своими	1	1
2537	самая эта	1	1
2538	которой можно	1	1
2539	наших времен	1	1
2540	большом количестве	1	1
2541	та или	1	1
2542	них нет	1	1
2543	он утрачивает	1	1
2544	изучения и	1	1
2545	и много	1	1
2546	этой сложной	1	1
2547	этому порядку	1	1
2548	этом и	1	1
2549	жизни очень	1	1
2550	связи между	2	1
2551	остается все	1	1
2552	выражением его	1	1
2553	не характеризуют	1	1
2554	как этот	1	1
2555	эти образы	1	1
2556	в рыцарских	1	1
2557	здесь самим	1	1
2558	были совершенно	1	1
2559	нужно отнести	2	1
2560	жизнь такого	1	1
2561	дел и	1	1
2562	в эти	1	1
2563	явлениями и	1	1
2564	когда наконец	1	1
2565	и бытовых	1	1
2566	быть названы	1	1
2567	и долго	1	1
2568	своего происхождения	1	1
2569	на войне	1	1
2570	с реальным	1	1
2571	форме и	2	1
2572	момент его	2	1
