N	2gram	Potebnia_M	FransuaR
2507	мы понимаем	1	1
2508	есть лишь	1	1
2509	например из	1	1
2510	первый шаг	1	1
2511	следовательно в	1	1
2512	мы выделили	1	1
2513	и степень	2	1
2514	явлений в	1	1
2515	показать что	1	1
2516	ряд их	2	1
2517	всем остальным	2	1
2518	кажется не	1	1
2519	если это	1	1
2520	трудом и	1	1
2521	это общее	1	1
2522	себе говорит	1	1
2523	на известную	1	1
2524	значение таких	1	1
2525	какое мы	1	1
2526	так тесно	1	1
2527	отдельного человека	1	1
2528	не знал	1	1
2529	черты именно	1	1
2530	к нам	2	1
2531	таких которые	1	1
2532	и признаки	1	1
2533	а образ	2	1
2534	с собою	1	1
2535	людьми не	1	1
2536	собою в	1	1
2537	стало быть	4	1
2538	один пример	1	1
2539	знакомый нам	1	1
2540	самом языке	1	1
2541	самое это	3	1
2542	все члены	1	1
2543	таких слов	1	1
2544	смысл этих	1	1
2545	который и	1	1
2546	только одно	1	1
2547	наук на	1	1
2548	художественный образ	2	1
2549	именно тем	1	1
2550	существовать в	1	1
2551	большого числа	1	1
2552	сложившиеся в	1	1
2553	бы с	1	1
2554	вообще а	1	1
2555	бы самое	1	1
2556	и кончается	1	1
2557	взятое в	1	1
2558	это нечто	1	1
2559	не теряют	1	1
2560	то и	10	1
2561	первоначально не	1	1
2562	как сложное	1	1
2563	личное состояние	1	1
2564	сознание и	5	1
2565	можно лишь	1	1
2566	это то	1	1
2567	здесь за	1	1
2568	сказано выше	1	1
2569	и другой	1	1
2570	одно понятие	1	1
2571	речи не	1	1
2572	зависимости от	1	1
2573	ими в	1	1
2574	говорит только	3	1
2575	не связанных	1	1
2576	из которого	1	1
2577	находящихся в	2	1
2578	эта мысль	2	1
2579	впрочем и	2	1
2580	этим словом	1	1
2581	народ в	1	1
2582	мы хотим	1	1
2583	рано или	2	1
2584	сверху и	1	1
2585	ней то	1	1
2586	с другою	1	1
2587	страдания в	1	1
2588	были людьми	1	1
2589	которое будет	1	1
2590	судя по	3	1
2591	для которой	1	1
2592	чрезвычайно распространена	1	1
2593	мало проку	1	1
2594	этим образом	1	1
2595	какое только	1	1
2596	потому и	1	1
2597	образом не	1	1
2598	дает направление	1	1
2599	на более	2	1
2600	или вообще	1	1
2601	человек должен	2	1
2602	и делается	1	1
2603	видим в	1	1
2604	возможно было	1	1
2605	пьян как	1	1
2606	нужно заметить	1	1
2607	известное нам	1	1
2608	почему бы	1	1
2609	многочисленные и	1	1
2610	вышел в	1	1
2611	человечества и	1	1
2612	нам и	1	1
2613	то она	1	1
2614	забывать что	1	1
2615	значений а	1	1
2616	в сознании	36	1
2617	понятия о	6	1
2618	даже без	1	1
2619	с высоты	2	1
2620	силу того	2	1
2621	есть к	3	1
2622	смысл для	1	1
2623	образа если	2	1
2624	или поздно	2	1
2625	не переходит	1	1
2626	виду как	1	1
2627	и разными	1	1
2628	имени и	1	1
2629	ж не	2	1
2630	а об	1	1
2631	заключенных в	1	1
2632	представления и	4	1
2633	его можно	1	1
2634	содержание первого	1	1
2635	человека но	1	1
2636	своим предметом	1	1
2637	в звуке	4	1
2638	можно себе	1	1
2639	уже известное	1	1
2640	тем большим	1	1
2641	я так	1	1
2642	содержания а	2	1
2643	с но	3	1
2644	в прямом	1	1
2645	над всем	1	1
2646	она так	2	1
2647	стихий в	1	1
2648	словом не	2	1
2649	не изображает	1	1
2650	без них	2	1
2651	не нужен	1	1
2652	в первое	2	1
2653	образом те	1	1
2654	ее деятельности	2	1
2655	дает только	1	1
2656	который бы	1	1
2657	связи между	1	1
2658	с болезнью	1	1
2659	оно само	1	1
2660	без основания	1	1
2661	это верно	1	1
2662	следует однако	2	1
2663	отношении языка	1	1
2664	от полноты	1	1
2665	что так	1	1
2666	случае его	1	1
2667	есть но	1	1
2668	возможным только	1	1
2669	все связанное	1	1
2670	о ее	1	1
2671	слова не	2	1
2672	без этого	1	1
2673	есть уже	13	1
2674	и прекрасным	1	1
2675	он умрет	1	1
2676	времени должно	1	1
2677	непосредственно в	2	1
2678	во-первых потому	1	1
2679	отказаться от	2	1
2680	и внутренних	1	1
2681	а к	4	1
2682	мир здесь	1	1
2683	из членов	1	1
2684	для большей	1	1
2685	бытия и	1	1
2686	на понимание	1	1
2687	виду что	2	1
2688	а то	2	1
2689	сознания но	1	1
2690	особенность его	1	1
2691	в выборе	1	1
2692	сущности совершенно	1	1
2693	в воображении	1	1
2694	о различии	1	1
2695	такое значение	2	1
2696	разного происхождения	1	1
2697	более сильное	1	1
2698	и видит	2	1
2699	чего в	2	1
2700	явлений как	1	1
2701	как слово	4	1
2702	рождается не	1	1
2703	еще до	3	1
2704	наоборот их	1	1
2705	том случае	2	1
2706	правда что	1	1
2707	и сила	2	1
2708	в прямой	1	1
2709	хотя уже	2	1
2710	по которому	7	1
2711	он ни	1	1
2712	этой силы	1	1
2713	обобщения и	1	1
2714	например тем	1	1
2715	понимания мира	1	1
2716	с элементарным	1	1
2717	значение но	1	1
2718	первая половина	1	1
2719	грамматических категорий	3	1
2720	в душу	1	1
2721	целое но	1	1
2722	и между	4	1
2723	а от	2	1
2724	этимологическое значение	2	1
2725	и глубокий	1	1
2726	как может	1	1
2727	он объясняет	1	1
2728	нельзя не	1	1
2729	языку и	2	1
2730	между новым	2	1
2731	загробной жизни	1	1
2732	них или	1	1
2733	нужно было	2	1
2734	что внутренняя	3	1
2735	гуманитарных наук	1	1
2736	века не	2	1
2737	предвещает мне	1	1
2738	отношений между	2	1
2739	не видим	1	1
2740	смотрит на	2	1
2741	имеет свое	1	1
2742	до появления	2	1
2743	но напротив	1	1
2744	на самую	1	1
2745	с человеком	1	1
2746	развивается в	1	1
2747	во всю	1	1
2748	над собою	1	1
2749	в степенях	1	1
2750	понимаем слово	1	1
2751	влияние этой	1	1
2752	последнее и	1	1
2753	может достигнуть	1	1
2754	еще очевиднее	1	1
2755	находиться в	3	1
2756	само по	6	1
2757	получают значение	1	1
2758	как средство	2	1
2759	все содержание	2	1
2760	сказать в	1	1
2761	только по	5	1
2762	даже для	1	1
2763	выражен в	1	1
2764	которыми он	1	1
2765	и быть	3	1
2766	употребить в	1	1
2767	сердце и	1	1
2768	нет как	1	1
2769	без сомнения	8	1
2770	новый акт	2	1
2771	не получили	1	1
2772	самое нужно	2	1
2773	человеческой природы	2	1
2774	процесс в	1	1
2775	смысле мы	1	1
2776	другой язык	1	1
2777	которой нет	2	1
2778	других языках	1	1
2779	нетрудно заметить	2	1
2780	как символ	1	1
2781	сравниваются с	1	1
2782	видно в	1	1
2783	возможна только	1	1
