N	2gram	Bakhtin_Pr	formyVre
2440	хода событий	1	1
2441	никаких сколько-нибудь	1	1
2442	которую мы	1	1
2443	но кроме	1	1
2444	в биографическом	1	1
2445	становятся здесь	1	1
2446	полнее и	1	1
2447	так называемой	1	1
2448	греческих романах	1	1
2449	воспринимаются как	1	1
2450	определенности и	1	1
2451	самую гущу	1	1
2452	я к	1	1
2453	это особое	1	1
2454	несколько упрощенно	1	1
2455	здесь можно	1	1
2456	разной степени	1	1
2457	но всегда	1	1
2458	значении для	1	1
2459	в акте	1	1
2460	стадиях развития	1	1
2461	почти полностью	2	1
2462	становится другим	1	1
2463	и чистое	1	1
2464	непосредственное предметное	1	1
2465	конце концов	1	1
2466	коснемся еще	2	1
2467	дело не	1	1
2468	ослабляется в	1	1
2469	житийной литературы	1	1
2470	самосознания и	1	1
2471	юмора и	1	1
2472	всегда строится	2	1
2473	единство и	2	1
2474	и получить	1	1
2475	и особый	1	1
2476	во второй	1	1
2477	когда он	2	1
2478	правда еще	1	1
2479	с высокой	1	1
2480	типа во	1	1
2481	в отдаленное	1	1
2482	что касается	2	1
2483	для освоения	1	1
2484	образа в	1	1
2485	всего его	2	1
2486	окончательный образ	1	1
2487	отношений между	2	1
2488	в высоком	1	1
2489	вот для	1	1
2490	это также	2	1
2491	например и	1	1
2492	пространство в	1	1
2493	и жизни	3	1
2494	останавливаться на	1	1
2495	него этот	1	1
2496	не полный	1	1
2497	этих случаях	1	1
2498	литературе мы	1	1
2499	на всю	1	1
2500	старались показать	1	1
2501	художественного мира	1	1
2502	не уничтожает	1	1
2503	только форма	1	1
2504	проявляется еще	1	1
2505	и самой	1	1
2506	у бальзака	4	1
2507	в гостиных	1	1
2508	его а	1	1
2509	сферах общественной	1	1
2510	начала в	2	1
2511	и маленькие	1	1
2512	рассматривать как	1	1
2513	как некие	1	1
2514	есть между	1	1
2515	по той	1	1
2516	также с	1	1
2517	мир или	1	1
2518	средневекового человека	1	1
2519	находиться в	1	1
2520	человека из	2	1
2521	площадь это	1	1
2522	в литературном	1	1
2523	оно должно	2	1
2524	стиле и	1	1
2525	от больших	1	1
2526	у самого	1	1
2527	в христианских	2	1
2528	и биографическим	1	1
2529	поставлен на	1	1
2530	работы мы	1	1
2531	все больше	1	1
2532	он утрачивает	1	1
2533	в друга	2	1
2534	диалога с	2	1
2535	с современными	1	1
2536	своего прямого	2	1
2537	в высшей	1	1
2538	таким источником	1	1
2539	особое отношение	1	1
2540	может показаться	1	1
2541	несколько упрощаем	1	1
2542	и художественной	2	1
2543	у трупа	1	1
2544	смех как	1	1
2545	такой же	1	1
2546	быть найдены	1	1
2547	на то	2	1
2548	и определенным	1	1
2549	и отношений	1	1
2550	романах мы	3	1
2551	эпохи их	1	1
2552	всем мире	2	1
2553	нуждается в	1	1
2554	образ его	1	1
2555	это в	1	1
2556	некоторых из	2	1
2557	типа это	1	1
2558	чисто внешней	1	1
2559	ни грана	4	1
2560	возрождения у	1	1
2561	периода его	1	1
2562	к совершенно	1	1
2563	сильное и	1	1
2564	хотя здесь	1	1
2565	таким же	1	1
2566	и обратно	1	1
2567	образ героя	1	1
2568	носит в	1	1
2569	он с	1	1
2570	им не	1	1
2571	слова в	3	1
2572	основе их	1	1
2573	с соответствующими	1	1
2574	результате всего	1	1
2575	не день	1	1
2576	совершается в	2	1
2577	мире они	1	1
2578	романе уже	1	1
2579	на народных	1	1
2580	котором он	2	1
2581	этом необходимо	1	1
