N	2gram	Potebnia_M	Psycholo
2489	с совершенною	1	1
2490	требование и	1	1
2491	человеке по	1	1
2492	мысли с	1	1
2493	простого чувственного	1	1
2494	содержания какое	1	1
2495	как волна	1	1
2496	высшего порядка	1	1
2497	соединенное с	2	1
2498	трава и	1	1
2499	догадаться что	1	1
2500	пример в	1	1
2501	для дальнейших	1	1
2502	в тесном	2	1
2503	слова так	2	1
2504	новый и	1	1
2505	душе и	1	1
2506	остается для	1	1
2507	развития мысли	7	1
2508	понятие или	1	1
2509	стоит на	1	1
2510	что единство	1	1
2511	к самим	1	1
2512	и развивается	1	1
2513	на языке	2	1
2514	есть тоже	1	1
2515	действия на	1	1
2516	когда мир	1	1
2517	месте но	1	1
2518	разума и	1	1
2519	почему несмотря	1	1
2520	найти их	1	1
2521	но нигде	1	1
2522	что чувственный	1	1
2523	зависит и	1	1
2524	принадлежит и	1	1
2525	за собою	4	1
2526	что значит	1	1
2527	о человеческой	1	1
2528	народа к	1	1
2529	души не	2	1
2530	не без	1	1
2531	их заключается	1	1
2532	с увеличением	2	1
2533	этой мысли	2	1
2534	а это	2	1
2535	мы выше	1	1
2536	единства и	1	1
2537	нашей точки	1	1
2538	обстановки в	1	1
2539	стало бы	1	1
2540	наука есть	1	1
2541	сторона в	1	1
2542	таком же	1	1
2543	значение его	2	1
2544	мало того	1	1
2545	форму в	1	1
2546	и вслед	1	1
2547	то самое	1	1
2548	нет это	1	1
2549	отношения со	1	1
2550	с определенным	1	1
2551	с их	1	1
2552	все черты	2	1
2553	того насколько	2	1
2554	от своих	4	1
2555	мысль направлена	1	1
2556	что действительно	2	1
2557	и второе	1	1
2558	больше в	1	1
2559	нет для	1	1
2560	слова которые	1	1
2561	остается и	1	1
2562	что будет	3	1
2563	не иметь	1	1
2564	одно окно	1	1
2565	своими глазами	1	1
2566	ему при	1	1
2567	же нет	1	1
2568	и тому	1	1
2569	за тем	3	1
2570	о жизни	1	1
2571	все силы	1	1
2572	есть акт	2	1
2573	не горит	2	1
2574	не постоянно	1	1
2575	можно считать	1	1
2576	мене зацрни	1	1
2577	самого поэта	1	1
2578	мы ее	2	1
2579	ее со	1	1
2580	правосудие содержание	1	1
2581	в звуках	2	1
2582	означает нечто	1	1
2583	значило бы	1	1
2584	если и	2	1
2585	и силу	1	1
2586	или даже	1	1
2587	него но	1	1
2588	в переводе	1	1
2589	все особенности	1	1
2590	должны отказаться	1	1
2591	однако это	1	1
2592	противном случае	1	1
2593	форму оно	1	1
2594	всего прочего	1	1
2595	потока мировых	1	1
2596	равнодушие к	1	1
2597	минуты что	1	1
2598	света и	2	1
2599	предположим что	2	1
2600	что например	5	1
2601	через них	1	1
2602	слове не	2	1
2603	себя те	1	1
2604	предмета но	2	1
2605	и очевидная	1	1
2606	дополнение к	1	1
2607	мы прибавим	1	1
2608	сомнение в	1	1
2609	его определение	1	1
2610	однако есть	1	1
2611	особенно в	1	1
2612	при виде	1	1
2613	раз как	1	1
2614	понимать что	1	1
2615	она только	1	1
2616	принять и	2	1
2617	души ее	1	1
2618	народу то	1	1
2619	словом или	1	1
2620	стоит и	1	1
2621	уже сказали	1	1
2622	из непосредственного	1	1
2623	быть во	1	1
2624	будет найти	1	1
2625	нее все	1	1
2626	если признать	1	1
2627	слова однако	1	1
2628	в данную	1	1
2629	может выражаться	1	1
2630	на мнимую	1	1
2631	чувственные образы	1	1
2632	вложен этим	1	1
2633	основанного на	1	1
2634	предыдущего мы	1	1
2635	а его	1	1
2636	в поле	1	1
2637	слов на	1	1
2638	составленное из	2	1
2639	из ряда	1	1
2640	или представления	1	1
2641	кажется вполне	2	1
2642	всей своей	1	1
2643	необходимо принять	1	1
2644	здесь можно	1	1
2645	них идет	1	1
2646	ее жизни	1	1
2647	говорить не	1	1
2648	дуб и	1	1
2649	но очевидно	2	1
2650	ряд наук	2	1
2651	а по	1	1
2652	языка от	1	1
2653	они скорее	1	1
2654	должен обозначать	1	1
2655	есть и	3	1
2656	форма есть	2	1
2657	мысль есть	1	1
2658	например и	2	1
2659	человека с	2	1
2660	слова или	1	1
2661	если посмотреть	1	1
2662	случае для	1	1
2663	хотел было	1	1
2664	нашего взгляда	1	1
2665	ведь мы	1	1
2666	его места	1	1
2667	меня то	2	1
2668	была только	1	1
2669	причины почему	2	1
2670	дело вовсе	1	1
2671	не делать	1	1
2672	художника который	1	1
2673	человека из	1	1
2674	во многом	3	1
2675	оно должно	1	1
2676	к изучению	1	1
2677	и бесконечное	1	1
2678	боже друге	1	1
2679	первоначальное свойство	1	1
2680	мы бы	1	1
2681	имеет еще	1	1
2682	мы зная	1	1
2683	внешней природы	4	1
2684	ничего если	1	1
2685	или другими	1	1
2686	каким выражается	1	1
2687	другой и	2	1
2688	говорить на	1	1
2689	происходит в	2	1
2690	может вызвать	1	1
2691	право на	1	1
2692	заключен в	1	1
2693	настает пора	1	1
2694	идея и	1	1
2695	себе всю	1	1
2696	себе еще	1	1
2697	же это	1	1
2698	в разговоре	2	1
2699	сильное и	1	1
2700	следовательно не	1	1
2701	и обратно	1	1
2702	на слово	2	1
2703	действие потока	1	1
2704	художественное творчество	1	1
2705	и трудно	1	1
2706	следует чтобы	1	1
2707	друг другом	1	1
2708	мере это	1	1
2709	племени а	1	1
2710	слове представление	1	1
2711	и действия	2	1
2712	слово имеет	2	1
2713	непосредственному восприятию	1	1
2714	себе больше	1	1
2715	какого бы	1	1
2716	чувственных восприятий	9	1
2717	человек может	2	1
2718	сколько и	2	1
2719	себе звуки	1	1
2720	человеческой жизни	3	1
2721	вещи в	1	1
2722	за большим	1	1
2723	перед собою	2	1
2724	самих по	2	1
2725	стать только	1	1
2726	самого себя	3	1
2727	его молоко	1	1
2728	всего человека	2	1
2729	самое разнообразное	1	1
2730	заключенный в	1	1
2731	ровно ничего	1	1
2732	есть прежде	2	1
2733	когда с	3	1
2734	есть знак	1	1
2735	или по	2	1
2736	заключают в	1	1
2737	могут сохранять	1	1
2738	силы на	1	1
2739	есть средство	3	1
2740	процессы мысли	1	1
2741	это объяснение	1	1
2742	набрать воды	1	1
2743	незаслуженными потерями	1	1
2744	расстояние между	1	1
2745	всегда мы	1	1
2746	же ошибочно	1	1
2747	касается до	2	1
2748	собаку и	1	1
2749	случае он	1	1
2750	находятся между	1	1
2751	то не	3	1
2752	говорить что	1	1
2753	формы является	1	1
2754	то ли	1	1
2755	понятие об	1	1
2756	по мере	12	1
2757	человеческая природа	1	1
2758	внешней формы	1	1
2759	было как	1	1
2760	гораздо чаще	1	1
2761	границы между	1	1
2762	тесно ассоциировались	1	1
2763	а во-вторых	1	1
2764	тяжестью и	1	1
2765	от значения	1	1
2766	то следовало	1	1
2767	одно каже	1	1
2768	на существование	1	1
2769	обширном смысле	1	1
2770	с предыдущим	1	1
2771	составляет ее	1	1
2772	до степени	1	1
2773	систему и	1	1
2774	именно идея	1	1
2775	но самое	2	1
2776	останавливаясь на	3	1
2777	ее души	1	1
2778	она представляется	1	1
2779	и должен	1	1
2780	только начинается	1	1
2781	разговоре с	1	1
2782	если кто	1	1
2783	начинается с	1	1
2784	предмет и	2	1
2785	прямо а	1	1
2786	а именно	1	1
2787	не таким	1	1
2788	не вносит	1	1
2789	в одно	8	1
2790	другие если	1	1
2791	что имел	1	1
2792	мы так	1	1
2793	стихийно-разрушительное действие	1	1
2794	значение не	4	1
2795	более сложные	2	1
2796	законы этого	1	1
2797	образ или	3	1
2798	потерями легко	1	1
2799	этой картины	1	1
2800	собственно говоря	2	1
2801	разных людей	1	1
2802	верно то	1	1
2803	одного образа	1	1
2804	лица но	1	1
2805	для эстетического	1	1
2806	и относится	1	1
2807	открывает нам	1	1
2808	относиться к	2	1
2809	начнем с	1	1
2810	цели то	1	1
2811	и веков	1	1
2812	за другим	4	1
2813	она получила	1	1
2814	большей части	2	1
2815	сволок может	1	1
2816	с эти	1	1
2817	но легко	1	1
2818	было не	1	1
2819	случае они	1	1
2820	внутренней связи	2	1
2821	ли я	1	1
2822	это с	1	1
2823	на человека	2	1
2824	лишним потому	1	1
2825	чтобы найти	1	1
2826	не прямо	2	1
2827	аналитических суждений	1	1
2828	как та	2	1
2829	загадки а	1	1
2830	проч и	2	1
2831	так для	1	1
2832	быть сама	1	1
2833	наша обыденная	1	1
2834	ребенка в	1	1
2835	этом мы	1	1
2836	значение то	1	1
2837	входит в	3	1
2838	обнаруживается при	1	1
2839	связано в	1	1
2840	понятия в	1	1
2841	с личной	1	1
2842	повторяет в	2	1
2843	переводе на	1	1
2844	каких-либо других	1	1
2845	которыми он	1	1
2846	с при	1	1
2847	уже о	1	1
2848	и поэтического	1	1
2849	были вызваны	1	1
2850	и т.п	1	1
2851	об отношении	5	1
2852	стороны формы	2	1
2853	природе как	2	1
2854	другую в	1	1
2855	видеть что	2	1
2856	в различных	2	1
2857	образом из	1	1
2858	выражении посредством	1	1
2859	внимания к	1	1
2860	своей особенности	1	1
2861	возбуждать самое	1	1
2862	развития которая	1	1
2863	отдельных слов	1	1
2864	действия как	1	1
2865	рассказы живут	1	1
2866	почему создания	1	1
2867	и произвольный	1	1
2868	форму не	1	1
2869	двух других	1	1
2870	для поэтического	1	1
2871	слове как	2	1
2872	можем предположить	2	1
2873	сказано только	1	1
2874	быть искусственно	1	1
2875	по которой	1	1
2876	необходимо признать	1	1
2877	она ни	1	1
2878	духа и	1	1
2879	без ответа	1	1
2880	одном слове	1	1
2881	образу или	2	1
2882	принять за	1	1
2883	что мысль	6	1
2884	с такою	1	1
2885	может однако	1	1
2886	случай где	1	1
2887	направленных к	1	1
2888	и прозы	1	1
2889	этих простейших	1	1
2890	двух линий	1	1
2891	невозвратными и	1	1
2892	я с	1	1
2893	есть познание	1	1
2894	по поверхности	1	1
2895	из самой	1	1
2896	связь представлений	1	1
2897	как работу	1	1
2898	от другой	2	1
2899	нам остается	1	1
2900	читатель или	1	1
2901	впадаем в	1	1
2902	но отсюда	1	1
2903	казаться что	1	1
2904	идеального и	1	1
2905	связанное с	3	1
2906	в системе	2	1
2907	человек получает	1	1
2908	его мысли	1	1
2909	в связь	1	1
2910	который они	1	1
2911	стороны чем	1	1
2912	следовательно так	1	1
2913	какой именно	1	1
2914	но сама	1	1
2915	форму то	2	1
2916	своего развития	1	1
2917	того о	1	1
2918	друге каже	1	1
2919	все признаки	2	1
2920	чувственного содержания	1	1
2921	них порознь	1	1
2922	не дано	1	1
2923	самое сравнение	1	1
2924	каже свитай	1	1
2925	известных и	1	1
2926	него как	1	1
2927	есть процесс	2	1
2928	не противоречит	1	1
2929	то оно	4	1
2930	а оно	1	1
2931	мы как	1	1
2932	звуков не	2	1
2933	эта особенность	1	1
2934	как средство	2	1
2935	непосредственно за	1	1
2936	боится в	1	1
2937	такой который	1	1
2938	очень далеко	1	1
2939	его собственных	1	1
2940	переходя от	1	1
2941	с любовью	2	1
2942	если собака	1	1
2943	есть форма	1	1
2944	смысле в	3	1
2945	птицы а	1	1
2946	ближайшее этимологическое	1	1
2947	себе такое	1	1
2948	раздражение и	1	1
2949	напротив в	2	1
2950	тогда и	3	1
2951	своего смысла	1	1
2952	буквальном смысле	2	1
2953	а и	5	1
2954	него самого	3	1
2955	образ в	2	1
2956	выше о	2	1
2957	что становясь	1	1
2958	менее важно	1	1
2959	чтобы иметь	1	1
2960	в буквальном	2	1
2961	и сама	2	1
2962	в тот	1	1
2963	выражает одно	1	1
2964	из сосуда	1	1
2965	общий смысл	1	1
2966	содержание этого	2	1
2967	по содержанию	2	1
2968	внешнего мира	1	1
2969	есть такая	3	1
2970	о различном	1	1
2971	в мысли	3	1
2972	например при	2	1
2973	и притом	3	1
2974	ради своего	1	1
2975	противоположность между	1	1
2976	было ее	1	1
2977	хлеба и	1	1
2978	нужно не	1	1
2979	нашей мысли	7	1
2980	на разных	2	1
2981	эстетического действия	3	1
2982	есть искусство	1	1
2983	вечность искусства	1	1
2984	есть вне	1	1
2985	все наше	1	1
2986	как его	1	1
2987	с представлением	1	1
2988	отношений к	1	1
2989	при одном	1	1
2990	слов с	1	1
2991	есть центр	1	1
2992	происходит и	1	1
2993	теми или	1	1
2994	представлений как	1	1
2995	сводится на	1	1
2996	меньше чем	1	1
2997	и иметь	1	1
2998	прибавить что	5	1
2999	между прочим	5	1
3000	народная поэзия	2	1
3001	что никто	1	1
3002	глаза что	1	1
3003	а эта	1	1
3004	понимание и	1	1
3005	быть выведено	1	1
3006	при понимании	4	1
3007	явление с	1	1
3008	выше мы	4	1
3009	является средством	1	1
3010	молоко и	1	1
3011	же касается	1	1
3012	человек то	1	1
3013	например как	1	1
3014	своей мысли	4	1
3015	собою и	3	1
3016	известное количество	1	1
3017	важных и	1	1
3018	ему удается	1	1
3019	что невольно	1	1
3020	эстетическое впечатление	1	1
3021	которая есть	1	1
3022	присоединения к	1	1
3023	нас есть	1	1
3024	с к	2	1
3025	я был	1	1
3026	творчество в	1	1
3027	необходимость в	1	1
3028	всякое понимание	1	1
3029	одно за	2	1
3030	забвением внутренней	1	1
3031	для создания	2	1
3032	от света	1	1
3033	и познания	1	1
3034	чашке как	1	1
3035	в живой	3	1
3036	предполагает что	4	1
3037	чтобы им	1	1
3038	через этот	1	1
3039	без сомнения	8	1
3040	сознания то	1	1
3041	выражение именно	1	1
3042	рассказе как	1	1
3043	близко к	1	1
3044	образ не	2	1
3045	время мы	1	1
3046	фигуры в	1	1
3047	существовать если	1	1
3048	для наших	1	1
3049	очевидно не	1	1
3050	много такого	1	1
3051	как человек	1	1
3052	будет ложно	1	1
3053	отношение между	1	1
3054	определить ее	1	1
3055	свитай боже	1	1
3056	от прежних	1	1
3057	наконец самый	1	1
3058	явления в	1	1
3059	образ как	4	1
3060	наше личное	1	1
3061	они получают	1	1
3062	нашем сознании	1	1
3063	в образы	2	1
3064	времена высокого	1	1
3065	в детстве	1	1
3066	принять что	3	1
3067	объяснить значение	1	1
3068	совершенно серьезно	1	1
3069	в основание	2	1
3070	предмета при	1	1
3071	искусства чтобы	1	1
3072	им только	1	1
3073	содержание но	1	1
3074	так у	2	1
3075	от изменения	1	1
3076	бы уже	1	1
3077	внешние причины	1	1
3078	для мысли	5	1
3079	и представление	2	1
3080	чтобы их	1	1
3081	причина этого	1	1
3082	соединение двух	1	1
3083	сравнительно с	6	1
3084	в наших	2	1
3085	различных по	1	1
3086	ними в	3	1
3087	свое объяснение	1	1
3088	дает ей	1	1
3089	за нею	1	1
3090	мысли чтобы	1	1
3091	но без	2	1
3092	одно с	2	1
3093	чем она	1	1
3094	образом то	1	1
3095	жизнь как	1	1
3096	это потому	2	1
3097	оно еще	1	1
3098	известного представления	1	1
3099	образ но	1	1
3100	каждый человек	1	1
3101	но нет	2	1
3102	есть вместе	3	1
3103	всех сторон	3	1
3104	было дано	1	1
3105	сознание необходимости	2	1
3106	мысль в	3	1
3107	понимание но	1	1
3108	холодной и	1	1
3109	в зависимость	1	1
3110	если они	1	1
3111	и языка	1	1
3112	человека или	1	1
3113	значение как	1	1
3114	которым это	1	1
3115	из глубины	2	1
3116	что наша	1	1
3117	по первому	1	1
3118	сущности есть	1	1
3119	и нельзя	1	1
3120	ней все	1	1
3121	загадка одно	1	1
3122	действительность дает	1	1
3123	даже больше	1	1
3124	поэзия в	2	1
3125	может прийти	1	1
3126	же стихии	1	1
3127	могут понять	1	1
3128	бы невозможно	3	1
3129	представляет себе	1	1
3130	колебаться в	1	1
3131	скоро и	1	1
3132	на внутренней	1	1
3133	смысла а	2	1
3134	с объективной	1	1
3135	мы одинаково	1	1
3136	его собственное	1	1
3137	обозначает только	1	1
3138	только посредственно	1	1
3139	в свойствах	1	1
3140	от самой	1	1
3141	это первоначально	1	1
3142	или действия	2	1
3143	речи но	1	1
3144	мы назвали	2	1
3145	предметы и	1	1
3146	но за	1	1
3147	законы управляющие	1	1
3148	что сказать	1	1
3149	мускулов с	1	1
3150	к одной	4	1
3151	взятых из	1	1
3152	следует ли	1	1
3153	будто в	1	1
3154	может при	1	1
3155	почудиться неумолимое	1	1
3156	и одно	1	1
3157	б не	2	1
3158	представление в	3	1
3159	или словом	2	1
3160	выдадим его	1	1
3161	и различие	1	1
3162	в экономии	1	1
3163	помощи этого	1	1
3164	своей исходной	1	1
3165	быть бесконечно	1	1
3166	слове на	1	1
3167	нашего времени	2	1
3168	действительный если	1	1
3169	общий вывод	1	1
3170	переходит от	2	1
3171	тому какое	2	1
3172	буквального смысла	1	1
3173	следа унесла	1	1
3174	состояние возбужденное	1	1
3175	данные в	1	1
3176	само есть	1	1
3177	от другого	3	1
3178	или со	1	1
3179	противоречие если	1	1
3180	связанная с	3	1
3181	стремится не	1	1
3182	сказать с	1	1
3183	эти понятия	1	1
3184	слова тот	1	1
3185	необходимая для	1	1
3186	мы понимаем	1	1
3187	не смешивая	1	1
3188	пример мы	1	1
3189	только способ	1	1
3190	первый шаг	1	1
3191	простым и	1	1
3192	произведений искусства	2	1
3193	это внутреннее	1	1
3194	что язык	5	1
3195	трудом и	1	1
3196	другой из	1	1
3197	себе говорит	1	1
3198	на известную	1	1
3199	какое мы	1	1
3200	предмета не	1	1
3201	существует и	1	1
3202	отсюда ясно	1	1
3203	из обрывков	1	1
3204	ложатся в	1	1
3205	лежащие в	2	1
3206	столетиям не	1	1
3207	нам выводу	1	1
3208	теории как	1	1
3209	как наука	1	1
3210	свое я	1	1
3211	в сравнении	4	1
3212	молока который	1	1
3213	нем так	1	1
3214	собою в	1	1
3215	смысле оно	1	1
3216	есть действительность	1	1
3217	кажется более	1	1
3218	развилась из	1	1
3219	в следующей	1	1
3220	заставит нас	2	1
3221	содержание при	1	1
3222	таких слов	1	1
3223	их содержания	2	1
3224	ее характер	1	1
3225	свое время	1	1
3226	ему может	1	1
3227	слова для	4	1
3228	действительно должна	1	1
3229	в большинстве	2	1
3230	его или	1	1
3231	что эту	1	1
3232	свое художественное	1	1
3233	может осуществиться	1	1
3234	очевидно и	1	1
3235	звук может	1	1
3236	прежде было	3	1
3237	взятое в	1	1
3238	есть постоянное	1	1
3239	со всех	3	1
3240	и понятие	2	1
3241	это событие	2	1
3242	личное состояние	1	1
3243	сознание и	5	1
3244	можем вывести	1	1
3245	убеждение в	2	1
3246	опыт показывает	1	1
3247	или есть	2	1
3248	сказано выше	1	1
3249	слов можно	2	1
3250	кажутся нам	1	1
3251	бы эта	1	1
3252	каждый в	1	1
3253	поэтическим произведением	1	1
3254	может произойти	1	1
3255	нельзя же	2	1
3256	можем приписать	1	1
3257	скромная загадка	1	1
3258	имело бы	1	1
3259	ошибочно как	1	1
3260	самой по	1	1
3261	делается не	1	1
3262	находящихся в	2	1
3263	эта мысль	2	1
3264	и откуда	1	1
3265	бы движения	1	1
3266	в первых	1	1
3267	рассуждать таким	1	1
3268	если вместо	1	1
3269	и наша	1	1
3270	влияние этой	1	1
3271	идеи в	2	1
3272	и основное	1	1
3273	всю эстетическую	1	1
3274	принимают в	1	1
3275	два понятия	1	1
3276	воды из	1	1
3277	саво себе	1	1
3278	только это	1	1
3279	и легко	1	1
3280	в человека	1	1
3281	народной поэзии	10	1
3282	образом не	1	1
3283	известной степени	1	1
3284	на более	2	1
3285	между людьми	2	1
3286	и делается	1	1
3287	разных слоев	1	1
3288	сердце в	1	1
3289	к науке	2	1
3290	восприятия как	1	1
3291	поэзия а	1	1
3292	эти категории	1	1
3293	производит на	1	1
3294	почему бы	1	1
3295	забывать что	1	1
3296	поэтому нам	1	1
3297	к миру	1	1
3298	саво саво	1	1
3299	известное содержание	3	1
3300	мысль именно	1	1
3301	в свой	2	1
3302	сказуемое к	1	1
3303	свою силу	1	1
3304	скользит по	1	1
3305	притом так	1	1
3306	к новой	1	1
3307	отсюда можно	3	1
3308	когда нам	1	1
3309	оно возможно	1	1
3310	к сцене	1	1
3311	читателя или	1	1
3312	только содержание	2	1
3313	достигается в	2	1
3314	различны но	1	1
3315	темных людей	1	1
3316	а об	1	1
3317	и следует	2	1
3318	чувство может	1	1
3319	в ухе	1	1
3320	единство в	1	1
3321	входящее в	1	1
3322	душевным движениям	1	1
3323	принадлежит ему	2	1
3324	возможность не	1	1
3325	пора когда	2	1
3326	представления как	1	1
3327	можно себе	1	1
3328	несовершенство и	1	1
3329	форму на	1	1
3330	случаях и	1	1
3331	ему в	2	1
3332	и напряженность	1	1
3333	гораздо сложнее	1	1
3334	человека искусство	1	1
3335	она так	2	1
3336	ни с	1	1
3337	не изображает	1	1
3338	вероятно что	2	1
3339	свидетельствует о	1	1
3340	не нужен	1	1
3341	этого она	1	1
3342	второй половине	1	1
3343	образом те	1	1
3344	толкование будет	1	1
3345	то представление	1	1
3346	быть оставлен	1	1
3347	состояние души	2	1
3348	дает только	1	1
3349	как отношение	1	1
3350	целым столетиям	1	1
3351	сказать от	1	1
3352	заключал в	1	1
3353	ложно только	1	1
3354	понятия к	1	1
3355	и свойства	1	1
3356	к очень	1	1
3357	будет ли	3	1
3358	верно потому	1	1
3359	мир чтобы	1	1
3360	глоток молока	1	1
3361	место только	1	1
3362	сознании мы	2	1
3363	как следующее	1	1
3364	мечом и	1	1
3365	бы предположить	1	1
3366	без нее	2	1
3367	непосредственно в	2	1
3368	же именно	1	1
3369	создания темных	1	1
3370	образ относится	1	1
3371	оно только	1	1
3372	более сильного	1	1
3373	ко второму	2	1
3374	не изобрел	1	1
3375	и непосредственно	1	1
3376	истории не	1	1
3377	себе может	1	1
3378	а ради	1	1
3379	неумолимое стихийно-разрушительное	1	1
3380	но понятия	1	1
3381	таинственная связь	1	1
3382	что к	2	1
3383	очень редких	1	1
3384	не видеть	2	1
3385	самые разнообразные	1	1
3386	разуметь под	1	1
3387	как увидим	1	1
3388	каждом отдельном	1	1
3389	чем состоит	1	1
3390	виду что	2	1
3391	теперь еще	1	1
3392	существует для	4	1
3393	особенность его	1	1
3394	что а	2	1
3395	могла быть	2	1
3396	своей души	1	1
3397	формы возбуждать	1	1
3398	природу и	1	1
3399	мира и	1	1
3400	весь круг	3	1
3401	своего пути	1	1
3402	в новом	2	1
3403	пределов его	1	1
3404	все слова	1	1
3405	мысль об	3	1
3406	такое значение	2	1
3407	научной идеи	1	1
3408	из разных	1	1
3409	то можно	1	1
3410	единство и	2	1
3411	так относится	2	1
3412	тени не	1	1
3413	чего в	2	1
3414	мы тем	3	1
3415	скучно и	1	1
3416	но конечно	1	1
3417	находится под	1	1
3418	как эта	1	1
3419	разумеется что	1	1
3420	два случая	1	1
3421	рождается не	1	1
3422	нее нет	1	1
3423	не говоря	3	1
3424	еще до	3	1
3425	всю совокупность	2	1
3426	смысле то	2	1
3427	п и	1	1
3428	искать в	1	1
3429	правда что	1	1
3430	содержания можно	1	1
3431	в прямой	1	1
3432	силе внутренней	1	1
3433	а известное	1	1
3434	ее он	1	1
3435	и легче	1	1
3436	гибкости образа	1	1
3437	течение самого	1	1
3438	ответил ему	1	1
3439	целое но	1	1
3440	и образов	1	1
3441	а от	2	1
3442	однако если	1	1
3443	быть к	1	1
3444	этимологическое значение	2	1
3445	как может	1	1
3446	он объясняет	1	1
3447	языку и	2	1
3448	для таких	1	1
3449	довольно часто	1	1
3450	может изображать	1	1
3451	вопрос как	1	1
3452	важную роль	1	1
3453	отделен от	1	1
3454	другое впечатление	1	1
3455	во второй	1	1
3456	бедняк хотел	1	1
3457	представление к	1	1
3458	личности на	1	1
3459	не находит	1	1
3460	о границах	1	1
3461	прежнее представление	1	1
3462	или зрителя	1	1
3463	сознание в	1	1
3464	восприятий и	5	1
3465	явлений в	1	1
3466	этом слове	2	1
3467	книг и	1	1
3468	если например	2	1
3469	по целым	1	1
3470	груди невозвратными	1	1
3471	этого образа	1	1
3472	которую я	1	1
3473	несколько раз	2	1
3474	существование в	2	1
3475	с человеком	1	1
3476	к переменчивым	1	1
3477	мыслью и	1	1
3478	к понятию	1	1
3479	бы самое	1	1
3480	душевных движений	1	1
3481	слова если	2	1
3482	один член	2	1
3483	акт мысли	3	1
3484	тогда нам	1	1
3485	и средством	1	1
3486	значение слова	8	1
3487	по той	1	1
3488	ради того	1	1
3489	еще все	2	1
3490	причины не	2	1
3491	самая эта	1	1
3492	почему не	2	1
3493	что подобные	1	1
3494	от мысли	4	1
3495	мысль так	1	1
3496	какое думалось	1	1
3497	нас самих	1	1
3498	только по	5	1
3499	связи между	1	1
3500	звуковая форма	1	1
3501	понятий но	2	1
3502	между организмом	1	1
3503	покоится на	1	1
3504	эти образы	2	1
3505	ту минуту	1	1
3506	психологический анализ	1	1
3507	подобные рассказы	1	1
3508	об этой	1	1
3509	взрослого и	1	1
3510	не получили	1	1
3511	их чувства	1	1
3512	и новые	1	1
3513	если на	1	1
3514	своем воображении	1	1
3515	смысла но	1	1
3516	быть названы	2	1
3517	и глубокий	1	1
3518	нас по	1	1
3519	других случаях	2	1
3520	план и	1	1
3521	искусства настает	1	1
3522	бумаги а	1	1
3523	своего происхождения	2	1
3524	она действительно	1	1
3525	смысл что	1	1
3526	чего я	1	1
3527	эстетических чувств	1	1
3528	при всяком	1	1
3529	отдельного лица	1	1
3530	личной точки	1	1
3531	в известной	3	1
3532	политической нравственной	1	1
3533	художественное значение	1	1
3534	души есть	1	1
3535	без помощи	1	1
3536	живут по	1	1
3537	и идея	1	1
3538	как чувственный	2	1
