N	2gram	Losev_Prob	FransuaR
2485	нечто и	1	1
2486	не имеющие	1	1
2487	подобного не	1	1
2488	раз это	1	1
2489	не годится	1	1
2490	сливаться в	1	1
2491	независимая от	2	1
2492	выводы и	1	1
2493	является таким	1	1
2494	имеют дело	1	1
2495	эта является	1	1
2496	от самого	2	1
2497	не играют	1	1
2498	рассматривая все	1	1
2499	чувства и	1	1
2500	образности но	1	1
2501	всякую вещь	1	1
2502	же типа	2	1
2503	было только	1	1
2504	всей этой	1	1
2505	огромное количество	1	1
2506	гл xii	2	1
2507	смешно и	1	1
2508	к ее	1	1
2509	своей типичности	1	1
2510	только бытовым	1	1
2511	из общего	1	1
2512	в которое	1	1
2513	какой мере	1	1
2514	например не	2	1
2515	всего образ	1	1
2516	де бержерака	1	1
2517	а живое	1	1
2518	о самом	2	1
2519	и каждый	2	1
2520	образом очень	1	1
2521	не значит	3	1
2522	не употребляется	2	1
2523	отражается на	1	1
2524	с которым	1	1
2525	столь же	1	1
2526	что обычно	1	1
2527	что без	3	1
2528	не существенно	1	1
2529	момент который	1	1
2530	слова как	3	1
2531	реализм мы	1	1
2532	полное и	1	1
2533	за себя	2	1
2534	или иного	5	1
2535	кроме него	1	1
2536	отдален от	1	1
2537	грубым и	1	1
2538	каждого из	1	1
2539	если уж	2	1
2540	до его	1	1
2541	которого она	1	1
2542	а более	1	1
2543	есть их	1	1
2544	и ничего	1	1
2545	образ вещи	1	1
2546	то для	4	1
2547	чего-нибудь другого	1	1
2548	были бы	5	1
2549	красота и	1	1
2550	от религиозной	1	1
2551	который имел	1	1
2552	нечего и	2	1
2553	вероятно тем	1	1
2554	одном случае	4	1
2555	как таковой	2	1
2556	такова же	1	1
2557	поскольку мы	1	1
2558	прямо говорит	1	1
2559	что сказать	1	1
2560	такое построение	1	1
2561	и прочих	2	1
2562	на ее	2	1
2563	в литературной	1	1
2564	из них-то	1	1
2565	нас как	1	1
2566	от человека	1	1
2567	для себя	6	1
2568	она имеет	1	1
2569	этого небольшого	1	1
2570	ряд как	1	1
2571	действительность но	2	1
2572	даже как	1	1
2573	нашего времени	1	1
2574	истории в	2	1
2575	но почти	2	1
2576	является просто	1	1
2577	он почти	1	1
2578	же художественная	2	1
2579	действий и	1	1
2580	в единый	1	1
2581	бы они	1	1
2582	не ставит	1	1
2583	она как	1	1
2584	поэтическим образом	1	1
2585	но чтобы	2	1
2586	этом как	1	1
2587	слова мы	1	1
2588	действительности только	1	1
2589	языка из	1	1
2590	во что	1	1
2591	мы понимаем	1	1
2592	свою образность	1	1
2593	они превращаются	1	1
2594	душу но	1	1
2595	следовательно в	1	1
2596	для каждого	2	1
2597	не выходит	2	1
2598	при сопоставлении	2	1
2599	целым в	1	1
2600	лежит представление	1	1
2601	сделал и	1	1
2602	если это	1	1
2603	данте у	1	1
2604	образом одна	1	1
2605	это общее	2	1
2606	с целым	1	1
2607	представления об	1	1
2608	также их	1	1
2609	целое как	1	1
2610	наш анализ	1	1
2611	к пределу	1	1
2612	к нам	1	1
2613	подчеркнуть и	1	1
2614	буквально так	1	1
2615	а образ	1	1
2616	очень богатый	1	1
2617	но уж	1	1
2618	как нам	1	1
2619	виду только	1	1
2620	являются символическими	1	1
2621	древних греков	1	1
2622	не существенна	1	1
2623	этих областей	1	1
2624	зачаточной форме	1	1
2625	которую обычно	1	1
2626	степени с	2	1
2627	который и	1	1
2628	но использование	1	1
2629	исторической значимости	1	1
2630	само же	1	1
2631	второго порядка	3	1
2632	художественный образ	12	1
2633	именно тем	1	1
2634	ведь даже	1	1
2635	связанные со	1	1
2636	функцию в	1	1
2637	я должен	1	1
2638	вообще а	1	1
2639	свободная от	1	1
2640	взятое в	1	1
2641	не имеют	4	1
2642	высказывают свои	1	1
2643	то и	9	1
2644	его исторического	1	1
2645	связь их	1	1
2646	сказать следующее	1	1
2647	это то	3	1
2648	и живой	1	1
2649	стало возможным	1	1
2650	необходимо подчеркнуть	2	1
2651	зависимости от	3	1
2652	как самого	1	1
2653	самым он	1	1
2654	значением и	1	1
2655	самый этот	1	1
2656	но прямо	1	1
2657	профессиональные типы	1	1
2658	не связанных	1	1
2659	действительностью и	1	1
2660	образности чтобы	1	1
2661	здесь о	2	1
2662	возник перед	1	1
2663	какую бы	1	1
2664	с религиозными	1	1
2665	из сферы	1	1
2666	впрочем и	1	1
2667	вещей как	1	1
2668	тому или	1	1
2669	однажды его	1	1
2670	и существует	1	1
2671	друга и	2	1
2672	для которой	4	1
2673	извлеченная из	2	1
2674	единое и	3	1
2675	даже еще	1	1
2676	а во	2	1
2677	основанная на	1	1
2678	потому и	1	1
2679	первой главе	1	1
2680	образом не	1	1
2681	ни взяли	2	1
2682	на более	2	1
2683	или вообще	1	1
2684	и окончательно	1	1
2685	и делается	1	1
2686	возможно было	1	1
2687	можно спросить	1	1
2688	и многих	2	1
2689	имеется и	1	1
2690	виде и	3	1
2691	к целому	1	1
2692	и творит	1	1
2693	человечества и	1	1
2694	нам и	1	1
2695	в противоречии	1	1
2696	является весьма	1	1
2697	своих врагов	1	1
2698	бытовой жизни	1	1
2699	распространение в	1	1
2700	или более	1	1
2701	совсем другое	5	1
2702	но исключительно	1	1
2703	один смысл	1	1
2704	сыграли свою	1	1
2705	пришлось бы	2	1
2706	с художественным	1	1
2707	лет после	1	1
2708	представления и	1	1
2709	человека но	3	1
2710	этого термина	6	1
2711	своим предметом	2	1
2712	истории литературы	1	1
2713	близок к	1	1
2714	в гораздо	1	1
2715	в прямом	1	1
2716	концов и	1	1
2717	моральные качества	1	1
2718	произведения как	1	1
2719	ведь именно	1	1
2720	и прогрессивных	1	1
2721	не изображает	1	1
2722	образ это	1	1
2723	искренне и	1	1
2724	ли ты	1	1
2725	особенностями и	1	1
2726	единичного и	2	1
2727	еще страшнее	1	1
2728	черт это	1	1
2729	значит не	1	1
2730	выражение только	1	1
2731	всякого человека	1	1
2732	является чрезвычайно	1	1
2733	при встрече	1	1
2734	гл vi	1	1
2735	ее нет	1	1
2736	с той	5	1
2737	возможным только	1	1
2738	никуда не	1	1
2739	под пером	1	1
2740	символы но	2	1
2741	больших чисел	1	1
2742	с разными	2	1
2743	общности и	1	1
2744	без этого	3	1
2745	есть уже	4	1
2746	отвлечься от	1	1
2747	часть и	1	1
2748	эти заимствованы	1	1
2749	жены или	1	1
2750	просто как	2	1
2751	особого типа	1	1
2752	а к	2	1
2753	перейти в	1	1
2754	речи это	1	1
2755	нем самом	1	1
2756	термина в	2	1
2757	вещи для	1	1
2758	а то	4	1
2759	здесь даже	1	1
2760	сознания но	1	1
2761	будем называть	1	1
2762	перестают быть	1	1
2763	всей художественной	1	1
2764	отношении не	1	1
2765	случаях когда	1	1
2766	другого слова	1	1
2767	здесь имеем	1	1
2768	не относится	1	1
2769	ряд изображений	1	1
2770	войти в	1	1
2771	отходит от	1	1
2772	такое значение	1	1
2773	его же	1	1
2774	при его	1	1
2775	представляется как	1	1
2776	это повторяем	2	1
2777	он прежде	1	1
2778	как слово	1	1
2779	произведения с	1	1
2780	презрение к	1	1
2781	они часто	1	1
2782	всем их	1	1
2783	гораздо шире	1	1
2784	никакой роли	1	1
2785	принцип и	1	1
2786	исключительно и	1	1
2787	хотя уже	1	1
2788	или другой	6	1
2789	точности и	1	1
2790	некоторые пояснения	1	1
2791	необходимо дать	1	1
2792	гораздо меньше	1	1
2793	роли и	1	1
2794	значение но	2	1
2795	еще сильнее	1	1
2796	человека все	1	1
2797	это за	3	1
2798	и между	2	1
2799	и глубокий	1	1
2800	обстоит дело	1	1
2801	в отношениях	1	1
2802	важно то	1	1
2803	действительности тем	2	1
2804	состоящее из	1	1
2805	однако все	1	1
2806	события тех	1	1
2807	художественном образе	3	1
2808	гуманитарных наук	1	1
2809	века не	1	1
2810	и действительное	1	1
2811	перестанет быть	2	1
2812	резко отличается	2	1
2813	и символами	1	1
2814	имеет свое	1	1
2815	и своя	1	1
2816	и оригинальное	1	1
2817	такое которое	1	1
2818	чисто художественной	2	1
2819	не исчезает	1	1
2820	ведь если	3	1
2821	и можно	3	1
2822	во всю	1	1
2823	теоретиков литературы	1	1
2824	как единое	1	1
2825	вообще все	1	1
2826	само по	5	1
2827	и мире	1	1
2828	в литературном	1	1
2829	этот символ	1	1
2830	образ совершенно	1	1
2831	и каждая	1	1
2832	та или	4	1
2833	самый термин	2	1
2834	в категориях	1	1
2835	только по	1	1
2836	даже для	1	1
2837	является именно	1	1
2838	все подобного	2	1
2839	в архаическом	1	1
2840	значение сам	2	1
2841	тем чтобы	1	1
2842	и приветствия	1	1
2843	и художественной	2	1
2844	значит то	1	1
2845	имеют в	1	1
2846	говорить об	2	1
2847	не дана	2	1
2848	оказался в	1	1
2849	на контекст	1	1
2850	соответствующие им	1	1
2851	самое нужно	1	1
2852	в вечном	3	1
2853	ничего подобного	1	1
2854	сам а	1	1
2855	которой нет	1	1
2856	один не	1	1
2857	о какой	1	1
2858	и деятельности	1	1
2859	за их	1	1
2860	художественные образы	5	1
2861	как символ	5	1
2862	словами в	1	1
2863	возможна только	1	1
2864	являются наиболее	1	1
