N	2gram	Vinokur_Ku	Istorich
2494	принадлежит и	1	1
2495	социальное значение	1	1
2496	самая постановка	1	1
2497	может стать	1	1
2498	существует между	1	1
2499	этих примеров	1	1
2500	нашем смысле	2	1
2501	которого является	1	1
2502	же остается	2	1
2503	и обычаями	1	1
2504	наравне с	1	1
2505	эту сторону	1	1
2506	д чтобы	1	1
2507	характерное явление	1	1
2508	вот пример	1	1
2509	прочную базу	1	1
2510	нас все	2	1
2511	которая не	1	1
2512	такого положения	1	1
2513	же есть	2	1
2514	распространение в	1	1
2515	из области	4	1
2516	они по	1	1
2517	смысл этих	1	1
2518	его о	1	1
2519	который и	1	1
2520	свое время	4	1
2521	ли они	1	1
2522	войдут в	1	1
2523	наконец и	1	1
2524	не является	2	1
2525	не везде	1	1
2526	где эти	1	1
2527	к источнику	1	1
2528	понимании этого	1	1
2529	это понятие	1	1
2530	если таким	1	1
2531	как одно	1	1
2532	из элементов	1	1
2533	язык а	1	1
2534	что самое	1	1
2535	нами явление	1	1
2536	скажем несколько	1	1
2537	и поставил	1	1
2538	это когда	1	1
2539	не до	1	1
2540	одном лице	1	1
2541	в современном	3	1
2542	сейчас мы	1	1
2543	так скоро	1	1
2544	пишет он	4	1
2545	социальной функции	1	1
2546	народа и	1	1
2547	и два	1	1
2548	которые должны	1	1
2549	должна в	1	1
2550	здесь о	1	1
2551	этот переход	1	1
2552	поездка в	1	1
2553	в известном	2	1
2554	нельзя понимать	1	1
2555	о своем	1	1
2556	нас особенно	1	1
2557	и наша	1	1
2558	и следующий	1	1
2559	же время	4	1
2560	процесс не	1	1
2561	явлениями языка	1	1
2562	потому и	1	1
2563	образом не	1	1
2564	их значение	1	1
2565	случаях где	1	1
2566	из наиболее	1	1
2567	стороны ее	1	1
2568	все уже	1	1
2569	то для	2	1
2570	своем месте	1	1
2571	из истории	1	1
2572	е она	1	1
2573	эти категории	2	1
2574	но именно	1	1
2575	когда говорит	1	1
2576	всегда на	1	1
2577	эта и	1	1
2578	того с	1	1
2579	политическая роль	1	1
2580	который по	2	1
2581	а имеет	1	1
2582	эти поиски	1	1
2583	и воздействия	1	1
2584	когда эти	1	1
2585	для достижения	1	1
2586	в поэме	1	1
2587	с него	2	1
2588	дает в	1	1
2589	для дальнейшего	1	1
2590	не будучи	1	1
2591	пришлось бы	2	1
2592	уже при	1	1
2593	формы как	1	1
2594	к началу	1	1
2595	образом для	1	1
2596	понимать то	1	1
2597	что автор	1	1
2598	одних и	1	1
2599	с современными	2	1
2600	поэтому что	2	1
2601	можно себе	1	1
2602	этот термин	2	1
2603	изменения если	1	1
2604	одно важное	1	1
2605	на необходимость	1	1
2606	практике она	1	1
2607	все элементы	1	1
2608	и восклицания	1	1
2609	наблюдается у	1	1
2610	построение этого	1	1
2611	раз из	1	1
2612	в первый	2	1
2613	это особенно	2	1
2614	себе они	1	1
2615	предупредить что	3	1
2616	говорят только	1	1
2617	пор как	1	1
2618	этом отношении	8	1
2619	настала очередь	1	1
2620	для своего	1	1
2621	находим и	1	1
2622	день и	1	1
2623	указание на	1	1
2624	хорошо и	1	1
2625	выше не	1	1
2626	из своих	1	1
2627	трудно однако	1	1
2628	лицом к	2	1
2629	чем он	1	1
2630	понятие для	2	1
2631	того момента	1	1
2632	он предупреждает	1	1
2633	есть первая	1	1
2634	и непосредственно	1	1
2635	явление он	1	1
2636	первая проблема	1	1
2637	ее из	1	1
2638	когда оно	2	1
2639	одной русской	1	1
2640	виду не	2	1
2641	задачу и	1	1
2642	глубоко в	1	1
2643	раз навсегда	1	1
2644	он видел	1	1
2645	разве в	1	1
2646	уже совершенно	1	1
2647	должен решаться	1	1
2648	здесь даже	1	1
2649	между собою	3	1
2650	этом на	1	1
2651	не подлежит	1	1
2652	такой вопрос	1	1
2653	не внешнюю	1	1
2654	живой и	1	1
2655	частью этого	1	1
2656	же представляет	1	1
2657	последнее время	3	1
2658	широкое распространение	3	1
2659	человеческого общежития	1	1
2660	об особом	1	1
2661	в новом	1	1
2662	случае действительно	1	1
2663	они лишь	1	1
2664	к любому	1	1
2665	при его	1	1
2666	по происхождению	1	1
2667	область где	1	1
2668	войны и	1	1
2669	значит в	1	1
2670	чтобы сделать	1	1
2671	же на	1	1
2672	сказать и	1	1
2673	не говоря	3	1
2674	достаточно для	1	1
2675	том случае	3	1
2676	целое в	1	1
2677	только к	2	1
2678	до тех	1	1
2679	естественно поэтому	2	1
2680	для рассмотрения	1	1
2681	по рукам	1	1
2682	их развития	1	1
2683	деле может	1	1
2684	не решает	1	1
2685	может возникнуть	1	1
2686	случаи где	1	1
2687	назвать его	1	1
2688	которые нам	1	1
2689	есть чисто	1	1
2690	она стоит	1	1
2691	а из	1	1
2692	только она	1	1
2693	в ход	1	1
2694	ведь и	2	1
2695	данного рода	2	1
2696	в искусстве	2	1
2697	обратной силы	1	1
2698	здесь очевидно	1	1
2699	е то	3	1
2700	способности и	1	1
2701	трудно бывает	1	1
2702	бы понять	1	1
2703	быть как	1	1
2704	только такие	1	1
2705	говоря о	1	1
2706	даже при	1	1
2707	есть несколько	2	1
2708	эта аналогия	1	1
2709	собственно говоря	1	1
2710	особенно интересный	1	1
2711	эта имеет	1	1
2712	здесь за	1	1
2713	функций которые	1	1
2714	и принимает	1	1
2715	что подобные	1	1
2716	не нуждается	1	1
2717	были и	1	1
2718	из русской	1	1
2719	возможна и	1	1
2720	форма как	1	1
2721	организация и	1	1
2722	речь и	1	1
2723	так называемой	2	1
2724	которое в	2	1
2725	чтобы оправдать	1	1
2726	тем чтобы	1	1
2727	в узком	3	1
2728	по моему	1	1
2729	но сейчас	2	1
2730	тех или	1	1
2731	нуждается в	5	1
2732	не получили	1	1
2733	на чужих	1	1
2734	течением времени	2	1
2735	дело обстоит	1	1
2736	пропасть и	1	1
2737	интересно отметить	1	1
