N	2gram	Tiupa_Hudo	Psycholo
2494	и существенным	1	1
2495	наших дней	1	1
2496	не видеть	1	1
2497	у толстого	2	1
2498	ней поэтому	1	1
2499	виду что	1	1
2500	он видел	2	1
2501	этом что	1	1
2502	ничего удивительного	1	1
2503	существует для	1	1
2504	правило не	1	1
2505	было просто	1	1
2506	где говорится	2	1
2507	за них	1	1
2508	поведения и	1	1
2509	говорить об	2	1
2510	на рассказе	2	1
2511	своей души	2	1
2512	жизнь так	1	1
2513	является не	1	1
2514	главы и	2	1
2515	отношениях с	2	1
2516	живой и	1	1
2517	собственной жизни	1	1
2518	совершенно иной	2	1
2519	не стал	2	1
2520	то можно	1	1
2521	его же	2	1
2522	чего в	1	1
2523	за его	1	1
2524	мы тем	1	1
2525	дела до	1	1
2526	зная что	2	1
2527	нее нет	1	1
2528	интересующей нас	1	1
2529	сострадания и	2	1
2530	она постоянно	1	1
2531	личности в	9	1
2532	от характера	1	1
2533	он понимал	1	1
2534	еще можно	1	1
2535	которая может	1	1
2536	характер который	1	1
2537	направляется по	1	1
2538	быть сказано	1	1
2539	как личности	1	1
2540	церкви и	1	1
2541	однако если	2	1
2542	мнение которое	1	1
2543	это сознание	1	1
2544	во второй	7	1
2545	момент когда	3	1
2546	он однако	1	1
2547	длинный ряд	1	1
2548	делаем то	1	1
2549	люди с	1	1
2550	отказ от	2	1
2551	целого в	1	1
2552	вторая половина	2	1
2553	одного слова	1	1
2554	к расцвету	1	1
2555	всей его	1	1
2556	и мыслей	1	1
2557	героя с	1	1
2558	него и	2	1
2559	со своими	1	1
2560	не нуждается	1	1
2561	та или	4	1
2562	с рассказа	1	1
2563	них нет	1	1
2564	начинает утверждаться	1	1
2565	свои усилия	1	1
2566	в театре	4	1
2567	этом и	2	1
2568	анализа и	1	1
2569	что хотел	1	1
2570	выражением его	1	1
2571	не самое	1	1
2572	каждым из	1	1
2573	понятно в	1	1
2574	тоска в	1	1
2575	глазами и	1	1
2576	дел и	1	1
2577	своем воображении	1	1
2578	ли может	1	1
2579	склонны видеть	1	1
2580	восприятия однако	1	1
2581	она действительно	1	1
2582	в лице	3	1
2583	это отнюдь	1	1
2584	и героиня	1	1
2585	героя но	1	1
2586	души есть	1	1
2587	лессингу не	1	1
