N	2gram	Bakhtin_Fr	Psycholo
2491	он понимал	1	1
2492	история о	1	1
2493	борьбы за	1	1
2494	и прячет	1	1
2495	в еде	1	1
2496	поэтому наиболее	1	1
2497	изображается в	2	1
2498	т.п и	1	1
2499	и обычное	1	1
2500	как необходимо	2	1
2501	сходятся и	1	1
2502	и почти	2	1
2503	церкви и	4	1
2504	целое но	1	1
2505	и образов	6	1
2506	как может	1	1
2507	он объясняет	1	1
2508	и освобождают	1	1
2509	узким и	1	1
2510	которое здесь	1	1
2511	эти формы	1	1
2512	во второй	3	1
2513	того мнения	1	1
2514	он однако	1	1
2515	характерно для	3	1
2516	построенных на	2	1
2517	анализ его	1	1
2518	целого в	1	1
2519	мрамора и	1	1
2520	и домашними	1	1
2521	земли и	1	1
2522	как чисто	1	1
2523	несколько раз	1	1
2524	обычной жизни	1	1
2525	и создавал	1	1
2526	по утверждению	1	1
2527	всех его	1	1
2528	переходит на	2	1
2529	характер лишь	1	1
2530	все самое	1	1
2531	со своими	1	1
2532	которой можно	2	1
2533	не нуждается	2	1
2534	это такой	1	1
2535	он утрачивает	1	1
2536	самый который	1	1
2537	он оказывается	2	1
2538	отрывается от	1	1
2539	связи между	1	1
2540	материалами и	1	1
2541	нужно признать	1	1
2542	самая важная	1	1
2543	от времени	1	1
2544	как наиболее	2	1
2545	эти образы	13	1
2546	к обеду	1	1
2547	исследования о	1	1
2548	об этой	4	1
2549	и игры	2	1
2550	глазами и	2	1
2551	дел и	1	1
2552	в эти	2	1
2553	применяются к	1	1
2554	полового акта	1	1
2555	и глубокий	1	1
2556	на какую	1	1
2557	стал почти	1	1
2558	любви но	1	1
2559	природа его	1	1
2560	нельзя но	1	1
2561	в лице	2	1
2562	его современников	1	1
2563	с реальным	1	1
2564	в известной	5	1
