N	2gram	Bakhtin_Pr	Psycholo
2483	убеждение в	1	1
2484	наших целей	1	1
2485	отношений она	2	1
2486	она воспроизводит	1	1
2487	относится только	1	1
2488	бы ему	1	1
2489	наш анализ	1	1
2490	должны перейти	1	1
2491	исходным пунктом	1	1
2492	его характера	3	1
2493	подчеркнут и	1	1
2494	его нельзя	1	1
2495	в первых	1	1
2496	этим явлениям	1	1
2497	своего отца	1	1
2498	вопроса и	1	1
2499	идеи в	2	1
2500	мировой литературе	3	1
2501	ли вы	1	1
2502	рассказ с	1	1
2503	образом по	1	1
2504	перед глазами	1	1
2505	равно мы	1	1
2506	только проблема	1	1
2507	такова и	1	1
2508	и тон	2	1
2509	вступают в	3	1
2510	он лучше	1	1
2511	на более	1	1
2512	к третьему	1	1
2513	между людьми	5	1
2514	почему-то от	1	1
2515	соответствии с	2	1
2516	важно было	1	1
2517	главное в	2	1
2518	люди могут	1	1
2519	будет впереди	1	1
2520	вся область	2	1
2521	на улице	1	1
2522	оторвать от	1	1
2523	поэтому нам	1	1
2524	того с	1	1
2525	к миру	2	1
2526	самый сюжет	1	1
2527	здесь и	7	1
2528	и неприятные	1	1
2529	к новой	1	1
2530	в романах	5	1
2531	категории и	1	1
2532	не сбудется	1	1
2533	уничтожающий и	1	1
2534	же он	2	1
2535	только содержание	1	1
2536	достигается в	1	1
2537	только наиболее	1	1
2538	особый характер	2	1
2539	людей не	1	1
2540	построения а	1	1
2541	близок к	2	1
2542	всегда была	1	1
2543	и драматическим	1	1
2544	раскрывает в	1	1
2545	можно себе	1	1
2546	этот термин	1	1
2547	даже когда	2	1
2548	равно и	2	1
2549	ему в	1	1
2550	гораздо сложнее	1	1
2551	столкновение двух	2	1
2552	ни с	1	1
2553	вероятно что	1	1
2554	том числе	15	1
2555	человека за	1	1
2556	не единственным	1	1
2557	не способные	1	1
2558	по заданию	1	1
2559	и развиваются	1	1
2560	как особый	2	1
2561	вопросов для	1	1
2562	находим и	1	1
2563	под своими	1	1
2564	скверный анекдот	1	1
2565	первый момент	1	1
2566	произведения мы	1	1
2567	те события	1	1
2568	лицом к	1	1
2569	и странным	1	1
2570	из форм	1	1
2571	все той	1	1
2572	всех героев	1	1
2573	что через	1	1
2574	ко второму	2	1
2575	затем и	1	1
2576	и непосредственно	1	1
2577	истории не	1	1
2578	века и	6	1
2579	художественный характер	1	1
2580	которое могло	1	1
2581	сложная и	1	1
2582	был только	1	1
2583	наших дней	3	1
2584	начала в	2	1
2585	у толстого	1	1
2586	же по	1	1
2587	в достоевском	1	1
2588	очень широкое	1	1
2589	в литературу	5	1
2590	непосредственным выражением	1	1
2591	положение в	2	1
2592	все вопросы	1	1
2593	один момент	1	1
2594	поведения и	1	1
2595	влиянии на	1	1
2596	могла быть	1	1
2597	на рассказе	1	1
2598	отношениях с	1	1
2599	мира и	3	1
2600	все слова	1	1
2601	войти в	3	1
2602	художественном единстве	1	1
2603	единство и	2	1
2604	его же	1	1
2605	место действия	1	1
2606	роман достоевского	2	1
2607	при изучении	1	1
2608	несколько типичных	1	1
2609	очень многие	1	1
2610	и главное	2	1
2611	но конечно	3	1
2612	нее нет	1	1
2613	смысле то	1	1
2614	в стиле	1	1
2615	гораздо шире	1	1
2616	личности в	1	1
2617	однако к	1	1
2618	развивается с	1	1
2619	в прямой	1	1
2620	такую же	1	1
2621	нельзя конечно	1	1
2622	хода событий	1	1
2623	гораздо меньше	1	1
2624	встречается с	1	1
2625	и социальной	2	1
2626	в объект	1	1
2627	в каких-то	1	1
2628	т.п и	1	1
2629	сходятся и	1	1
2630	и почти	3	1
2631	очень существенное	3	1
2632	и образов	2	1
2633	форму а	1	1
2634	сюжетные отношения	1	1
2635	и освобождают	1	1
2636	больших и	2	1
2637	такое время	1	1
2638	отделен от	1	1
2639	во второй	1	1
2640	для положительного	1	1
2641	романа это	1	1
2642	с высокой	1	1
2643	характерно для	1	1
2644	уже у	3	1
2645	творчестве но	1	1
2646	земли и	1	1
2647	отношения совершенно	1	1
2648	как чисто	1	1
2649	было прежде	1	1
2650	исторической поэтики	4	1
2651	литературе мы	1	1
2652	на иных	1	1
2653	с человеком	3	1
2654	обычной жизни	6	1
2655	не уничтожает	1	1
2656	слова если	1	1
2657	и грубо	1	1
2658	по той	1	1
2659	всех его	3	1
2660	героя с	1	1
2661	и сильнее	1	1
2662	основе этого	2	1
2663	еще все	1	1
2664	него и	1	1
2665	уходя он	1	1
2666	и понимают	1	1
2667	этот роман	1	1
2668	были и	1	1
2669	мысль так	1	1
2670	действительности не	1	1
2671	них нет	1	1
2672	и благодаря	1	1
2673	он утрачивает	1	1
2674	превращается у	1	1
2675	остается на	2	1
2676	этом и	1	1
2677	она овладела	1	1
2678	им для	1	1
2679	их можно	1	1
2680	видел что	1	1
2681	понятий но	1	1
2682	всей нашей	1	1
2683	и утверждение	1	1
2684	суждения о	1	1
2685	дел и	1	1
2686	общественной и	1	1
2687	быть названы	1	1
2688	и глубокий	1	1
2689	план и	1	1
2690	иногда даже	1	1
2691	ад и	2	1
2692	символика не	1	1
2693	двух образов	1	1
2694	в известной	3	1
2695	и героиня	1	1
2696	вся их	1	1
2697	художественное значение	1	1
2698	героя но	2	1
2699	форме и	2	1
2700	живут по	1	1
2701	событие это	1	1
