N	2gram	Losev_Dial	Problema
2490	и чистой	1	1
2491	о геометрических	1	1
2492	в глубину	1	1
2493	случае это	1	1
2494	с идеей	1	1
2495	формулы с	1	1
2496	о божестве	1	1
2497	еще одно	1	1
2498	дерево а	2	1
2499	любить и	1	1
2500	схематичен то	1	1
2501	нечто совсем	2	1
2502	он действительно	1	1
2503	конечно всегда	2	1
2504	ради примера	1	1
2505	в особенности	6	1
2506	так всегда	1	1
2507	против этого	2	1
2508	с полной	1	1
2509	чувственными образами	1	1
2510	этим синтезом	1	1
2511	однако вернемся	1	1
2512	несколько десятков	1	1
2513	ее отдельных	1	1
2514	между символом	1	1
2515	и зла	1	1
2516	сознании а	1	1
2517	я по	3	1
2518	них в	1	1
2519	также что	2	1
2520	мышлении в	1	1
2521	на анализе	1	1
2522	надо сказать	1	1
2523	ним и	1	1
2524	которым она	2	1
2525	потом и	1	1
2526	на те	1	1
2527	и мифический	2	1
2528	нельзя этого	1	1
2529	ни сам	1	1
2530	также совершенно	1	1
2531	и реализм	1	1
2532	она дана	1	1
2533	отвлеченное понятие	3	1
2534	ней ничего	1	1
2535	совершенно отвлеченная	1	1
2536	двигались и	1	1
2537	у гете	2	1
2538	является он	1	1
2539	схемы и	1	1
2540	буквального понимания	1	1
2541	фактов но	1	1
2542	голове не	1	1
2543	них тоже	1	1
2544	нас ускользает	1	1
2545	творчества и	1	1
2546	быть так	1	1
2547	не ясно	1	1
2548	к искусству	1	1
2549	и одновременно	1	1
2550	дважды два	1	1
2551	изображения в	1	1
2552	с вещью	2	1
2553	самое обыкновенное	2	1
2554	и другому	1	1
2555	во-вторых он	1	1
2556	образа только	1	1
2557	хаосом но	1	1
2558	ли все	1	1
2559	вещь по	1	1
2560	спор двух	1	1
2561	всякий другой	1	1
2562	особенное значение	1	1
2563	и звуки	1	1
2564	в максимально	1	1
2565	нового смысла	1	1
2566	странное и	1	1
2567	никакой специальной	1	1
2568	поэзии и	4	1
2569	думают что	8	1
2570	они говорят	1	1
2571	говорить и	1	1
2572	преследуем приятный	1	1
2573	на их	1	1
2574	возможна без	4	1
2575	что вообще	1	1
2576	это может	4	1
2577	на другие	1	1
2578	высшей чистоте	1	1
2579	поняты и	1	1
2580	некоего рода	1	1
2581	эти шесть	1	1
2582	красного цвета	2	1
2583	не подходит	1	1
2584	но мало	1	1
2585	которую нужно	1	1
2586	его и	1	1
2587	вещи то	2	1
2588	в поэзии	8	1
2589	входя в	1	1
2590	смыслом и	1	1
2591	его обычно	1	1
2592	в физике	1	1
2593	нами во	1	1
2594	характер его	1	1
2595	это дело	1	1
2596	или этот	1	1
2597	один образ	1	1
2598	вспомним что	1	1
2599	остальные же	1	1
2600	что наши	1	1
2601	тогда я	1	1
2602	сознание что	1	1
2603	в широчайшем	1	1
2604	ней или	1	1
2605	учение об	3	1
2606	таком виде	1	1
2607	во мне	5	1
2608	конечно вы	1	1
2609	то чему	1	1
2610	в понятие	1	1
2611	человека от	2	1
2612	и будущих	1	1
2613	можно подставить	1	1
2614	красный флаг	1	1
2615	и возможен	1	1
2616	достаточное количество	1	1
2617	и теперь	1	1
2618	тут вообще	1	1
2619	тоже результат	1	1
2620	какое же	1	1
2621	в которую	1	1
2622	такое вообще	1	1
2623	отношении к	3	1
2624	что также	1	1
2625	как реальное	1	1
2626	с окружающим	2	1
2627	в вещах	1	1
2628	вовсе нельзя	1	1
2629	и соответствующих	1	1
2630	отдельные части	1	1
2631	на примере	1	1
2632	обращения с	1	1
2633	истории и	1	1
2634	этой стороны	2	1
2635	символе это	1	1
2636	которая конечно	1	1
2637	в печальном	1	1
2638	синими так	1	1
2639	символ так	1	1
2640	можно вспомнить	1	1
2641	на какую-то	1	1
2642	но без	3	1
2643	если их	1	1
2644	свое существование	1	1
2645	процесс и	1	1
2646	в абсолютной	2	1
2647	много общего	1	1
2648	введением в	1	1
2649	возможность и	1	1
2650	абсолютном смысле	1	1
2651	как некое	1	1
2652	смысл данной	1	1
2653	чем она	2	1
2654	функционирует в	1	1
2655	самой природе	1	1
2656	какой она	1	1
2657	далекая от	2	1
2658	что одновременно	1	1
2659	искусство и	2	1
2660	слова он	1	1
2661	летать на	2	1
2662	то вообще	1	1
2663	до известной	1	1
2664	желтое стекло	1	1
2665	зрения диалектики	1	1
2666	этих примерах	1	1
2667	говорится в	1	1
2668	миф или	3	1
2669	получается что	2	1
2670	именно этот	1	1
2671	по этой	2	1
2672	сложнее чем	1	1
2673	что относительно	1	1
2674	для ясности	1	1
2675	во времени	4	1
2676	двух планов	2	1
2677	в систему	1	1
2678	мифический субъект	1	1
2679	не пользуются	1	1
2680	с каким	1	1
2681	мыслить как	1	1
2682	это-то и	2	1
2683	наши термины	1	1
2684	окончательно и	1	1
2685	ли эти	1	1
2686	не такие	1	1
2687	об их	1	1
2688	душа не	1	1
2689	себе достаточно	1	1
2690	число но	1	1
2691	тут есть	3	1
2692	форме мы	1	1
2693	никакая фантастика	1	1
2694	зимние дни	1	1
2695	и получилось	1	1
2696	принципиально они	1	1
2697	один определенный	1	1
2698	его мы	1	1
2699	мир в	1	1
2700	или фантастического	1	1
2701	популярна в	1	1
2702	и также	2	1
2703	современных научных	1	1
2704	степени просторными	1	1
2705	пришли к	1	1
2706	данного писателя	1	1
2707	отличается ясностью	1	1
2708	уже само	1	1
2709	внутреннее как	2	1
2710	за собою	1	1
2711	находим например	1	1
2712	абстрактное и	1	1
2713	все реальные	1	1
2714	к величайшему	1	1
2715	всех возможных	2	1
2716	этот был	1	1
2717	принцип ее	1	1
2718	для данной	1	1
2719	в сфере	2	1
2720	определенный момент	1	1
2721	мало того	1	1
2722	нам еще	1	1
2723	она заключается	1	1
2724	им слов	1	1
2725	для автора	1	1
2726	д мы	1	1
2727	также имеет	3	1
2728	синий цвет	3	1
2729	только сказать	1	1
2730	превратилось бы	1	1
2731	невозможна никакая	2	1
2732	нельзя будет	1	1
2733	них и	2	1
2734	различия между	3	1
2735	сам себе	1	1
2736	истории науки	1	1
2737	есть изображение	1	1
2738	содержат в	2	1
2739	быть еще	2	1
2740	это искусство	1	1
2741	но принципиально	1	1
2742	как-нибудь иначе	1	1
2743	остается и	1	1
2744	них всегда	1	1
2745	во-вторых же	1	1
2746	этом не	1	1
2747	имеет место	1	1
2748	непосредственное содержание	1	1
2749	тут важно	1	1
2750	и тому	1	1
2751	ли образ	1	1
2752	слова слово	1	1
2753	и научный	1	1
2754	есть опять-таки	2	1
2755	только два	1	1
2756	то опять-таки	1	1
2757	нечто необходимое	1	1
2758	есть способ	1	1
2759	но ничто	1	1
2760	сейчас видно	1	1
2761	себе я	1	1
2762	которая при	1	1
2763	мере три	1	1
2764	проявления своей	1	1
2765	вещи которую	1	1
2766	разницы между	1	1
2767	анализировать и	1	1
2768	здесь ровно	1	1
2769	по самой	1	1
2770	к синему	1	1
2771	намеком на	1	1
2772	любой другой	1	1
2773	что законы	1	1
2774	они отличаются	1	1
2775	или аллегорическое	1	1
2776	сейчас специально	1	1
2777	как все	2	1
2778	которые я	2	1
2779	только аллегория	1	1
2780	раньше как	1	1
2781	не хочется	1	1
2782	миф но	1	1
2783	определенном направлении	1	1
2784	быть вполне	1	1
2785	ему не	1	1
2786	и живой	1	1
2787	но сами	1	1
2788	голое и	1	1
2789	не нужна	1	1
2790	своей природе	1	1
2791	картин природы	1	1
2792	и образом	1	1
2793	на задний	1	1
2794	а просто	2	1
2795	субъекта с	1	1
2796	показывает что	2	1
2797	нечто совершенно	3	1
2798	могут служить	1	1
2799	основной вывод	1	1
2800	продолжают быть	1	1
2801	уже вовсе	1	1
2802	сознания которая	1	1
2803	не по	2	1
2804	в акте	2	1
2805	истину в	1	1
2806	как самостоятельное	1	1
2807	отбросить все	1	1
2808	есть произведение	1	1
2809	мифе и	1	1
2810	новой европы	1	1
2811	построена на	2	1
2812	на другое	1	1
2813	в созерцании	1	1
2814	получится что	1	1
2815	есть субъект	1	1
2816	когда само	1	1
2817	свою жизнь	1	1
2818	не уменьшается	1	1
2819	новое в	1	1
2820	не через	1	1
2821	поэтические образы	1	1
2822	окружающие нас	1	1
2823	такая простая	1	1
2824	иначе не	3	1
2825	к которой	1	1
2826	самостоятельное и	2	1
2827	явления то	1	1
2828	вы видите	1	1
2829	чтобы понятие	1	1
2830	есть определенная	1	1
2831	от прочих	1	1
2832	пространства и	8	1
2833	д есть	1	1
2834	всякого труда	1	1
2835	ее надеждами	1	1
2836	пространством и	1	1
2837	во-вторых если	1	1
2838	которые просто	1	1
2839	но человек	1	1
2840	что можно	1	1
2841	мир или	1	1
2842	сначала существует	1	1
2843	явление в	1	1
2844	не впасть	1	1
2845	анализу и	1	1
2846	может содержать	4	1
2847	они тоже	1	1
2848	не верит	1	1
2849	миф не	24	1
2850	всем том	1	1
2851	понятие вещи	1	1
2852	предметы от	1	1
2853	своего изображения	1	1
2854	в строгих	1	1
2855	понять что	1	1
2856	мы отнюдь	1	1
2857	вне всякой	1	1
2858	бытия и	1	1
2859	авторы этих	1	1
2860	кроется вполне	1	1
2861	было с	1	1
2862	здесь обязательно	1	1
2863	и единственный	1	1
2864	степени идеального	1	1
2865	же тогда	1	1
2866	разумеется тут	1	1
2867	о своих	2	1
2868	тут дело	2	1
2869	небе и	1	1
2870	времена и	1	1
2871	даже чем	1	1
2872	является ли	1	1
2873	с явными	1	1
2874	обладает светлой	1	1
2875	в мышлении	1	1
2876	более внешнее	5	1
2877	живой действительности	1	1
2878	относится не	1	1
2879	ни разу	1	1
2880	в груди	1	1
2881	эту идею	1	1
2882	главным образом	2	1
2883	дальше в	2	1
2884	постоянно и	2	1
2885	к идее	1	1
2886	можем считать	1	1
2887	мир не	1	1
2888	видели в	1	1
2889	и учение	1	1
2890	главе с	1	1
2891	которой все	1	1
2892	какой-то общий	1	1
2893	случае в	1	1
2894	это тот	1	1
2895	уж не	1	1
2896	чтобы дать	1	1
2897	его изображения	1	1
2898	закона и	1	1
2899	что сначала	2	1
2900	очень высокой	1	1
2901	виде какой-то	1	1
2902	широчайшем смысле	1	1
2903	каждого отдельного	1	1
2904	и переходит	1	1
2905	отвлеченный смысл	1	1
2906	эта основная	1	1
2907	нужно так	1	1
2908	неизбежным образом	1	1
2909	еще иначе	1	1
2910	чем тип	1	1
2911	эпохи а	1	1
2912	которым они	1	1
2913	не аллегории	1	1
2914	или нет	6	1
2915	миф то	1	1
2916	и мифология	8	1
2917	в принципе	1	1
2918	отвлеченную идею	1	1
2919	познания добра	1	1
2920	общения с	1	1
2921	быть заменено	1	1
2922	миф в	1	1
2923	ты не	1	1
2924	она долго	1	1
2925	он совершенно	1	1
2926	далее в	2	1
2927	вещи нашего	1	1
2928	в широких	1	1
2929	в день	1	1
2930	быть может	5	1
2931	по мере	3	1
2932	впрочем это	1	1
2933	личность но	1	1
2934	понимание заключается	1	1
2935	прямо нужно	1	1
2936	случайности и	1	1
2937	этих понятий	1	1
2938	та область	1	1
2939	а между	1	1
2940	он имеет	1	1
2941	на свой	1	1
2942	а она	3	1
2943	вещь в	1	1
2944	элементы в	1	1
2945	вообще но	1	1
2946	такой уж	1	1
2947	руководствах по	1	1
2948	его смысл	1	1
2949	где они	1	1
2950	постоянно находишься	1	1
2951	солнце у	1	1
2952	но самое	1	1
2953	говорит ни	2	1
2954	много раз	3	1
2955	нуждается ни	1	1
2956	о теории	1	1
2957	жизни миф	1	1
2958	показаться что	1	1
2959	стороны в	2	1
2960	и процессов	1	1
2961	и творчества	1	1
2962	в молодости	1	1
2963	зеленом цвете	1	1
2964	к небу	1	1
2965	сначала на	2	1
2966	или пытается	1	1
2967	литературы итак	1	1
2968	выйти из	3	1
2969	дома и	1	1
2970	может оказаться	2	1
2971	символы а	1	1
2972	этот закон	1	1
2973	надеждами и	1	1
2974	имея такое	1	1
2975	иной теории	1	1
2976	для выяснения	1	1
2977	я буду	1	1
2978	ничего странного	1	1
2979	и абстрактной	1	1
2980	чувственной образности	1	1
2981	к указанию	1	1
2982	который от	1	1
2983	так если	1	1
2984	тут даже	1	1
2985	большей части	1	1
2986	одно время	3	1
2987	при всей	1	1
2988	и неизменно	1	1
2989	и скучно	1	1
2990	реальности и	2	1
2991	категории так	1	1
2992	то весьма	3	1
2993	нами выше	2	1
2994	совершенно другое	1	1
2995	никаких других	1	1
2996	природу но	1	1
2997	смысле даже	1	1
2998	хотите чтобы	1	1
2999	всяких аллегорий	1	1
3000	мифических образов	2	1
3001	среди всех	1	1
3002	где-то в	1	1
3003	всякой другой	1	1
3004	это последнее	1	1
3005	сам не	1	1
3006	сначала мы	1	1
3007	мы после	1	1
3008	на очень	2	1
3009	совершенно буквально	1	1
3010	представления о	1	1
3011	это нам	2	1
3012	в моменты	1	1
3013	не мертвая	1	1
3014	мифологии в	1	1
3015	прямо говорят	1	1
3016	тело и	2	1
3017	другом смысле	1	1
3018	который конечно	1	1
3019	предметы но	1	1
3020	и насущных	1	1
3021	и сопоставление	1	1
3022	более конкретное	2	1
3023	уже было	1	1
3024	в руках	1	1
3025	оно так	1	1
3026	об отношении	6	1
3027	и три	1	1
3028	d а	1	1
3029	и внешнее	3	1
3030	в различных	2	1
3031	войдет в	1	1
3032	за ней	1	1
3033	положение или	1	1
3034	чем его	1	1
3035	что выбор	1	1
3036	душу и	1	1
3037	верили в	1	1
3038	не вмещается	1	1
3039	как таковую	1	1
3040	философа и	1	1
3041	комнат в	1	1
3042	понимания всех	1	1
3043	но как-то	1	1
3044	одном своем	1	1
3045	и научное	1	1
3046	но скорее	1	1
3047	свое отношение	1	1
3048	буквально но	1	1
3049	она вполне	1	1
3050	именно символы	1	1
3051	и ног	1	1
3052	нам ясно	1	1
3053	возможна ли	2	1
3054	и аллегории	1	1
3055	ней и	1	1
3056	у больного	1	1
3057	по ней	1	1
3058	категорий потому	1	1
3059	что тот	1	1
3060	в хаосе	1	1
3061	это несомненно	1	1
3062	так совершенно	1	1
3063	что учение	1	1
3064	еще ничего	1	1
3065	есть тут	1	1
3066	поэзии хотя	1	1
3067	следующим образом	1	1
3068	цвет производит	2	1
3069	тогда он	1	1
3070	содержание его	1	1
3071	учения об	1	1
3072	становление и	3	1
3073	абстрактное понятие	1	1
3074	всех людей	1	1
3075	бесконечно долго	1	1
3076	времени а	3	1
3077	которое стало	1	1
3078	бытия которое	1	1
3079	чисто личной	1	1
3080	цветов как	1	1
3081	одной точке	1	1
3082	и тишина	1	1
3083	сжаты в	1	1
3084	смысле но	1	1
3085	раба и	1	1
3086	тоже могут	1	1
3087	холодными синее	1	1
3088	но конечно	2	1
3089	по голосу	1	1
3090	и становится	2	1
3091	своей философии	1	1
3092	берется в	1	1
3093	того о	1	1
3094	же отношение	1	1
3095	себе самом	2	1
3096	определенной длины	2	1
3097	какую-то другую	1	1
3098	построения и	1	1
3099	не замечают	1	1
3100	которых постоянно	1	1
3101	всякому ясно	1	1
3102	реально и	1	1
3103	и всецело	1	1
3104	математика и	1	1
3105	простая вещь	2	1
3106	поэтому чтобы	1	1
3107	с простой	2	1
3108	преимуществу к	1	1
3109	своей чистой	1	1
3110	есть живое	1	1
3111	хочет быть	2	1
3112	к одному	1	1
3113	и фактической	1	1
3114	она как	1	1
3115	не рассматривается	1	1
3116	и повседневной	1	1
3117	не видел	2	1
3118	образа о	1	1
3119	от действительности	1	1
3120	есть одно	1	1
3121	дальнейших разъяснений	1	1
3122	покоя как	1	1
3123	можно представить	2	1
3124	становится ясной	1	1
3125	выходе из	1	1
3126	как нет	1	1
3127	своими собственными	1	1
3128	совершенно никаких	1	1
3129	форма не	1	1
3130	на этих	1	1
3131	не соответствует	1	1
3132	от вещи	1	1
3133	хотя на	1	1
3134	что несмотря	1	1
3135	вещественно и	2	1
3136	человеческого опыта	1	1
3137	зрения самого	2	1
3138	и этим	1	1
3139	многих отношениях	1	1
3140	хотя ничто	1	1
3141	не от	1	1
3142	чувство холода	1	1
3143	диалектика понятия	1	1
3144	от такого	1	1
3145	свет и	2	1
3146	сказали мы	3	1
3147	это очень	1	1
3148	так не	1	1
3149	и человек	2	1
3150	не была	1	1
3151	не их	1	1
3152	принадлежит только	1	1
3153	случае есть	1	1
3154	всех его	1	1
3155	в идее	2	1
3156	наконец в-третьих	1	1
3157	но совершенно	2	1
3158	то поскольку	1	1
3159	или содержать	1	1
3160	и структуру	2	1
3161	когда начинают	1	1
3162	как жизнь	1	1
3163	не реален	1	1
3164	образ может	1	1
3165	есть само	1	1
3166	свет так	1	1
3167	что большая	1	1
3168	возможна но	1	1
3169	конечно такое	1	1
3170	здесь же	1	1
3171	сейчас только	1	1
3172	из мифа	4	1
3173	и по-видимому	1	1
3174	которые могли	1	1
3175	воздействие на	1	1
3176	старое время	1	1
3177	ясным и	1	1
3178	самое и	1	1
3179	из чего	1	1
3180	свету и	2	1
3181	в мире	3	1
3182	в психике	1	1
3183	можно прямо	1	1
3184	точнее же	1	1
3185	света и	3	1
3186	от обычного	2	1
3187	что содержание	1	1
3188	зрения и	2	1
3189	века в	1	1
3190	должно было	1	1
3191	тут в	2	1
3192	предмета это	1	1
3193	нами раньше	1	1
3194	его значение	1	1
3195	и вечности	1	1
3196	явлений природы	2	1
3197	и радости	2	1
3198	замечаем что	1	1
3199	миф а	2	1
3200	последнем случае	1	1
3201	времен а	1	1
3202	всех своих	1	1
3203	нечто и	1	1
3204	как наличие	2	1
3205	данном образе	1	1
3206	только общее	1	1
3207	подчеркивает ее	1	1
3208	и учения	1	1
3209	наука вообще	1	1
3210	итак перед	1	1
3211	она или	2	1
3212	выражение в	1	1
3213	кажутся до	1	1
3214	и цвета	1	1
3215	сказать с	1	1
3216	везде тут	1	1
3217	однако сказать	1	1
3218	он вступает	1	1
3219	данный момент	1	1
3220	земле и	1	1
3221	или предмет	1	1
3222	не басня	1	1
3223	получить из	1	1
3224	в идеале	1	1
3225	человек совершает	1	1
3226	ей быть	1	1
3227	единственный предмет	1	1
3228	времени но	2	1
3229	личности и	2	1
3230	все то	1	1
3231	хочет чтобы	1	1
3232	и дискретного	1	1
3233	но до	1	1
3234	то вовсе	1	1
3235	не более	1	1
3236	всякое искусство	1	1
3237	образе который	1	1
3238	образ как	2	1
3239	оно ни	1	1
3240	перенос значения	1	1
3241	свой предмет	1	1
3242	над другими	1	1
3243	кто же	2	1
3244	уже указывали	1	1
3245	подобного нет	1	1
3246	обязательно с	1	1
3247	для мысли	1	1
3248	в современной	2	1
3249	глубине и	1	1
3250	отлична от	2	1
3251	совпадающих с	1	1
3252	все вещи	2	1
3253	на луну	1	1
3254	бы выражением	1	1
3255	как известно	3	1
3256	как эта	1	1
3257	разной степени	2	1
3258	просторными но	1	1
3259	всегда имеет	1	1
3260	время на	1	1
3261	всех указанных	2	1
3262	та самая	1	1
3263	есть дерево	1	1
3264	вас в	2	1
3265	и почему	1	1
3266	символа совершенно	1	1
3267	почти всех	1	1
3268	на высоте	1	1
3269	бесконечной делимости	1	1
3270	наука так	1	1
3271	разумеется мы	1	1
3272	чаще всего	2	1
3273	есть все	2	1
3274	указывает нам	1	1
3275	себе без	1	1
3276	как система	1	1
3277	мифа это	1	1
3278	и нигде	4	1
3279	в данный	1	1
3280	из глубины	1	1
3281	ничуть не	2	1
3282	совершенно самостоятельное	1	1
3283	весь как	1	1
3284	мифа но	6	1
3285	в обыкновенной	1	1
3286	который для	1	1
3287	вещь с	1	1
3288	которого она	1	1
3289	превращаются в	1	1
3290	а более	3	1
3291	бы тогда	1	1
3292	в оценке	2	1
3293	только их	1	1
3294	чего-нибудь другого	1	1
3295	вникать в	1	1
3296	и можем	1	1
3297	жизни народов	1	1
3298	положения и	1	1
3299	закономерности в	1	1
3300	оно или	3	1
3301	от несущественного	1	1
3302	существования и	1	1
3303	для комнат	1	1
3304	достоевского в	1	1
3305	ясностью веселостью	1	1
3306	которыми обладает	1	1
3307	чего и	2	1
3308	для структуры	1	1
3309	от самой	2	1
3310	такова же	1	1
3311	нечто внешнее	1	1
3312	и несущественного	1	1
3313	почти не	3	1
3314	время у	1	1
3315	образ так	1	1
3316	не идет	2	1
3317	новую и	1	1
3318	самим и	1	1
3319	удивляться и	1	1
3320	пустыми и	1	1
3321	свете и	1	1
3322	и из	6	1
3323	эти волны	1	1
3324	мы замечаем	2	1
3325	от этой	1	1
3326	равным образом	1	1
3327	сама жизнь	1	1
3328	содержание то	1	1
3329	смыслу и	1	1
3330	на идею	1	1
3331	отдельных частей	1	1
3332	всего вышесказанного	1	1
3333	его ни	1	1
3334	аллегория это	1	1
3335	самая обыкновенная	1	1
3336	даны как	1	1
3337	в я	1	1
3338	как не	4	1
3339	эти понятия	1	1
3340	тут все	1	1
3341	показать что	1	1
3342	будучи ни	1	1
3343	месте и	1	1
3344	что угодно	2	1
3345	не свойственно	1	1
3346	как при	1	1
3347	и мертвая	1	1
3348	бога как	1	1
3349	на атласе	1	1
3350	есть слово	1	1
3351	в бесконечность	2	1
3352	только указывает	1	1
3353	будем понимать	1	1
3354	идее она	1	1
3355	ускользает так	1	1
3356	которой уже	1	1
3357	раз та	1	1
3358	это та	1	1
3359	логических и	1	1
3360	при более	1	1
3361	ничто в	1	1
3362	которые могут	1	1
3363	которые нужно	1	1
3364	углубляясь в	1	1
3365	науки не	2	1
3366	вещи если	1	1
3367	ничего в	1	1
3368	землю на	1	1
3369	в мистическом	1	1
3370	есть она	1	1
3371	дальше и	2	1
3372	эти характеристики	1	1
3373	думает о	1	1
3374	и мифологии	2	1
3375	зависящие от	1	1
3376	своей жизни	1	1
3377	его самого	3	1
3378	в любой	1	1
3379	есть вопрос	1	1
3380	указанных только	1	1
3381	ведет нас	1	1
3382	нужды ни	1	1
3383	появляется из	1	1
3384	о пространстве	1	1
3385	было у	1	1
3386	слова для	1	1
3387	какая-нибудь аллегория	1	1
3388	предыдущем изложении	1	1
3389	это как	3	1
3390	быть они	1	1
3391	вообще тех	1	1
3392	я должен	1	1
3393	того эти	1	1
3394	мифа лежит	1	1
3395	ни убеждали	1	1
3396	вернемся к	1	1
3397	начинается это	1	1
3398	тех же	1	1
3399	в пример	1	1
3400	смерти и	1	1
3401	как одно	1	1
3402	неоднородного пространства	1	1
3403	к свету	3	1
3404	ее ни	2	1
3405	по воздуху	2	1
3406	идет о	1	1
3407	задний план	1	1
3408	можно установить	1	1
3409	несомненно есть	1	1
3410	не давало	1	1
3411	цвете в	1	1
3412	связана с	1	1
3413	не знаю	3	1
3414	например понятие	1	1
3415	не понятие	1	1
3416	но лишь	4	1
3417	но под	2	1
3418	мы заговорили	1	1
3419	содержания мифа	1	1
3420	символической мифологии	1	1
3421	или еще	1	1
3422	из сферы	4	1
3423	яркая и	1	1
3424	вообще итак	1	1
3425	ее с	1	1
3426	и уравнений	1	1
3427	и находит	1	1
3428	центральное ядро	1	1
3429	же время	9	1
3430	тому и	1	1
3431	только это	1	1
3432	свойственным ей	1	1
3433	стихии и	1	1
3434	идеальное но	2	1
3435	это суть	2	1
3436	это показывает	1	1
3437	вещь а	2	1
3438	этих дисциплин	1	1
3439	будет существовать	1	1
3440	научной или	1	1
3441	к науке	2	1
3442	и методы	1	1
3443	идеей а	1	1
3444	вероятно и	1	1
3445	разные слои	5	1
3446	своем месте	1	1
3447	гуще исторического	1	1
3448	в небе	2	1
3449	своей буквальности	1	1
3450	говорил что	2	1
3451	образу и	1	1
3452	себе также	1	1
3453	наконец что	1	1
3454	он мог	2	1
3455	даже без	1	1
3456	же нужны	1	1
3457	высокой ноте	1	1
3458	что чистая	1	1
3459	идея вещи	1	1
3460	таково что	1	1
3461	но исключительно	1	1
3462	момента или	1	1
3463	отсюда становится	1	1
3464	бы идти	1	1
3465	понятие это	1	1
3466	конечно прежде	1	1
3467	стороны не	4	1
3468	тему что	1	1
3469	общем виде	1	1
3470	брать в	1	1
3471	по образу	1	1
3472	действительно в	2	1
3473	категория в	1	1
3474	нее и	1	1
3475	не поймут	1	1
3476	точку зрения	3	1
3477	символична по	1	1
3478	главное это	1	1
3479	невозможна без	3	1
3480	вернее же	1	1
3481	к окружающему	1	1
3482	и философски	1	1
3483	весьма мало	1	1
3484	из этой	1	1
3485	обязательно чтобы	1	1
3486	отношениях даже	1	1
3487	ли или	1	1
3488	или просто	1	1
3489	проникает в	1	1
3490	вот оказывается	1	1
3491	природных стихий	2	1
3492	вещь на	1	1
3493	тут можно	1	1
3494	есть схема	3	1
3495	это особенно	1	1
3496	говорится об	1	1
3497	как сама	2	1
3498	с сообщением	1	1
3499	оно во	1	1
3500	о вещах	2	1
3501	многие например	1	1
3502	несомненно не	1	1
3503	она будет	1	1
3504	области пока	1	1
3505	искусству и	2	1
3506	категорий и	1	1
3507	кто его	2	1
3508	в полном	1	1
3509	понятие должно	1	1
3510	выше не	1	1
3511	типе его	1	1
3512	у тютчева	5	1
3513	понятия чтобы	1	1
3514	больше они	1	1
3515	эти бесконечные	1	1
3516	чистой и	2	1
3517	вещей мы	1	1
3518	что например	1	1
3519	всякая реальная	1	1
3520	и самостоятельно	1	1
3521	вообще существует	1	1
3522	брать как	1	1
3523	цвет в	1	1
3524	и нежность	1	1
3525	а о	2	1
3526	когда оно	2	1
3527	как таковая	2	1
3528	становления и	2	1
3529	время может	1	1
3530	и начинается	1	1
3531	нужно только	1	1
3532	просто и	1	1
3533	этих произведений	1	1
3534	этом что	1	1
3535	сознания но	2	1
3536	во всю	2	1
3537	же будет	1	1
3538	другое время	2	1
3539	вообще быть	1	1
3540	к жизни	1	1
3541	я даже	1	1
3542	им и	1	1
3543	нам эту	1	1
3544	прошлым и	1	1
3545	целью только	1	1
3546	этого человека	1	1
3547	и понимания	1	1
3548	как движение	1	1
3549	в новом	1	1
3550	ли например	1	1
3551	и оно	2	1
3552	отвлеченная мысль	1	1
3553	считать это	1	1
3554	все наши	1	1
3555	возможным мыслить	1	1
3556	которая бы	1	1
3557	сама личность	1	1
3558	как целый	1	1
3559	аллегории здесь	1	1
3560	он а	1	1
3561	очень многие	1	1
3562	вода и	1	1
3563	какую-нибудь вещь	1	1
3564	ином отношении	1	1
3565	мы к	1	1
3566	зная что	2	1
3567	от живого	1	1
3568	с юности	1	1
3569	существует без	1	1
3570	могу не	2	1
3571	совмещает в	1	1
3572	в стиле	1	1
3573	всем их	1	1
3574	или образ	1	1
3575	стремиться к	1	1
3576	выйти за	1	1
3577	он это	1	1
3578	каждая из	1	1
3579	и холодными	1	1
3580	сквозь желтое	1	1
3581	оно в	1	1
3582	бы изобразить	1	1
3583	одно обстоятельство	1	1
3584	в космогонических	1	1
3585	и религия	1	1
3586	кто сам	1	1
3587	дело уже	1	1
3588	не могу	9	1
3589	ли и	1	1
3590	и бессознательной	1	1
3591	или совсем	1	1
3592	синяя поверхность	1	1
3593	и критики	1	1
3594	действительности наконец	1	1
3595	что нужно	1	1
3596	субъекта и	4	1
3597	где просто	1	1
3598	поскольку эта	1	1
3599	своей фактической	1	1
3600	есть всегда	13	1
3601	и займемся	1	1
3602	тело но	1	1
3603	из монастыря	1	1
3604	совершенно невозможно	2	1
3605	пор не	1	1
3606	что образ	1	1
3607	такое этот	1	1
3608	это также	1	1
3609	миф как	1	1
3610	не такая	1	1
3611	имеющая в	1	1
3612	миф этот	1	1
3613	вы с	1	1
3614	юности не	1	1
3615	из видов	2	1
3616	этого образа	1	1
3617	число этих	1	1
3618	вы имеете	1	1
3619	стало быть	17	1
3620	говорили уже	1	1
3621	это-то как	1	1
3622	которая тоже	1	1
3623	берется не	1	1
3624	так когда	1	1
3625	смерть пушкина	1	1
3626	этих характеристик	1	1
3627	как из	3	1
3628	всю их	1	1
3629	отвлеченной идеей	3	1
3630	и оживляет	1	1
3631	и астрономии	1	1
3632	проще всего	1	1
3633	собою то	1	1
3634	далеко от	1	1
3635	отрицать наличие	1	1
3636	своей высшей	1	1
3637	его тела	1	1
3638	считает что	1	1
