N	2gram	Propp_Isto	Myshleni
2491	других животных	1	1
2492	существом и	1	1
2493	есть явление	1	1
2494	которых они	1	1
2495	другой форме	1	1
2496	иного типа	1	1
2497	знает и	2	1
2498	нами и	2	1
2499	что под	1	1
2500	переходит на	2	1
2501	этого нет	1	1
2502	него и	6	1
2503	со своими	3	1
2504	быть отнесена	1	1
2505	бы принять	1	1
2506	с белым	1	1
2507	деле представляет	1	1
2508	это место	1	1
2509	считает что	2	1
2510	в царство	6	1
2511	как за	1	1
2512	что хотел	1	1
2513	этих форм	1	1
2514	быть найдены	1	1
2515	и женщина	1	1
2516	тех которые	2	1
2517	любому предмету	1	1
2518	иногда даже	4	1
2519	силу присущих	2	1
2520	в который	2	1
2521	и птицы	1	1
2522	подчинить и	1	1
2523	нас это	1	1
2524	совместно с	1	1
2525	единственная функция	1	1
2526	все было	1	1
2527	это чисто	1	1
2528	как новый	2	1
2529	на известные	1	1
