N	2gram	Medvedev_F	FransuaR
2469	и глубокая	2	1
2470	он пытался	1	1
2471	каждый момент	1	1
2472	подвести под	1	1
2473	определяют его	1	1
2474	остались в	1	1
2475	здесь снова	1	1
2476	и близкого	1	1
2477	формах мышления	1	1
2478	представителями и	1	1
2479	с почти	1	1
2480	и возможностей	1	1
2481	его участников	1	1
2482	мире а	2	1
2483	законы и	1	1
2484	религии и	1	1
2485	этого в	1	1
2486	от единства	1	1
2487	многое в	1	1
2488	изнутри и	1	1
2489	тому только	1	1
2490	между тремя	1	1
2491	изображает и	1	1
2492	случае мы	1	1
2493	историка и	2	1
2494	целое так	1	1
2495	всего может	2	1
2496	глаза и	1	1
2497	же совершенно	1	1
2498	с необходимостью	2	1
2499	она уже	1	1
2500	жизни которую	1	1
2501	каждого элемента	2	1
2502	художника и	1	1
2503	переносит в	1	1
2504	зиждется на	1	1
2505	язык сам	1	1
2506	в социальной	3	1
2507	остановиться на	2	1
2508	занять место	1	1
2509	требует от	2	1
2510	самой проблемы	1	1
2511	что основные	1	1
2512	этой смене	1	1
2513	этих книг	1	1
2514	литература но	1	1
2515	от этих	2	1
2516	пытается оправдать	1	1
2517	с первой	1	1
2518	которые будут	1	1
2519	этой последней	4	1
2520	завершается в	1	1
2521	но характерно	1	1
2522	менее отчетливо	1	1
2523	целом так	2	1
2524	черты в	1	1
2525	не следует	5	1
2526	индивидуального наслаждения	1	1
2527	литература так	1	1
2528	прошлого не	1	1
2529	вещи как	1	1
2530	чем их	1	1
2531	он полагает	1	1
2532	только освобождение	1	1
2533	отношением к	2	1
2534	и принципиальной	1	1
2535	основной особенности	1	1
2536	же но	1	1
2537	или у	1	1
2538	опытом и	1	1
2539	часть ее	1	1
2540	сознанием и	1	1
2541	в точном	1	1
2542	со специфической	1	1
2543	позицию с	1	1
2544	проблема их	1	1
2545	каждую вещь	1	1
2546	воспитанного на	1	1
2547	однако это	1	1
2548	почти ни	1	1
2549	они определяли	1	1
2550	очень велика	1	1
2551	и истории	5	1
2552	чтобы вскрыть	2	1
2553	тем существеннее	1	1
2554	самого слова	1	1
2555	и трудный	1	1
2556	конечно гораздо	1	1
2557	и каждого	1	1
2558	ней как	2	1
2559	бытия поэтому	1	1
2560	искусство и	1	1
2561	наслаждения и	1	1
2562	потому она	1	1
2563	произведения которое	1	1
2564	эти определения	5	1
2565	языка мы	2	1
2566	и эстетики	1	1
2567	художественного восприятия	3	1
2568	разобранная нами	2	1
2569	ориентирована в	1	1
2570	что связано	1	1
2571	процессе борьбы	2	1
2572	проявлениях и	1	1
2573	становлении в	1	1
2574	и история	3	1
2575	нужно понимать	2	1
2576	особая глава	1	1
2577	об особой	1	1
2578	отрицания и	1	1
2579	и пытаться	1	1
2580	наоборот он	1	1
2581	не создает	1	1
2582	и элементов	2	1
2583	центр тяжести	1	1
2584	значение то	1	1
2585	и актуальные	1	1
2586	преимуществу на	1	1
2587	и неизбежно	1	1
2588	всего у	1	1
2589	к минимуму	1	1
2590	вся его	1	1
2591	уже о	1	1
2592	и научные	1	1
2593	ее элементы	2	1
2594	и конкретная	1	1
2595	правильная постановка	1	1
2596	оно так	1	1
2597	же наконец	1	1
2598	глава первая	3	1
2599	и должно	4	1
2600	его именно	1	1
2601	задачи и	7	1
2602	уже как	3	1
2603	почти совершенно	2	1
2604	действительностью в	1	1
2605	то как	1	1
2606	как оно	1	1
2607	его структуру	1	1
2608	стал бы	2	1
2609	мотив и	1	1
2610	они делают	1	1
2611	убедиться в	2	1
2612	его собственной	1	1
2613	этот отрыв	1	1
2614	из виду	3	1
2615	не становится	1	1
2616	на наших	2	1
2617	в замкнутом	4	1
2618	создает специфическую	1	1
2619	приспособленная к	1	1
2620	на художественную	2	1
2621	и разрешена	1	1
2622	себе конечно	1	1
2623	следующим образом	1	1
2624	языка как	11	1
2625	противоречивое становление	1	1
2626	еще одна	2	1
2627	ради нее	2	1
2628	материал в	1	1
2629	исходит из	1	1
2630	характерно появление	1	1
2631	согласиться с	2	1
2632	воли и	1	1
2633	в литературоведении	4	1
2634	стремлением к	3	1
2635	самые основные	1	1
2636	присмотримся к	1	1
2637	романа и	1	1
2638	здесь эта	2	1
2639	они никогда	1	1
2640	эта тенденция	2	1
2641	глубоко различны	2	1
2642	здесь идет	1	1
2643	ее своей	1	1
2644	всего со	1	1
2645	существенных моментов	2	1
2646	творчестве не	1	1
2647	едва ли	3	1
2648	с конкретностью	1	1
2649	господствующий класс	1	1
2650	гоголь и	1	1
2651	и существеннее	1	1
2652	и связей	1	1
2653	построения и	1	1
2654	может проникнуть	1	1
2655	него как	1	1
2656	начинает приобретать	1	1
2657	существу и	1	1
2658	их конкретной	2	1
2659	истолковать как	1	1
2660	не оказать	2	1
2661	эта особенность	1	1
2662	и функции	3	1
2663	и жанры	1	1
2664	учении об	1	1
2665	самый язык	1	1
2666	этот метод	1	1
2667	и легко	1	1
2668	и основной	1	1
2669	его себе	1	1
2670	своему замыслу	2	1
2671	резче и	1	1
2672	из моментов	1	1
2673	обычно не	1	1
2674	уже с	1	1
2675	тем не	2	1
2676	по мнению	1	1
2677	аналогии с	4	1
2678	многообразные и	1	1
2679	с особенностями	1	1
2680	новые понятия	1	1
2681	и никакой	1	1
2682	и развитие	2	1
2683	в скрытой	1	1
2684	проникают в	1	1
2685	что впрочем	1	1
2686	лежит в	1	1
2687	нельзя согласиться	1	1
2688	в зависимости	4	1
2689	не коснулись	1	1
2690	не их	1	1
2691	столько же	1	1
2692	далее он	1	1
2693	они представляют	1	1
2694	исследовании на	1	1
2695	произведение как	4	1
2696	знаем в	1	1
2697	доверие к	1	1
2698	преимущественно на	1	1
2699	с сохранением	1	1
2700	изменения и	1	1
2701	вещи не	1	1
2702	при изучении	1	1
2703	весьма разнообразно	1	1
2704	или хотя	1	1
2705	не случайный	1	1
2706	период своего	1	1
2707	может в	1	1
2708	ряд общих	1	1
2709	происходит и	2	1
2710	рук от	1	1
2711	под воздействием	1	1
2712	взяли мы	2	1
2713	как особый	2	1
2714	себе не	1	1
2715	же функцию	1	1
2716	художественном произведении	4	1
2717	но самые	1	1
2718	себя как	1	1
2719	существу это	1	1
2720	внутренняя логика	1	1
2721	чем иным	1	1
2722	иным как	1	1
2723	главе нашей	1	1
2724	он лишь	1	1
2725	от литературы	2	1
2726	находится во	1	1
2727	к постановке	1	1
2728	же касается	1	1
2729	вне связи	1	1
2730	не мыслится	1	1
2731	его значение	1	1
2732	мира все	1	1
2733	могло бы	2	1
2734	терминов и	1	1
2735	и понимание	1	1
2736	совершенно прав	1	1
2737	и своей	1	1
2738	вопроса о	2	1
2739	чтобы понять	2	1
2740	одна а	1	1
2741	них свой	1	1
2742	иная чем	2	1
2743	не имеющие	2	1
2744	шло о	1	1
2745	мыслится им	1	1
2746	материалом для	2	1
2747	что резко	1	1
2748	образом является	2	1
2749	к литературе	1	1
2750	соприкасаясь с	1	1
2751	фактический материал	1	1
2752	является таким	1	1
2753	творца и	1	1
2754	которая именно	1	1
2755	в структуре	2	1
2756	xvii веку	1	1
2757	из разновидностей	1	1
2758	эта является	1	1
2759	вопросы и	1	1
2760	нет но	1	1
2761	неправильно в	1	1
2762	особенностей в	1	1
2763	не удастся	1	1
2764	этим только	1	1
2765	в конкретную	3	1
2766	природы от	1	1
2767	конечно никакой	1	1
2768	его смысла	2	1
2769	и точность	1	1
2770	этих фактов	1	1
2771	внутренняя форма	2	1
2772	анализ различных	1	1
2773	бы нелепо	3	1
2774	в учении	3	1
2775	содержание но	1	1
2776	только но	1	1
2777	и навсегда	2	1
2778	его жизнь	1	1
2779	и создавать	1	1
2780	большое значение	1	1
2781	идеологической жизни	3	1
2782	действительности правда	1	1
2783	это может	1	1
2784	направлено именно	1	1
2785	моментов но	1	1
2786	стиль и	1	1
2787	какой мере	2	1
2788	двумя языками	1	1
2789	лежит совершенно	1	1
2790	положительного момента	1	1
2791	так называемого	1	1
2792	жизнь как	3	1
2793	не зная	1	1
2794	слова из	1	1
2795	о самом	1	1
2796	и философской	2	1
2797	вера в	1	1
2798	отвлекаясь от	1	1
2799	времени еще	1	1
2800	и каждый	1	1
2801	их к	3	1
2802	литературы она	1	1
2803	совершенно чужда	1	1
2804	но ее	1	1
2805	не значит	1	1
2806	почти всех	1	1
2807	столь же	2	1
2808	явлений а	1	1
2809	жанр и	1	1
2810	ней в	1	1
2811	совсем особое	1	1
2812	что без	1	1
2813	с каким-либо	1	1
2814	теорий и	1	1
2815	слова как	2	1
2816	сделано ни	1	1
2817	резко изменилась	1	1
2818	есть одна	1	1
2819	последующего развития	1	1
2820	речи о	1	1
2821	или иного	8	1
2822	на идеологическую	1	1
2823	определяется прежде	1	1
2824	и материальным	1	1
2825	не одна	1	1
2826	каждого из	3	1
2827	более существенной	1	1
2828	он со	1	1
2829	и сколько-нибудь	1	1
2830	нее не	2	1
2831	многие другие	1	1
2832	одном отношении	1	1
2833	с системой	1	1
2834	своего исторического	2	1
2835	основе этой	2	1
2836	романа с	1	1
2837	и стало	1	1
2838	усиливается тем	1	1
2839	и превращения	1	1
2840	некоторое значение	1	1
2841	и признаков	1	1
2842	как таковой	8	1
2843	именно от	2	1
2844	общую тенденцию	1	1
2845	речи но	1	1
2846	такова же	1	1
2847	романа его	1	1
2848	их функций	1	1
2849	системы совершенно	1	1
2850	из нашего	1	1
2851	на ее	1	1
2852	другой элемент	1	1
2853	в литературной	1	1
2854	слово для	1	1
2855	и религиозных	1	1
2856	замкнуты в	1	1
2857	и отвлеченной	1	1
2858	внешнего оформления	1	1
2859	литературой в	2	1
2860	самому своему	1	1
2861	нем как	3	1
2862	об образе	1	1
2863	литературных явлений	7	1
2864	два основных	1	1
2865	нашего времени	1	1
2866	и методов	1	1
2867	этот не	1	1
2868	мог иметь	1	1
2869	действий и	2	1
2870	в единый	1	1
2871	боится мира	1	1
2872	взглядов на	1	1
2873	это особого	1	1
2874	бы при	1	1
2875	смысла в	2	1
2876	мог стать	1	1
2877	продукт и	1	1
2878	слова мы	1	1
2879	до сложных	1	1
2880	нового не	1	1
2881	во что	3	1
2882	чтобы установить	1	1
2883	литературы но	3	1
2884	человеческое сознание	2	1
2885	и делают	1	1
2886	есть лишь	3	1
2887	очень существенной	1	1
2888	следовательно в	1	1
2889	в россии	4	1
2890	явлений в	1	1
2891	для каждого	1	1
2892	на данный	1	1
2893	не выходит	2	1
2894	целым в	1	1
2895	вопросы мы	1	1
2896	жанровых разновидностей	2	1
2897	если это	1	1
2898	индивидуальное сознание	2	1
2899	обиходе и	1	1
2900	него за	1	1
2901	это существо	1	1
2902	легче и	1	1
2903	как не	1	1
2904	игры с	2	1
2905	таких которые	1	1
2906	что связывало	1	1
2907	и признаки	1	1
2908	типичны для	1	1
2909	техникой и	1	1
2910	образе в	1	1
2911	доведенная до	1	1
2912	как нам	1	1
2913	о некоторых	1	1
2914	слов мы	1	1
2915	в определениях	1	1
2916	по самому	1	1
2917	что отдельные	1	1
2918	характерное явление	1	1
2919	для последовательного	1	1
2920	быть конечно	2	1
2921	однако именно	1	1
2922	через которую	1	1
2923	самом языке	3	1
2924	и эстетика	1	1
2925	не оказалось	4	1
2926	литературные явления	2	1
2927	этих традиций	1	1
2928	который и	1	1
2929	было куплено	1	1
2930	серьезны и	1	1
2931	только одно	1	1
2932	основные функции	1	1
2933	среда и	1	1
2934	именно тем	1	1
2935	функцию в	1	1
2936	существовать в	1	1
2937	этих новых	1	1
2938	задачу не	1	1
2939	элементы и	1	1
2940	своих моментах	2	1
2941	этих исследователей	1	1
2942	то и	2	1
2943	что самое	1	1
2944	его исторического	2	1
2945	в поэтических	1	1
2946	это то	1	1
2947	если можно	1	1
2948	и другой	1	1
2949	здесь особенно	1	1
2950	они видели	1	1
2951	проник в	1	1
2952	этой смены	1	1
2953	и исторических	1	1
2954	но под	1	1
2955	зависимости от	5	1
2956	ими в	1	1
2957	общем правильно	1	1
2958	язык это	1	1
2959	художественную волю	2	1
2960	не связанных	2	1
2961	из которого	1	1
2962	литературоведческой мысли	2	1
2963	в раннем	1	1
2964	действительностью и	1	1
2965	литературных произведений	5	1
2966	отмечает и	1	1
2967	какую бы	2	1
2968	оценки и	1	1
2969	иные моменты	1	1
2970	вещей как	1	1
2971	традиции то	1	1
2972	его материального	1	1
2973	сверху и	1	1
2974	что произведение	1	1
2975	лишь та	1	1
2976	характерно здесь	1	1
2977	и сводилось	1	1
2978	плоскости и	2	1
2979	системы языка	2	1
2980	ее помощью	2	1
2981	автора в	1	1
2982	первой главе	1	1
2983	образом не	3	1
2984	ни взяли	2	1
2985	а всякий	1	1
2986	о языке	4	1
2987	к третьему	1	1
2988	или вообще	1	1
2989	и делается	1	1
2990	духом и	1	1
2991	непосредственно из	3	1
2992	существенно и	1	1
2993	она переносит	1	1
2994	правда уже	1	1
2995	на искусство	1	1
2996	через то	1	1
2997	в противоречии	1	1
2998	то она	1	1
2999	своих врагов	1	1
3000	значения это	1	1
3001	в сознании	1	1
3002	самом процессе	1	1
3003	сходства с	1	1
3004	или более	1	1
3005	реального пространства	2	1
3006	даже без	1	1
3007	сливалась с	1	1
3008	важен в	1	1
3009	вопреки собственной	1	1
3010	эпоху и	1	1
3011	всю литературу	1	1
3012	проблем которые	1	1
3013	правом можно	1	1
3014	стиля и	2	1
3015	наиболее ярко	1	1
3016	сочетаются здесь	1	1
3017	пришлось бы	1	1
3018	существенной связи	1	1
3019	чуть ли	1	1
3020	человека но	1	1
3021	богатства и	1	1
3022	правильно но	1	1
3023	какие были	1	1
3024	более недопустимо	1	1
3025	от плоскости	1	1
3026	высшей степени	4	1
3027	материальность и	1	1
3028	этого термина	2	1
3029	истории литературы	18	1
3030	совершенно недопустимо	4	1
3031	системы поэтому	1	1
3032	в звуке	2	1
3033	собою разумеющимся	1	1
3034	поэтому что	1	1
3035	как простая	1	1
3036	в гораздо	1	1
3037	процессе перехода	1	1
3038	содержания а	1	1
3039	данной эпохи	1	1
3040	о новом	1	1
3041	произведения как	3	1
3042	ведь именно	2	1
3043	этой области	1	1
3044	словом не	1	1
3045	не изображает	1	1
3046	полноте в	1	1
3047	сколько в	1	1
3048	тем он	1	1
3049	и чистых	1	1
3050	связи между	1	1
3051	материала и	7	1
3052	своей силы	1	1
3053	чем-то само	1	1
3054	в замкнутой	1	1
3055	нее так	1	1
3056	является чрезвычайно	1	1
3057	следует однако	1	1
3058	от полноты	1	1
3059	теоретические проблемы	1	1
3060	имен в	1	1
3061	для самых	1	1
3062	в областях	1	1
3063	есть но	1	1
3064	и принципиально	1	1
3065	язык у	1	1
3066	понимание его	1	1
3067	его представителями	1	1
3068	к определенному	1	1
3069	отвлечься от	3	1
3070	часть и	1	1
3071	степень его	1	1
3072	форм их	1	1
3073	непосредственно в	5	1
3074	особого типа	2	1
3075	а к	2	1
3076	единым смыслом	1	1
3077	существует как	1	1
3078	видели только	1	1
3079	гораздо большей	1	1
3080	особенно пагубно	1	1
3081	бытия и	1	1
3082	виду что	3	1
3083	исторический документ	1	1
3084	здесь ярко	1	1
3085	литературные произведения	3	1
3086	душе не	1	1
3087	положение в	1	1
3088	оценок в	1	1
3089	в поэтике	3	1
3090	которая могла	1	1
3091	цель и	1	1
3092	живые связи	2	1
3093	характерный для	1	1
3094	им и	1	1
3095	формы очень	1	1
3096	и трудность	1	1
3097	в головах	1	1
3098	направлениями и	1	1
3099	и формам	1	1
3100	помощью каких	1	1
3101	последнее время	1	1
3102	ли не	1	1
3103	науки в	1	1
3104	им как	1	1
3105	из системы	3	1
3106	превращено в	1	1
3107	почти всеми	1	1
3108	войти в	2	1
3109	эта борьба	1	1
3110	не стал	1	1
3111	этом достаточно	1	1
3112	его же	1	1
3113	условный прием	1	1
3114	ему как	1	1
3115	явлений как	2	1
3116	чтобы сделать	1	1
3117	глава вторая	2	1
3118	произведения с	1	1
3119	речи поэтому	1	1
3120	и тех	1	1
3121	и судьбу	1	1
3122	понимания художественного	1	1
3123	том случае	2	1
3124	словом в	1	1
3125	не совпадают	1	1
3126	стремиться к	1	1
3127	следует говорить	1	1
3128	вне поля	2	1
3129	или другой	2	1
3130	его тем	1	1
3131	она должна	3	1
3132	ибо они	1	1
3133	смысл как	1	1
3134	формы видения	1	1
3135	диалектам и	1	1
3136	и обычное	1	1
3137	время можно	1	1
3138	это за	1	1
3139	а от	2	1
3140	нельзя не	1	1
3141	языку и	1	1
3142	обстоит дело	1	1
3143	вне этих	2	1
3144	просто не	1	1
3145	и теоретиков	2	1
3146	и способов	1	1
3147	этой философии	1	1
3148	идет уже	1	1
3149	нужно было	2	1
3150	и беспощадной	1	1
3151	наиболее радикальные	2	1
3152	художественном образе	1	1
3153	анализ его	1	1
3154	гуманитарных наук	3	1
3155	глава посвящена	1	1
3156	его дела	1	1
3157	совершенно отсутствует	1	1
3158	перестанет быть	1	1
3159	но необходимо	1	1
3160	резко отличается	1	1
3161	чисто художественной	2	1
3162	и глубину	1	1
3163	если взять	1	1
3164	говорили уже	1	1
3165	и важно	1	1
3166	ведь если	1	1
3167	но напротив	2	1
3168	каждый акт	2	1
3169	быть найдены	1	1
3170	ли этот	1	1
3171	и полной	1	1
3172	ее требования	1	1
3173	эпохи как	1	1
3174	вне единства	2	1
3175	ног и	1	1
3176	как их	4	1
3177	глубокое миросозерцательное	1	1
3178	в трудах	3	1
3179	позитивизма в	2	1
3180	этого метода	2	1
3181	как роман	2	1
3182	и сплошной	1	1
3183	лишь условно	1	1
3184	элементов в	2	1
3185	последовательно и	1	1
3186	в литературном	2	1
3187	на кого	2	1
3188	остается подвести	1	1
3189	та или	1	1
3190	их а	1	1
3191	же об	1	1
3192	изучения и	3	1
3193	как средство	2	1
3194	статье к	1	1
3195	самый термин	1	1
3196	все содержание	2	1
3197	и пытается	1	1
3198	сказать в	2	1
3199	отрывается от	1	1
3200	выражен в	1	1
3201	о явлении	1	1
3202	в высшей	4	1
3203	которыми он	1	1
3204	им для	1	1
3205	характерными для	1	1
3206	и художественной	2	1
3207	вполне допускает	1	1
3208	к пониманию	1	1
3209	нем дается	1	1
3210	людей на	1	1
3211	в создании	2	1
3212	этой школы	1	1
3213	о понимании	1	1
3214	свою серьезность	1	1
3215	формы все	1	1
3216	своему материалу	1	1
3217	на обработку	1	1
3218	все социальные	1	1
3219	и последовательности	1	1
3220	он просто	1	1
3221	эта взаимоориентация	1	1
3222	надо было	1	1
3223	смысле мы	1	1
3224	как целого	1	1
3225	эти новые	1	1
3226	бытия в	3	1
3227	лучшем случае	3	1
3228	не воспринимается	1	1
3229	другой язык	2	1
3230	устойчивого и	1	1
3231	о какой	2	1
3232	он непосредственно	1	1
3233	словами в	2	1
3234	не игнорируя	1	1
3235	здесь этот	1	1
