N	2gram	Bakhtin_sl	Psycholo
2488	иным способом	1	1
2489	одно а	1	1
2490	больших и	1	1
2491	это сознание	2	1
2492	химическое соединение	1	1
2493	лежащую в	1	1
2494	эти формы	5	1
2495	к известной	1	1
2496	характерно для	1	1
2497	и неподвижном	1	1
2498	к законченной	1	1
2499	его всегда	2	1
2500	частности в	1	1
2501	целого в	1	1
2502	сознание в	1	1
2503	только такие	1	1
2504	разных точек	1	1
2505	дают выражение	1	1
2506	как чисто	1	1
2507	поэтому для	1	1
2508	утрачивают свою	1	1
2509	с человеком	1	1
2510	еще на	1	1
2511	различной степени	1	1
2512	всем ее	1	1
2513	и грубо	1	1
2514	показано выше	1	1
2515	слов он	1	1
2516	наконец во	1	1
2517	всех его	9	1
2518	эпиграфом к	1	1
2519	жил в	1	1
2520	этого мышления	1	1
2521	и борьба	2	1
2522	изучения и	1	1
2523	есть необходимый	1	1
2524	здесь особенно	1	1
2525	только по	1	1
2526	этом и	1	1
2527	анализа и	1	1
2528	от времени	1	1
2529	к раскрытию	3	1
2530	как игра	1	1
2531	отношении не	1	1
2532	нужно отнести	1	1
2533	в создании	1	1
2534	в эти	1	1
2535	если на	1	1
2536	других случаях	2	1
2537	иногда даже	2	1
2538	он непосредственно	1	1
2539	его современников	1	1
2540	в известной	3	1
2541	художественное значение	1	1
2542	момент его	4	1
