N	2gram	Losev_Dial	Istorich
2510	как абстрактное	1	1
2511	не история	1	1
2512	его содержания	1	1
2513	отношение как	1	1
2514	чем то	1	1
2515	нет даже	1	1
2516	силы которые	1	1
2517	истории но	1	1
2518	он исходит	2	1
2519	что-то другое	1	1
2520	всегда одинаковы	1	1
2521	здесь о	1	1
2522	лежащего в	1	1
2523	в известном	1	1
2524	новый дух	1	1
2525	нельзя понимать	1	1
2526	о своем	1	1
2527	нет никакой	7	1
2528	видим как	1	1
2529	ну так	1	1
2530	что существуют	2	1
2531	ли вы	1	1
2532	пр чтобы	1	1
2533	же время	5	1
2534	цели и	1	1
2535	наконец этот	1	1
2536	объяснимы только	1	1
2537	потому и	1	1
2538	религия есть	8	1
2539	никто другой	1	1
2540	нем не	2	1
2541	и служит	1	1
2542	то для	1	1
2543	своем месте	1	1
2544	е она	1	1
2545	но именно	1	1
2546	с нею	1	1
2547	характера и	1	1
2548	религиозный миф	3	1
2549	мы часто	1	1
2550	никакого единства	1	1
2551	оно следует	1	1
2552	этого же	1	1
2553	свете и	1	1
2554	категории и	3	1
2555	значении в	1	1
2556	будет в	1	1
2557	дает в	3	1
2558	к абсолютному	1	1
2559	и обычно	2	1
2560	можем поставить	1	1
2561	не будучи	2	1
2562	исторических фактов	1	1
2563	формы как	1	1
2564	нельзя говорить	1	1
2565	его можно	1	1
2566	образы и	1	1
2567	им как	1	1
2568	одних и	2	1
2569	ли или	1	1
2570	не указывает	1	1
2571	вдруг совершенно	1	1
2572	поэтому что	1	1
2573	последние две	2	1
2574	не отличает	2	1
2575	нему и	1	1
2576	раз из	1	1
2577	который бы	1	1
2578	в угоду	1	1
2579	человек по	2	1
2580	объекта или	1	1
2581	как продукт	1	1
2582	которых ничего	1	1
2583	мира но	1	1
2584	пор как	1	1
2585	этом отношении	2	1
2586	стать на	1	1
2587	уже содержит	1	1
2588	ясным что	2	1
2589	для своего	1	1
2590	день и	2	1
2591	перья на	1	1
2592	пр для	1	1
2593	перейти на	1	1
2594	и точно	1	1
2595	есть но	2	1
2596	указание на	1	1
2597	хорошо и	2	1
2598	что каждый	1	1
2599	очень плохое	1	1
2600	если вся	1	1
2601	не развивается	1	1
2602	от двух	1	1
2603	и никакой	3	1
2604	взятие на	1	1
2605	говорит это	1	1
2606	если представить	1	1
2607	ее из	1	1
2608	когда оно	1	1
2609	и отношение	1	1
2610	если выйти	1	1
2611	основано на	2	1
2612	и которая	1	1
2613	не больше	4	1
2614	раз навсегда	2	1
2615	они могли	2	1
2616	должен решаться	1	1
2617	добродетели и	1	1
2618	между собою	3	1
2619	итак если	3	1
2620	подходит он	1	1
2621	и содержится	1	1
2622	цель и	2	1
2623	не она	1	1
2624	несомненно это	1	1
2625	остальное есть	2	1
2626	живой и	1	1
2627	последнее время	2	1
2628	она получилась	1	1
2629	средствами и	1	1
2630	в новом	1	1
2631	более нужно	1	1
2632	они есть	1	1
2633	при его	3	1
2634	метод и	1	1
2635	истории о	1	1
2636	также меняются	1	1
2637	человека к	1	1
2638	сказать и	1	1
2639	в юности	1	1
2640	не говоря	6	1
2641	же может	1	1
2642	и первые	1	1
2643	сама природа	1	1
2644	религии религия	2	1
2645	развитой форме	1	1
2646	только к	3	1
2647	до тех	1	1
2648	какие же?	1	1
2649	нужно ничего	1	1
2650	граде китеже	1	1
2651	мы же	1	1
2652	чтобы было	1	1
2653	утверждать с	1	1
2654	я остановлюсь	1	1
2655	и имеют	1	1
2656	церкви и	1	1
2657	д как	1	1
2658	а из	3	1
2659	этом мире	1	1
2660	вся жизнь	1	1
2661	только она	1	1
2662	и ничто	2	1
2663	ведь и	3	1
2664	в искусстве	1	1
2665	я вас	1	1
2666	если нет	6	1
2667	здесь очевидно	1	1
2668	в xvii	1	1
2669	говоря о	3	1
2670	имеет свое	1	1
2671	миф как	7	1
2672	даже при	1	1
2673	есть например	1	1
2674	нам из	1	1
2675	что или	1	1
2676	было указано	2	1
2677	первые два	1	1
2678	собственно говоря	5	1
2679	чего она	1	1
2680	ночи в	1	1
2681	скажем что	2	1
2682	должен представлять	1	1
2683	эпохи и	1	1
2684	неба в	1	1
2685	стоящие на	1	1
2686	допустить что	1	1
2687	имели в	1	1
2688	где эта	1	1
2689	почему не	1	1
2690	как для	1	1
2691	возможна и	1	1
2692	них нет	1	1
2693	живет исключительно	1	1
2694	сказать ни	4	1
2695	от времени	1	1
2696	или слова	1	1
2697	в чисто	2	1
2698	миру это	1	1
2699	говорят все	2	1
2700	сердце и	1	1
2701	кого бы	1	1
2702	религии это	2	1
2703	и обыкновенно	1	1
2704	уже много	1	1
2705	тот и	1	1
2706	людей на	1	1
2707	е становится	1	1
2708	же нельзя	1	1
2709	тех или	6	1
2710	ведь эти	1	1
2711	только сказать	1	1
2712	надо было	4	1
2713	смысле мы	1	1
2714	таковой и	1	1
2715	бытия в	2	1
2716	не верите	1	1
2717	отличаются друг	1	1
2718	и объект	3	1
2719	в костюме	1	1
2720	она действительно	2	1
2721	и совершенно	2	1
2722	и живых	1	1
2723	нем мы	1	1
2724	ли тогда	1	1
2725	этими краткими	1	1
