N	2gram	Bakhtin_fo	Problema
2481	и оно	1	1
2482	очень важную	1	1
2483	целого и	2	1
2484	руки и	1	1
2485	разумеется что	2	1
2486	он строит	1	1
2487	новое отношение	2	1
2488	но идея	1	1
2489	не понимающей	1	1
2490	преимущественно в	1	1
2491	каждая из	1	1
2492	в скрытой	1	1
2493	он ни	2	1
2494	гомера и	1	1
2495	их тоже	1	1
2496	же к	1	1
2497	античных типов	1	1
2498	время можно	1	1
2499	как уже	3	1
2500	обстоит дело	1	1
2501	это для	1	1
2502	более общего	1	1
2503	мы наблюдали	1	1
2504	ее особенностями	1	1
2505	бытия в	1	1
2506	идеологическим содержанием	2	1
2507	человека никогда	1	1
2508	буквальным не	1	1
2509	пор не	1	1
2510	явлений в	1	1
2511	это также	1	1
2512	и обратно	1	1
2513	с прошлым	1	1
2514	стало быть	1	1
2515	в большинстве	3	1
2516	по окончании	1	1
2517	и явления	2	1
2518	ответить что	1	1
2519	как образы	1	1
2520	которой можно	1	1
2521	верности и	1	1
2522	в положительном	1	1
2523	изучения и	1	1
2524	благодаря этому	1	1
2525	стать символом	1	1
2526	связи между	2	1
2527	их то	1	1
2528	и языковых	1	1
2529	в людях	1	1
2530	были совершенно	1	1
2531	и отношений	1	1
2532	дел и	1	1
2533	в эти	1	1
2534	дальнейшем мы	1	1
2535	надо было	1	1
2536	я хотя	1	1
2537	ни был	2	1
2538	сам а	1	1
2539	таким же	1	1
2540	которой нет	2	1
2541	настоящего раздела	1	1
2542	изолированный и	1	1
2543	на войне	1	1
2544	с реальным	1	1
2545	нас это	2	1
2546	дается как	1	1
