N	2gram	Potebnia_M	Dialekti
2501	не замечать	2	1
2502	убедить что	1	1
2503	существуют для	1	1
2504	же природы	1	1
2505	вообще все	1	1
2506	по всей	2	1
2507	не чувство	1	1
2508	создание это	1	1
2509	были и	2	1
2510	место не	1	1
2511	ни об	1	1
2512	и сделать	1	1
2513	течение веков	1	1
2514	в друга	1	1
2515	на других	1	1
2516	должен бы	4	1
2517	тела с	1	1
2518	можно быть	1	1
2519	от теории	1	1
2520	может показаться	1	1
2521	уже там	1	1
2522	этой антиномии	1	1
2523	фоном но	1	1
2524	от воли	1	1
2525	по моему	1	1
2526	мы указали	1	1
2527	не ограничиваемся	1	1
2528	никому не	1	1
2529	в другую	2	1
2530	тех которые	1	1
2531	том случае	1	1
2532	внешних причин	2	1
2533	в создании	6	1
2534	как должно	1	1
2535	известной степени	1	1
2536	времена и	1	1
2537	все более	3	1
2538	машина и	1	1
2539	черный цвет	1	1
2540	представление времени	1	1
2541	человек не	2	1
2542	телесном и	1	1
2543	скорость и	1	1
2544	если на	1	1
2545	ли в	2	1
2546	то все	6	1
2547	организм в	1	1
2548	как наоборот	1	1
2549	которых не	1	1
2550	и постепенно	1	1
2551	она могла	2	1
2552	которой мы	3	1
2553	животных и	2	1
2554	как выше	2	1
2555	в лице	1	1
2556	образ внешнего	1	1
2557	его форм	1	1
2558	жизнью и	1	1
2559	представлений пространства	1	1
2560	к идее	1	1
2561	для другого	1	1
2562	без помощи	1	1
2563	мысли сколько	1	1
2564	со мною	2	1
2565	он существует	1	1
