N	2gram	Vinokur_St	Psycholo
2479	установилась репутация	1	1
2480	которого ничего	1	1
2481	читателей так	1	1
2482	первой ступени	1	1
2483	наши дни	1	1
2484	вот о	1	1
2485	народа в	1	1
2486	правду которая	1	1
2487	для каждой	1	1
2488	это выражение	1	1
2489	который заключается	1	1
2490	к одной	1	1
2491	и вследствие	1	1
2492	будто в	3	1
2493	во вторую	1	1
2494	у другого	1	1
2495	была им	1	1
2496	больше никаких	1	1
2497	системы а	1	1
2498	литературных явлений	1	1
2499	в комментариях	1	1
2500	нашего времени	1	1
2501	разного рода	2	1
2502	данные в	1	1
2503	поэтому она	1	1
2504	том значении	1	1
2505	за это	1	1
2506	совершенно ясного	1	1
2507	плетнев еще	1	1
2508	себе отчета	2	1
2509	себя единственным	1	1
2510	капитанской дочке	1	1
2511	я имею	1	1
2512	из писателей	1	1
2513	двух сторон	1	1
2514	оказывается в	2	1
2515	своего романа	1	1
2516	орудием в	1	1
2517	форм как	1	1
2518	простым и	1	1
2519	все старые	1	1
2520	нам во	1	1
2521	который следует	1	1
2522	о своей	2	1
2523	что считает	1	1
2524	поэта является	1	1
2525	основное значение	1	1
2526	какое место	1	1
2527	присутствует в	3	1
2528	можно даже	1	1
2529	дает право	1	1
2530	историк и	1	1
2531	не знать	1	1
2532	же признание	1	1
2533	в капитанской	1	1
2534	со страниц	2	1
2535	персты в	1	1
2536	что таким	1	1
2537	пропали бы	1	1
2538	отрывок из	1	1
2539	два слова	2	1
2540	свое время	3	1
2541	создает впечатление	1	1
2542	увидите что	1	1
2543	именно такой	1	1
2544	п поэтому	1	1
2545	попал в	1	1
2546	нее так	1	1
2547	в хронологическом	1	1
2548	что теперь	1	1
2549	знаки препинания	3	1
2550	но тот	1	1
2551	тем у	2	1
2552	и нуждается	1	1
2553	бы поступить	1	1
2554	я должен	1	1
2555	который с	1	1
2556	как измайлов	1	1
2557	что ей	2	1
2558	не дают	1	1
2559	чем-то вроде	1	1
2560	героя трагедии	1	1
2561	мог совершенно	1	1
2562	случае и	2	1
2563	сделали бы	1	1
2564	не дал	1	1
2565	бы ему	1	1
2566	исходным пунктом	1	1
2567	сейчас мы	1	1
2568	для оценки	1	1
2569	не у	2	1
2570	теории в	1	1
2571	письма и	3	1
2572	вопроса и	1	1
2573	представление будто	1	1
2574	не имела	2	1
2575	что чтение	1	1
2576	ряд новых	1	1
2577	мире с	1	1
2578	перед глазами	1	1
2579	статье в	6	1
2580	самого пушкина	6	1
2581	и настроений	1	1
2582	этих науках	1	1
2583	образом не	2	1
2584	на более	1	1
2585	имею в	1	1
2586	непременно в	1	1
2587	стиля а	1	1
2588	соответствии с	1	1
2589	в рифме	1	1
2590	все уже	1	1
2591	вообще имеет	1	1
2592	раза и	1	1
2593	самый сюжет	1	1
2594	отношения искусства	1	1
2595	совсем другое	1	1
2596	в свой	2	1
2597	здесь и	1	1
2598	один общий	1	1
2599	сообщены в	1	1
2600	понять смысл	1	1
2601	знакомства с	2	1
2602	видел в	2	1
2603	месте в	1	1
2604	будет в	1	1
2605	все с	1	1
2606	которыми пользовался	1	1
2607	с него	1	1
2608	стиля и	1	1
2609	трагедии который	1	1
2610	а об	1	1
2611	чуть ли	2	1
2612	пора когда	1	1
2613	всегда была	1	1
2614	этот термин	1	1
2615	был всем	1	1
2616	вокруг него	1	1
2617	успел еще	1	1
2618	ни с	3	1
2619	того времени	8	1
2620	из евгения	1	1
2621	свидетельствует о	2	1
2622	не нужен	1	1
2623	своих читателей	1	1
2624	второй половине	1	1
2625	этого совершенно	1	1
2626	том числе	3	1
2627	формой в	1	1
2628	а вместо	1	1
2629	и всем	1	1
2630	для каких-нибудь	1	1
2631	вникнуть в	1	1
2632	героиня и	1	1
2633	что русская	1	1
2634	с просьбой	1	1
2635	находим и	2	1
2636	о бахчисарайском	1	1
2637	и принципиально	1	1
2638	чтобы получить	1	1
2639	одной в	1	1
2640	в г	10	1
2641	находилась в	1	1
2642	михайловского по	1	1
2643	что к	1	1
2644	сложная и	1	1
2645	ряде случаев	1	1
2646	самые разнообразные	1	1
2647	трагедии на	1	1
2648	разуметь под	1	1
2649	как увидим	1	1
2650	пушкина уже	1	1
2651	каждом отдельном	1	1
2652	сцены у	1	1
2653	виду что	1	1
2654	к пушкину	5	1
2655	теперь еще	1	1
2656	положение в	1	1
2657	и следовало	1	1
2658	является не	4	1
2659	которой пушкину	2	1
2660	бы много	1	1
2661	без малейшего	1	1
2662	нельзя поэтому	1	1
2663	из другой	2	1
2664	собственной жизни	1	1
2665	его текст	1	1
2666	в новом	4	1
2667	поэта к	1	1
2668	камня на	1	1
2669	из разных	1	1
2670	его же	2	1
2671	является еще	2	1
2672	как страсти	1	1
2673	за его	1	1
2674	времени то	1	1
2675	этой системы	1	1
2676	но разумеется	1	1
2677	разумеется что	5	1
2678	лиц на	1	1
2679	я позволю	1	1
2680	истории о	1	1
2681	не говоря	2	1
2682	еще до	4	1
2683	в стиле	1	1
2684	конечно это	2	1
2685	в строфе	1	1
2686	п и	1	1
2687	свою эпоху	1	1
2688	такую же	1	1
2689	тут и	1	1
2690	каждая из	1	1
2691	от характера	1	1
2692	выше на	1	1
2693	и новым	1	1
2694	эти замечания	1	1
2695	поэт не	2	1
2696	онегина в	1	1
2697	чтобы было	1	1
2698	читателей в	1	1
2699	появиться в	1	1
2700	и почти	1	1
2701	две точки	1	1
2702	где я	1	1
2703	церкви и	1	1
2704	очень близко	1	1
2705	нашел в	1	1
2706	однако если	1	1
2707	для таких	1	1
2708	довольно часто	1	1
2709	которые возбуждает	1	1
2710	автора есть	1	1
2711	во второй	10	1
2712	не находит	1	1
2713	люди с	1	1
2714	отказ от	1	1
2715	одного слова	1	1
2716	этого образа	2	1
2717	не станет	1	1
2718	случае есть	1	1
2719	содержание трагедии	1	1
2720	которую я	1	1
2721	эйхенбаум почему-то	1	1
2722	всей его	1	1
2723	количество сцен	1	1
2724	было указано	1	1
2725	еще на	1	1
2726	с приемами	1	1
2727	всех его	1	1
2728	которой можно	2	1
2729	что подобные	1	1
2730	с окончанием	3	1
2731	жил в	3	1
2732	них нет	2	1
2733	изучения и	1	1
2734	только по	1	1
2735	этом и	2	1
2736	пушкина у	1	1
2737	проверке его	1	1
2738	по плечу	1	1
2739	же можно	1	1
2740	всей нашей	1	1
2741	лет прежде	1	1
2742	просто его	1	1
2743	своей поэмы	1	1
2744	поводу что	1	1
2745	графе нулине	1	1
2746	трагедию как	1	1
2747	суждения о	2	1
2748	положению вещей	1	1
2749	вопросов которые	1	1
2750	вопреки очевидности	1	1
2751	в лице	1	1
2752	его современников	2	1
2753	убедительны и	1	1
2754	момент его	1	1
2755	с принципом	1	1
