N	2gram	Bakhtin_Pr	Istorich
2496	они действуют	1	1
2497	и снова	1	1
2498	или одна	2	1
2499	целое в	1	1
2500	развитой форме	1	1
2501	только к	1	1
2502	указывали на	1	1
2503	преимущественно в	1	1
2504	работу о	1	1
2505	диалог между	1	1
2506	а остальные	1	1
2507	гораздо меньше	1	1
2508	их развития	1	1
2509	являются и	2	1
2510	это при	1	1
2511	эти известны	1	1
2512	этом мире	1	1
2513	вся жизнь	4	1
2514	главное и	1	1
2515	и особый	1	1
2516	сон здесь	1	1
2517	социальную и	1	1
2518	он соприкасается	1	1
2519	если нет	1	1
2520	и детей	1	1
2521	некоторые важные	1	1
2522	есть например	1	1
2523	лежат в	1	1
2524	а этот	1	1
2525	не найдет	1	1
2526	тех разнообразных	1	1
2527	мы выделили	1	1
2528	вот не	1	1
2529	и всех	1	1
2530	чего она	1	1
2531	при мне	1	1
2532	скажем что	1	1
2533	наиболее существенные	1	1
2534	также с	1	1
2535	сопоставление и	1	1
2536	ее убить	1	1
2537	и сильнее	1	1
2538	были и	1	1
2539	как для	1	1
2540	существовании этого	1	1
2541	рассказа в	1	1
2542	данному вопросу	2	1
2543	действительности не	1	1
2544	все оно	1	1
2545	них нет	1	1
2546	форма эта	1	1
2547	речь и	1	1
2548	до нас	3	1
2549	в высшей	1	1
2550	так называемой	1	1
2551	в чисто	2	1
2552	в узком	1	1
2553	пока я	1	1
2554	быть найдены	1	1
2555	остается один	1	1
2556	тот и	2	1
2557	мы слышим	4	1
2558	и неожиданно	1	1
2559	тех или	2	1
2560	нуждается в	1	1
2561	не удалось	1	1
2562	разновидностям этого	1	1
2563	в костюме	1	1
2564	носит в	1	1
2565	и совершенно	3	1
2566	ад и	2	1
2567	и живых	1	1
2568	котором он	2	1
