N	2gram	Losev_Dial	Problema
2485	и также	2	1
2486	эта категория	1	1
2487	их помощи	1	1
2488	пришли к	1	1
2489	и строить	1	1
2490	виде есть	1	1
2491	находим например	1	1
2492	не без	1	1
2493	которых он	1	1
2494	изучение истории	1	1
2495	физический или	1	1
2496	принцип ее	1	1
2497	он почему-то	1	1
2498	в сфере	3	1
2499	мало того	2	1
2500	причем все	1	1
2501	только сказать	1	1
2502	есть акт	1	1
2503	нельзя будет	1	1
2504	них и	1	1
2505	а больше	1	1
2506	научные и	1	1
2507	существует также	1	1
2508	и стремления	1	1
2509	этого сознания	1	1
2510	и найдем	1	1
2511	чувственного образа	1	1
2512	когда говорил	1	1
2513	но принципиально	1	1
2514	во-вторых же	3	1
2515	имеет место	1	1
2516	говорим это	1	1
2517	некоторых случаях	1	1
2518	продолжает существовать	1	1
2519	что сами	1	1
2520	он один	2	1
2521	отличает от	1	1
2522	только два	1	1
2523	абсолютной личности	1	1
2524	не содержащий	1	1
2525	предметы что	1	1
2526	себе или	1	1
2527	количеством разных	1	1
2528	далеко еще	1	1
2529	силу этого	3	1
2530	мифологию то	1	1
2531	бы эти	1	1
2532	по самой	1	1
2533	что законы	3	1
2534	они отличаются	1	1
2535	непорочности он	1	1
2536	метафизический дуализм	1	1
2537	как все	3	1
2538	вопросе о	2	1
2539	более подробно	1	1
2540	миф но	1	1
2541	голове и	1	1
2542	свобода и	1	1
2543	я люблю	1	1
2544	теорий и	1	1
2545	невозможна ведь	1	1
2546	которая как	1	1
2547	мы тут	2	1
2548	свете этой	1	1
2549	становление но	1	1
2550	философского и	1	1
2551	всякого непредубежденного	1	1
2552	не нужна	1	1
2553	выше и	2	1
2554	нас когда	1	1
2555	своей природе	1	1
2556	смысловую структуру	1	1
2557	а просто	1	1
2558	мы перешли	1	1
2559	с первым	2	1
2560	логически и	1	1
2561	показывает что	4	1
2562	быть чтобы	1	1
2563	нечто совершенно	1	1
2564	явление есть	2	1
2565	может идти	1	1
2566	и стоя	1	1
2567	деле что	2	1
2568	когда у	1	1
2569	никакой критики	2	1
2570	символична в	1	1
2571	и бессмысленный	1	1
2572	этого трудного	1	1
2573	мифе и	1	1
2574	для кого	1	1
2575	на другое	5	1
2576	сама с	1	1
2577	получится что	1	1
2578	трактовать его	1	1
2579	есть субъект	1	1
2580	только совокупность	1	1
2581	понятия в	1	1
2582	самое что	1	1
2583	то действительно	1	1
2584	этот факт	1	1
2585	но дело	1	1
2586	жизнь есть	1	1
2587	том кто	1	1
2588	и называется	1	1
2589	идеального состояния	1	1
2590	бывают или	1	1
2591	от прочих	1	1
2592	пространства и	3	1
2593	бы по	1	1
2594	тогда необходимо	1	1
2595	обычно имеется	1	1
2596	мы утверждаем	2	1
2597	понятие совершенно	1	1
2598	что можно	2	1
2599	мир или	2	1
2600	данная вещь	3	1
2601	они тоже	1	1
2602	миф не	19	1
2603	о совпадении	1	1
2604	всем том	1	1
2605	есть таким	3	1
2606	метафизического дуализма	1	1
2607	действительно не	2	1
2608	понять что	1	1
2609	мы отнюдь	2	1
2610	исторически и	1	1
2611	значит есть	2	1
2612	познание и	1	1
2613	вне всякой	3	1
2614	память о	1	1
2615	бытия и	5	1
2616	было есть	1	1
2617	было с	1	1
2618	говорим об	2	1
2619	по законам	2	1
2620	же тогда	2	1
2621	есть материя	2	1
2622	наконец все	1	1
2623	небе и	1	1
2624	даже чем	1	1
2625	будет предполагать	1	1
2626	является ли	1	1
2627	ни из	2	1
2628	есть подлинное	2	1
2629	в груди	1	1
2630	эту идею	1	1
2631	но попробуйте	1	1
2632	можем считать	1	1
2633	то этим	1	1
2634	с точностью	1	1
2635	своей веры	1	1
2636	говорит здесь	1	1
2637	случае в	1	1
2638	этого в	1	1
2639	не ставить	1	1
2640	перед собою	1	1
2641	средних веков	1	1
2642	я знаю	1	1
2643	это что-нибудь	1	1
2644	с необходимостью	1	1
2645	они уже	1	1
2646	или нет	8	1
2647	и мифология	2	1
2648	с презрением	1	1
2649	отвлеченную идею	2	1
2650	мифу ведь	1	1
2651	своей истории	2	1
2652	это совпадение	2	1
2653	общения с	2	1
2654	миф в	2	1
2655	важный момент	1	1
2656	чем говорить	2	1
2657	быть может	3	1
2658	личность но	3	1
2659	не сможет	1	1
2660	причем эта	1	1
2661	это должно	1	1
2662	а она	3	1
2663	это такое	1	1
2664	чтобы эти	1	1
2665	случае вы	1	1
2666	жизни или	1	1
2667	вообще но	2	1
2668	пользуясь своим	1	1
2669	на такой	1	1
2670	и нарочито	1	1
2671	ведет к	1	1
2672	это опять-таки	2	1
2673	говорит ни	1	1
2674	много раз	1	1
2675	давно уже	1	1
2676	стороны в	1	1
2677	о прочих	1	1
2678	начинается с	1	1
2679	в точном	2	1
2680	веры и	4	1
2681	жизнь все	1	1
2682	о я	1	1
2683	выйти из	1	1
2684	ничего о	1	1
2685	не характерны	1	1
2686	точны но	1	1
2687	в абстрактное	1	1
2688	мы так	1	1
2689	кто хочет	1	1
2690	указывает только	1	1
2691	этот закон	1	1
2692	диалектического материализма	1	1
2693	смысла как	1	1
2694	что оба	1	1
2695	жизни ведь	2	1
2696	отца и	2	1
2697	глубину и	1	1
2698	конечно гораздо	1	1
2699	я буду	1	1
2700	ничего странного	1	1
2701	мира сего	1	1
2702	вникая в	1	1
2703	который от	1	1
2704	значит отличаться	1	1
2705	так если	1	1
2706	выдерживает никакой	1	1
2707	иного и	1	1
2708	эта точка	1	1
2709	при всей	1	1
2710	они вполне	1	1
2711	и предполагает	1	1
2712	во-первых необходимо	1	1
2713	нами выше	1	1
2714	теперь эта	1	1
2715	очень и	1	1
2716	первым и	1	1
2717	становлении в	1	1
2718	где-то в	1	1
2719	новых точек	1	1
2720	сам не	2	1
2721	быть чем-то	1	1
2722	который несмотря	1	1
2723	представления о	1	1
2724	то одно	1	1
2725	его своей	1	1
2726	тело и	5	1
2727	уже было	1	1
2728	нашем случае	1	1
2729	новом свете	1	1
2730	его действия	1	1
2731	а когда	2	1
2732	об отношении	1	1
2733	самостоятельности и	1	1
2734	есть простая	1	1
2735	никакой вещи	1	1
2736	не имеем	3	1
2737	и выражение	1	1
2738	существу своему	2	1
2739	есть такие	1	1
2740	иного но	1	1
2741	человеческого разума	1	1
2742	чем его	1	1
2743	как таковую	3	1
2744	перед ним	1	1
2745	пор говорили	1	1
2746	бы тоже	1	1
2747	если о	1	1
2748	могут и	1	1
2749	тела в	2	1
2750	нам ясно	1	1
2751	возможна ли	1	1
2752	у себя	1	1
2753	ней и	1	1
2754	тогда есть	6	1
2755	понятие в	1	1
2756	ни помыслить	2	1
2757	этих последних	3	1
2758	что учение	2	1
2759	ничего нельзя	3	1
2760	спокойно а	1	1
2761	вы и	2	1
2762	тогда он	1	1
2763	и волевой	1	1
2764	входят в	1	1
2765	при виде	1	1
2766	волей-неволей приходится	2	1
2767	становление и	2	1
2768	абстрактное понятие	9	1
2769	нам путь	1	1
2770	не получает	1	1
2771	бытия которое	1	1
2772	сомневаться не	1	1
2773	имеем и	2	1
2774	солнца а	1	1
2775	помощи столь	1	1
2776	и входит	1	1
2777	в движении	1	1
2778	вскрытия понятия	1	1
2779	какое бы	1	1
2780	кто является	1	1
2781	даже сама	1	1
2782	и становится	2	1
2783	что жизнь	2	1
2784	берется в	1	1
2785	начало и	2	1
2786	фактически в	1	1
2787	в христианской	1	1
2788	духа с	2	1
2789	одно что	1	1
2790	а самое	2	1
2791	себе самом	1	1
2792	не замечают	1	1
2793	была именно	1	1
2794	тут конечно	1	1
2795	пусть и	1	1
2796	вообще то	1	1
2797	к общему	1	1
2798	такое сознание	1	1
2799	всякого живого	1	1
2800	мы как	2	1
2801	и делится	1	1
2802	фактически очень	1	1
2803	хочет быть	4	1
2804	к человеку	1	1
2805	всех языках	1	1
2806	ученого а	1	1
2807	субъект все	1	1
2808	не мертвый	1	1
2809	впадает в	1	1
2810	всматриваясь в	1	1
2811	есть одно	1	1
2812	превращает их	1	1
2813	с отдельными	1	1
2814	самого простого	1	1
2815	выходе из	1	1
2816	представления об	1	1
2817	и небытия	1	1
2818	существовать так	1	1
2819	это их	1	1
2820	е есть	1	1
2821	их слияния	1	1
2822	конечно то	1	1
2823	всякого позитивизма	1	1
2824	науки в	1	1
2825	чем у	1	1
2826	человеческого опыта	1	1
2827	зрения самого	1	1
2828	и этим	3	1
2829	есть что-нибудь	1	1
2830	и мирового	1	1
2831	как таковыми	1	1
2832	не от	2	1
2833	сказали мы	3	1
2834	о воплощении	1	1
2835	ноги и	2	1
2836	не мир	3	1
2837	воле и	1	1
2838	такое понимание	2	1
2839	чем собственно	4	1
2840	случае есть	1	1
2841	но совершенно	2	1
2842	и отношение	1	1
2843	есть само	2	1
2844	это даже	1	1
2845	конечно такое	2	1
2846	тела не	2	1
2847	и логическая	1	1
2848	воздействие на	1	1
2849	когда говорят	1	1
2850	ясным и	1	1
2851	таковых ничего	1	1
2852	существует никакой	1	1
2853	тоже была	1	1
2854	были только	1	1
2855	себя как	3	1
2856	вне всякого	2	1
2857	из чего	2	1
2858	все предыдущие	2	1
2859	таких теорий	1	1
2860	в мире	2	1
2861	естественного и	1	1
2862	о бесконечности	1	1
2863	можно прямо	1	1
2864	точнее же	1	1
2865	основано на	2	1
2866	одно замечание	1	1
2867	или вещь	1	1
2868	лежащее в	2	1
2869	и оказывается	2	1
2870	зрения и	1	1
2871	необходимо иметь	1	1
2872	должно было	1	1
2873	тут в	1	1
2874	древней греции	1	1
2875	людьми и	1	1
2876	словами мы	1	1
2877	времени года	1	1
2878	абсолютизированный миф	1	1
2879	христианином и	1	1
2880	и повелительно	1	1
2881	явлений природы	1	1
2882	однако допустим	1	1
2883	необходимо не	1	1
2884	всех своих	1	1
2885	все стороны	1	1
2886	и бесконечным	1	1
2887	нечто и	2	1
2888	полной убедительностью	1	1
2889	отдельный момент	1	1
2890	она или	1	1
2891	мы находимся	1	1
2892	реальным и	1	1
2893	природы оно	1	1
2894	сущность ни	1	1
2895	сказать с	1	1
2896	везде тут	1	1
2897	его развития	1	1
2898	отнестись к	1	1
2899	не сводится	1	1
2900	бога так	1	1
2901	данный момент	2	1
2902	или предмет	1	1
2903	я кажется	1	1
2904	покамест мы	1	1
2905	различить и	1	1
2906	сама природа	1	1
2907	в идеале	1	1
2908	что определение	1	1
2909	понимают как	1	1
2910	отдельные вещи	2	1
2911	существовать если	1	1
2912	потому есть	1	1
2913	личности и	15	1
2914	все то	1	1
2915	но до	1	1
2916	не более	1	1
2917	истории поэтому	1	1
2918	ясные и	1	1
2919	его внутренней	2	1
2920	явления в	1	1
2921	процесса в	1	1
2922	этим только	1	1
2923	который есть	1	1
2924	никакой речи	1	1
2925	свой предмет	1	1
2926	и картина	1	1
2927	самая структура	1	1
2928	но самый	1	1
2929	школьнику известно	1	1
2930	обязательно с	1	1
2931	начинаем говорить	2	1
2932	отлична от	1	1
2933	сенсуализм и	1	1
2934	его отличии	1	1
2935	все вещи	4	1
2936	будет у	1	1
2937	значит быть	1	1
2938	управляет всем	2	1
2939	движет собою	1	1
2940	всякого другого	6	1
2941	принимать во	1	1
2942	смысла о	1	1
2943	а живое	1	1
2944	слова из	1	1
2945	время на	1	1
2946	оба они	2	1
2947	та самая	1	1
2948	речь может	1	1
2949	есть дерево	1	1
2950	вас в	1	1
2951	о других	1	1
2952	этим словам	1	1
2953	под нее	1	1
2954	во-вторых поскольку	1	1
2955	которое оно	1	1
2956	утверждаем что	2	1
2957	бога и	1	1
2958	и знания	2	1
2959	отражается и	1	1
2960	этого очень	1	1
2961	чаще всего	3	1
2962	есть все	2	1
2963	мифа это	1	1
2964	и нигде	1	1
2965	временно и	1	1
2966	в данный	2	1
2967	категории как	1	1
2968	мифа но	2	1
2969	этого для	1	1
2970	есть система	1	1
2971	души только	1	1
2972	вещь с	1	1
2973	в пространстве	1	1
2974	его форму	1	1
2975	какой же	1	1
2976	бы тогда	1	1
2977	согласно общему	1	1
2978	его специально	1	1
2979	образ вещи	2	1
2980	приходится но	1	1
2981	религиозным мифом	3	1
2982	искусства ни	1	1
2983	невозможна и	1	1
2984	оно или	1	1
2985	установление самого	1	1
2986	произведение и	1	1
2987	интерпретация и	1	1
2988	достоевского в	1	1
2989	вполне согласен	1	1
2990	только те	1	1
2991	от самой	2	1
2992	частного к	1	1
2993	факта что	1	1
2994	я вполне	1	1
2995	почти не	1	1
2996	или все	1	1
2997	этом в	1	1
2998	свободного и	1	1
2999	и движения	1	1
3000	с абсолютным	1	1
3001	природе и	1	1
3002	бы говорить	1	1
3003	должны иметь	1	1
3004	свете и	1	1
3005	и из	2	1
3006	имеет с	1	1
3007	мы замечаем	1	1
3008	одном и	1	1
3009	причина а	1	1
3010	первых двух	2	1
3011	от этой	1	1
3012	что сам	1	1
3013	в чувстве	1	1
3014	ощущения и	1	1
3015	достаточно и	1	1
3016	равным образом	1	1
3017	такое сопоставление	1	1
3018	сама жизнь	3	1
3019	их как	1	1
3020	имеет какой-нибудь	1	1
3021	он почти	1	1
3022	рождение ребенка	4	1
3023	зрения истории	1	1
3024	в единый	1	1
3025	отдельных частей	1	1
3026	нельзя ни	3	1
3027	она становится	2	1
3028	как идея	2	1
3029	его бесконечной	1	1
3030	как не	4	1
3031	могут стать	1	1
3032	количество сведений	1	1
3033	верящего в	1	1
3034	единая и	1	1
3035	пойти дальше	1	1
3036	в обратном	1	1
3037	человека у	1	1
3038	показать что	1	1
3039	что угодно	2	1
3040	не свойственно	1	1
3041	сделал и	1	1
3042	взятые вместе	2	1
3043	есть слово	3	1
3044	или движения	1	1
3045	и абсолютность	1	1
3046	же самый	2	1
3047	в бесконечность	1	1
3048	да неужто	1	1
3049	это выражение	1	1
3050	тут сама	1	1
3051	субъект тоже	1	1
3052	таких которые	1	1
3053	отсюда ясно	1	1
3054	которые могут	1	1
3055	однако чтобы	1	1
3056	так гласит	1	1
3057	них он	1	1
3058	существует не	2	1
3059	речь в	1	1
3060	не видно	2	1
3061	тождественны в	1	1
3062	основные моменты	1	1
3063	с своим	2	1
3064	о какой	1	1
3065	эта символическая	1	1
3066	пределы этой	1	1
3067	даже гораздо	1	1
3068	необходимо ответить	1	1
3069	есть она	1	1
3070	достаточно привести	1	1
3071	дальше и	1	1
3072	них же	1	1
3073	своей жизни	1	1
3074	его самого	1	1
3075	термины эти	1	1
3076	в аспекте	1	1
3077	этом ничего	1	1
3078	без их	1	1
3079	в любой	1	1
3080	всего сама	2	1
3081	о пространстве	1	1
3082	свое время	1	1
3083	богом а	1	1
3084	было у	1	1
3085	само же	1	1
3086	единиц и	1	1
3087	д не	3	1
3088	это как	3	1
3089	совершенно специфически	1	1
3090	огромной силой	1	1
3091	я должен	4	1
3092	угодно это	2	1
3093	как целое	3	1
3094	необходимо тщательно	1	1
3095	привести все	1	1
3096	тех же	2	1
3097	в историю	1	1
3098	смерти и	1	1
3099	как одно	1	1
3100	или жизнь	1	1
3101	случае очевидно	1	1
3102	она вовсе	1	1
3103	по воздуху	2	1
3104	идет о	1	1
3105	отношение как	1	1
3106	чем то	1	1
3107	было другого	1	1
3108	связана с	1	1
3109	не знаю	1	1
3110	не хочу	1	1
3111	в древней	2	1
3112	он к	1	1
3113	страсти и	1	1
3114	относится только	1	1
3115	бы ему	1	1
3116	утверждают что	3	1
3117	пять моментов	1	1
3118	но лишь	2	1
3119	что-то другое	1	1
3120	и увидеть	1	1
3121	понимании символа	1	1
3122	мы заговорили	1	1
3123	очень хорошо	1	1
3124	из сферы	2	1
3125	лежащего в	1	1
3126	обыкновенного человеческого	1	1
3127	что дано	1	1
3128	на ряде	1	1
3129	что существуют	2	1
3130	исключить из	1	1
3131	же время	5	1
3132	местах и	1	1
3133	и утвердить	1	1
3134	существующее то	1	1
3135	ногами и	1	1
3136	идея есть	4	1
3137	случилось чудо	1	1
3138	решительно все	1	1
3139	только это	1	1
3140	свой субъект	1	1
3141	в обществе	1	1
3142	он очищает	1	1
3143	идеальное но	1	1
3144	вот уже	1	1
3145	одна на	1	1
3146	это суть	1	1
3147	утверждали что	1	1
3148	она возносит	1	1
3149	и будущее	1	1
3150	будет существовать	1	1
3151	сердце в	1	1
3152	своем месте	1	1
3153	лишь о	1	1
3154	корнями в	1	1
3155	он существует	1	1
3156	отсюда две	1	1
3157	религиозный миф	3	1
3158	говорил что	2	1
3159	движения или	1	1
3160	легко может	1	1
3161	или более	1	1
3162	говоря об	1	1
3163	идея вещи	1	1
3164	таково что	1	1
3165	знания но	3	1
3166	этого же	1	1
3167	конечно прежде	1	1
3168	силу того	1	1
3169	видеть ни	1	1
3170	действительно в	1	1
3171	тонкости и	1	1
3172	о вещи	1	1
3173	точку зрения	1	1
3174	вернее же	2	1
3175	его можно	1	1
3176	чисто религиозной	1	1
3177	смерть человека	2	1
3178	рассуждать именно	1	1
3179	именно миф	1	1
3180	близок к	1	1
3181	ли или	1	1
3182	или просто	1	1
3183	поэтому что	1	1
3184	ставится вопрос	2	1
3185	категории с	1	1
3186	отдельных единиц	2	1
3187	получилось бы	1	1
3188	пусть пока	1	1
3189	специфическое содержание	1	1
3190	тут можно	1	1
3191	нему и	1	1
3192	только сама	1	1
3193	ничего выше	1	1
3194	определенного предмета	1	1
3195	в указанном	1	1
3196	с очень	1	1
3197	ее из	1	1
3198	основе всякого	1	1
3199	когда мир	1	1
3200	же мере	1	1
3201	личности как	1	1
3202	христианского учения	1	1
3203	настоящего и	1	1
3204	мне это	1	1
3205	прямо в	1	1
3206	день и	2	1
3207	кто его	1	1
3208	и точно	1	1
3209	в полном	1	1
3210	лика и	1	1
3211	и теория	1	1
3212	надеяться на	2	1
3213	кто бы	1	1
3214	полного их	1	1
3215	с бытием	1	1
3216	историческом процессе	1	1
3217	слова не	1	1
3218	не развивается	1	1
3219	что например	1	1
3220	этот ряд	2	1
3221	мы тотчас	1	1
3222	x в	1	1
3223	вообще существует	1	1
3224	брать как	3	1
3225	реальное общение	1	1
3226	состояния в	1	1
3227	когда оно	1	1
3228	тут имеется	1	1
3229	как таковая	5	1
3230	становления и	3	1
3231	время может	1	1
3232	и начинается	1	1
3233	уже определенного	1	1
3234	просто и	1	1
3235	сознания но	2	1
3236	эта вещь	1	1
3237	о чистом	1	1
3238	на тему	1	1
3239	здесь обобщение	1	1
3240	же будет	1	1
3241	мы часто	1	1
3242	более отдельных	1	1
3243	мира а	1	1
3244	этой диалектике	1	1
3245	приходим к	1	1
3246	этой цели	1	1
3247	и понимания	2	1
3248	в новом	1	1
3249	и оно	1	1
3250	мысль об	1	1
3251	другие области	1	1
3252	существа а	1	1
3253	живых существ	2	1
3254	которая бы	1	1
3255	сама личность	4	1
3256	руки и	2	1
3257	зная что	1	1
3258	существует без	1	1
3259	в юности	1	1
3260	этого он	2	1
3261	в стиле	1	1
3262	идеями и	1	1
3263	выйти за	3	1
3264	нечто существующее	11	1
3265	он ни	1	1
3266	у тех	2	1
3267	кто сам	1	1
3268	будущее и	1	1
3269	гласит что	2	1
3270	жизни для	1	1
3271	слово это	1	1
3272	не выдерживает	1	1
3273	не могу	2	1
3274	как арена	1	1
3275	и имеют	1	1
3276	церкви и	1	1
3277	что нужно	2	1
3278	субъекта и	5	1
3279	о логической	2	1
3280	вопрос как	1	1
3281	ни сказать	1	1
3282	но нечто	1	1
3283	бытия в	2	1
3284	есть всегда	9	1
3285	образе это	1	1
3286	и настоящее	1	1
3287	к тем	1	1
3288	значений и	2	1
3289	то во-первых	1	1
3290	историческая значимость	1	1
3291	совершенно невозможно	1	1
3292	пор не	1	1
3293	что данный	2	1
3294	да будет	1	1
3295	и действительное	2	1
3296	не известно	1	1
3297	явлений в	1	1
3298	и обратно	1	1
3299	миф как	7	1
3300	и фактически	1	1
3301	на людей	1	1
3302	закон но	1	1
3303	следующее рассуждение	1	1
3304	и противопоставить	2	1
3305	стало быть	23	1
3306	случае при	1	1
3307	ночи в	1	1
3308	мифами о	1	1
3309	вещам но	1	1
3310	что поскольку	1	1
3311	противопоставить все	1	1
3312	не можете	1	1
3313	и явления	1	1
3314	все является	1	1
3315	отвлеченной идеей	1	1
3316	по всей	1	1
3317	проще всего	1	1
3318	требует своего	1	1
3319	самой своей	1	1
3320	кроме нее	1	1
3321	возможно ли	1	1
3322	вечности но	1	1
3323	обладают такими	1	1
3324	и нами	1	1
3325	его тела	1	1
3326	проявление личности	3	1
3327	считает что	1	1
3328	вовсе даже	1	1
3329	сказать ни	4	1
3330	грех и	1	1
3331	никто и	1	1
3332	сердце и	1	1
3333	уже много	1	1
3334	можно свести	1	1
3335	в эти	1	1
3336	то творение	1	1
3337	надо было	4	1
3338	и убедительно	1	1
3339	таковой и	1	1
3340	но мифами	1	1
3341	не это	1	1
3342	не делится	4	1
3343	она существует	1	1
3344	будущей жизни	1	1
3345	именно это	2	1
3346	например человек	1	1
3347	виду все	1	1
3348	с реальным	1	1
3349	и живых	1	1
3350	нечто по	1	1
3351	на ту	2	1
3352	с религией	1	1
