N	2gram	Nazirov_Tv	FransuaR
2495	но тот	2	1
2496	мы переходим	1	1
2497	гоголя в	2	1
2498	конкретное и	1	1
2499	я должен	1	1
2500	бы с	1	1
2501	что ты	2	1
2502	бы самое	1	1
2503	создает сильное	1	1
2504	не имеют	4	1
2505	ибо не	1	1
2506	то и	1	1
2507	если можно	1	1
2508	как самого	1	1
2509	времени на	3	1
2510	суда в	1	1
2511	в рамках	1	1
2512	эта мысль	3	1
2513	в раннем	1	1
2514	в сне	2	1
2515	того мы	1	1
2516	ночи и	1	1
2517	народ в	1	1
2518	нимало не	1	1
2519	что сама	1	1
2520	литературной традицией	1	1
2521	эпизод воскрешения	1	1
2522	не принимал	1	1
2523	ли вы	1	1
2524	выступает против	2	1
2525	почти одновременно	1	1
2526	такие как	1	1
2527	а во	2	1
2528	свободы в	1	1
2529	ночного горшка	1	1
2530	образом уже	1	1
2531	и гуманной	1	1
2532	это я	2	1
2533	потому и	1	1
2534	автора в	2	1
2535	первой главе	1	1
2536	в моей	1	1
2537	человек должен	1	1
2538	он лежа	1	1
2539	совершенно новым	1	1
2540	видим в	2	1
2541	сегодня у	1	1
2542	и многих	1	1
2543	жест который	1	1
2544	времена когда	1	1
2545	это тем	1	1
2546	него все	1	1
2547	хоть как-нибудь	1	1
2548	обвинение в	1	1
2549	к целому	1	1
2550	за два	2	1
2551	вышел в	1	1
2552	в противоречии	1	1
2553	и умирает	1	1
2554	в сознании	1	1
2555	маска и	1	1
2556	полным правом	1	1
2557	метафорическом смысле	1	1
2558	этого движения	1	1
2559	даже без	1	1
2560	человеком не	1	1
2561	содержатся в	1	1
2562	в больших	1	1
2563	а кончается	1	1
2564	месте в	1	1
2565	с топографией	1	1
2566	и чище	1	1
2567	все с	1	1
2568	сколько на	1	1
2569	эта позиция	1	1
2570	и фантастики	1	1
2571	его можно	1	1
2572	чуть ли	1	1
2573	человека но	3	1
2574	этого героя	1	1
2575	поднялась на	1	1
2576	а роман	1	1
2577	эпизод не	1	1
2578	что автор	1	1
2579	будущего все	1	1
2580	пусть даже	1	1
2581	в прямом	2	1
2582	этот город	2	1
2583	понять этот	1	1
2584	выясняется что	1	1
2585	конечно этот	1	1
2586	бы перевести	1	1
2587	произведения как	1	1
2588	этой области	1	1
2589	за которую	1	1
2590	на традиции	1	1
2591	сколько в	1	1
2592	который бы	1	1
2593	кувшин с	1	1
2594	связи между	1	1
2595	долгом своим	1	1
2596	были теми	1	1
2597	были особенно	1	1
2598	вы провалились	1	1
2599	случая в	1	1
2600	участия в	1	1
2601	что так	1	1
2602	этом сам	1	1
2603	день и	1	1
2604	интересно и	1	1
2605	в полном	1	1
2606	с той	1	1
2607	понимание его	1	1
2608	никуда не	2	1
2609	здравому смыслу	1	1
2610	на площадь	1	1
2611	автор дает	1	1
2612	слова не	2	1
2613	без этого	1	1
2614	и прекрасным	1	1
2615	непосредственно в	1	1
2616	отказаться от	4	1
2617	и внутренних	1	1
2618	а к	1	1
2619	черт знает	1	1
2620	конфликте с	1	1
2621	общества в	1	1
2622	о характере	1	1
2623	жизни слова	1	1
2624	протяжении почти	1	1
2625	мира у	2	1
2626	виду что	1	1
2627	частности с	1	1
2628	положение в	1	1
2629	во имя	3	1
2630	характерный для	1	1
2631	по смыслу	1	1
2632	прямо напоминает	1	1
2633	самом как	1	1
2634	даже особую	1	1
2635	в окружении	1	1
2636	и вскоре	1	1
2637	ли не	3	1
2638	науки в	1	1
2639	прикован к	1	1
2640	как люди	1	1
2641	им как	1	1
2642	замысла и	1	1
2643	он же	2	1
2644	отходит от	2	1
2645	прямой потомок	1	1
2646	стороне от	1	1
2647	функции этих	1	1
2648	были хорошо	1	1
2649	путь к	1	1
2650	очень важную	1	1
2651	г к	1	1
2652	ему как	1	1
2653	минут и	1	1
2654	может относиться	1	1
2655	гоголя нам	1	1
2656	трагического и	1	1
2657	дон-кихот и	1	1
2658	от прототипа	2	1
2659	был просто	1	1
2660	гораздо шире	1	1
2661	правда что	1	1
2662	мышления как	1	1
2663	свою эпоху	1	1
2664	переход в	1	1
2665	и сила	1	1
2666	не совпадают	1	1
2667	сервантеса и	1	1
2668	связывает их	1	1
2669	тут и	3	1
2670	он ни	3	1
2671	она должна	1	1
2672	не выдерживает	1	1
2673	среди людей	1	1
2674	автора к	1	1
2675	его относительности	1	1
2676	в душу	1	1
2677	цитаты из	1	1
2678	как уже	2	1
2679	и между	1	1
2680	а от	1	1
2681	восприятие и	1	1
2682	нельзя не	1	1
2683	и движущая	1	1
2684	он выступает	1	1
2685	мыслил себе	1	1
2686	через которые	1	1
2687	за три	1	1
2688	просто не	3	1
2689	однако все	1	1
2690	романа это	2	1
2691	годов xix	1	1
2692	идет уже	1	1
2693	любил и	1	1
2694	его всегда	1	1
2695	в поэме	1	1
2696	она нас	1	1
2697	частности в	1	1
2698	отношений между	2	1
2699	не видим	1	1
2700	резко отличается	1	1
2701	лицо он	1	1
2702	в мистическом	1	1
2703	реальное время	1	1
2704	если взять	1	1
2705	говорили уже	1	1
2706	с человеком	1	1
2707	является одновременно	1	1
2708	и гоголь	1	1
2709	его а	1	1
2710	наказание это	1	1
2711	фантастический характер	1	1
2712	рассказа о	1	1
2713	плане здесь	1	1
2714	через три	1	1
2715	внешние формы	1	1
2716	в трудах	1	1
2717	лишь условно	1	1
2718	элементов в	1	1
2719	совершенно иного	1	1
2720	и мире	2	1
2721	в литературном	2	1
2722	присутствие в	1	1
2723	как средство	1	1
2724	над его	1	1
2725	данте но	1	1
2726	или другому	1	1
2727	сказать в	1	1
2728	отрывается от	1	1
2729	литературе xvii	1	1
2730	сердце и	2	1
2731	движущая сила	1	1
2732	в создании	2	1
2733	можно так	1	1
2734	человеческой природы	1	1
2735	он просто	1	1
2736	надо было	2	1
2737	это довольно	1	1
2738	любви но	1	1
2739	определяет выбор	1	1
2740	типичен для	1	1
2741	философию истории	1	1
2742	своих произведений	1	1
2743	за их	1	1
2744	а сама	1	1
2745	по нашему	9	1
2746	а я	3	1
2747	в недра	1	1
