N	2gram	Tiupa_Vved	DiskursI
2320	иногда кажется	1	1
2321	сравнению с	1	1
2322	именно поэтому	1	1
2323	зависимости от	1	1
2324	других базовых	1	1
2325	в те	1	1
2326	различные и	1	1
2327	построений зрелого	1	1
2328	в известном	1	1
2329	говорить и	2	1
2330	эта последняя	1	1
2331	друг от	2	1
2332	которая не	2	1
2333	сколь угодно	1	1
2334	рассказывания это	1	1
2335	для читателя	1	1
2336	своей жизни	3	1
2337	не рассматривается	1	1
2338	своем собственном	1	1
2339	непосредственным речевым	1	1
2340	на отсутствие	1	1
2341	рода не	1	1
2342	жизни напоминает	1	1
2343	драматическое столкновение	1	1
2344	жизненную позицию	1	1
2345	чехов не	2	1
2346	отделилось от	1	1
2347	который при	2	1
2348	сам я	1	1
2349	или ментального	1	1
2350	играть роль	1	1
2351	дальнейшее развитие	1	1
2352	нет ничего	2	1
2353	футляре крыжовник	1	1
2354	но их	1	1
2355	вчитаемся в	1	1
2356	но тут	1	1
2357	всем многообразии	1	1
2358	основе которой	2	1
2359	его и	1	1
2360	разные времена	1	1
2361	[...] то	1	1
2362	к счастью	1	1
2363	проблематики в	1	1
2364	бы и	4	1
2365	стратегии как	1	1
2366	с персонажами	1	1
2367	событийной цепи	4	1
2368	а слушатель	1	1
2369	квалифицироваться как	1	1
2370	чужого в	1	1
2371	коммуникативных стратегий	1	1
2372	с авторским	1	1
2373	является также	1	1
2374	их самих	1	1
2375	она была	2	1
2376	качестве свидетеля	1	1
2377	но заключительный	1	1
2378	и двусмысленный	1	1
2379	гурова в	2	1
2380	это явление	1	1
2381	ю.н тынянова	1	1
2382	пушкина как	1	1
2383	обсуждения изложенного	1	1
2384	которого рассказ	1	1
2385	следствие овладения	1	1
2386	оба эти	1	1
2387	они сходятся	1	1
2388	в коммуникативное	1	1
2389	и предполагающем	1	1
2390	или нескольких	3	1
2391	это событие	1	1
2392	на некоторых	1	1
2393	то и	2	1
2394	задний план	1	1
2395	и характеризовала	1	1
2396	как мне	1	1
2397	вопрос следует	1	1
2398	авантюрная интрига	1	1
2399	связана с	1	1
2400	наконец в	1	1
2401	того чтобы	2	1
2402	и если	1	1
2403	женеттом была	1	1
2404	чужого слова	3	1
2405	положение дел	1	1
2406	является феноменом	1	1
2407	это то	1	1
2408	на друга	2	1
2409	по сравнению	1	1
2410	произведения всех	1	1
2411	мира оно	2	1
2412	двумя пределами	1	1
2413	это только	3	1
2414	в отдельности	1	1
2415	рассказа о	2	1
2416	этой двойственности	1	1
2417	котором рассказано	1	1
2418	этом пути	1	1
2419	на правильно	2	1
2420	мире общения	1	1
2421	одновременно а	1	1
2422	следует сказать	1	1
2423	не утрачивает	1	1
2424	молчали точно	1	1
2425	о родовых	1	1
2426	читателю апеллируя	1	1
2427	неклассической художественности	1	1
2428	способности прослеживать	1	1
2429	формирует все	1	1
2430	мне представляется	1	1
2431	прямой речи	1	1
2432	вся ее	1	1
2433	взаимно исключающих	1	1
2434	области литературы	1	1
2435	но о	2	1
2436	с большей	1	1
2437	письма и	1	1
2438	истории однако	2	1
2439	с литературой	1	1
2440	изменением состояния	1	1
2441	этого как	1	1
2442	общие черты	1	1
2443	есть одновременно	1	1
2444	о своем	1	1
2445	двух базовых	1	1
2446	главным героем	2	1
2447	субъект высказывания	1	1
2448	событии которое	1	1
2449	рассуждать вовсе	1	1
2450	новом третьем	1	1
2451	последнем мы	1	1
2452	в мир	1	1
2453	тому или	2	1
2454	бытия следствие	1	1
2455	например для	1	1
2456	овладения понятийным	1	1
2457	реальности в	1	1
2458	определенного рода	2	1
2459	перед глазами	1	1
2460	еще один	3	1
2461	и наоборот	1	1
2462	действия и	1	1
2463	особенности у	1	1
2464	укладом своей	1	1
2465	принципиально разнятся	1	1
2466	доктриной процессуальности	2	1
2467	жизни что	1	1
2468	он весь	1	1
2469	текста то	1	1
2470	свидетельствующего о	1	1
2471	свое существование	1	1
2472	неразрывно объединены	1	1
2473	несобственно-прямой речью	1	1
2474	повествованием в	1	1
2475	оказывается носителем	1	1
2476	повествования а	1	1
2477	указывающее на	1	1
2478	не встречается	1	1
2479	эти происходят	1	1
2480	интриги согласно	1	1
2481	открытый финал	1	1
2482	и мыслится	1	1
2483	резко порицают	1	1
2484	мир персонажей	1	1
2485	изменениями ситуации	1	1
2486	автор оставляет	1	1
2487	что здесь	1	1
2488	от героя	1	1
2489	с текстом	1	1
2490	входит как	1	1
2491	он в	1	1
2492	непосредственно из	1	1
2493	античности диегесис	1	1
2494	в рассматриваемом	1	1
2495	прошедшего времени	1	1
2496	креслах в	1	1
2497	и неизбыточность	1	1
2498	рода механизмом	1	1
2499	мог бы	2	1
2500	нарратора это	2	1
2501	начиная с	3	1
2502	нарративными средствами	1	1
2503	разделить с	1	1
2504	нами два	1	1
2505	какой она	2	1
2506	стороны самое	1	1
2507	вольф шмид	4	1
2508	но именно	3	1
2509	в образе	1	1
2510	в текстах	2	1
2511	событийность и	1	1
2512	мишель фуко	4	1
2513	характера и	1	1
2514	без посредства	1	1
2515	в каждый	1	1
2516	ни слушающий	1	1
2517	добра и	1	1
2518	том же	1	1
2519	утрачивает свою	1	1
2520	и моральной	1	1
2521	с фабулой	1	1
2522	события эти	1	1
2523	всего к	1	1
2524	бахтин может	2	1
2525	течение жизни	1	1
2526	но если	1	1
2527	к авторскому	1	1
2528	в новейшее	1	1
2529	слушатели-читатели события	1	1
2530	выговорившийся всякий	1	1
2531	остается за	1	1
2532	субъективную значимость	1	1
2533	писателями [...]	1	1
2534	концепции нарративности	1	1
2535	связано с	3	1
2536	теория повествования	1	1
2537	непредсказуемых событий	2	1
2538	о художественном	1	1
2539	слово стремится	1	1
2540	свободного выбора	1	1
2541	как своего	1	1
2542	нарративном дискурсе	1	1
2543	теперь уже	2	1
2544	рассказ и	1	1
2545	взгляде на	1	1
2546	только потому	1	1
2547	текста как	1	1
2548	прослеживать историю	1	1
2549	посредника между	1	1
2550	буркин и	1	1
2551	точно сердились	1	1
2552	опыт присутствия	1	1
2553	внутреннего состояния	1	1
2554	в классической	1	1
2555	прецедентной картины	2	1
2556	иногда именуют	1	1
2557	своему герою	1	1
2558	он из	1	1
2559	точку зрения	2	1
2560	в даме	4	1
2561	как высказывания	1	1
2562	тот же	1	1
2563	стали говорить	1	1
2564	следующей за	1	1
2565	повествование о	1	1
2566	человеческого я	1	1
2567	длительности и	1	1
2568	эти момента	1	1
2569	дело рассказ	1	1
2570	в обстоятельствах	1	1
2571	более глубокий	1	1
2572	формой человеческого	1	1
2573	разобщение преодолевается	1	1
2574	истории литературы	1	1
2575	событийной стороны	2	1
2576	такой взаимодополнительности	1	1
2577	может ощущаться	1	1
2578	сильно билось	1	1
2579	что автор	1	1
2580	об их	1	1
2581	того чтобы''	1	1
2582	проблематично и	1	1
2583	ценности к	1	1
2584	обращена к	1	1
2585	цепи эпизодов	2	1
2586	свидетелем событий	1	1
2587	мифов-нарраций никогда	1	1
2588	без соотнесения	1	1
2589	социального или	1	1
2590	речевой субъект	1	1
2591	то они	1	1
2592	интерпретациях одних	1	1
2593	и всякий	1	1
2594	не предполагал	1	1
2595	не соподчиненных	1	1
2596	после которого	1	1
2597	это такая	1	1
2598	эстетической и	1	1
2599	мир в	1	1
2600	заново актуализированная	1	1
2601	любой из	1	1
2602	стабильности открытого	1	1
2603	оказались хорошо	1	1
2604	простейшим примером	1	1
2605	чехова всегда	1	1
2606	только по	1	1
2607	он выступает	1	1
2608	наррация предполагает	2	1
2609	рассказов и	1	1
2610	по сходству	1	1
2611	бы свое	1	1
2612	утраченной стабильности	1	1
2613	же возобновляется	1	1
2614	трактуемой ими	1	1
2615	выбору со	1	1
2616	в общих	1	1
2617	о говорящем	1	1
2618	сколько в	1	1
2619	смысловое единство	1	1
2620	из ключевых	2	1
2621	книгой бытия	1	1
2622	лат iteratio	1	1
2623	является следствием	1	1
2624	в окружающем	1	1
2625	они едины	1	1
2626	рассказа буркина	1	1
2627	образ автора	2	1
2628	а слово	2	1
2629	чеховский рассказ	1	1
2630	процесс развития	1	1
2631	в обрамляющем	1	1
2632	положителен по	1	1
2633	центральным событием	1	1
2634	цепь событий	1	1
2635	оно весьма	1	1
2636	первых трех	2	1
2637	композиционных форм	2	1
2638	например приказывая	1	1
2639	сквозных мотивов	1	1
2640	мысли бахтина	1	1
2641	таким чистосердечием	1	1
2642	же мере	1	1
2643	говорящий позиционирует	1	1
2644	бы на	1	1
2645	концентрирует в	1	1
2646	что одно	1	1
2647	же их	1	1
2648	поднимается на	1	1
2649	на рецептивные	1	1
2650	времен года	1	1
2651	героев не	1	1
2652	и муж	1	1
2653	нарративной интенции	1	1
2654	он и	2	1
2655	своем состоянии	1	1
2656	сознания это	1	1
2657	от наплыва	1	1
2658	этом он	1	1
2659	для данной	1	1
2660	но этико-интеллектуальное	1	1
2661	видя в	1	1
2662	само событие	1	1
2663	мучается бессонницей	1	1
2664	собственном мире	1	1
2665	для нас	4	1
2666	имеющий отношение	1	1
2667	идеальное из	1	1
2668	''картина'' не	1	1
2669	а предмет	1	1
2670	своей судьбы	1	1
2671	тейяр де	1	1
2672	на самом	5	1
2673	участвуем как	1	1
2674	это именно	1	1
2675	остаются каждый	1	1
2676	сходятся в	1	1
2677	смене состояний	1	1
2678	слова а	1	1
2679	в заключительной	2	1
2680	получает дальнейшее	1	1
2681	однако она	1	1
2682	таком случае	1	1
2683	дискурса она	1	1
2684	всеобщей жизни	2	1
2685	памяти в	1	1
2686	в использовании	1	1
2687	в повести	1	1
2688	отступление от	1	1
2689	в виде	1	1
2690	раз в	1	1
2691	всех прочих	1	1
2692	было видно	1	1
2693	но с	1	1
2694	в учебниках	1	1
2695	для кого-то	1	1
2696	а закономерное	1	1
2697	от друга	2	1
2698	она порождается	1	1
2699	художественных текстов	1	1
2700	в императивном	1	1
2701	по мифологии	1	1
2702	качестве культурного	1	1
2703	этого не	2	1
2704	персонажа в	3	1
2705	ней мифов-нарраций	1	1
2706	что к	1	1
2707	известную долю	1	1
2708	позицию которую	1	1
2709	и определяется	1	1
2710	третья рассказ	1	1
2711	на преодоление	1	1
2712	я ни	1	1
2713	обретения смысла	1	1
2714	сформирована и	1	1
2715	сознаний содержание	1	1
2716	мифы-рассказы имеются	1	1
2717	термина в	1	1
2718	другого проблематично	1	1
2719	открывает перед	1	1
2720	с главным	1	1
2721	окказиональном мире	3	1
2722	же в	3	1
2723	едином но	1	1
2724	предания в	1	1
2725	единой и	1	1
2726	термин дискурс	1	1
2727	литературной практике	1	1
2728	ситуацию какой	1	1
2729	циклическое время	1	1
2730	такое слово	1	1
2731	однако они	1	1
2732	о жизни	2	1
2733	не со	1	1
2734	рассказывания о	2	1
2735	себе в	1	1
2736	михаил эпштейн	1	1
2737	интерпретации в	1	1
2738	при которой	3	1
2739	что вполне	1	1
2740	современной нарратологии	6	1
2741	этому роду	1	1
2742	в нашей	1	1
2743	к ментальному	1	1
2744	происхождение наррации	2	1
2745	бахтин но	1	1
2746	в ряде	1	1
2747	случае не	1	1
2748	не рассказывает	1	1
2749	обеих доктрин	1	1
2750	его поступки	1	1
2751	что этот	1	1
2752	нарратора для	1	1
2753	наблюдателя упраздняет	1	1
2754	и последующих	2	1
2755	будто просил	1	1
2756	к воображению	1	1
2757	в исторический	1	1
2758	золотого сечения	3	1
2759	исключающих хотя	1	1
2760	относительно поздним	1	1
2761	этот раз	3	1
2762	лирическое стихотворение	1	1
2763	это вы	1	1
2764	выражает внеличную	1	1
2765	говорят о	2	1
2766	на принципиально	1	1
2767	напротив они	1	1
2768	восприниматься как	1	1
2769	группы μ	1	1
2770	нарративной интриги	6	1
2771	ср у	2	1
2772	вероятностный мир	1	1
2773	противном случае	2	1
2774	повседневной жизни	1	1
2775	дистанцию по	1	1
2776	будучи непосредственной	1	1
2777	осуществляет своего	1	1
2778	адекватности обеих	1	1
2779	в еще	1	1
2780	и со	1	1
2781	и могут	1	1
2782	окружающем его	1	1
2783	и я	1	1
2784	сколь бы	1	1
2785	быть сведена	1	1
2786	повествования на	1	1
2787	''если'' ''когда''	1	1
2788	отказавшись от	1	1
2789	в непосредственной	1	1
2790	к личности	1	1
2791	бы мы	2	1
2792	масштабы того	1	1
2793	два народа	1	1
2794	заключительный акт	1	1
2795	подлинного положителен	1	1
2796	нарратологический поворот	1	1
2797	центральное событие	2	1
2798	вследствие этой	2	1
2799	страны мертвых	1	1
2800	своего читателя	2	1
2801	как ключевой	1	1
2802	себе весь	1	1
2803	должен быть	3	1
2804	на событийную	1	1
2805	не дублирование	1	1
2806	являя собой	1	1
2807	континуального моделирования	1	1
2808	любовных отношений	1	1
2809	рассказанной истории	3	1
2810	иное дело	1	1
2811	былое разобщение	1	1
2812	рассказывания на	2	1
2813	интрига в	3	1
2814	повествуемого мира	6	1
2815	не все	2	1
2816	к неподлинному	1	1
2817	согласно его	1	1
2818	и главное	1	1
2819	смерти и	1	1
2820	порождается так	1	1
2821	финале привходящими	1	1
2822	другом случае	1	1
2823	крыжовник о	1	1
2824	комическую карнавальную	1	1
2825	''когда'' ''для	1	1
2826	человека к	1	1
2827	личностному самоопределению	1	1
2828	рассказа ивана	1	1
2829	дающей масштабы	1	1
2830	моделирования истории	1	1
2831	и рецептивного	2	1
2832	принципиальное значение	1	1
2833	еще до	2	1
2834	читателя в	1	1
2835	от первого	1	1
2836	всю совокупность	1	1
2837	сюжета в	2	1
2838	предположить что	1	1
2839	и требования	1	1
2840	ю.м лотман	2	1
2841	событием коммуникативным	1	1
2842	имеет право	1	1
2843	рассказов чехова	1	1
2844	опыта присутствия	1	1
2845	подчинение не	1	1
2846	искать в	1	1
2847	и равно	1	1
2848	потенциал в	1	1
2849	обратившись к	1	1
2850	антоши чехонте	2	1
2851	тут и	1	1
2852	проблематика тайны	1	1
2853	в цепь	1	1
2854	завершения ответ	1	1
2855	с сохранением	1	1
2856	их жизненного	1	1
2857	дневниковая запись	1	1
2858	бахтин когда	1	1
2859	такой возможности	1	1
2860	личного счастья	1	1
2861	классического реализма	2	1
2862	непреложный в	1	1
2863	субъекта с	1	1
2864	металингвистического понятия	1	1
2865	в лугановиче	1	1
2866	устойчивая традиция	1	1
2867	образцом для	1	1
2868	своих историях	1	1
2869	амбивалентный он	1	1
2870	не могу	2	1
2871	т.п и	2	1
2872	повторяются ситуации	1	1
2873	строится как	1	1
2874	древними писателями	1	1
2875	и остаются	1	1
2876	между сознаниями	1	1
2877	имеются и	1	1
2878	однако если	1	1
2879	нуждалась в	1	1
2880	другой в	2	1
2881	и буркин	1	1
2882	слове писал	1	1
2883	события что	1	1
2884	субъекта и	1	1
2885	характер события	1	1
2886	счастья общеинтересными	1	1
2887	самую коммуникативную	1	1
2888	качестве своего	1	1
2889	с нами	1	1
2890	мы узнаем	2	1
2891	цепь воспроизводилась	1	1
2892	нельзя назвать	1	1
2893	что смерть	2	1
2894	хранения и	1	1
2895	говорить не	1	1
2896	мире мире	1	1
2897	событии не	1	1
2898	понять со	1	1
2899	мышлением которое	1	1
2900	отделен от	1	1
2901	всегда преодолеваемая	1	1
2902	с языком	2	1
2903	поступки только	1	1
2904	в искусстве	1	1
2905	вполне устранить	1	1
2906	истории а	3	1
2907	де шарден	1	1
2908	притчевого типа	2	1
2909	с нарратором	2	1
2910	на меня	1	1
2911	доктринами доктриной	2	1
2912	институционального общения	1	1
2913	нельзя понять	1	1
2914	развитие а	1	1
2915	историй в	2	1
2916	может занимать	1	1
2917	практика общения	1	1
2918	в войне	2	1
2919	всех этих	1	1
2920	некоторой культурной	1	1
2921	характеристиками являют	1	1
2922	к смерти	1	1
2923	предельно заостряя	1	1
2924	появляется во	1	1
2925	предполагает со	2	1
2926	это непосредственное	1	1
2927	имеются только	1	1
2928	в зеркало	1	1
2929	разворачивается как	1	1
2930	как иерархические	1	1
2931	и времени	2	1
2932	для текстов	1	1
2933	или иначе	2	1
2934	косвенной речи	1	1
2935	время они	1	1
2936	для указания	1	1
2937	и иных	1	1
2938	наррацию ибо	1	1
2939	просил лично	1	1
2940	стало быть	10	1
2941	этих случаях	2	1
2942	с кем	1	1
2943	как то	1	1
2944	методологическое поле	2	1
2945	достигается не	1	1
2946	первые два	2	1
2947	конструктивную особенность	1	1
2948	оно лишено	1	1
2949	смысл высказывания	1	1
2950	складывается в	1	1
2951	не сводятся	1	1
2952	наплыва мыслей	1	1
2953	прошлое может	1	1
2954	течения жизни	1	1
2955	исторических событий	1	1
2956	и б	1	1
2957	ответственности в	1	1
2958	могло быть	1	1
2959	художественный текст	1	1
2960	жизни однако	1	1
2961	рассказа но	1	1
2962	излагается в	1	1
2963	жераром женеттом	1	1
2964	нарративная модальность	7	1
2965	же на	1	1
2966	слова но	2	1
2967	происходят в	1	1
2968	события бахтин	1	1
2969	портретными характеристиками	1	1
2970	данного произведения	1	1
2971	установки и	1	1
2972	слушателям чего	1	1
2973	состоят в	1	1
2974	и мире	2	1
2975	и особенно	1	1
2976	понятия о	1	1
2977	нарратив это	1	1
2978	где на	1	1
2979	и самого	1	1
2980	к моменту	1	1
2981	такая концовка	1	1
2982	но представляет	1	1
2983	и обсуждения	1	1
2984	присутствие в	1	1
2985	стороны например	1	1
2986	принципиально иная	2	1
2987	и много	1	1
2988	стратегий в	1	1
2989	говорилось выше	2	1
2990	собой лишь	1	1
2991	в театре	3	1
2992	не можем	2	1
2993	также в	1	1
2994	этом и	2	1
2995	нарративности как	1	1
2996	природной жизни	1	1
2997	ее из	1	1
2998	притчевой стратегии	1	1
2999	не отделен	1	1
3000	обращаться к	1	1
3001	культурной парадигмы	1	1
3002	от времени	1	1
3003	литературная интрига	1	1
3004	бахтину нельзя	1	1
3005	''из-за'' и	1	1
3006	это означает	1	1
3007	нем осуществляется	1	1
3008	рассмотренных ранее	1	1
3009	поскольку все	1	1
3010	конструктивную основу	3	1
3011	в словесной	1	1
3012	истине красоте	1	1
3013	рассказе о	1	1
3014	нет как	1	1
3015	в словаре	1	1
3016	персонажем в	1	1
3017	с дискретным	1	1
3018	из другой	1	1
3019	являют традиционно	1	1
3020	требующий ответного	1	1
3021	в сознании	5	1
3022	сознаниях получает	1	1
3023	к коммуникативному	1	1
3024	для современного	1	1
3025	может передать	1	1
3026	гостиной и	1	1
3027	нарративному тексту	2	1
3028	на всем	1	1
3029	для характеристики	1	1
3030	ли в	1	1
3031	шагом природного	1	1
3032	не остаются	1	1
3033	позиции наблюдателя	1	1
3034	оценка [...]	1	1
3035	говорит не	1	1
3036	меня если	1	1
3037	повествовательной традицией	1	1
3038	своей индивидуальности	1	1
3039	и оно	2	1
3040	другого сознания	3	1
3041	равно законных	1	1
3042	зачем и	1	1
3043	именно это	1	1
3044	три года	1	1
3045	и сами	2	1
3046	или точнее	2	1
3047	и нераздельности	1	1
3048	как для	3	1
3049	в известной	1	1
3050	по смежности	1	1
3051	любви и	2	1
3052	цитирование стенографическая	1	1
3053	и непредсказуемых	2	1
3054	и напротив	1	1
3055	иное как	1	1
3056	свидетельства и	1	1
3057	всеобщего закона	1	1
3058	на самый	1	1
3059	соотносима с	1	1
3060	для героя	2	1
3061	адресата не	2	1
