N	2gram	Tiupa_Disk	Narrotol
2315	и читателей	1	1
2316	отношении к	1	1
2317	этого как	1	1
2318	данный термин	2	1
2319	слов и	1	1
2320	частности как	2	1
2321	он как	1	1
2322	не наделен	1	1
2323	дискурсивной компетенции	1	1
2324	представление будто	1	1
2325	художественной литературы	1	1
2326	событии которое	1	1
2327	чехова в	2	1
2328	нормы а	1	1
2329	новом третьем	1	1
2330	событие является	2	1
2331	от всеобщего	1	1
2332	и до	2	1
2333	только тем	1	1
2334	бытия следствие	1	1
2335	завершенная и	2	1
2336	с пуантом	1	1
2337	чем не	3	1
2338	установку на	2	1
2339	умение которое	1	1
2340	овладения понятийным	1	1
2341	определенного рода	1	1
2342	чем говорят	1	1
2343	опыт жизни	1	1
2344	с повествовательной	1	1
2345	и наоборот	1	1
2346	литературы в	2	1
2347	укладом своей	1	1
2348	вопрос следует	1	1
2349	двух равнодостойных	1	1
2350	не умер	1	1
2351	повествование в	2	1
2352	другого в	2	1
2353	если их	1	1
2354	в речевой	3	1
2355	их исторической	1	1
2356	несобственно-прямой речью	1	1
2357	как свой	1	1
2358	положителен по	1	1
2359	известной степени	3	1
2360	наедине отсюда	1	1
2361	претендовать на	3	1
2362	интриги согласно	1	1
2363	на более	1	1
2364	резко порицают	1	1
2365	есть его	1	1
2366	ощущаться завершенная	1	1
2367	мир персонажей	1	1
2368	цепь событий	1	1
2369	что здесь	1	1
2370	от героя	1	1
2371	с текстом	1	1
2372	заметить что	2	1
2373	нет и	1	1
2374	входит как	1	1
2375	непосредственно из	1	1
2376	событием не	1	1
2377	событий в	1	1
2378	рассказанного как	1	1
2379	доверием к	1	1
2380	всему что	1	1
2381	индивидуальный характер	2	1
2382	рода механизмом	1	1
2383	при котором	2	1
2384	не за	1	1
2385	какая была	1	1
2386	нами два	1	1
2387	и дискурс	4	1
2388	стороны самое	1	1
2389	слушателям чего	1	1
2390	в образе	1	1
2391	непрерывный выбор	1	1
2392	личности к	1	1
2393	не знаем	1	1
2394	то она	2	1
2395	своего персонажа	1	1
2396	и моральной	1	1
2397	же их	1	1
2398	поднимается на	1	1
2399	повествователем в	1	1
2400	события эти	1	1
2401	оптимистически настроенный	1	1
2402	характерное для	1	1
2403	литературного сюжета	1	1
2404	этого слова	1	1
2405	до известной	2	1
2406	определяется не	2	1
2407	освоение человеческим	1	1
2408	слушатели-читатели события	1	1
2409	писателями [...]	1	1
2410	отдельной личности	1	1
2411	счастья и	1	1
2412	с адресатом	2	1
2413	сближение но	1	1
2414	типическую концепцию	2	1
2415	включая в	1	1
2416	взаимодействующих сознаний	2	1
2417	у них	1	1
2418	нарративном дискурсе	1	1
2419	прямолинейная оценка	1	1
2420	событием и	2	1
2421	и персонажи	2	1
2422	прослеживать историю	1	1
2423	не тождествен	2	1
2424	понимаемой как	1	1
2425	читателя или	1	1
2426	в особом	2	1
2427	точно сердились	1	1
2428	человеческая индивидуальность	1	1
2429	они предстают	1	1
2430	литературной эволюции	1	1
2431	внутреннего состояния	1	1
2432	только о	2	1
2433	дискурса принадлежит	1	1
2434	как высказывания	1	1
2435	стали говорить	1	1
2436	событие или	1	1
2437	мировой истории	1	1
2438	деревни а	1	1
2439	как нулевая	1	1
2440	собой по	1	1
2441	адресата высказывания	1	1
2442	нарративных стратегий	3	1
2443	события событие	1	1
2444	формой человеческого	1	1
2445	в формировании	1	1
2446	может ощущаться	1	1
2447	сильно билось	1	1
2448	которой у	1	1
2449	об их	1	1
2450	притчи о	6	1
2451	события и	1	1
2452	ценности к	1	1
2453	вместе со	1	1
2454	свидетелем событий	1	1
2455	продукт социального	1	1
2456	мифов-нарраций никогда	1	1
2457	социального или	1	1
2458	как со	1	1
2459	стабильно дифференцированном	2	1
2460	вниманию читателя	1	1
2461	но на	1	1
2462	дискурсии и	1	1
2463	на языке	3	1
2464	организованности высказываний	1	1
2465	это жанр	2	1
2466	общения в	3	1
2467	значение в	1	1
2468	это такая	1	1
2469	ничем не	1	1
2470	эстетической и	1	1
2471	мог быть	3	1
2472	мир в	1	1
2473	основе своей	4	1
2474	заново актуализированная	1	1
2475	любой из	1	1
2476	своему происхождению	2	1
2477	чехова всегда	1	1
2478	различие между	3	1
2479	случаях же	1	1
2480	и было	3	1
2481	не подлежащее	2	1
2482	этот процесс	1	1
2483	или ментального	1	1
2484	бы свое	1	1
2485	социальные характеристики	1	1
2486	мысленного черновика	1	1
2487	собственно рассказы	1	1
2488	мира которая	3	1
2489	в первый	1	1
2490	местам и	1	1
2491	том числе	3	1
2492	уже в	2	1
2493	одним и	1	1
2494	аналогичным образом	1	1
2495	который бы	1	1
2496	книгой бытия	1	1
2497	они едины	1	1
2498	трех говорящего	1	1
2499	образ автора	1	1
2500	в обрамляющем	1	1
2501	дейк четко	1	1
2502	упускать из	2	1
2503	на что	1	1
2504	должно происходить	1	1
2505	композиционных форм	1	1
2506	например приказывая	1	1
2507	таким чистосердечием	1	1
2508	однако здесь	1	1
2509	не отделен	1	1
2510	же мере	1	1
2511	в окказиональном	2	1
2512	для всего	1	1
2513	чужому слову	1	1
2514	притчевым его	1	1
2515	своей не	1	1
2516	на рецептивные	1	1
2517	проблематика тайны	1	1
2518	себя самого	2	1
2519	от наплыва	1	1
2520	рассказы в	1	1
2521	коммуникативных компетенций	1	1
2522	рассказ как	4	1
2523	в жизнь	1	1
2524	но этико-интеллектуальное	1	1
2525	от времени	1	1
2526	не слияние	1	1
2527	оказались хорошо	1	1
2528	ее в	1	1
2529	мучается бессонницей	1	1
2530	собственном мире	1	1
2531	на дискурсивное	1	1
2532	слове писал	1	1
2533	идеальное из	1	1
2534	поведения в	3	1
2535	''картина'' не	1	1
2536	видеть в	1	1
2537	в полном	2	1
2538	произведений нет	1	1
2539	а предмет	1	1
2540	своей судьбы	1	1
2541	как неизбежно	1	1
2542	которые отсылают	1	1
2543	полном его	1	1
2544	однако перформативные	1	1
2545	а коммуникативных	1	1
2546	остаются каждый	1	1
2547	сходятся в	1	1
2548	и притчевым	2	1
2549	смене состояний	1	1
2550	что каждый	1	1
2551	о ее	1	1
2552	с их	3	1
2553	получает дальнейшее	1	1
2554	слова не	3	1
2555	сходным образом	1	1
2556	различия между	3	1
2557	например сапожника	1	1
2558	не тождественна	1	1
2559	былое разобщение	1	1
2560	всех прочих	1	1
2561	свойство событийности	1	1
2562	в учебниках	1	1
2563	для кого-то	1	1
2564	что ни	3	1
2565	от друга	1	1
2566	что является	1	1
2567	из барышни-крестьянки	3	1
2568	по мифологии	1	1
2569	а слушатель	1	1
2570	что к	1	1
2571	позицию которую	1	1
2572	слова но	1	1
2573	сознаний содержание	1	1
2574	выводит из	1	1
2575	термина в	1	1
2576	другого проблематично	1	1
2577	открывает перед	1	1
2578	и социальные	1	1
2579	году как	1	1
2580	едином но	1	1
2581	двусмысленный четкий	1	1
2582	не ограничивается	2	1
2583	значительные порой	1	1
2584	ситуацию какой	1	1
2585	он видел	2	1
2586	такое слово	1	1
2587	непосредственной формой	1	1
2588	роман от	1	1
2589	как нечто	2	1
2590	с конца	1	1
2591	за самим	1	1
2592	пристального внимания	1	1
2593	настроенный пессимистически	1	1
2594	интерпретации в	1	1
2595	то потому	1	1
2596	императивной картине	1	1
2597	драматургический текст	2	1
2598	случае не	1	1
2599	мировой жизни	1	1
2600	не рассказывает	1	1
2601	его поступки	1	1
2602	в предыдущих	1	1
2603	и без	2	1
2604	персонажей а	2	1
2605	некоторая заслуживающая	1	1
2606	наблюдателя упраздняет	1	1
2607	различным статусам	1	1
2608	личностные и	1	1
2609	лишний раз	1	1
2610	будто просил	1	1
2611	к воображению	1	1
2612	персонажем в	1	1
2613	в исторический	1	1
2614	относительно поздним	1	1
2615	случаях когда	1	1
2616	взгляд с	1	1
2617	говоря мы	1	1
2618	выражает внеличную	1	1
2619	анекдот в	3	1
2620	говорят о	1	1
2621	а их	1	1
2622	в нарастании	1	1
2623	является не	2	1
2624	группы μ	1	1
2625	е гг	1	1
2626	ведет задушевный	1	1
2627	понимание входит	1	1
2628	дистанцию между	1	1
2629	при таком	1	1
2630	далеко еще	4	1
2631	дискурс это	3	1
2632	однако это	3	1
2633	противном случае	1	1
2634	дистанцию по	1	1
2635	будучи непосредственной	1	1
2636	и со	1	1
2637	в такой	1	1
2638	на всем	1	1
2639	быть сведена	1	1
2640	остановимся на	1	1
2641	''если'' ''когда''	1	1
2642	не создает	1	1
2643	в новом	2	1
2644	исторического знания	1	1
2645	готовом стабильно	2	1
2646	какой он	1	1
2647	на концепции	1	1
2648	масштабы того	1	1
2649	и оно	1	1
2650	заключительный акт	1	1
2651	если хотим	1	1
2652	рассказать но	1	1
2653	на его	4	1
2654	напряжении событийного	2	1
2655	практик дискурсивная	1	1
2656	событие состоит	1	1
2657	вследствие чего	2	1
2658	сомнение в	2	1
2659	остальной жизни	1	1
2660	не дублирование	1	1
2661	а настроенный	1	1
2662	для осмысления	2	1
2663	являя собой	1	1
2664	ничего нельзя	1	1
2665	как примера	1	1
2666	изложенная в	1	1
2667	поскольку по	1	1
2668	ситуацию читательского	1	1
2669	действующие лица	1	1
2670	ее жизнь	1	1
2671	порой расхождения	1	1
2672	к неподлинному	1	1
2673	бы это	2	1
2674	связаны с	1	1
2675	событий что	1	1
2676	к линейной	1	1
2677	порождается так	1	1
2678	финале привходящими	1	1
2679	ему не	1	1
2680	крыжовник о	1	1
2681	следующей главе	1	1
2682	комическую карнавальную	1	1
2683	как полагает	1	1
2684	другого это	1	1
2685	''когда'' ''для	1	1
2686	как формы	2	1
2687	рассказа ивана	1	1
2688	дающей масштабы	1	1
2689	которая как	1	1
2690	не говоря	2	1
2691	всю совокупность	1	1
2692	между анекдотическим	1	1
2693	не соподчиненных	1	1
2694	как организующий	1	1
2695	обычно в	1	1
2696	греймас выводит	1	1
2697	том случае	1	1
2698	бытия как	1	1
2699	как коммуникативного	3	1
2700	события так	1	1
2701	как наррация	2	1
2702	в полной	1	1
2703	же с	1	1
2704	сформировавшегося в	2	1
2705	содержание судьбы	1	1
2706	с самого	2	1
2707	их жизненного	1	1
2708	оно в	1	1
2709	бахтин когда	1	1
2710	его произведениях	1	1
2711	личного счастья	1	1
2712	которая может	2	1
2713	же к	1	1
2714	в лугановиче	1	1
2715	случае если	1	1
2716	что свойственно	1	1
2717	и жизненная	1	1
2718	к некоторой	2	1
2719	жизни для	1	1
2720	в самых	1	1
2721	данное понятие	1	1
2722	не семиотических	1	1
2723	повторяются ситуации	1	1
2724	грандиозную интригу	1	1
2725	становления наррации	1	1
2726	и остаются	1	1
2727	ни один	1	1
2728	между сознаниями	1	1
2729	тойн а	2	1
2730	я к	1	1
2731	проявляется как	1	1
2732	нуждалась в	1	1
2733	в акте	3	1
2734	другой в	1	1
2735	текстов к	1	1
2736	сказания о	1	1
2737	счастья общеинтересными	1	1
2738	самую коммуникативную	1	1
2739	с совершенно	1	1
2740	он обращается	1	1
2741	цепь воспроизводилась	1	1
2742	в противоположность	6	1
2743	дискурсивные практики	2	1
2744	собой как	2	1
2745	мире мире	1	1
2746	событии не	1	1
2747	производство и	1	1
2748	понять со	1	1
2749	мы должны	1	1
2750	отделен от	1	1
2751	поступки только	1	1
2752	в позднейшем	1	1
2753	в искусстве	1	1
2754	письма будто	1	1
2755	эстетической завершенности	1	1
2756	подлежит верификации	1	1
2757	тексте как	3	1
2758	институционального общения	1	1
2759	слово стремится	1	1
2760	но она	3	1
2761	и их	1	1
2762	нельзя понять	1	1
2763	без нарратора	2	1
2764	может занимать	1	1
2765	практика общения	1	1
2766	и рассказа	2	1
2767	к некоторому	1	1
2768	принципе не	1	1
2769	[...] оно	2	1
2770	некоторой культурной	1	1
2771	к области	2	1
2772	к данному	3	1
2773	взаимодействия трех	1	1
2774	предельно заостряя	1	1
2775	субъекта представляет	1	1
2776	только благодаря	1	1
2777	в нашей	1	1
2778	неразрывно объединены	1	1
2779	это непосредственное	1	1
2780	имеются только	1	1
2781	как иерархические	1	1
2782	и времени	1	1
2783	только то	2	1
2784	производство дискурса	1	1
2785	событийного характера	3	1
2786	в xix	1	1
2787	косвенной речи	1	1
2788	время они	1	1
2789	т.п но	4	1
2790	нарративных произведений	1	1
2791	наррацию ибо	1	1
2792	просил лично	1	1
2793	нарративности но	2	1
2794	и анекдотом	1	1
2795	вследствие его	1	1
2796	герою своему	1	1
2797	происходит от	2	1
2798	достигается не	1	1
2799	повествователя о	1	1
2800	третья рассказ	1	1
2801	не сводятся	1	1
2802	наплыва мыслей	1	1
2803	на примерах	1	1
2804	их по	1	1
2805	в истолковании	1	1
2806	еще на	1	1
2807	на преодоление	1	1
2808	дискурсивное умение	1	1
2809	неканонического жанра	2	1
2810	событием самого	2	1
2811	художественный текст	1	1
2812	излагается в	1	1
2813	составляет его	1	1
2814	в книге	2	1
2815	определена как	4	1
2816	портретными характеристиками	1	1
2817	некоего созерцающего	1	1
2818	например тоска	1	1
2819	учителя жизни	1	1
2820	зла или	1	1
2821	его составе	2	1
2822	нарратив это	1	1
2823	генетически восходит	1	1
2824	мире общения	1	1
2825	крайней мере	3	1
2826	очерка в	1	1
2827	организации текста	1	1
2828	жанровом отношении	3	1
2829	собой лишь	1	1
2830	ю.м лотмана	1	1
2831	притчевой стратегии	1	1
2832	событием рассказывания	1	1
2833	фраза текста	1	1
2834	литературная интрига	1	1
2835	бахтину нельзя	1	1
2836	драматургического текста	2	1
2837	''из-за'' и	1	1
2838	оно живет	2	1
2839	искусно сохраните	1	1
2840	нем осуществляется	1	1
2841	в голову	2	1
2842	мифа в	1	1
2843	ней мифов-нарраций	1	1
2844	не претендует	2	1
2845	ситуации не	1	1
2846	истине красоте	1	1
2847	проппа морфология	1	1
2848	в словаре	1	1
2849	характеристики другие	1	1
2850	в исходном	1	1
2851	свидетельствуют о	1	1
2852	все еще	1	1
2853	в период	2	1
2854	из другой	1	1
2855	являют традиционно	1	1
2856	требующий ответного	1	1
2857	и относительно	2	1
2858	дискурс глава	1	1
2859	организующий принцип	1	1
2860	в начальной	1	1
2861	сюжетного события	1	1
2862	нем звучит	2	1
2863	может передать	1	1
2864	гостиной и	1	1
2865	можно так	2	1
2866	поскольку как	1	1
2867	до сего	2	1
2868	для характеристики	1	1
2869	человек не	2	1
2870	не остаются	1	1
2871	может и	4	1
2872	оценка [...]	1	1
2873	событий и	1	1
2874	повествовательной традицией	1	1
2875	для этого	1	1
2876	творчестве чехова	2	1
2877	виду что	2	1
2878	констатирует что	1	1
2879	полюс подлинного	1	1
2880	рассуждать вовсе	1	1
2881	именно это	1	1
2882	как вещь	1	1
2883	одними как	1	1
2884	настоящего времени	2	1
2885	принципиальное отличие	1	1
2886	сеть ограничений	1	1
2887	цитирование стенографическая	1	1
2888	говорит не	1	1
2889	может претендовать	3	1
2890	перечисленные моменты	2	1
2891	в готовом	2	1
2892	всеобщего закона	1	1
2893	соотносима с	1	1
2894	возможна только	2	1
2895	себе а	1	1
2896	более того	2	1
2897	котором он	2	1
2898	любых событий	1	1
