N	2gram	Losev_Dial	Myslijsy
2496	имеет свое	1	1
2497	в пределах	1	1
2498	на людей	1	1
2499	закон но	1	1
2500	и знать	2	1
2501	логически невозможно	1	1
2502	анатомии и	1	1
2503	лишь как	4	1
2504	при всем	5	1
2505	его или	1	1
2506	итак если	3	1
2507	было указано	2	1
2508	стать историческою	1	1
2509	входить в	1	1
2510	ясно ни	1	1
2511	к понятию	1	1
2512	ли этот	1	1
2513	идет о	1	1
2514	бы по	1	1
2515	в каких	2	1
2516	из жизни	1	1
2517	зависимость от	1	1
2518	всем ее	1	1
2519	но теперь	1	1
2520	стоящие на	1	1
2521	нужно говорить	1	1
2522	допустить что	1	1
2523	и время	1	1
2524	но самый	1	1
2525	и требующих	1	1
2526	именно тогда	1	1
2527	существуют для	1	1
2528	же природы	1	1
2529	дело вовсе	1	1
2530	не делать	1	1
2531	не природа	1	1
2532	самой своей	1	1
2533	очень часто	1	1
2534	возможна и	1	1
2535	место не	1	1
2536	и материи	2	1
2537	ни об	1	1
2538	если целое	2	1
2539	для такого	2	1
2540	и которая	1	1
2541	тела с	1	1
2542	есть сам	1	1
2543	есть таким	3	1
2544	в порядке	1	1
2545	это очевидно	1	1
2546	же можно	2	1
2547	мы указали	1	1
2548	никому не	1	1
2549	сердце и	1	1
2550	общества и	1	1
2551	но о	4	1
2552	то стало	1	1
2553	право на	1	1
2554	какой же	1	1
2555	об этой	1	1
2556	идея и	5	1
2557	очень трудно	1	1
2558	на всем	1	1
2559	явлениями и	1	1
2560	и определенная	1	1
2561	телесном и	1	1
2562	эти два	3	1
2563	надо было	4	1
2564	смысле мы	1	1
2565	которая имеет	2	1
2566	вся наша	1	1
2567	вопросы можно	1	1
2568	частей то	2	1
2569	и обратно	1	1
2570	эту идею	1	1
2571	где есть	2	1
2572	она действительно	2	1
2573	тогда все	2	1
2574	он с	1	1
2575	в лице	1	1
2576	самосознания в	2	1
2577	с соответствующими	1	1
2578	на народ	2	1
2579	в чисто	2	1
2580	жизнью и	1	1
2581	ли тогда	1	1
2582	души есть	2	1
2583	если будет	2	1
2584	сознаем что	1	1
2585	возможна только	2	1
2586	то когда	1	1
2587	он существует	1	1
2588	всегда то	2	1
2589	меньше чем	2	1
