N	2gram	Tiupa_Anal	Literetu
2385	жизнью и	2	1
2386	и конец	1	1
2387	иное как	6	1
2388	что легко	1	1
2389	для другого	1	1
2390	взгляде на	3	1
2391	соотносима с	1	1
2392	со мною	1	1
2393	и управляет	1	1
2394	словечка он	1	1
2395	существенное расхождение	1	1
