N	2gram	Bakhtin_Fr	Psycholo
2497	в рыцарских	1	1
2498	отношении не	1	1
2499	положения на	1	1
2500	к обеду	2	1
2501	очень далека	1	1
2502	и утверждение	1	1
2503	дел и	2	1
2504	в эти	2	1
2505	определить как	1	1
2506	явлениями и	2	1
2507	и новые	2	1
2508	полового акта	2	1
2509	ад и	3	1
2510	в лице	2	1
2511	его современников	1	1
2512	снизу вверх	3	1
2513	в известной	1	1
2514	отдельности а	1	1
2515	души есть	1	1
