N	2gram	Tiupa_Narr	DiskursI
2267	не умер	1	1
2268	к собственной	1	1
2269	двуголосого слова	3	1
2270	необыкновенное в	1	1
2271	о поэтике	1	1
2272	неразрывно объединены	1	1
2273	именовал веком	1	1
2274	приятия не	1	1
2275	это разделение	1	1
2276	эти происходят	1	1
2277	на что	1	1
2278	достоверным но	1	1
2279	сделала его	1	1
2280	речь включая	1	1
2281	в интриганстве	1	1
2282	иллюзии живого	1	1
2283	от героя	2	1
2284	мыслью вещью	1	1
2285	нет и	2	1
2286	носителем и	1	1
2287	персонажи не	1	1
2288	поскольку вслед	1	1
2289	на две	1	1
2290	это вообще	1	1
2291	премудрость притчевого	1	1
2292	об однократных	1	1
2293	прошедшего времени	1	1
2294	вовлекает адресата	1	1
2295	рода механизмом	1	1
2296	мог бы	3	1
2297	дж фрэзером	1	1
2298	нарратора это	1	1
2299	начиная с	1	1
2300	форме индивидуального	1	1
2301	в самую	2	1
2302	какая была	2	1
2303	жанр посрамляющий	1	1
2304	становящегося человека	1	1
2305	точными они	1	1
2306	нами два	1	1
2307	себе рецептивную	1	1
2308	иными границами	1	1
2309	жизнеописания вполне	1	1
2310	но именно	1	1
2311	мира где	1	1
2312	в глазах	1	1
2313	речевого целого	1	1
2314	событийность и	1	1
2315	репродуктивной рецепцией	1	1
2316	без посредства	1	1
2317	разделение иерархично	1	1
2318	том же	1	1
2319	утрачивает свою	1	1
2320	коммуникативную природу	1	1
2321	дискурса на	1	1
2322	романного типа	1	1
2323	действие но	1	1
2324	каждый день	1	1
2325	события эти	1	1
2326	ночной жанр	1	1
2327	характерное для	1	1
2328	литературного сюжета	1	1
2329	всего к	1	1
2330	бахтин может	1	1
2331	здесь и	2	1
2332	в новейшее	1	1
2333	слушатели-читатели события	1	1
2334	стилю в	1	1
2335	как композиционно	1	1
2336	архитектоническая форма	2	1
2337	в понимании	1	1
2338	притче универсального	1	1
2339	ее содержание	1	1
2340	производящего текст	1	1
2341	свободного выбора	1	1
2342	как своего	1	1
2343	нарративном дискурсе	1	1
2344	предварительное знакомство	1	1
2345	столько от	1	1
2346	только потому	1	1
2347	состава действующих	1	1
2348	маска биографа	1	1
2349	текста как	2	1
2350	прослеживать историю	1	1
2351	обычно является	1	1
2352	опыт присутствия	1	1
2353	в классической	1	1
2354	своему герою	1	1
2355	и ценностями	1	1
2356	именно качество	1	1
2357	точку зрения	4	1
2358	референтное содержание	3	1
2359	в даме	1	1
2360	тот же	1	1
2361	его пристрастной	1	1
2362	фактически точными	1	1
2363	эту форму	1	1
2364	для романа	1	1
2365	длительности и	1	1
2366	в своего	1	1
2367	как нулевая	1	1
2368	адресата высказывания	1	1
2369	является зависит	1	1
2370	прахудожественными речевыми	1	1
2371	формой человеческого	1	1
2372	любопытство к	1	1
2373	необходимый фон	1	1
2374	в стилевых	1	1
2375	может ощущаться	1	1
2376	читатель может	1	1
2377	слушателей с	1	1
2378	и ученичества	1	1
2379	вместе со	1	1
2380	заданность человеческих	1	1
2381	цепи эпизодов	1	1
2382	мифов-нарраций никогда	1	1
2383	компетентность восприятия	1	1
2384	социального или	1	1
2385	сейчас и	1	1
2386	форме определенной	1	1
2387	то они	2	1
2388	кого-то деяния	1	1
2389	постольку поскольку	2	1
2390	от начала	1	1
2391	дискурс представляет	1	1
2392	запечатленного в	1	1
2393	сказано далее	1	1
2394	трактовали не	1	1
2395	убеждения организующего	1	1
2396	конкретной ценностно-смысловой	1	1
2397	ничем не	1	1
2398	мир в	1	1
2399	самой ситуации	1	1
2400	проблемой речевых	1	1
2401	и события	1	1
2402	есть нарушение	1	1
2403	все еще	1	1
2404	преступается не	1	1
2405	только самим	1	1
2406	и примеряя	1	1
2407	не удовлетворяясь	1	1
2408	поэтому анекдот	1	1
2409	ценностном центре	1	1
2410	литературном жанре	1	1
2411	все лица	1	1
2412	к интонации	1	1
2413	в монастырь	1	1
2414	какой перечислены	1	1
2415	авторской позиции	2	1
2416	и за	1	1
2417	образ становящегося	1	1
2418	опыта к	1	1
2419	междуязычны интернациональны	1	1
2420	сколько от	1	1
2421	себе они	1	1
2422	общенародной хвалы	1	1
2423	чеховский рассказ	2	1
2424	и закономерным	1	1
2425	ориентированными на	1	1
2426	существенно связаны	1	1
2427	тема тот	1	1
2428	цепь событий	1	1
2429	целенаправленно устремленный	1	1
2430	композиционных форм	1	1
2431	мысли бахтина	1	1
2432	однако здесь	1	1
2433	ее а	1	1
2434	для всего	1	1
2435	себе ему	1	1
2436	сказания не	1	1
2437	он и	1	1
2438	дискурса призван	1	1
2439	сказания еще	1	1
2440	предметно-смысловые формы	1	1
2441	словесное кощунство	1	1
2442	введение новой	1	1
2443	случае его	1	1
2444	возможность совершенно	1	1
2445	истории как	1	1
2446	для нас	1	1
2447	неадекватным субъект	1	1
2448	входя в	1	1
2449	аналогичному адресату	1	1
2450	где он	1	1
2451	жанровой схемы	1	1
2452	научного описания	1	1
2453	а предмет	1	1
2454	в наличии	1	1
2455	слова говорящий	1	1
2456	на самом	1	1
2457	что каждый	1	1
2458	границу а	1	1
2459	в новелле	1	1
2460	полном его	1	1
2461	участвуем как	1	1
2462	уметь проецировать	1	1
2463	которым обнаруживается	1	1
2464	взаимная условленность	1	1
2465	есть акт	1	1
2466	слова а	1	1
2467	тематического содержания	1	1
2468	о ее	1	1
2469	однако она	1	1
2470	таком случае	2	1
2471	событие но	1	1
2472	качестве нарратива	1	1
2473	героя или	1	1
2474	сыновей в	1	1
2475	предполагает по	1	1
2476	всех прочих	1	1
2477	подготовившем почву	1	1
2478	была впервые	1	1
2479	для адресата	1	1
2480	для кого-то	2	1
2481	преждевременно поскольку	1	1
2482	иного включает	1	1
2483	от друга	1	1
2484	жанров с	1	1
2485	от всех	2	1
2486	кладет начало	1	1
2487	как утверждает	1	1
2488	и определяется	1	1
2489	общенародной хвале	1	1
2490	поскольку каждый	1	1
2491	своим следствием	1	1
2492	к иллюзии	1	1
2493	открывает перед	1	1
2494	будет адекватным	1	1
2495	же в	4	1
2496	едином но	1	1
2497	родину чтобы	1	1
2498	нейтральное к	1	1
2499	частного существования	1	1
2500	отца к	1	1
2501	предложения или	1	1
2502	сюжетного события	1	1
2503	просторную сферу	1	1
2504	человеком неким	1	1
2505	не одной	1	1
2506	такое слово	1	1
2507	о царских	1	1
2508	занимающего позицию	1	1
2509	перед смертью	1	1
2510	о жизни	1	1
2511	на власть	1	1
2512	его ценностно-смысловой	1	1
2513	слова прямой	1	1
2514	интерпретации в	1	1
2515	закон собственно	1	1
2516	современной нарратологии	2	1
2517	дискурса то	1	1
2518	же круг	1	1
2519	в нашей	1	1
2520	а матрица	1	1
2521	что этот	1	1
2522	составляет необходимый	1	1
2523	лишний раз	1	1
2524	юмора умения	1	1
2525	исторически сложившихся	1	1
2526	но по	1	1
2527	весьма существенна	1	1
2528	содержанию сказания	1	1
2529	напротив они	1	1
2530	человек с	1	1
2531	предмета цели	1	1
2532	внутреннюю обособленность	1	1
2533	смешное но	1	1
2534	задания реализуют	1	1
2535	есть типическая	1	1
2536	ценностного урока	1	1
2537	будучи непосредственной	1	1
2538	рассуждая с	2	1
2539	с историей	1	1
2540	языку поэтому	1	1
2541	и со	1	1
2542	и могут	1	1
2543	быть сведена	1	1
2544	природой нерасторжимой	1	1
2545	не верифицируемым	1	1
2546	зависим от	1	1
2547	его текст	1	1
2548	иной конкретной	1	1
2549	концепированный адресат	1	1
2550	мире по	1	1
2551	какой он	1	1
2552	анекдот же	1	1
2553	центральное событие	1	1
2554	возможность иной	1	1
2555	стратегию данного	1	1
2556	страны мертвых	2	1
2557	анекдотическому дискурсу	1	1
2558	сказания в	1	1
2559	бесконечно репродуцируемых	2	1
2560	ни литературная	1	1
2561	развернуто в	1	1
2562	непредубежденное любопытство	1	1
2563	божья повеленья	1	1
2564	раз-влекать их	1	1
2565	развившимся твердым	1	1
2566	притча не	2	1
2567	если не	4	1
2568	действующие лица	1	1
2569	этом контексте	1	1
2570	собственно художественными	1	1
2571	обладает достоверным	1	1
2572	повествуемого мира	3	1
2573	не все	5	1
2574	и брани	1	1
2575	бахтин не	1	1
2576	он предполагает	1	1
2577	запрета есть	1	1
2578	и главное	1	1
2579	смерти и	2	1
2580	двоякого рода	1	1
2581	живого голоса	1	1
2582	мире всеобщей	1	1
2583	определенного типа	1	1
2584	человека к	1	1
2585	священного новелла	1	1
2586	называемого чувства	1	1
2587	и рецептивного	1	1
2588	читателя в	2	1
2589	сюжета в	2	1
2590	креативная компетенция	6	1
2591	дискурсивной практике	1	1
2592	ю.м лотман	1	1
2593	как организующий	2	1
2594	искать в	1	1
2595	бытия как	1	1
2596	стечение обстоятельств	1	1
2597	в будущем	2	1
2598	ними здесь	1	1
2599	адресатом некоего	1	1
2600	события так	1	1
2601	нормативное самоотождествление	1	1
2602	повествования о	1	1
2603	только исполнитель	1	1
2604	качестве значимого	1	1
2605	поскольку как	1	1
2606	в цепь	1	1
2607	или диалогической	1	1
2608	и составляют	1	1
2609	деятельности персонажа	1	1
2610	доверительной и	1	1
2611	классического реализма	1	1
2612	границами между	1	1
2613	формы высказывания	1	1
2614	субъектом самоопределения	1	1
2615	начальные эпизоды	1	1
2616	нескольких возможностей	1	1
2617	всегда предносится	1	1
2618	порой фактически	1	1
2619	неприемлемо ни	1	1
2620	внутреннее единство	1	1
2621	чистом виде	1	1
2622	реакцию предварительное	1	1
2623	от процесса	1	1
2624	жизнеописания может	1	1
2625	своего исторического	1	1
2626	свой опыт	1	1
2627	этого смысла	1	1
2628	они таковыми	1	1
2629	потому нейтральное	1	1
2630	содержания сколько	1	1
2631	субъектом этического	1	1
2632	ту или	2	1
2633	здесь только	1	1
2634	однако если	1	1
2635	сказания субъект	1	1
2636	но всегда	1	1
2637	нуждалась в	1	1
2638	не реализованной	1	1
2639	связывающего начало	1	1
2640	жизни персонажа	1	1
2641	слове писал	1	1
2642	которое здесь	1	1
2643	субъекта и	2	1
2644	его завершения	1	1
2645	качестве своего	1	1
2646	с совершенно	1	1
2647	притча разъединяет	1	1
2648	мы узнаем	1	1
2649	между субъектом	1	1
2650	в обнаружении	2	1
2651	очередь по	1	1
2652	хранения и	1	1
2653	независимо от	2	1
2654	начальной фразе	1	1
2655	с языком	1	1
2656	высказывания реализующий	1	1
2657	иногда и	1	1
2658	общения к	1	1
2659	притчевого типа	1	1
2660	в конструктивной	1	1
2661	знанием поэтому	1	1
2662	однажды но	1	1
2663	лексики например	1	1
2664	сам текст	1	1
2665	домонологично оно	1	1
2666	от отца	1	1
2667	присутствия рассказчика	1	1
2668	твердым композиционным	1	1
2669	единством места	1	1
2670	носителей различного	1	1
2671	историческим возрастом	1	1
2672	из монастыря	1	1
2673	универсального опыта	1	1
2674	с наивной	2	1
2675	ничего нейтрального	1	1
2676	на раскрытие	1	1
2677	чья жизнь	1	1
2678	новелле есть	1	1
2679	в зеркало	1	1
2680	с прошлым	1	1
2681	и времени	1	1
2682	или иначе	3	1
2683	косвенной речи	1	1
2684	время они	1	1
2685	от того	1	1
2686	и иных	1	1
2687	сказание легендарно-историческое	1	1
2688	данного текста	1	1
2689	жеста и	1	1
2690	что случилось	1	1
2691	устанавливаются отношения	1	1
2692	как то	1	1
2693	первые два	2	1
2694	повествователя о	1	1
2695	проецировать чужой	1	1
2696	анекдот ни	1	1
2697	притчу в	1	1
2698	и характерное	1	1
2699	писатель и	1	1
2700	могло быть	1	1
2701	зрителя в	1	1
2702	жизни однако	1	1
2703	обладать проективной	1	1
2704	иными соседствами	1	1
2705	происходят в	1	1
2706	мифологического мышления	1	1
2707	маска анекдота	1	1
2708	дискурсу речевая	1	1
2709	первое может	1	1
2710	иных пространственно-временных	1	1
2711	нашего высказывания	1	1
2712	мире императивной	1	1
2713	данного произведения	1	1
2714	некоего созерцающего	1	1
2715	общим знанием	1	1
2716	например тоска	1	1
2717	к событию	1	1
2718	учителя жизни	2	1
2719	некоторому субъекту	1	1
2720	анекдоте подготовившем	1	1
2721	героя это	1	1
2722	и самого	3	1
2723	останется не	1	1
2724	но представляет	1	1
2725	жанр сказания	1	1
2726	для такого	1	1
2727	присутствие в	1	1
2728	году как	2	1
2729	говорилось выше	1	1
2730	собой лишь	1	1
2731	этом и	1	1
2732	нарративности как	1	1
2733	процессов или	1	1
2734	для производящего	1	1
2735	императивной нормы	1	1
2736	как культурного	1	1
2737	содержание жизнеописания	1	1
2738	случая непредсказуемое	1	1
2739	отвергает извращает	1	1
2740	иерархично оно	1	1
2741	акт смыслополагания	1	1
2742	не развившимся	1	1
2743	мифа в	1	1
2744	первоначальной и	1	1
2745	они бытуют	1	1
2746	рассказе о	2	1
2747	удовлетворение ожиданий	1	1
2748	извлечения адресатом	1	1
2749	встречающихся в	1	1
2750	персонажем в	1	1
2751	культуры с	1	1
2752	жизненного процесса	1	1
2753	волшебная сказка	1	1
2754	диалоговых реплик	1	1
2755	свою речь	1	1
2756	деяния или	1	1
2757	в начальной	1	1
2758	позиция активного	1	1
2759	тех или	1	1
2760	а виртуального	1	1
2761	на всем	1	1
2762	являют собой	1	1
2763	ситуации жизненного	1	1
2764	для характеристики	1	1
2765	самоопределения на	1	1
2766	не отвечает	1	1
2767	рассказчика ни	1	1
2768	автора есть	1	1
2769	повествовательной традицией	1	1
2770	разрушила бы	1	1
2771	слово общенародной	1	1
2772	сказании повествуемой	1	1
2773	исторически наиболее	1	1
2774	таким же	1	1
2775	и оно	1	1
2776	романе реалистической	1	1
2777	именно это	2	1
2778	событийны но	1	1
2779	фон романного	1	1
2780	себе а	1	1
2781	становится в	1	1
2782	и сами	1	1
2783	типа есть	1	1
2784	и нераздельности	1	1
2785	как для	1	1
2786	последовательности в	1	1
2787	с соответствующими	1	1
2788	любви и	1	1
2789	только таким	1	1
2790	форме и	1	1
2791	иное как	2	1
2792	индивидуальный опыт	1	1
2793	нормы то	1	1
2794	референтным содержанием	1	1
2795	которого анекдот	1	1
2796	развертывания текста	1	1
