N	2gram	Bakhtin_Pr	FransuaR
2483	помимо своего	2	1
2484	мечты и	1	1
2485	и всякую	1	1
2486	он ищет	2	1
2487	каковы функции	1	1
2488	только такие	1	1
2489	за своим	1	1
2490	или напротив	1	1
2491	элементов как	1	1
2492	мы обратимся	1	1
2493	самостоятельную жизнь	1	1
2494	мире а	3	1
2495	этого в	1	1
2496	предметного мира	1	1
2497	тему о	1	1
2498	в произведение	1	1
2499	они друг	1	1
2500	изнутри и	1	1
2501	в момент	1	1
2502	и работает	1	1
2503	всему произведению	1	1
2504	в плоскость	4	1
2505	я знаю	1	1
2506	есть прежде	1	1
2507	да что	2	1
2508	завершен и	1	1
2509	отрицания но	1	1
2510	и корчится	1	1
2511	и взаимодействие	2	1
2512	творчества для	1	1
2513	романе а	1	1
2514	поставить и	1	1
2515	и простого	1	1
2516	она уже	1	1
2517	детали в	1	1
2518	которой они	1	1
2519	классицизма в	1	1
2520	ведь только	2	1
2521	зиждется на	1	1
2522	мы ее	2	1
2523	каждое слово	1	1
2524	ты не	1	1
2525	он совершенно	1	1
2526	самой проблемы	1	1
2527	художественную форму	3	1
2528	значение они	2	1
2529	среди других	2	1
2530	возможна и	1	1
2531	мир мир	2	1
2532	и другом	1	1
2533	черты в	1	1
2534	не следует	1	1
2535	наиболее полное	1	1
2536	как дар	1	1
2537	прямая и	1	1
2538	теперь мы	1	1
2539	герои и	1	1
2540	к более	2	1
2541	но историческая	1	1
2542	с полною	1	1
2543	отношением к	1	1
2544	и принципиальной	1	1
2545	основной особенности	4	1
2546	которые происходят	2	1
2547	сознанием и	1	1
2548	может случиться	1	1
2549	чувствуем за	1	1
2550	в точном	1	1
2551	действительности так	1	1
2552	целое не	1	1
2553	раз эти	1	1
2554	мысль не	4	1
2555	укладывается в	1	1
2556	семейного и	1	1
2557	чтобы добиться	1	1
2558	тип не	1	1
2559	они определяли	1	1
2560	и обвиняет	1	1
2561	я их	1	1
2562	самого слова	1	1
2563	для их	1	1
2564	в письме	2	1
2565	потому она	1	1
2566	обращение к	1	1
2567	главе посвященной	1	1
2568	и дали	1	1
2569	эти определения	2	1
2570	распространено особенно	1	1
2571	не подчиняется	2	1
2572	серьезностью и	1	1
2573	художественного восприятия	1	1
2574	разобранная нами	2	1
2575	одно время	1	1
2576	случае они	1	1
2577	или что	1	1
2578	неизбежно должны	1	1
2579	аналогию с	1	1
2580	речью и	1	1
2581	дан весь	1	1
2582	свой словесный	1	1
2583	зрения всякой	1	1
2584	впрочем довольно	1	1
2585	эти рамки	1	1
2586	наоборот он	1	1
2587	не создает	1	1
2588	успехом могла	1	1
2589	значимости в	1	1
2590	бы вовсе	1	1
2591	как жанр	1	1
2592	центр тяжести	1	1
2593	выходит из	1	1
2594	и неизбежно	1	1
2595	и ограниченности	1	1
2596	присущая всем	1	1
2597	отделяется от	1	1
2598	этот третий	1	1
2599	же успехом	1	1
2600	слово более	1	1
2601	он получает	1	1
2602	не идет	1	1
2603	времени было	1	1
2604	глава первая	2	1
2605	ну а	1	1
2606	целого они	1	1
2607	самый факт	3	1
2608	своим героем	1	1
2609	его именно	2	1
2610	называя его	1	1
2611	определяется его	1	1
2612	почти совершенно	1	1
2613	привела к	1	1
2614	не вмещается	1	1
2615	представляет в	1	1
2616	убедиться в	1	1
2617	слову и	2	1
2618	мы привыкли	1	1
2619	дистанция между	1	1
2620	не становится	6	1
2621	произведения из	1	1
2622	среди них	5	1
2623	смелостью и	1	1
2624	как дурное	1	1
2625	у себя	1	1
2626	силой но	1	1
2627	глубокий след	2	1
2628	потому они	1	1
2629	же плоскости	1	1
2630	и слушать	1	1
2631	повсюду во	1	1
2632	одном слове	3	1
2633	весь с	1	1
2634	место для	1	1
2635	хотя правда	1	1
2636	простое и	1	1
2637	несовместимые элементы	1	1
2638	скажете вы	1	1
2639	материал в	2	1
2640	направлена на	2	1
2641	исходит из	1	1
2642	согласиться с	2	1
2643	речь о	1	1
2644	и внутренняя	2	1
2645	в строго	1	1
2646	типа а	2	1
2647	своя логика	2	1
2648	романа и	3	1
2649	особенности этого	1	1
2650	эта тенденция	1	1
2651	и другого	3	1
2652	и теоретически	1	1
2653	нос но	1	1
2654	нам глубоко	1	1
2655	мы отмечаем	1	1
2656	творчестве не	1	1
2657	или лучше	1	1
2658	чисто формальный	1	1
2659	едва ли	1	1
2660	духе и	1	1
2661	он считал	1	1
2662	смысле как	1	1
2663	и положительное	1	1
2664	сливаться с	1	1
2665	обо мне	1	1
2666	гоголевский мир	1	1
2667	была именно	1	1
2668	своего социального	2	1
2669	не вошел	2	1
2670	той форме	1	1
2671	него как	3	1
2672	мысль а	1	1
2673	новые стороны	1	1
2674	его постепенное	1	1
2675	и автором	1	1
2676	конечно есть	1	1
2677	героев в	4	1
2678	в обеих	1	1
2679	своего творчества	1	1
2680	эта особенность	4	1
2681	и функции	2	1
2682	остановимся лишь	2	1
2683	именно слово	1	1
2684	в резкий	1	1
2685	через это	1	1
2686	его себе	1	1
2687	что мир	1	1
2688	резче и	1	1
2689	своими собственными	2	1
2690	этого плана	1	1
2691	него самого	2	1
2692	обстояло дело	1	1
2693	к смертной	1	1
2694	тем не	2	1
2695	довлеет себе	1	1
2696	бы уж	1	1
2697	почти нет	2	1
2698	же продолжал	1	1
2699	совершенно новое	2	1
2700	одновременно как	1	1
2701	случиться и	1	1
2702	на творчество	1	1
2703	дано как	1	1
2704	мыслится и	2	1
2705	можно больше	2	1
2706	в скрытой	5	1
2707	эта форма	3	1
2708	внешнего мира	3	1
2709	лежит в	2	1
2710	и человек	2	1
2711	упоминали выше	1	1
2712	его мир	1	1
2713	не мир	2	1
2714	в зависимости	5	1
2715	самом романе	2	1
2716	работ о	1	1
2717	к чему	1	1
2718	и принципиальная	1	1
2719	мысли к	1	1
2720	слово он	1	1
2721	восприятия мира	1	1
2722	нами отрывок	1	1
2723	знаем в	1	1
2724	смысле он	1	1
2725	начинается там	1	1
2726	слове которое	1	1
2727	период своего	1	1
2728	начал с	1	1
2729	отчего же	3	1
2730	типа и	4	1
2731	себе не	2	1
2732	как вечная	1	1
2733	слово здесь	4	1
2734	художественном произведении	1	1
2735	себя как	3	1
2736	падает именно	1	1
2737	участники его	1	1
2738	своей идее	1	1
2739	их может	1	1
2740	здесь раскрывается	1	1
2741	по одной	1	1
2742	в маленьком	1	1
2743	письме к	2	1
2744	и героем	1	1
2745	литературную речь	1	1
2746	строит не	1	1
2747	к постановке	1	1
2748	вот на	1	1
2749	же касается	1	1
2750	его значение	1	1
2751	природа и	1	1
2752	собою и	1	1
2753	ни композиционного	1	1
2754	последнему целому	1	1
2755	могло бы	1	1
2756	типа в	2	1
2757	проявляется и	2	1
2758	вопроса о	1	1
2759	из другого	1	1
2760	характере и	1	1
2761	остается той	1	1
2762	и отсюда	1	1
2763	борьба двух	1	1
2764	даже там	2	1
2765	и назначение	1	1
2766	есть свой	2	1
2767	материалом для	1	1
2768	вошел в	1	1
2769	и привычной	1	1
2770	очень показательное	1	1
2771	является таким	1	1
2772	не одного	1	1
2773	него или	1	1
2774	сущности на	1	1
2775	этом совершенно	1	1
2776	по данному	1	1
2777	в структуре	3	1
2778	третьего в	1	1
2779	ее же	1	1
2780	подходят к	1	1
2781	поэтому-то и	2	1
2782	исключительное значение	1	1
2783	нет но	2	1
2784	гротеском и	1	1
2785	авторском слове	2	1
2786	с героями	2	1
2787	для художника	1	1
2788	выдерживает свой	1	1
2789	своеобразный и	1	1
2790	было только	1	1
2791	отчетливого теоретического	2	1
2792	становится почти	1	1
2793	и внутреннюю	1	1
2794	его смысла	1	1
2795	не завершен	2	1
2796	им только	1	1
2797	и навсегда	1	1
2798	его жизнь	3	1
2799	большое значение	1	1
2800	идеологической жизни	1	1
2801	своей типичности	1	1
2802	чтобы их	1	1
2803	не место	2	1
2804	его образа	3	1
2805	к рассказу	1	1
2806	нем историк	1	1
2807	хотя этот	1	1
2808	из прошлого	1	1
2809	стиль и	2	1
2810	на свои	1	1
2811	неразрывно связано	1	1
2812	друг мой	1	1
2813	воспринимать ее	1	1
2814	оттенок в	1	1
2815	например не	1	1
2816	не учитывает	1	1
2817	появляются в	2	1
2818	так называемого	1	1
2819	план это	1	1
2820	все он	2	1
2821	увидеть и	1	1
2822	слова из	1	1
2823	о самом	2	1
2824	вера в	1	1
2825	и каждый	1	1
2826	их к	1	1
2827	могут стать	1	1
2828	их предметом	1	1
2829	не значит	4	1
2830	с идеями	1	1
2831	внутреннего облика	1	1
2832	типа при	2	1
2833	что обычно	1	1
2834	ней в	1	1
2835	другому поколению	1	1
2836	поколения к	1	1
2837	и отчетливого	2	1
2838	бы эти	1	1
2839	не существенно	2	1
2840	которому и	1	1
2841	слова как	3	1
2842	вот он	1	1
2843	мировоззрение и	1	1
2844	есть одна	1	1
2845	или иного	1	1
2846	вообще во	1	1
2847	его смерти	1	1
2848	если уж	2	1
2849	до его	1	1
2850	нее не	1	1
2851	романа не	4	1
2852	но потому	2	1
2853	то для	1	1
2854	были бы	5	1
2855	своей отдельности	1	1
2856	романа с	2	1
2857	для литературоведа	1	1
2858	относится ко	1	1
2859	не позволяет	2	1
2860	что-то сказать	1	1
2861	как таковой	2	1
2862	был очень	1	1
2863	он стремится	3	1
2864	удалении от	1	1
2865	либо просто	1	1
2866	речи но	1	1
2867	по замыслу	2	1
2868	сфер в	1	1
2869	что сказать	1	1
2870	забывать о	1	1
2871	видел и	1	1
2872	наиболее существенных	1	1
2873	таков наш	1	1
2874	живет в	1	1
2875	на ее	1	1
2876	всегда строится	1	1
2877	в литературной	2	1
2878	слово для	1	1
2879	от человека	1	1
2880	и религиозных	1	1
2881	мы отвлечемся	1	1
2882	для себя	3	1
2883	она имеет	2	1
2884	особенно показательны	1	1
2885	и менее	1	1
2886	правда у	1	1
2887	даже как	1	1
2888	становится человеком	1	1
2889	нем как	1	1
2890	делая его	2	1
2891	ни единого	1	1
2892	эти отношения	2	1
2893	котором в	1	1
2894	материал но	1	1
2895	этот не	1	1
2896	чрезвычайно велико	1	1
2897	он почти	1	1
2898	в единый	1	1
2899	от другого	1	1
2900	в высшее	1	1
2901	она как	1	1
2902	отдельными элементами	1	1
2903	для классицизма	1	1
2904	глава четвертая	1	1
2905	вопреки им	1	1
2906	но чтобы	1	1
2907	и герои	1	1
2908	этом как	1	1
2909	она становится	1	1
2910	слова мы	2	1
2911	зрения этого	1	1
2912	очень легко	1	1
2913	все нивелирующей	1	1
2914	нового не	1	1
2915	во что	2	1
2916	индивидуальная и	1	1
2917	и ложь	1	1
2918	человеческое сознание	1	1
2919	и делают	1	1
2920	есть лишь	1	1
2921	однако что	1	1
2922	следовательно в	1	1
2923	сознание от	1	1
2924	в россии	2	1
2925	вера и	1	1
2926	весь свой	1	1
2927	части нашей	2	1
2928	если это	1	1
2929	события но	1	1
2930	их взаимная	1	1
2931	ним не	1	1
2932	в одних	1	1
2933	не знал	2	1
2934	как не	9	1
2935	к пределу	1	1
2936	быть понято	1	1
2937	что связывало	1	1
2938	ставит и	1	1
2939	с собою	4	1
2940	акакия акакиевича	1	1
2941	зрения каждая	1	1
2942	характер не	1	1
2943	и индивидуальность	1	1
2944	смертной казни	1	1
2945	как нам	3	1
2946	собою в	1	1
2947	духа а	1	1
2948	под собою	1	1
2949	в кавычки	2	1
2950	индивидуальной и	1	1
2951	стало быть	1	1
2952	подумали что	1	1
2953	они выражаются	1	1
2954	современности в	1	1
2955	он фигурирует	1	1
2956	какого-нибудь другого	1	1
2957	степени с	1	1
2958	в аспекте	1	1
2959	самое это	1	1
2960	его положением	1	1
2961	бы эту	1	1
2962	лишь те	2	1
2963	который и	1	1
2964	романа очень	1	1
2965	для героя	1	1
2966	второго порядка	2	1
2967	художественный образ	2	1
2968	здесь происходит	1	1
2969	именно тем	1	1
2970	оно лишь	2	1
2971	основные принципы	1	1
2972	мы переходим	2	1
2973	бы с	2	1
2974	снова к	1	1
2975	чего она	1	1
2976	он тоже	3	1
2977	ибо не	3	1
2978	то и	3	1
2979	последним целым	1	1
2980	и литературную	1	1
2981	сознание и	6	1
2982	можно лишь	1	1
2983	существенных проблем	1	1
2984	философскую и	1	1
2985	не дал	1	1
2986	путь которым	1	1
2987	и последовательностью	1	1
2988	сошлись в	1	1
2989	речи не	1	1
2990	зависимости от	5	1
2991	сами с	1	1
2992	суда в	1	1
2993	говорит только	1	1
2994	из которого	1	1
2995	в рамках	2	1
2996	того мы	1	1
2997	литературных произведений	1	1
2998	часто вопреки	1	1
2999	какую бы	2	1
3000	оценки и	1	1
3001	впрочем и	1	1
3002	ощущается как	1	1
3003	что сама	1	1
3004	особенность восприятия	1	1
3005	основной принцип	1	1
3006	рано или	1	1
3007	тому или	1	1
3008	ощущает себя	1	1
3009	друга и	2	1
3010	романе этот	1	1
3011	руках и	1	1
3012	но человек	1	1
3013	своего выражения	1	1
3014	единое и	1	1
3015	а во	1	1
3016	этим образом	1	1
3017	системы языка	1	1
3018	ведь то	1	1
3019	правильно понял	1	1
3020	это я	2	1
3021	потому и	1	1
3022	автора в	4	1
3023	к третьему	2	1
3024	чужды и	1	1
3025	его лежит	1	1
3026	третьего лица	1	1
3027	и многих	1	1
3028	действие романа	2	1
3029	существенно и	3	1
3030	имеется и	2	1
3031	подымается над	1	1
3032	не трудно	1	1
3033	в противоречии	1	1
3034	то она	1	1
3035	романного целого	1	1
3036	прямым и	1	1
3037	в сознании	3	1
3038	полным правом	1	1
3039	в теоретическом	1	1
3040	разговорного языка	1	1
3041	или более	1	1
3042	просто на	1	1
3043	жизни является	1	1
3044	наконец он	2	1
3045	определения как	2	1
3046	для достижения	1	1
3047	нет надобности	1	1
3048	или поздно	1	1
3049	лишь за	1	1
3050	можно без	1	1
3051	стиля и	5	1
3052	рассказчика в	1	1
3053	сочетаются здесь	1	1
3054	заключенных в	2	1
3055	в прокрустово	1	1
3056	его можно	2	1
3057	человека но	2	1
3058	высшей степени	1	1
3059	и порядок	1	1
3060	своим предметом	1	1
3061	же принципа	1	1
3062	что автор	1	1
3063	мире так	1	1
3064	вполне и	1	1
3065	может найти	2	1
3066	принуждены были	1	1
3067	процессе перехода	1	1
3068	содержания а	1	1
3069	в прямом	1	1
3070	к индивидуальному	1	1
3071	конечно этот	1	1
3072	над всем	1	1
3073	произведения как	2	1
3074	ведь именно	1	1
3075	она так	2	1
3076	не изображает	1	1
3077	же была	1	1
3078	творчества они	1	1
3079	голоса в	3	1
3080	как такие	1	1
3081	сколько в	2	1
3082	связи между	3	1
3083	с очень	1	1
3084	лишь то	1	1
3085	сочетаются в	3	1
3086	он постоянно	1	1
3087	здесь остается	1	1
3088	и показывает	1	1
3089	церковь как	1	1
3090	или два	1	1
3091	значит не	1	1
3092	всякого человека	1	1
3093	он владеет	2	1
3094	что так	2	1
3095	теоретические проблемы	1	1
3096	особенности произведений	1	1
3097	разнообразии и	1	1
3098	к определенному	2	1
3099	слова не	2	1
3100	рядом друг	1	1
3101	форм их	1	1
3102	непосредственно в	2	1
3103	резкие и	1	1
3104	отличает одно	1	1
3105	эту исключительную	1	1
3106	просто как	1	1
3107	эти оттенки	1	1
3108	осмыслены в	2	1
3109	них действительно	1	1
3110	особого типа	1	1
3111	а к	1	1
3112	на счет	1	1
3113	перейти в	1	1
3114	тенденции здесь	1	1
3115	бытия и	1	1
3116	того типа	1	1
3117	виду что	1	1
3118	личный опыт	1	1
3119	с исключительною	1	1
3120	а то	3	1
3121	здесь даже	1	1
3122	сознания но	2	1
3123	особенность его	3	1
3124	чтобы быть	1	1
3125	здесь господствует	1	1
3126	положение в	2	1
3127	оценок в	1	1
3128	стилизации и	2	1
3129	направленность на	1	1
3130	отношении не	1	1
3131	так подробно	1	1
3132	характерный для	1	1
3133	им и	1	1
3134	самом как	1	1
3135	и сформулировать	1	1
3136	он бросает	1	1
3137	распадается в	1	1
3138	с рядом	1	1
3139	неразрывной связи	1	1
3140	ли не	1	1
3141	в выборе	1	1
3142	тех которые	1	1
3143	из системы	1	1
3144	образное определение	1	1
3145	замысла и	2	1
3146	войти в	2	1
3147	он приводит	1	1
3148	бы действительно	1	1
3149	ему как	1	1
3150	работы над	1	1
3151	игнорирует те	1	1
3152	и главное	1	1
3153	он прежде	1	1
3154	чтобы сделать	2	1
3155	глава вторая	2	1
3156	чтобы войти	1	1
3157	как слово	5	1
3158	он строит	2	1
3159	наиболее яркое	1	1
3160	но те	1	1
3161	и тех	1	1
3162	становятся теперь	1	1
3163	таких героев	1	1
3164	словом в	4	1
3165	существеннейших особенностей	1	1
3166	стремиться к	1	1
3167	в прямой	1	1
3168	тут и	2	1
3169	не ограничен	1	1
3170	он ни	2	1
3171	ибо они	1	1
3172	власти он	1	1
3173	понимания мира	3	1
3174	оно до	1	1
3175	принципиально не	1	1
3176	человека все	1	1
3177	самую гущу	1	1
3178	это за	1	1
3179	как уже	1	1
3180	и между	1	1
3181	а от	1	1
3182	этом мире	1	1
3183	отлично знает	1	1
3184	нельзя не	1	1
3185	и неизменное	1	1
3186	обстоит дело	1	1
3187	таковы по	1	1
3188	литературная пародия	1	1
3189	всей истории	1	1
3190	романа это	1	1
3191	его сам	1	1
3192	служить и	1	1
3193	два человека	1	1
3194	любил и	1	1
3195	глава посвящена	1	1
3196	дано с	1	1
3197	не видим	1	1
3198	которой должен	1	1
3199	смотрит на	1	1
3200	и переживается	1	1
3201	резко отличается	2	1
3202	и вводит	1	1
3203	чисто художественной	1	1
3204	и глубину	1	1
3205	а этот	1	1
3206	ряд существенных	1	1
3207	характерологически или	1	1
3208	и важно	2	1
3209	ведь если	1	1
3210	ими с	1	1
3211	каждый акт	1	1
3212	на самую	2	1
3213	с человеком	1	1
3214	слова его	2	1
3215	развивается в	1	1
3216	него действительно	1	1
3217	и полной	1	1
3218	чужим и	1	1
3219	наказание это	1	1
3220	всего могут	1	1
3221	в платоновском	1	1
3222	результате такого	2	1
3223	посвящена следующая	1	1
3224	как их	4	1
3225	трех строках	1	1
3226	и нашел	1	1
3227	находиться в	3	1
3228	элементов в	2	1
3229	само по	4	1
3230	в литературном	1	1
3231	и враждебно	1	1
3232	та или	1	1
3233	наконец на	1	1
3234	их а	1	1
3235	аналогичное явление	1	1
3236	в категориях	2	1
3237	или другому	1	1
3238	сказать в	1	1
3239	в высшей	1	1
3240	непременно должна	1	1
3241	им для	1	1
3242	абстрактный момент	1	1
3243	и быть	1	1
3244	ясностью в	1	1
3245	остро ощущает	1	1
3246	и художественной	1	1
3247	говорить об	1	1
3248	особым образом	1	1
3249	в создании	1	1
3250	ведь эти	2	1
3251	соответствующие им	1	1
3252	все социальные	1	1
3253	факты биографии	1	1
3254	он просто	1	1
3255	бытия в	3	1
3256	лучшем случае	2	1
3257	разрушила бы	2	1
3258	сам а	1	1
3259	на устную	6	1
3260	которые сделали	1	1
3261	в костюме	1	1
3262	может переходить	1	1
3263	исключительно важное	1	1
3264	за их	2	1
3265	словами в	2	1
3266	а я	1	1
3267	здесь этот	1	1
3268	оставил глубокий	1	1
