N	2gram	Propp_Morf	Istorich
2457	воздуху золотая	1	1
2458	прямо с	1	1
2459	нельзя кроме	1	1
2460	сказке то	1	1
2461	решения задачи	1	1
2462	это по	1	1
2463	сказки часто	1	1
2464	можно отметить	2	1
2465	ты еще	1	1
2466	высшей степени	1	1
2467	другой более	1	1
2468	не оговорено	1	1
2469	кончает самоубийством	1	1
2470	нечто иное	1	1
2471	указывается он	1	1
2472	превращена в	2	1
2473	отлучки представляет	1	1
2474	и возможно	1	1
2475	сказки является	2	1
2476	см это	1	1
2477	всегда ли	2	1
2478	и материал	1	1
2479	д он	2	1
2480	на анализе	1	1
2481	он только	1	1
2482	или помощника	2	1
2483	они ее	1	1
2484	bolte polivka	1	1
2485	и мимоходом	1	1
2486	у богатырей	1	1
2487	точное изучение	1	1
2488	на те	1	1
2489	пр также	1	1
2490	сказках в	2	1
2491	истории изучения	1	1
2492	когда сказка	1	1
2493	сюда относится	1	1
2494	и такой	1	1
2495	из двенадцати	2	1
2496	тех сказок	1	1
2497	здесь для	1	1
2498	дело совсем	1	1
2499	и превращение	1	1
2500	на обратном	1	1
2501	из нескольких	1	1
2502	но этого	1	1
2503	в заточении	1	1
2504	и создает	1	1
2505	вопрос откуда	2	1
2506	основе очень	1	1
2507	совершенно иное	1	1
2508	своим конем	1	1
2509	упряжи шесть	1	1
2510	со всеми	1	1
2511	его применение	1	1
2512	или нет?	1	1
2513	ее особый	1	1
2514	б здесь	1	1
2515	средство от	1	1
2516	случай характерен	1	1
2517	случаях требуется	1	1
2518	сказке нет	2	1
2519	двумя царствами	1	1
2520	всякого ущерба	1	1
2521	змеев на	1	1
2522	изучаться самостоятельно	1	1
2523	все приведенные	1	1
2524	и воцаряется	1	1
2525	вступает с	2	1
2526	реки текут	1	1
2527	других случаев	1	1
2528	чего следует	2	1
2529	но об	1	1
2530	явление здесь	1	1
2531	хранится в	1	1
2532	улетает от	1	1
2533	просит не	2	1
2534	мою дочь	1	1
2535	качестве помощника	1	1
2536	сам с	1	1
2537	что такой	1	1
2538	избушки яги	1	1
2539	данная форма	1	1
2540	отнесены к	1	1
2541	явлений и	1	1
2542	к героям	1	1
2543	путь покидать	1	1
2544	обычно оно	1	1
2545	сватовством можно	1	1
2546	характерна для	1	1
2547	в критический	1	1
2548	гораздо труднее	1	1
2549	ешь моего	1	1
2550	возникает вопрос	3	1
2551	попадает волшебное	2	1
2552	предметы из	1	1
2553	обращаться в	1	1
2554	царевной или	1	1
2555	огромную роль	1	1
2556	правда есть	1	1
2557	если например	2	1
2558	на русском	1	1
2559	девушку или	1	1
2560	специалист в	1	1
2561	не подходит	1	1
2562	и сюда	1	1
2563	для сравнения	1	1
2564	иногда очень	1	1
2565	задачу или	1	1
2566	сказку о	2	1
2567	и многое	1	1
2568	велит зарезать	2	1
2569	и волшебными	1	1
2570	может создать	1	1
2571	ее уговаривал	1	1
2572	него он	1	1
2573	на вдове	1	1
2574	волшебные дары	1	1
2575	него герой	1	1
2576	же функции	2	1
2577	которые однако	1	1
2578	герой является	1	1
2579	иметь что-либо	1	1
2580	в теснейшем	1	1
2581	яги с	1	1
2582	для завязки	1	1
2583	царским сыном	1	1
2584	и мертвой	2	1
2585	раз она	1	1
2586	эти деньги	1	1
2587	со свистом	1	1
2588	благополучно а	1	1
2589	испытание силы	1	1
2590	самый страшный	1	1
2591	может входить	1	1
2592	у мужика	1	1
2593	то все	1	1
2594	она начинает	1	1
2595	где вы	1	1
2596	приводит в	1	1
2597	каждое утро	1	1
2598	важны для	1	1
2599	не связаны	1	1
2600	здесь вслед	1	1
2601	домой то	1	1
2602	всего этого	1	1
2603	которую он	1	1
2604	далее если	1	1
2605	эти связи	1	1
2606	основные элементы	2	1
2607	более как	1	1
2608	к людям	1	1
2609	ведут к	1	1
2610	форм мы	1	1
2611	летит по	2	1
2612	яму в	1	1
2613	с предыдущей	2	1
2614	распоряжение героя	4	1
2615	может ли	1	1
2616	не открывать	1	1
2617	перо было	1	1
2618	если один	1	1
2619	же сказка	1	1
2620	русском языке	1	1
2621	общего характера	1	1
2622	похищает царевну	2	1
2623	другая по	1	1
2624	случаев очень	1	1
2625	сказка но	1	1
2626	из первых	2	1
2627	для отдельных	2	1
2628	сказки иногда	1	1
2629	сказку на	2	1
2630	ли можно	1	1
2631	затем они	1	1
2632	характер испытания	1	1
2633	они нам	1	1
2634	может меняться	1	1
2635	произошла ассимиляция	1	1
2636	до известной	1	1
2637	и целые	1	1
2638	необычайной красавицы	1	1
2639	всегда следует	1	1
2640	более простых	1	1
2641	поэтому первые	1	1
2642	появляется в	2	1
2643	примеры с	1	1
2644	есть формы	4	1
2645	мы берем	1	1
2646	которые часто	1	1
2647	исторической разработки	1	1
2648	последовательность событий	3	1
2649	под волшебными	1	1
2650	герои попадают	1	1
2651	взгляд все	1	1
2652	волшебными помощниками	2	1
2653	быть заменены	1	1
2654	не сообщает	2	1
2655	волшебное колечко	1	1
2656	заставляет его	2	1
2657	в чудесном	1	1
2658	об их	1	1
2659	с корабля	1	1
2660	возвращается он	1	1
2661	вот мы	2	1
2662	встречается очень	3	1
2663	многие сказки	2	1
2664	гл vi	1	1
2665	знать что	2	1
2666	пытаются его	1	1
2667	ii i	1	1
2668	может не	2	1
2669	золотая колесница	1	1
2670	художественно более	1	1
2671	печень и	1	1
2672	сказка на	1	1
2673	выходит в	1	1
2674	между типом	1	1
2675	на что	1	1
2676	представится случай	1	1
2677	некоторые связи	1	1
2678	более точное	2	1
2679	ее а	1	1
2680	обратно и	2	1
2681	головы змея	2	1
2682	сторона в	1	1
2683	которых каждый	1	1
2684	сказки между	1	1
2685	в оловянном	1	1
2686	стрелой а	1	1
2687	чтобы ее	1	1
2688	первом месте	1	1
2689	сюжет обычно	1	1
2690	другого но	1	1
2691	коне поцелует	1	1
2692	в темную	1	1
2693	часто дают	1	1
2694	элементы при	1	1
2695	многое другое	1	1
2696	элементов сказки	1	1
2697	сказки дело	2	1
2698	на каком	1	1
2699	вне этой	1	1
2700	вопрос а	1	1
2701	серебряном и	1	1
2702	в дупло	1	1
2703	каким способом	1	1
2704	у ивана	2	1
2705	гл vii	1	1
2706	злая царевна	1	1
2707	ущерба для	1	1
2708	бой со	5	1
2709	герой оказывает	1	1
2710	чужих руках	1	1
2711	как условный	1	1
2712	поисков находится	1	1
2713	дочь милолику-царевну	1	1
2714	сказкой то	1	1
2715	такие формы	1	1
2716	противном случае	1	1
2717	становится все	1	1
2718	за другим	2	1
2719	сразу же	2	1
2720	в сюжет	1	1
2721	себе крылья	1	1
2722	по функциям	3	1
2723	ниже также	1	1
2724	изучение структуры	1	1
2725	такое развитие	1	1
2726	выдержанное испытание	1	1
2727	непосредственно или	1	1
2728	как все	1	1
2729	спасение от	2	1
2730	и сестры	1	1
2731	существа так	1	1
2732	золотом и	1	1
2733	откуда они	1	1
2734	понимает что	1	1
2735	том покое	1	1
2736	сказок имеется	2	1
2737	как ни	1	1
2738	под дождем	1	1
2739	тем мы	1	1
2740	мы выделяем	1	1
2741	уезжает он	1	1
2742	это диктуется	1	1
2743	и героев	1	1
2744	до бесконечности	1	1
2745	самая функция	1	1
2746	точности соответствуют	1	1
2747	дороге и	1	1
2748	яблоню и	1	1
2749	герои сказки	1	1
2750	дубинка сама	1	1
2751	и ни	1	1
2752	герой испытывается	1	1
2753	но всегда	1	1
2754	первый случай	1	1
2755	и изучаться	1	1
2756	не мотивируются	1	1
2757	такой способ	1	1
2758	мачеха велит	2	1
2759	змей убит	1	1
2760	запрета не	1	1
2761	но такое	2	1
2762	ним как	1	1
2763	встреча с	2	1
2764	у кого	1	1
2765	за спиной	1	1
2766	сказках мы	1	1
2767	предметам и	1	1
2768	не моги	1	1
2769	особый вид	2	1
2770	отличать от	1	1
2771	сказки требует	2	1
2772	с конями	1	1
2773	всех разновидностей	1	1
2774	обратном пути	1	1
2775	это его	1	1
2776	элементы и	1	1
2777	братца не	1	1
2778	на разные	1	1
2779	образом они	1	1
2780	весь материал	1	1
2781	лишь некоторые	1	1
2782	мотивы которые	1	1
2783	д медный	1	1
2784	задачи представляют	1	1
2785	в плане	1	1
2786	видите ли	1	1
2787	но могли	1	1
2788	царь его	1	1
2789	огромное значение	2	1
2790	дух в	1	1
2791	смогут быть	1	1
2792	пасть от	1	1
2793	и способ	1	1
2794	помощника этот	1	1
2795	ей так	1	1
2796	эту мысль	1	1
2797	и сердца	1	1
2798	подвенечное платье	2	1
2799	братья отправляются	2	1
2800	здесь опять	1	1
2801	в голову	1	1
2802	или иной	1	1
2803	он спасается	2	1
2804	его до	1	1
2805	объект похищения	1	1
2806	неописанной что	1	1
2807	чудесный дворец	1	1
2808	становятся его	1	1
2809	новые функции	1	1
2810	же выводы	1	1
2811	помощником и	2	1
2812	пощаде и	2	1
2813	характер они	1	1
2814	с первых	1	1
2815	само собой	1	1
2816	начале сказки	1	1
2817	хотя они	2	1
2818	мокнут под	1	1
2819	здесь следует	1	1
2820	специфические помощники	1	1
2821	иных действий	1	1
2822	их отношении	1	1
2823	мы условно	1	1
2824	систематизированы и	1	1
2825	фигурировать и	1	1
2826	в той	1	1
2827	его помощниками	1	1
2828	это на	1	1
2829	милолику-царевну с	1	1
2830	всего это	3	1
2831	мы выберем	1	1
2832	вспомним хотя	1	1
2833	нужно однако	1	1
2834	встречаются на	1	1
2835	змеиха обращается	2	1
2836	необходимости входить	1	1
2837	сама наказывает	1	1
2838	в постановке	1	1
2839	эту ситуацию	1	1
2840	этого сходства	1	1
2841	эту беду	1	1
2842	со вторым	2	1
2843	может послужить	1	1
2844	религиозного характера	1	1
2845	следует ли	1	1
2846	задает девушке	1	1
2847	средства и	1	1
2848	враждебного отношения	1	1
2849	однако и	1	1
2850	царстве это	1	1
2851	действия одна	1	1
2852	другие персонажи	1	1
2853	отношении друг	1	1
2854	должны теперь	1	1
2855	которое может	2	1
2856	на ковре-самолете	1	1
2857	но хотя	1	1
2858	в открытом	1	1
2859	персонажа и	1	1
2860	дается в	2	1
2861	случае он	2	1
2862	таким помощником	1	1
2863	можно вообще	1	1
2864	мы следовательно	1	1
2865	как таковых	3	1
2866	приведенные случаи	1	1
2867	иначе чем	2	1
2868	рыбаке и	1	1
2869	обходит их	1	1
2870	именно по	1	1
2871	здесь играет	1	1
2872	по спине	1	1
2873	получает коня	6	1
2874	быть названа	1	1
2875	в первом	5	1
2876	царскую дочь	1	1
2877	наоборот мы	1	1
2878	если теперь	1	1
2879	которого можно	1	1
2880	по их	5	1
2881	явлений относится	1	1
2882	особого рассмотрения	3	1
2883	чего-то не	1	1
2884	и задачи	2	1
2885	целей это	1	1
2886	иную форму	2	1
2887	дана задача	1	1
2888	множество свеч	1	1
2889	при разных	1	1
2890	друг к	2	1
2891	принадлежат к	1	1
2892	службы у	1	1
2893	и животные	1	1
2894	этот столб	1	1
2895	характера герой	1	1
2896	данный текст	1	1
2897	требуют особого	1	1
2898	необходимо для	1	1
2899	в точном	1	1
2900	сказок других	1	1
2901	начала действия	1	1
2902	царевну в	2	1
2903	есть специфические	2	1
2904	ставят их	1	1
2905	облика и	1	1
2906	по щучьему	2	1
2907	это дало	1	1
2908	этот закон	1	1
2909	смерть родителей	1	1
2910	из причин	1	1
2911	сказок с	1	1
2912	елена премудрая	1	1
2913	религия как	1	1
2914	приведены выше	1	1
2915	содержания но	1	1
2916	только конь	1	1
2917	еще остановимся	1	1
2918	такими словами	1	1
2919	об отношении	1	1
2920	царевича и	1	1
2921	изучения но	1	1
2922	видеть здесь	1	1
2923	всего и	1	1
2924	на части	1	1
2925	спине огромной	1	1
2926	предлагает герою	1	1
2927	в карты	3	1
2928	по тем	1	1
2929	что земля	1	1
2930	за той	1	1
2931	убедиться что	1	1
2932	дает себя	1	1
2933	i ii	1	1
2934	два-три примера	1	1
2935	и красоты	1	1
2936	выше но	1	1
2937	создает новые	1	1
2938	очень широко	1	1
2939	рога и	1	1
2940	бы сам	1	1
2941	оно так	1	1
2942	на некотором	1	1
2943	которых она	1	1
2944	указано что	1	1
2945	средства которые	1	1
2946	бы совсем	1	1
2947	здесь прежде	3	1
2948	он оказывает	1	1
2949	не содержат	1	1
2950	за невестой	1	1
2951	так мы	1	1
2952	вторичное образование	1	1
2953	мотив и	2	1
2954	волшебные качества	1	1
2955	ходом действия	1	1
2956	идут или	1	1
2957	при состязании	1	1
2958	этим исчерпываются	2	1
2959	убежден что	1	1
2960	ср также	1	1
2961	способность превращаться	2	1
2962	кто кого	1	1
2963	хотя такое	1	1
2964	явление что	1	1
2965	никаких новых	2	1
2966	же они	2	1
2967	происходит после	1	1
2968	кого перевесит	1	1
2969	сопоставляя эти	1	1
2970	доказано быть	1	1
2971	сбрасывают его	1	1
2972	за услугу	1	1
2973	средства или	2	1
2974	в жмурки	1	1
2975	сказки прежде	1	1
2976	какой степени	1	1
2977	наоборот под	1	1
2978	идут в	1	1
2979	его герой	1	1
2980	обнаруживается царевичем	1	1
2981	способы какими	1	1
2982	мачеха и	2	1
2983	имеется довольно	1	1
2984	своих сыновей	1	1
2985	свойства и	1	1
2986	настолько разнообразны	1	1
2987	проходит через	1	1
2988	дает возможность	1	1
2989	из страха	1	1
2990	части но	1	1
2991	случаях элемент	1	1
2992	все известные	2	1
2993	считать не	1	1
2994	этого и	1	1
2995	твоя смерть	1	1
2996	рассказывается о	1	1
2997	к различным	2	1
2998	материала дело	1	1
2999	их состава	1	1
3000	существу и	1	1
3001	князю ехать	1	1
3002	ниже и	1	1
3003	на корабль	1	1
3004	которое он	1	1
3005	пр с	1	1
3006	первом случае	3	1
3007	по группам	2	1
3008	д такая	1	1
3009	и похищение	1	1
3010	задача и	1	1
3011	случай в	2	1
3012	братьев гримм	1	1
3013	превращением в	1	1
3014	к герой	1	1
3015	или они	1	1
3016	веселовский еще	1	1
3017	нет там	1	1
3018	для царевны	1	1
3019	в живых	3	1
3020	из моментов	1	1
3021	формах что	4	1
3022	чрезвычайно разнообразны	1	1
3023	форма не	1	1
3024	только во	1	1
3025	он дважды	1	1
3026	сказочной нормой	1	1
3027	не думает	1	1
3028	облика в	1	1
3029	и сказки	2	1
3030	и сама	1	1
3031	друг за	2	1
3032	хотя это	1	1
3033	то получается	2	1
3034	братьев и	1	1
3035	пытается извести	1	1
3036	более детально	1	1
3037	же формы	1	1
3038	разнообразных сказках	1	1
3039	волшебной книги	1	1
3040	способов какими	1	1
3041	относятся такие	1	1
3042	осияло и	1	1
3043	останавливаться не	1	1
3044	она вводится	1	1
3045	такой красы	1	1
3046	известных в	1	1
3047	и притом	1	1
3048	ли мы	1	1
3049	так сияло	1	1
3050	героя может	1	1
3051	перо жар-птицы	1	1
3052	особый случай	1	1
3053	поцеловать царевну	1	1
3054	их по	4	1
3055	герой просто	1	1
3056	если сказка	3	1
3057	героем в	1	1
3058	волшебных сказках	2	1
3059	служит в	1	1
3060	сказка часто	1	1
3061	будем так	1	1
3062	менее она	2	1
3063	должны найти	1	1
3064	по мотивам	3	1
3065	но сказка	3	1
3066	но ведь	1	1
3067	за бороду	1	1
3068	встречных и	1	1
3069	в предисловии	1	1
3070	по ее	1	1
3071	основная форма	1	1
3072	постановка вопроса	1	1
3073	затем следуют	1	1
3074	корабль с	1	1
3075	этом явлении	2	1
3076	вариантов но	1	1
3077	кони и	1	1
3078	все подобные	1	1
3079	на золотой	1	1
3080	же касается	1	1
3081	сказка обнаруживает	1	1
3082	корабль и	2	1
3083	эти образования	1	1
3084	одного сюжета	2	1
3085	ею только	1	1
3086	и рыбке	1	1
3087	например как	1	1
3088	по характеру	1	1
3089	встречается только	1	1
3090	первоначально это	1	1
3091	она становится	1	1
3092	дочери водяного	1	1
3093	на составные	2	1
3094	за невесту	1	1
3095	средство в	1	1
3096	три головы	1	1
3097	вопроса о	3	1
3098	которые герой	1	1
3099	специфическая особенность	1	1
3100	последнем случае	3	1
3101	имеют и	1	1
3102	иван-царевич что	1	1
3103	всех видов	1	1
3104	совершенно другой	2	1
3105	морского царя	1	1
3106	будет видно	1	1
3107	характер бегства	2	1
3108	генерал или	1	1
3109	и сердце	1	1
3110	бы к	1	1
3111	сказкой в	1	1
3112	составных частей	1	1
3113	действия в	1	1
3114	родителей и	1	1
3115	перо это	1	1
3116	комбинируются друг	1	1
3117	преследует героя	2	1
3118	взгляд кажется	1	1
3119	ней можно	1	1
3120	в быту	1	1
3121	задача в	1	1
3122	отношение между	1	1
3123	и задача	1	1
3124	иван-царевич идет	1	1
3125	действующих лиц	22	1
3126	взгадать ни	1	1
3127	иногда герой	5	1
3128	не приходится	1	1
3129	возвращается на	1	1
3130	кто же	1	1
3131	ехать в	1	1
3132	усиленную форму	1	1
3133	они хотят	1	1
3134	характерных и	1	1
3135	что бы	1	1
3136	мной на	1	1
3137	огненных змеев	1	1
3138	сказки могут	2	1
3139	так сказка	2	1
3140	д а	2	1
3141	появляются в	1	1
3142	испытание и	1	1
3143	подобные случаи	1	1
3144	других видов	1	1
3145	решение трудной	2	1
3146	своего труда	1	1
3147	платье и	1	1
3148	и никогда	1	1
3149	это правило	1	1
3150	есть категория	1	1
3151	в огниве	1	1
3152	он вдруг	1	1
3153	едой и	1	1
3154	и приведены	1	1
3155	тем временем	2	1
3156	он обращается	1	1
3157	в первой	1	1
3158	чужие страны	1	1
3159	взять его	1	1
3160	действительно в	1	1
3161	просто отмечаем	1	1
3162	одной формы	1	1
3163	сведения о	1	1
3164	а царь	1	1
3165	делает и	1	1
3166	использован в	1	1
3167	действия сказки	1	1
3168	выделены нами	1	1
3169	искажает сущность	1	1
3170	его невеста	1	1
3171	землю летит	1	1
3172	богатырей в	1	1
3173	сторожевая застава	1	1
3174	афанасьевский сборник	2	1
3175	многое не	1	1
3176	функций но	1	1
3177	убивают его	1	1
3178	обратный случай	3	1
3179	е он	1	1
3180	чтобы добыть	1	1
3181	нет не	1	1
3182	на камне	1	1
3183	ножках и	1	1
3184	такое оживление	1	1
3185	почему при	1	1
3186	это перо	1	1
3187	других вопросов	1	1
3188	он входит	1	1
3189	§ в	1	1
3190	перейти по	1	1
3191	черта и	1	1
3192	будем мы	1	1
3193	материал на	1	1
3194	во втором	7	1
3195	море куда	1	1
3196	о сказочных	1	1
3197	и светло	1	1
3198	так чудно	1	1
3199	время я	1	1
3200	собой некоторую	1	1
3201	аарне и	1	1
3202	она с	1	1
3203	она соглашается	1	1
3204	при возвращении	1	1
3205	такую форму	1	1
3206	в ступе	1	1
3207	трудной задачей	2	1
3208	дальнейшего изучения	1	1
3209	могут вызвать	1	1
3210	здесь выбраны	1	1
3211	отправку в	2	1
3212	выше было	1	1
3213	будем входить	1	1
3214	этой работе	1	1
3215	помогает ее	1	1
3216	пр на	1	1
3217	яркие формы	1	1
3218	основная функция	1	1
3219	может получить	1	1
3220	основная задача	1	1
3221	уничтожить героя	2	1
3222	первых же	1	1
3223	же два	1	1
3224	яги коня	2	1
3225	две функции	1	1
3226	встречен случайно	1	1
3227	быть достигнуто	1	1
3228	чтобы это	1	1
3229	некоторые стороны	1	1
3230	к родителям	1	1
3231	другое что	1	1
3232	их происхождения	1	1
3233	испытание огнем	1	1
3234	во что	1	1
3235	связанная с	1	1
3236	отца на	1	1
3237	они превращаются	1	1
3238	от черной	1	1
3239	формы нет	1	1
3240	частности мы	1	1
3241	иногда спасается	1	1
3242	так там	1	1
3243	и награждение	2	1
3244	и начала	1	1
3245	доме не	1	1
3246	д они	2	1
3247	принадлежит и	1	1
3248	затем следует	1	1
3249	отец приводит	1	1
3250	у купца	1	1
3251	пределах этих	1	1
3252	те формы	1	1
3253	убить героя	1	1
3254	самая постановка	1	1
3255	нам возможность	1	1
3256	прячется у	1	1
3257	идет со	1	1
3258	сказки вообще	1	1
3259	является одновременно	2	1
3260	дело идет	1	1
3261	похищения является	1	1
3262	герой берет	1	1
3263	функции в	1	1
3264	улетает на	1	1
3265	герой прибывает	2	1
3266	всегда одинакова	1	1
3267	ниже случаев	1	1
3268	камень и	2	1
3269	в следующей	1	1
3270	которая не	1	1
3271	посылает за	1	1
3272	персонажи как	2	1
3273	другими формами	1	1
3274	они по	1	1
3275	царь посылает	1	1
3276	золотой трон	1	1
3277	изгнание мотивируется	1	1
3278	не выходить	3	1
3279	ежели принесть	1	1
3280	не является	4	1
3281	за развитием	1	1
3282	сказка это	1	1
3283	на помощника	2	1
3284	носят характер	1	1
3285	другим он	1	1
3286	очень далеко	1	1
3287	за ягодами	1	1
3288	подходит под	1	1
3289	жердочке через	1	1
3290	где змей	1	1
3291	к хвосту	1	1
3292	зажжено великое	1	1
3293	оловянном царстве	1	1
3294	может лежать	1	1
3295	так скоро	1	1
3296	колеснице сидит	1	1
3297	провести семь	1	1
3298	разных сказок	1	1
3299	которые должны	1	1
3300	ночь дворец	1	1
3301	что многие	2	1
3302	задачи яги	1	1
3303	посылает ее	1	1
3304	ощущается как	2	1
3305	колесница в	1	1
3306	в яблоню	1	1
3307	и попа	1	1
3308	мы постарались	1	1
3309	и исчезает	1	1
3310	приметы царевны	1	1
3311	тому или	1	1
3312	мотивов но	1	1
3313	видим как	1	1
3314	быть ограничен	1	1
3315	что существуют	1	1
3316	же время	1	1
3317	помощник и	1	1
3318	может играть	2	1
3319	на летучем	1	1
3320	известной степени	1	1
3321	где кончается	1	1
3322	подземный ход	1	1
3323	из наиболее	1	1
3324	предварительного изучения	2	1
3325	стороны ее	2	1
3326	этот может	1	1
3327	о рыбаке	1	1
3328	же роли	1	1
3329	к созданию	1	1
3330	просит о	1	1
3331	возражений но	1	1
3332	материала но	2	1
3333	то для	1	1
3334	мы однако	1	1
3335	ею и	1	1
3336	весы кто	1	1
3337	характера и	1	1
3338	наоборот это	1	1
3339	быть изучена	2	1
3340	просто невозможно	1	1
3341	герой улетает	1	1
3342	его место	1	1
3343	при каких	1	1
3344	для достижения	1	1
3345	ситуации в	1	1
3346	имеем когда	2	1
3347	собственному усмотрению	1	1
3348	но которые	1	1
3349	возвращение происходит	1	1
3350	морфологического значения	1	1
3351	пришлось бы	1	1
3352	свадьбу с	2	1
3353	задачу царевны	1	1
3354	категории помощников	1	1
3355	его можно	1	1
3356	терема и	1	1
3357	тогда мы	1	1
3358	домой тогда	1	1
3359	сидит королевна	1	1
3360	к началу	4	1
3361	великое множество	1	1
3362	поле или	1	1
3363	его видит	1	1
3364	вдруг совершенно	1	1
3365	можно себе	1	1
3366	после третьего	1	1
3367	здесь поневоле	1	1
3368	царевна метит	1	1
3369	еще упомянуть	1	1
3370	встречу с	1	1
3371	нарисовал на	1	1
3372	на царевне	1	1
3373	с умершими	1	1
3374	целей достаточно	1	1
3375	животным это	1	1
3376	а змей	5	1
3377	наблюдение что	1	1
3378	увозит ее	1	1
3379	в первый	1	1
3380	сказках царевна	1	1
3381	бой самый	1	1
3382	животное чтобы	1	1
3383	покупает себе	1	1
3384	пор как	1	1
3385	может происходить	1	1
3386	девушку и	1	1
3387	этом отношении	2	1
3388	как возвращение	1	1
3389	из сумы	1	1
3390	супружества или	1	1
3391	функцию в	1	1
3392	и одна	1	1
3393	она просит	2	1
3394	есть но	1	1
3395	такие персонажи	2	1
3396	состоят из	1	1
3397	что каждый	1	1
3398	многих отношениях	1	1
3399	сказку и	2	1
3400	если вся	1	1
3401	очень важный	2	1
3402	категории уже	1	1
3403	эта функция	4	1
3404	и мотивировки	1	1
3405	мы вновь	1	1
3406	только основные	1	1
3407	собственно сказки	1	1
3408	идет с	1	1
3409	ее из	2	1
3410	случаях значение	1	1
3411	не любит	1	1
3412	и отношение	1	1
3413	о запрете	1	1
3414	тот требует	1	1
3415	основано на	1	1
3416	и которая	1	1
3417	общих вопросов	1	1
3418	он посылает	1	1
3419	это несущественно	1	1
3420	случайных встречных	1	1
3421	сияло как	1	1
3422	уже совершенно	1	1
3423	должен решаться	1	1
3424	со двора	1	1
3425	что совсем	1	1
3426	они задаются	1	1
3427	между собою	2	1
3428	что вполне	1	1
3429	важен как	1	1
3430	наконец даже	1	1
3431	мы останавливаться	1	1
3432	семьи или	1	1
3433	видит портрет	1	1
3434	ивана в	3	1
3435	заставляет ее	1	1
3436	орла орел	1	1
3437	того часто	1	1
3438	это требование	1	1
3439	похищена у	1	1
3440	живой и	2	1
3441	с отлучкой	1	1
3442	же представляет	1	1
3443	взять с	1	1
3444	средствами и	1	1
3445	разновидности и	1	1
3446	в кузницу	1	1
3447	исследования но	1	1
3448	сюжетов к	1	1
3449	форма в	3	1
3450	они есть	1	1
3451	чего в	1	1
3452	по происхождению	1	1
3453	очень многие	1	1
3454	метод и	1	1
3455	отлучается из	1	1
3456	долей вероятности	1	1
3457	портит посев	1	1
3458	два случая	1	1
3459	логически но	1	1
3460	форму отлучки	1	1
3461	образе птицы	1	1
3462	же может	2	1
3463	придется поставить	1	1
3464	ко всему	1	1
3465	она посылает	1	1
3466	этого нельзя	2	1
3467	сама природа	1	1
3468	том случае	3	1
3469	не бытовая	1	1
3470	узнает о	3	1
3471	по приказанию	1	1
3472	а остальные	1	1
3473	героя к	2	1
3474	коня ерша	1	1
3475	нас но	1	1
3476	может возникнуть	1	1
3477	значение но	1	1
3478	самому себе	1	1
3479	выходить в	2	1
3480	как фактор	1	1
3481	д как	4	1
3482	перенесены в	1	1
3483	однако если	1	1
3484	просит у	1	1
3485	всегда очень	1	1
3486	в ход	3	1
3487	ведь и	1	1
3488	ягоды и	1	1
3489	очень различным	1	1
3490	материала можно	1	1
3491	дочери царя	1	1
3492	работу аф	1	1
3493	и уносят	1	1
3494	человека петуха	1	1
3495	сказок по	6	1
3496	контрольный материал	1	1
3497	как дарители	1	1
3498	сказок в	1	1
3499	яги если	1	1
3500	о кощее	1	1
3501	лежат в	1	1
3502	о беде	2	1
3503	а этот	1	1
3504	имеет свои	2	1
3505	мы выделили	1	1
3506	было указано	1	1
3507	собственно говоря	1	1
3508	чем является	1	1
3509	скажем что	1	1
3510	сопоставлен с	1	1
3511	же формах	4	1
3512	очень велико	1	1
3513	функций которые	1	1
3514	расположенных по	1	1
3515	свою мать	1	1
3516	красы неописанной	1	1
3517	котором говорит	1	1
3518	королю в	1	1
3519	также с	1	1
3520	моего мяса	1	1
3521	уже иное	1	1
3522	бросить в	2	1
3523	что подобные	1	1
3524	могут изучаться	1	1
3525	случаях встречается	1	1
3526	что ежели	1	1
3527	форма как	1	1
3528	они важны	1	1
3529	у кузнецов	2	1
3530	изучения и	1	1
3531	он купец	1	1
3532	и много	1	1
3533	обычно только	1	1
3534	в высшей	1	1
3535	как за	2	1
3536	брат и	1	1
3537	по саду	1	1
3538	так называемой	1	1
3539	которое в	1	1
3540	руках уезжает	1	1
3541	соединяется в	1	1
3542	волшебные помощники	1	1
3543	этим иногда	2	1
3544	виды сказочных	1	1
3545	тех или	1	1
3546	начинаются с	2	1
3547	на чужих	1	1
3548	надо было	1	1
3549	не удалось	1	1
3550	домой герой	1	1
3551	или водовоз	1	1
3552	и объект	1	1
3553	просит его	1	1
3554	быть дано	1	1
3555	дело обстоит	1	1
3556	и совершенно	1	1
3557	здесь по-видимому	1	1
3558	вообще заметить	1	1
3559	пропасть и	1	1
3560	дерево с	1	1
3561	здесь этот	1	1
