N	2gram	Potebnia_M	Problema
2500	человеческого и	1	1
2501	они между	1	1
2502	что обозначено	1	1
2503	другим образом	1	1
2504	нем самом	6	1
2505	наконец в-третьих	1	1
2506	но совершенно	2	1
2507	языка вполне	1	1
2508	и отношение	1	1
2509	своих собственных	1	1
2510	с представлением	1	1
2511	на обозначаемый	1	1
2512	связанными с	1	1
2513	тела не	2	1
2514	для души	4	1
2515	из чего	1	1
2516	при новом	1	1
2517	нового предмета	1	1
2518	в мире	3	1
2519	основано на	1	1
2520	бытия с	1	1
2521	предложения и	1	1
2522	света и	3	1
2523	что содержание	1	1
2524	собственное значение	2	1
2525	зрения и	7	1
2526	должно было	1	1
2527	индоевропейских языках	1	1
2528	язык к	1	1
2529	людьми и	2	1
2530	для новой	1	1
2531	в греческом	1	1
2532	новые значения	1	1
2533	и понимание	3	1
2534	то эти	1	1
2535	всех народов	1	1
2536	стало свести	1	1
2537	замечаем что	1	1
2538	как сказано	1	1
2539	предмете в	1	1
2540	все стороны	1	1
2541	и отсюда	1	1
2542	и звук	6	1
2543	всякое понимание	1	1
2544	указывающий на	2	1
2545	не сказали	2	1
2546	какой степени	1	1
2547	и цвета	3	1
2548	сознания а	1	1
2549	другу и	2	1
2550	в живой	2	1
2551	представления являются	1	1
2552	неизвестный нам	1	1
2553	мы думаем	3	1
2554	науке а	1	1
2555	в уме	1	1
2556	понятность слова	1	1
2557	целое таким	1	1
2558	нет но	4	1
2559	то сам	1	1
2560	все то	2	1
2561	гражданственности и	1	1
2562	разных обстоятельств	1	1
2563	не более	4	1
2564	близкий к	1	1
2565	б не	2	1
2566	его внутренней	1	1
2567	явления в	2	1
2568	этим только	1	1
2569	язык на	1	1
2570	такой смысл	1	1
2571	если б	7	1
2572	и которых	1	1
2573	физических явлений	2	1
2574	легко можно	1	1
2575	к звукам	1	1
2576	язык вообще	3	1
2577	следующее ее	1	1
2578	укажем только	1	1
2579	только внешнее	1	1
2580	не представляется	2	1
2581	для мысли	2	1
2582	несколько иначе	1	1
2583	не производят	1	1
2584	притом если	1	1
2585	как эта	1	1
2586	всякого другого	1	1
2587	и общего	1	1
2588	мысли чтобы	1	1
2589	одна только	1	1
2590	образом то	1	1
2591	слова из	1	1
2592	то по	1	1
2593	мысль в	2	1
2594	и красоте	1	1
2595	форм в	1	1
2596	этих словах	1	1
2597	весь язык	1	1
2598	ей не	1	1
2599	разумеется мы	1	1
2600	с течением	1	1
2601	всяких усилий	1	1
2602	и языка	4	1
2603	предметом для	1	1
2604	из глубины	2	1
2605	других вполне	1	1
2606	философское понятие	1	1
2607	есть система	1	1
2608	например дерево	1	1
2609	в пространстве	1	1
2610	наше время	1	1
2611	в разговоре	2	1
2612	превращаются в	1	1
2613	который здесь	1	1
2614	не отвергая	1	1
2615	в оценке	1	1
2616	всех отношениях	1	1
2617	нельзя назвать	1	1
2618	и можем	1	1
2619	жизни народов	1	1
2620	существования и	1	1
2621	царства природы	1	1
2622	вне себя	3	1
2623	его мнению	4	1
2624	только те	1	1
2625	может себе	3	1
2626	в изменении	1	1
2627	средствами но	1	1
2628	здесь сам	1	1
2629	с развитием	1	1
2630	так оно	1	1
2631	система понятий	1	1
2632	не идет	1	1
2633	но такая	2	1
2634	самим и	1	1
2635	и движения	1	1
2636	же образом	1	1
2637	особенности этого	1	1
2638	их действия	1	1
2639	природе и	1	1
2640	должны иметь	2	1
2641	одном и	3	1
2642	нашего времени	1	1
2643	предполагает не	1	1
2644	не исчерпывается	2	1
2645	от этой	1	1
2646	что сам	3	1
2647	и выйти	1	1
2648	ощущения и	2	1
2649	задолго до	1	1
2650	как логический	1	1
2651	содержание то	1	1
2652	предметы существуют	1	1
2653	зрения истории	1	1
2654	него нет	1	1
2655	в единстве	3	1
2656	нельзя ни	1	1
2657	этом как	1	1
2658	как идея	1	1
2659	как не	4	1
2660	ощущения в	2	1
2661	фантазия может	1	1
2662	языка из	1	1
2663	xviii в	2	1
2664	дух и	1	1
2665	с xiii	1	1
2666	на неизвестные	1	1
2667	в обратном	2	1
2668	одну свою	1	1
2669	показать что	1	1
2670	прибавить еще	1	1
2671	как при	2	1
2672	сущности в	1	1
2673	одно слово	1	1
2674	взятые вместе	1	1
2675	этих слов	1	1
2676	содержание а	1	1
2677	мысль мы	1	1
2678	действительности есть	1	1
2679	при более	1	1
2680	которые могут	5	1
2681	только единство	1	1
2682	или языка	1	1
2683	никакой связи	1	1
2684	не видно	5	1
2685	ничего в	1	1
2686	язык это	1	1
2687	и решить	1	1
2688	же корень	1	1
2689	дальше и	1	1
2690	своей жизни	1	1
2691	его самого	2	1
2692	предмета как	1	1
2693	искусства то	2	1
2694	который при	1	1
2695	слова для	5	1
2696	думаем и	1	1
2697	этого видно	1	1
2698	необходимым и	1	1
2699	д не	1	1
2700	понятием а	1	1
2701	утверждении что	1	1
2702	это как	1	1
2703	того самого	1	1
2704	слово или	1	1
2705	всех проявлениях	1	1
2706	тех же	1	1
2707	в пример	2	1
2708	как одно	1	1
2709	задний план	1	1
2710	чем то	1	1
2711	человек вовсе	1	1
2712	не знаю	1	1
2713	для деятельности	1	1
2714	душе в	1	1
2715	само это	1	1
2716	этого звука	3	1
2717	людей как	1	1
2718	притом не	5	1
2719	те препятствия	1	1
2720	зрение и	1	1
2721	этот переход	1	1
2722	слов и	5	1
2723	переходить в	1	1
2724	смысл в	1	1
2725	ее с	2	1
2726	и исчезает	1	1
2727	человека что	1	1
2728	же время	4	1
2729	решительно все	1	1
2730	только это	1	1
2731	в обществе	3	1
2732	из одной	1	1
2733	чем с	1	1
2734	между людьми	2	1
2735	но всякий	1	1
2736	нельзя думать	1	1
2737	то язык	1	1
2738	же язык	2	1
2739	когда и	1	1
2740	виды и	1	1
2741	народного творчества	1	1
2742	в слишком	1	1
2743	он существует	1	1
2744	истории то	1	1
2745	всякий раз	1	1
2746	легко может	1	1
2747	сторона языка	1	1
2748	представляет их	1	1
2749	нами на	1	1
2750	он мог	1	1
2751	себе предмет	1	1
2752	одна в	1	1
2753	находим только	1	1
2754	момента или	1	1
2755	менее и	1	1
2756	при каких	1	1
2757	возможности но	1	1
2758	только содержание	1	1
2759	точность и	1	1
2760	но которые	1	1
2761	уже при	1	1
2762	смысл слово	1	1
2763	соприкосновение с	1	1
2764	весьма мало	1	1
2765	пить и	2	1
2766	поздно и	1	1
2767	событиями которые	1	1
2768	это новое	1	1
2769	ее предметом	1	1
2770	уже для	1	1
2771	проникает в	1	1
2772	будет нам	1	1
2773	его предметом	1	1
2774	и прямо	1	1
2775	аналогии с	1	1
2776	различие между	2	1
2777	по сходству	1	1
2778	даже для	1	1
2779	тем он	1	1
2780	ничего выше	1	1
2781	не словом	1	1
2782	целом а	1	1
2783	как равные	1	1
2784	ее из	1	1
2785	чем-то таким	1	1
2786	как часть	2	1
2787	может происходить	2	1
2788	переход к	1	1
2789	сказать например	1	1
2790	нельзя свести	1	1
2791	день и	1	1
2792	для истории	1	1
2793	и предмета	2	1
2794	быть вместе	1	1
2795	необходимости а	1	1
2796	в полном	2	1
2797	из своих	2	1
2798	животных но	1	1
2799	должно предшествовать	1	1
2800	слова не	2	1
2801	отказывается от	1	1
2802	чем-то третьем	1	1
2803	что например	5	1
2804	хотя как	1	1
2805	сырым материалом	1	1
2806	силы природы	1	1
2807	когда оно	1	1
2808	скорее в	1	1
2809	знает как	1	1
2810	речи это	1	1
2811	от нашего	3	1
2812	и начинается	1	1
2813	свидетельствует что	1	1
2814	этом что	1	1
2815	человека при	1	1
2816	же будет	1	1
2817	нет возможности	2	1
2818	один момент	1	1
2819	не подлежит	1	1
2820	приходим к	1	1
2821	этой цели	3	1
2822	им и	1	1
2823	собою свое	1	1
2824	движение которое	1	1
2825	нуждаться в	1	1
2826	и понимания	10	1
2827	который под	1	1
2828	предполагает его	1	1
2829	как движение	1	1
2830	есть опять	1	1
2831	и оно	1	1
2832	мысль об	1	1
2833	другие области	1	1
2834	ее признак	1	1
2835	очень важную	2	1
2836	живых существ	2	1
2837	человеком и	4	1
2838	крика для	1	1
2839	встречали в	1	1
2840	как слово	1	1
2841	совмещает в	1	1
2842	когда по	1	1
2843	с областью	1	1
2844	понятия по	1	1
2845	они стали	1	1
2846	в слово	2	1
2847	понятно почему	1	1
2848	выйти за	1	1
2849	наука о	1	1
2850	покажет нам	1	1
2851	каждая из	1	1
2852	опять единство	1	1
2853	была такая	1	1
2854	в чем-то	1	1
2855	может в	1	1
2856	он принимает	1	1
2857	а от	2	1
2858	менее они	1	1
2859	что нужно	1	1
2860	субъекта и	4	1
2861	именно представляется	1	1
2862	в отношениях	2	1
2863	вопрос как	1	1
2864	бы если	1	1
2865	есть всегда	2	1
2866	что внешнее	1	1
2867	знать из	1	1
2868	к области	1	1
2869	членораздельных звуков	1	1
2870	всего народа	1	1
2871	получит для	1	1
2872	явлений в	3	1
2873	этого образа	1	1
2874	не найдет	2	1
2875	стало быть	6	1
2876	которая тоже	1	1
2877	так когда	1	1
2878	в большинстве	1	1
2879	нами и	1	1
2880	приближает его	1	1
2881	по всей	2	1
2882	к огню	1	1
2883	их мы	1	1
2884	в категориях	1	1
2885	которой тоже	1	1
2886	менее если	1	1
2887	речь и	2	1
2888	связи между	2	1
2889	в людях	1	1
2890	есть из	1	1
2891	всему человечеству	1	1
2892	значит то	3	1
2893	и необходимо	1	1
2894	язык в	8	1
2895	смысле а	1	1
2896	было невозможно	1	1
2897	языке именно	2	1
2898	если на	1	1
2899	в создании	6	1
2900	ли может	1	1
2901	ни был	2	1
2902	не это	1	1
2903	нечто одинаковое	1	1
2904	нас чувство	1	1
2905	другой язык	1	1
2906	таким же	3	1
2907	образами которые	1	1
2908	внутреннюю жизнь	1	1
2909	со словом	4	1
2910	и деятельности	2	1
