N	2gram	Tiupa_Narr	Hudozhes
2191	стороны художественной	1	1
2192	действующих лиц	1	1
2193	перерывом во	1	1
2194	высказывания реализующий	1	1
2195	в развитии	1	1
2196	жизнеописанием биографической	1	1
2197	бахтин жизни	1	1
2198	реализации некоторой	1	1
2199	анекдота ни	1	1
2200	удовлетворяясь репродуктивной	1	1
2201	на чем	2	1
2202	притчевого типа	1	1
2203	не ценностно	1	1
2204	что касается	2	1
2205	делает героя	1	1
2206	в первом	3	1
2207	и открывает	1	1
2208	эпизода как	1	1
2209	героический эпос	1	1
2210	а по	2	1
2211	есть креативная	1	1
2212	анекдотического дискурса	2	1
2213	знанием поэтому	1	1
2214	компетенция жанра	2	1
2215	формы построения	1	1
2216	феномена культуры	1	1
2217	сам текст	1	1
2218	модификаций анекдотического	1	1
2219	домонологично оно	1	1
2220	как недостаточно	1	1
2221	присутствия рассказчика	1	1
2222	чувства юмора	1	1
2223	его смысла	1	1
2224	плутарх при	1	1
2225	носителей различного	1	1
2226	равнодостойности сознаний	1	1
2227	собственного ее	1	1
2228	и является	1	1
2229	такой риторики	1	1
2230	как неизбежная	1	1
2231	сказании или	1	1
2232	не могла	1	1
2233	главного героя	2	1
2234	компетентностью адресата	1	1
2235	внутренне свободного	1	1
2236	универсального опыта	1	1
2237	между жизнью	1	1
2238	слова таковы	1	1
2239	отношений между	1	1
2240	в окказионально-авантюрном	1	1
2241	исторически продуктивный	1	1
2242	др в	1	1
2243	хаотичен а	1	1
2244	тамарченко историческое	1	1
2245	иметь в	1	1
2246	отдельных лиц	1	1
2247	система обстоятельств	1	1
2248	жанром компетентностью	1	1
2249	его полноте	1	1
2250	в классическом	2	1
2251	на раскрытие	1	1
2252	сотворчества инициативной	1	1
2253	слово деритуализовано	1	1
2254	влияние со	1	1
2255	адресат биографического	1	1
2256	интонации и	1	1
2257	общеизвестные пришел	1	1
2258	графически как	1	1
2259	организующей текст	1	1
2260	только то	1	1
2261	и рассказывающим	1	1
2262	и фиксируемой	1	1
2263	инициативно-авантюрное поведение	1	1
2264	иносказательность является	1	1
2265	ни притча	1	1
2266	осмеяния тогда	1	1
2267	в.т зависит	1	1
2268	никакого миропорядка	1	1
2269	они хотят	1	1
2270	эксплицированного в	1	1
2271	время они	1	1
2272	общая идея	1	1
2273	знанию как	1	1
2274	ролевого действия	1	1
2275	адресата фактический	1	1
2276	самообнаружение его	1	1
2277	чудаковатое дурацкое	1	1
2278	до которой	2	1
2279	жеста и	1	1
2280	у нее	2	1
2281	устанавливаются отношения	1	1
2282	следует признать	2	1
2283	как опыт	1	1
2284	развития самоопределяющегося	1	1
2285	притчи иносказательность	1	1
2286	или иное	2	1
2287	слушающих общим	1	1
2288	эти бытийные	1	1
2289	даже будучи	1	1
2290	столкновение индивидуальных	1	1
2291	повествователя о	1	1
2292	активизации воспринимающего	1	1
2293	в самостоятельный	1	1
2294	проецировать чужой	1	1
2295	когда мы	2	1
2296	анекдот ни	1	1
2297	иные сказания	1	1
2298	основу такой	1	1
2299	адресату позицию	1	1
2300	преемственно воспроизводимой	1	1
2301	традиции как	1	1
2302	и характерное	1	1
2303	для окружающих	1	1
2304	мнению и	1	1
2305	не рассчитан	1	1
2306	он еще	1	1
2307	этом не	1	1
2308	притче он	1	1
2309	же обратное	1	1
2310	система смыслов	1	1
2311	как ценностного	1	1
2312	этой уготованной	1	1
2313	этот статус	1	1
2314	уст в	1	1
2315	было бы	4	1
2316	человеческого сознания	1	1
2317	ее смысл	1	1
2318	существенная зависимость	1	1
2319	необходимости известного	1	1
2320	поскольку оно	2	1
2321	не по	1	1
2322	верифицируемым знанием	1	1
2323	это компетенция	1	1
2324	обязательно сообщает	1	1
2325	романным жизнеописанием	1	1
2326	из нее	1	1
2327	и требующей	1	1
2328	принципе можно	1	1
2329	иными соседствами	1	1
2330	мифологического мышления	1	1
2331	из модификаций	2	1
2332	существования мандельштам	1	1
2333	где слово	2	1
2334	дискурса в	2	1
2335	так называемого	1	1
2336	двуголосого слова	3	1
2337	но без	2	1
2338	маска анекдота	1	1
2339	же самое	1	1
2340	актанте лишь	1	1
2341	бахтину нарушение	1	1
2342	первое может	1	1
2343	иных пространственно-временных	1	1
2344	нашего высказывания	1	1
2345	мире императивной	1	1
2346	определена как	1	1
2347	выбора не	1	1
2348	другим коммуникативным	1	1
2349	как регулятивная	1	1
2350	человеческая жизнь	1	1
2351	как мы	3	1
2352	противопоставлял житиям	1	1
2353	биографии но	1	1
2354	данного произведения	1	1
2355	романа является	1	1
2356	выбора осуществляется	1	1
2357	позицию адресата	1	1
2358	общим знанием	1	1
2359	жизни не	1	1
2360	хоровой сказание	1	1
2361	закономерно приводит	1	1
2362	к изучению	1	1
2363	уникальным жизненным	1	1
2364	учителя жизни	2	1
2365	выбора все	1	1
2366	анекдот невозможно	1	1
2367	анекдоте подготовившем	1	1
2368	героя это	1	1
2369	в понимании	1	1
2370	или диалогической	1	1
2371	бытийной компетенции	2	1
2372	целое нашего	1	1
2373	знанием или	1	1
2374	останется не	1	1
2375	герою жизнеописания	1	1
2376	жанр сказания	1	1
2377	его как	2	1
2378	внутренне статичном	1	1
2379	него выступая	1	1
2380	жизнь писал	1	1
2381	это разграничение	1	1
2382	в четвертом	1	1
2383	анекдота новелла	1	1
2384	названа маской	1	1
2385	и интонациями	1	1
2386	примеряя ее	1	1
2387	компетенцию доверия	1	1
2388	организации текста	2	1
2389	подход к	2	1
2390	игры мнениями	1	1
2391	уточнить что	1	1
2392	н.д тамарченко	4	1
2393	его личности	2	1
2394	молчание бахтин	1	1
2395	приводят к	1	1
2396	произведения не	1	1
2397	этом и	1	1
2398	обратимся к	3	1
2399	к сообщенному	1	1
2400	статус научной	1	1
2401	знаковые комплексы	1	1
2402	ситуацией высказывания	1	1
2403	свести к	1	1
2404	речевой акт	2	1
2405	для производящего	1	1
2406	императивной нормы	1	1
2407	мысли с.с	1	1
2408	содержание жизнеописания	1	1
2409	дискурса претерпевшего	1	1
2410	случая непредсказуемое	1	1
2411	отвергает извращает	1	1
2412	столько нарушителем	1	1
2413	особое отношение	1	1
2414	это ощущение	1	1
2415	поэтому форма	1	1
2416	может показаться	1	1
2417	требующей для	1	1
2418	происшествиях неофициальной	1	1
2419	оно живет	1	1
2420	которым обнаруживается	1	1
2421	иерархично оно	1	1
2422	о блудном	1	1
2423	с которым	1	1
2424	рода хоровое	1	1
2425	теми же	1	1
2426	коммуникативную ситуацию	1	1
2427	его наличия	1	1
2428	и определяется	1	1
2429	косвенной речи	1	1
2430	же в	4	1
2431	виде целенаправленно	1	1
2432	здесь также	1	1
2433	бытия и	1	1
2434	частного существования	1	1
2435	извлечения адресатом	1	1
2436	без благоговейного	1	1
2437	его ценностно-смысловой	1	1
2438	слова прямой	1	1
2439	текста оказывается	1	1
2440	вырастающая из	1	1
2441	присутствует как	1	1
2442	бы быть	3	1
2443	таковы герои	1	1
2444	речи именно	1	1
2445	персонажем в	1	1
2446	диалог персонажей	1	1
2447	содержанию сказания	1	1
2448	пушкиным или	1	1
2449	императивную ритуальность	1	1
2450	морализме отличало	1	1
2451	как будто	3	1
2452	идет не	1	1
2453	живое непредубежденное	1	1
2454	акте выбора	1	1
2455	степени зависим	1	1
2456	возможность иной	1	1
2457	ценностями иными	1	1
2458	себе самому	1	1
2459	сознаний встречающихся	1	1
2460	свою речь	1	1
2461	формах косвенной	1	1
2462	есть биография	1	1
2463	частности форма	1	1
2464	компетентность предполагающая	1	1
2465	бы перевод	1	1
2466	действующий во	1	1
2467	нем звучит	1	1
2468	свободного согласия	1	1
2469	позиция активного	1	1
2470	диалогизм биографического	1	1
2471	поведения в	2	1
2472	ср общеизвестные	1	1
2473	нуждается в	5	1
2474	зависимость анекдота	1	1
2475	устремленного к	1	1
2476	а как	1	1
2477	ценностной дистанции	1	1
2478	самоопределения на	1	1
2479	в вероятностном	1	1
2480	ориентированного на	1	1
2481	на изложение	1	1
2482	здесь мы	1	1
2483	признает никакого	1	1
2484	установка не	1	1
2485	как представляется	2	1
2486	которая своей	1	1
2487	рассказчика ни	1	1
2488	где иллюстрировалась	1	1
2489	собственным смыслом	1	1
2490	диалогизирована в	1	1
2491	составе в	1	1
2492	состоянию общественных	1	1
2493	как целого	1	1
2494	может и	1	1
2495	отрешиться от	1	1
2496	жизнепроцессе бытия	1	1
2497	позвоночника роману	1	1
2498	определяемое отсутствием	1	1
2499	в него	1	1
2500	чужой экзистенциальный	1	1
2501	возможны но	1	1
2502	как исполненной	1	1
2503	одна ночь	1	1
2504	сказании повествуемой	1	1
2505	компетентностью последняя	1	1
2506	монологизированного слова	2	1
2507	произнесения сказания	1	1
2508	для притчи	1	1
2509	романе реалистической	1	1
2510	собой лишь	1	1
2511	соответственно риторика	1	1
2512	именно это	2	1
2513	собой традиционные	1	1
2514	как несомненно	1	1
2515	и совершенно	1	1
2516	ему надлежит	1	1
2517	типа есть	1	1
2518	ощущение составляет	1	1
2519	настоящего времени	1	1
2520	разнится от	1	1
2521	оцененном мире	1	1
2522	рассказчика не	1	1
2523	частности наличие	1	1
2524	воли автора	1	1
2525	ментальной и	1	1
2526	и слушающих	1	1
2527	сознание адресата	1	1
2528	дело здесь	1	1
2529	фон романного	1	1
2530	перевод его	1	1
2531	возможность которого	1	1
2532	есть не	1	1
2533	жизнью и	2	1
2534	встречающихся в	1	1
2535	сообщает нечто	1	1
2536	в готовом	1	1
2537	иное как	2	1
2538	индивидуальный опыт	1	1
2539	современный сугубо	1	1
2540	оно существенным	1	1
2541	ситуации жизненного	1	1
2542	которыми устанавливаются	1	1
2543	анекдота курьезная	1	1
2544	они бытуют	1	1
2545	притчевого назидания	1	1
2546	возможна только	1	1
2547	тысяча и	1	1
2548	себе а	1	1
2549	победил или	1	1
2550	других типов	1	1
2551	наличии у	1	1
2552	предметом целью	1	1
2553	острота или	1	1
2554	более того	1	1
2555	такого высказывания	1	1
2556	поведение остроумно	1	1
2557	которого анекдот	1	1
