N	3gram	Tiupa_Narr	TeoriaLi
1782	ответную реакцию предварительное	1	1
1783	границами между вещами	1	1
1784	возможность совершенно иной	1	1
1785	солирует риторический предел	1	1
1786	быть так и	1	1
1787	иносказательностью требует во-первых	1	1
1788	апофегма до которой	1	1
1789	сугубо смеховой жанр	1	1
1790	нейтральное к языку	1	1
1791	бытийные компетенции для	1	1
1792	эта позиция определяется	1	1
1793	анекдота не столько	1	1
1794	представленных в тексте	1	1
1795	смешное но обязательно	1	1
1796	между которыми устанавливаются	1	1
1797	позицию внутренне карнавального	1	1
1798	нем определенные возможности	1	1
1799	неким ибо предметно-тематическое	1	1
1800	внутренняя активность адресата	1	1
1801	и совершенно иной	1	1
1802	к этим моментам	1	1
1803	несовместимом с анекдотической	1	1
1804	реальному человеческому существованию	1	1
1805	попросту чудаковатое дурацкое	1	1
1806	точки зрения и	1	1
1807	речевой деятельности персонажа	1	1
1808	но от божья	1	1
1809	жизни принципиальным условием	1	1
1810	преемственно воспроизводимой в	1	1
1811	анекдота выбор лексики	1	1
1812	бахтин жизни анекдот	1	1
1813	запрета есть профанация	1	1
1814	в новелле есть	1	1
1815	наблюдения именно таковы	1	1
1816	императивной нормы ни	1	1
1817	опыт становления и	1	1
1818	а не только	1	1
1819	по характеристике с.с	1	1
1820	их свободного согласия	1	1
1821	усматривает во внутренне	1	1
1822	позицию адресата а	1	1
1823	монолог в чистом	1	1
1824	известном смысле домонологично	1	1
1825	в качестве бытийной	1	1
1826	необходимости ни в	1	1
1827	с совершенно иными	1	1
1828	опыт частного существования	1	1
1829	всего лишь одним	1	1
1830	не на раскрытие	1	1
1831	а некий нравственный	1	1
1832	проектировать свою жизненную	1	1
1833	неадекватным субъект объект	1	1
1834	аверинцева предстают перед	1	1
1835	речевая маска анекдота	1	1
1836	сыновей в иисусовой	1	1
1837	дозволенное посрамление словесное	1	1
1838	от позиции учителя	1	1
1839	жизненной практике может	1	1
1840	сознания к другому	2	1
1841	с.с аверинцева предстают	1	1
1842	из перечисленных статусов	1	1
1843	в случае жизнеописания	1	1
1844	кощунство и непристойность	1	1
1845	здесь не столько	1	1
1846	значительной степени зависим	1	1
1847	не предполагается ни	1	1
1848	очередь по отношению	1	1
1849	роману человек действующий	1	1
1850	рассеянной чужой речи	1	1
1851	и ученичества как	1	1
1852	слушателей преодолевая их	1	1
1853	замысла поэтому форма	1	1
1854	как бы стержнем	1	1
1855	субъекты смыслополагания между	1	1
1856	только вымышленные но	1	1
1857	или хулы плача	1	1
1858	все без исключения	1	1
1859	равнодостойности сознаний встречающихся	1	1
1860	например в значительной	1	1
1861	виде целенаправленно устремленный	1	1
1862	тождественно мнению и	1	1
1863	закон собственно и	1	1
1864	бытия и где	1	1
1865	во внутренне статичном	1	1
1866	понимания вникания в	1	1
1867	но факультативны он	1	1
1868	героя система обстоятельств	1	1
1869	мы строим свою	1	1
1870	это риторика ролевого	1	1
1871	дурацкое нередко кощунственное	1	1
1872	в маркированном положении	1	1
1873	фигур общества фиксировавшиеся	1	1
1874	содержанию сказания это	1	1
1875	компетенция взаимопонимания носителей	1	1
1876	ценностное самоотмежевание адресата	1	1
1877	предполагает хоровой сказание	1	1
1878	формы скрытой полускрытой	1	1
1879	носителей различного жизненного	1	1
1880	веком героев бытийная	1	1
1881	референтная компетенция биографического	1	1
1882	столкновение индивидуальных инициатив	1	1
1883	коммуникативная характеристика того	1	1
1884	адресата позицию сотворчества	1	1
1885	практике может быть	1	1
1886	адресата в совершенно	1	1
1887	хвалы или хулы	1	1
1888	могли бы быть	1	1
1889	высказывание характеризуется также	1	1
1890	компетенции для него	1	1
1891	говорить о разных	1	1
1892	ценностной дистанции между	1	1
1893	диалогизированного слова прямой	1	1
1894	его уникальным жизненным	1	1
1895	определенные задания реализуют	1	1
1896	у него убеждения	1	1
1897	мнения или понимания	1	1
1898	юмора умения отрешиться	1	1
1899	данному дискурсу возможность	1	1
1900	иной преемственно воспроизводимой	1	1
1901	норм сколько носителем	1	1
1902	принципиальное различие между	1	1
1903	содержания сколько от	1	1
1904	случая непредсказуемое стечение	1	1
1905	убеждением значения чьей-то	1	1
1906	риторика ролевого обезличенного	1	1
1907	поскольку оно существенным	1	1
1908	обладает достоверным но	1	1
1909	имеем дело с	1	1
1910	анекдот не знает	1	1
1911	жанр посрамляющий умершее	1	1
1912	него романным жизнеописанием	1	1
1913	ее понимания вникания	1	1
1914	объект и адресат	1	1
1915	типов высказывания в	1	1
1916	дает позвоночника роману	1	1
1917	приложение запечатленного в	1	1
1918	частности наличие так	1	1
1919	к тому архаичному	1	1
1920	только самим слушающим	1	1
1921	что несмотря на	1	1
1922	адресата при этом	1	1
1923	нарушение табу дозволенное	1	1
1924	никакого миропорядка жизнь	1	1
1925	анекдота обычно неприемлемо	1	1
1926	предлагая адресату позицию	1	1
1927	адресата занимающего позицию	1	1
1928	совершенно иными границами	1	1
1929	могут быть редуцированы	1	1
1930	слухи или сплетни	1	1
1931	и возможность иной	1	1
1932	стечение обстоятельств столкновение	1	1
1933	в форме определенной	1	1
1934	ставят перед ним	1	1
1935	притче есть реализация	1	1
1936	адресат биографического и	1	1
1937	и фиксируемой иногда	1	1
1938	мира моделируемая притчей	1	1
1939	притчи человеческая жизнь	1	1
1940	в чистом виде	1	1
1941	герои сказания или	1	1
1942	фатальный рок и	1	1
1943	жизнеописания для полноценного	1	1
1944	необыкновенностью и существенно	1	1
1945	воспроизводимой в культуре	1	1
1946	образ становящегося человека	1	1
1947	притчи может быть	1	1
1948	жизненный опыт запечатлеваемый	1	1
1949	фиксируемой иногда графически	1	1
1950	пространственно-временных масштабов и	1	1
1951	это фатально непреложный	1	1
1952	окажется неадекватным субъект	1	1
1953	риториках рассматриваемых типов	1	1
1954	осуществлено только самим	1	1
