N	2gram	Potebnia_M	Istorich
2514	свое горе	1	1
2515	для сознания	5	1
2516	может получить	1	1
2517	как говорят	1	1
2518	легко представить	1	1
2519	основная задача	1	1
2520	которым человек	1	1
2521	между животным	1	1
2522	это есть	1	1
2523	найдем и	1	1
2524	бы при	2	1
2525	сравнении с	1	1
2526	от их	1	1
2527	связанная с	3	1
2528	со второй	1	1
2529	тесную связь	1	1
2530	первый шаг	1	1
2531	и огня	2	1
2532	заключается не	1	1
2533	заключается в	2	1
2534	в предметах	1	1
2535	е при	1	1
2536	принадлежит и	1	1
2537	что вовсе	1	1
2538	глаз и	2	1
2539	творчества мы	1	1
2540	звуки музыки	1	1
2541	может стать	3	1
2542	нам возможность	2	1
2543	и признаки	1	1
2544	правда не	1	1
2545	в сравнении	4	1
2546	в душу	1	1
2547	кажется более	1	1
2548	развилась из	1	1
2549	в следующей	1	1
2550	которая не	2	1
2551	в народной	2	1
2552	одной части	1	1
2553	другие действия	1	1
2554	и переход	1	1
2555	смысл этих	1	1
2556	к какой	1	1
2557	который и	1	1
2558	свое время	1	1
2559	слова для	4	1
2560	ли они	1	1
2561	не является	1	1
2562	человек еще	1	1
2563	того самого	1	1
2564	туда по	1	1
2565	как одно	1	1
2566	отношений а	1	1
2567	очень далеко	1	1
2568	и легче	1	1
2569	внутренняя жизнь	2	1
2570	чем то	1	1
2571	сына из	1	1
2572	истории но	1	1
2573	меня то	2	1
2574	в непосредственном	1	1
2575	ими в	1	1
2576	что дитя	1	1
2577	в современном	1	1
2578	можно думать	3	1
2579	свойств и	2	1
2580	имя не	1	1
2581	не связанных	1	1
2582	и откуда	1	1
2583	что многие	1	1
2584	в известном	1	1
2585	о далеком	1	1
2586	и наша	1	1
2587	свет но	1	1
2588	весь процесс	1	1
2589	сверху и	1	1
2590	времени и	2	1
2591	что существуют	1	1
2592	принимают в	1	1
2593	что говорят	1	1
2594	же время	8	1
2595	душа при	1	1
2596	о божественном	1	1
2597	явлениями языка	1	1
2598	возвращаются в	1	1
2599	с мечом	1	1
2600	потому и	1	1
2601	образом не	1	1
2602	известной степени	1	1
2603	а слово	3	1
2604	родом из	1	1
2605	она видит	1	1
2606	в народную	1	1
2607	то для	2	1
2608	эти категории	1	1
2609	но именно	1	1
2610	свои действия	1	1
2611	с нею	5	1
2612	почему бы	1	1
2613	ней самой	1	1
2614	оно должно	1	1
2615	слово и	4	1
2616	а птица	1	1
2617	его место	2	1
2618	или какая-нибудь	1	1
2619	в понимании	1	1
2620	где бы	1	1
2621	время ее	1	1
2622	осуждены на	1	1
2623	когда нам	1	1
2624	до нее	2	1
2625	одно лицо	1	1
2626	стороны эти	1	1
2627	хочет есть	1	1
2628	различны но	1	1
2629	потому все	1	1
2630	какую они	1	1
2631	уже при	1	1
2632	заключенных в	1	1
2633	его можно	1	1
2634	другими признаками	1	1
2635	образы и	1	1
2636	поэтому всякое	1	1
2637	без языка	2	1
2638	в предмете	1	1
2639	можно себе	1	1
2640	случаях и	1	1
2641	сами себя	1	1
2642	на необходимость	1	1
2643	и соответствует	1	1
2644	дает ее	1	1
2645	же становится	1	1
2646	стихий в	1	1
2647	было окружено	1	1
2648	б мы	1	1
2649	этого она	1	1
2650	в первый	1	1
2651	который бы	1	1
2652	менее ясным	1	1
2653	вырастающих из	1	1
2654	говорят только	1	1
2655	мира но	1	1
2656	есть период	1	1
2657	религия в	1	1
2658	переход к	1	1
2659	этом отношении	2	1
2660	его противоположность	1	1
2661	искусству и	1	1
2662	таких например	1	1
2663	в старину	3	1
2664	исследования мы	1	1
2665	есть но	1	1
2666	указание на	2	1
2667	многое в	1	1
2668	из своих	1	1
2669	что каждый	1	1
2670	для первобытного	1	1
2671	чем он	1	1
2672	однако она	1	1
2673	в горе	1	1
2674	он умрет	1	1
2675	быть вполне	1	1
2676	потом на	1	1
2677	более сильного	1	1
2678	и непосредственно	1	1
2679	если представить	1	1
2680	во-первых потому	1	1
2681	ее из	1	1
2682	сказано только	1	1
2683	сильную и	1	1
2684	когда оно	3	1
2685	таинственная связь	1	1
2686	согласно с	4	1
2687	и отношение	1	1
2688	основано на	1	1
2689	возвращаясь на	1	1
2690	и которая	1	1
2691	с небольшими	1	1
2692	места в	1	1
2693	раз навсегда	1	1
2694	уже совершенно	1	1
2695	должны бы	1	1
2696	своем рождении	1	1
2697	между собою	13	1
2698	словом и	6	1
2699	взятой из	1	1
2700	без сомнения	8	1
2701	этом на	1	1
2702	не подлежит	2	1
2703	переданные нам	1	1
2704	виде в	1	1
2705	быть доказано	1	1
2706	говорит эта	1	1
2707	близких к	1	1
2708	так взаимно	1	1
2709	в новом	2	1
2710	исследования но	1	1
2711	полагать что	1	1
2712	с предшествующим	1	1
2713	о различии	1	1
2714	форма в	5	1
2715	такое состояние	1	1
2716	то хотя	1	1
2717	чего в	2	1
2718	целого и	1	1
2719	представлением которое	1	1
2720	слова оказывается	1	1
2721	находится под	1	1
2722	два случая	1	1
2723	человека к	1	1
2724	сказать и	2	1
2725	не говоря	3	1
2726	или птица	1	1
2727	достаточно для	1	1
2728	этому предмету	1	1
2729	том случае	2	1
2730	только к	1	1
2731	области и	1	1
2732	а к	4	1
2733	до тех	5	1
2734	мы же	1	1
2735	деле может	1	1
2736	значение но	1	1
2737	ребенку и	1	1
2738	случаях к	1	1
2739	что была	1	1
2740	самому себе	1	1
2741	назвать его	1	1
2742	которые нам	1	1
2743	однако если	1	1
2744	менее они	1	1
2745	он объясняет	1	1
2746	но столь	1	1
2747	для таких	1	1
2748	довольно часто	1	1
2749	образ то	2	1
2750	не всякий	1	1
2751	мы его	2	1
2752	есть как	1	1
2753	в искусстве	6	1
2754	исследования в	1	1
2755	невозможно но	3	1
2756	происхождения как	1	1
2757	своего мира	1	1
2758	если нет	1	1
2759	другим и	1	1
2760	говоря о	5	1
2761	имеет свое	1	1
2762	существование в	2	1
2763	мы выделили	1	1
2764	ему теперь	1	1
2765	собственно говоря	2	1
2766	внутренняя связь	1	1
2767	скажем что	2	1
2768	другой форме	1	1
2769	здесь за	1	1
2770	свою мать	1	1
2771	допустить что	1	1
2772	также с	1	1
2773	два различных	1	1
2774	без нее	2	1
2775	почему не	2	1
2776	что подобные	1	1
2777	можно поставить	1	1
2778	как для	1	1
2779	форма как	1	1
2780	но представляет	1	1
2781	которого никто	1	1
2782	и значения	1	1
2783	уж у	1	1
2784	которое в	2	1
2785	чтобы оправдать	1	1
2786	сердце и	1	1
2787	связь что	2	1
2788	чем та	1	1
2789	не получили	1	1
2790	только сказать	1	1
2791	смысле мы	1	1
2792	это доказывается	1	1
2793	и постепенно	1	1
2794	течением времени	2	1
2795	носит в	1	1
2796	она действительно	1	1
2797	известно но	1	1
2798	слов будет	1	1
2799	при всяком	1	1
2800	причин по	1	1
2801	как символ	1	1
