N	2gram	Losev_Vesc	Myslijsy
2500	как тем	1	1
2501	не существовало	1	1
2502	два человека	1	1
2503	зрения этого	1	1
2504	совершенно невозможно	2	1
2505	или другого	1	1
2506	что образ	2	1
2507	действительность но	2	1
2508	мысль есть	1	1
2509	нею без	1	1
2510	но понимание	3	1
2511	конечно в	1	1
2512	от моей	1	1
2513	или его	2	1
2514	что нам	1	1
2515	имеет свое	1	1
2516	это если	1	1
2517	вообще нельзя	1	1
2518	в пределах	1	1
2519	как явление	1	1
2520	одного слова	1	1
2521	в xix	1	1
2522	лишь как	2	1
2523	из своей	1	1
2524	своей отвлеченной	1	1
2525	своим и	1	1
2526	которая тоже	2	1
2527	но чувство	1	1
2528	самое время	1	1
2529	при всем	2	1
2530	с то	1	1
2531	итак если	2	1
2532	нам о	1	1
2533	относится как	1	1
2534	входить в	1	1
2535	бы самое	1	1
2536	звуками как	1	1
2537	еще на	1	1
2538	идет о	1	1
2539	это знание	1	1
2540	всего то	2	1
2541	всего не	1	1
2542	по той	1	1
2543	допустить что	1	1
2544	должен знать	1	1
2545	есть такое	1	1
2546	дело вовсе	1	1
2547	со своими	1	1
2548	и свойств	1	1
2549	и материи	3	1
2550	для такого	2	1
2551	и которая	1	1
2552	можно ограничиться	1	1
2553	внутреннее и	3	1
2554	есть сам	2	1
2555	этом и	2	1
2556	одном смысле	1	1
2557	как внутреннее	1	1
2558	чувственности и	2	1
2559	совершенно иначе	1	1
2560	с давних	1	1
2561	в порядке	1	1
2562	теперь когда	1	1
2563	отношения если	1	1
2564	никому не	1	1
2565	к пониманию	3	1
2566	в уме	3	1
2567	находим весьма	1	1
2568	с предметом	1	1
2569	смысле а	1	1
2570	но о	2	1
2571	der sprache	1	1
2572	как символ	1	1
2573	и утверждение	1	1
2574	идея и	1	1
2575	чем та	1	1
2576	к объективному	1	1
2577	надо было	1	1
2578	от субъекта	1	1
2579	смысле мы	1	1
2580	в так	1	1
2581	понимание между	1	1
2582	имя но	1	1
2583	легко заключить	1	1
2584	весьма важно	1	1
2585	он с	1	1
2586	смысл что	1	1
2587	начинает с	1	1
2588	в чисто	5	1
2589	же название	2	1
2590	бесконечно разнообразно	1	1
2591	степени и	2	1
2592	доходим до	1	1
2593	и идея	1	1
