N	2gram	Vinokur_St	KulturaY
2473	две разные	1	1
2474	в развитии	2	1
2475	как источник	1	1
2476	нет не	1	1
2477	никакой надобности	1	1
2478	что из	1	1
2479	и всегда	2	1
2480	три в	1	1
2481	при всем	1	1
2482	этому поводу	4	1
2483	разумеется в	2	1
2484	бы против	1	1
2485	которыми пушкин	1	1
2486	недавнего времени	2	1
2487	человек которые	1	1
2488	особенно интересный	1	1
2489	зависимость от	1	1
2490	сочинения пушкина	2	1
2491	не говорю	3	1
2492	не хотел	2	1
2493	которых в	3	1
2494	те которые	2	1
2495	ведь это	1	1
2496	в книге	1	1
2497	явление в	1	1
2498	на путь	1	1
2499	что подобные	1	1
2500	замечательно что	1	1
2501	наконец что	1	1
2502	в литературном	3	1
2503	или так	1	1
2504	и самого	1	1
2505	февраля года	1	1
2506	о которой	3	1
2507	бы он	1	1
2508	этом и	2	1
2509	целью показать	1	1
2510	отрицательную оценку	1	1
2511	ее из	1	1
2512	основания для	1	1
2513	литературе не	1	1
2514	бы ему	1	1
2515	по изд	9	1
2516	действительно не	3	1
2517	в им	1	1
2518	место в	2	1
2519	в голову	2	1
2520	конечно совершенно	1	1
2521	которые дают	1	1
2522	создавать впечатление	1	1
2523	в чисто	2	1
2524	верить что	2	1
2525	этих попыток	1	1
2526	другой и	1	1
2527	взглянем на	1	1
2528	о каком	1	1
2529	дела это	1	1
2530	право на	1	1
2531	можно утверждать	1	1
2532	культуры она	1	1
2533	само собой	1	1
2534	следующим двум	1	1
2535	он пытался	1	1
2536	пишет в	2	1
2537	к работе	1	1
2538	не грамматические	1	1
2539	внимательное и	1	1
2540	не слушают	1	1
2541	и обратно	1	1
2542	тут же	1	1
2543	конечно нельзя	1	1
2544	нетрудно заметить	1	1
2545	когда пушкин	1	1
2546	и совершенно	1	1
2547	в лице	1	1
2548	стадию в	1	1
2549	с соответствующими	1	1
2550	памятнике влюбленного	1	1
2551	и иные	2	1
2552	могло быть	3	1
2553	к литературным	1	1
2554	на французском	1	1
2555	как общее	1	1
2556	со мною	1	1
2557	года пушкин	3	1
2558	пять лет	3	1
2559	котором он	2	1
2560	с французского	1	1
2561	к бестужеву	2	1
