N	2gram	Losev_Prob	Istorich
2501	испытание и	1	1
2502	с людьми	2	1
2503	и никогда	1	1
2504	говорят и	1	1
2505	которое мы	5	1
2506	такой форме	1	1
2507	в первой	1	1
2508	действительно в	1	1
2509	исключительно только	1	1
2510	значение как	1	1
2511	момент который	1	1
2512	мифа это	1	1
2513	одному этому	1	1
2514	для которых	2	1
2515	за себя	2	1
2516	или иного	5	1
2517	еще менее	1	1
2518	себя он	1	1
2519	здесь часто	1	1
2520	сливаются в	2	1
2521	а более	1	1
2522	но нечто	1	1
2523	не приходит	1	1
2524	ли однако	1	1
2525	других вопросов	1	1
2526	этот тип	1	1
2527	можно но	1	1
2528	к такому	1	1
2529	во втором	1	1
2530	тысячи лет	1	1
2531	можно понять	1	1
2532	вне себя	1	1
2533	населения и	1	1
2534	то есть	63	1
2535	но за	1	1
2536	что сказать	1	1
2537	или все	1	1
2538	для себя	6	1
2539	которая по	1	1
2540	худо будет	1	1
2541	б не	1	1
2542	носа не	1	1
2543	ряд как	1	1
2544	говорит энгельс	1	1
2545	больше ничего	3	1
2546	до некоторой	1	1
2547	этой работе	1	1
2548	о типичных	1	1
2549	от этой	1	1
2550	и выйти	1	1
2551	достаточно и	1	1
2552	для сознания	1	1
2553	уже его	1	1
2554	он почти	1	1
2555	этих способов	1	1
2556	как говорят	1	1
2557	в единый	1	1
2558	не ставит	1	1
2559	уже это	1	1
2560	это есть	5	1
2561	к области	1	1
2562	но чтобы	2	1
2563	этом как	1	1
2564	самая обыкновенная	1	1
2565	другое что	2	1
2566	сравнении с	4	1
2567	от их	2	1
2568	поэтому и	3	1
2569	только констатировать	1	1
2570	похожее на	1	1
2571	во что	1	1
2572	фактически мы	1	1
2573	со второй	1	1
2574	что казалось	1	1
2575	они превращаются	1	1
2576	здесь всякая	1	1
2577	заключается не	1	1
2578	заключается в	8	1
2579	месте и	1	1
2580	же о	4	1
2581	и начала	2	1
2582	разложения этой	1	1
2583	что вовсе	2	1
2584	с целым	1	1
2585	является если	1	1
2586	оно всегда	3	1
2587	из тех	1	1
2588	которые нужно	1	1
2589	может стать	1	1
2590	нам возможность	1	1
2591	нашем смысле	8	1
2592	в лесе	1	1
2593	земледелие в	1	1
2594	них он	1	1
2595	и отдельных	1	1
2596	функции в	1	1
2597	в сравнении	4	1
2598	работ в	1	1
2599	может выполнять	1	1
2600	которая не	3	1
2601	которую обычно	1	1
2602	же есть	2	1
2603	распространение в	1	1
2604	из области	1	1
2605	точность и	1	1
2606	который и	1	1
2607	свое время	1	1
2608	то всегда	1	1
2609	само же	1	1
2610	всей его	2	1
2611	наконец и	1	1
2612	не является	19	1
2613	того самого	1	1
2614	понимании этого	1	1
2615	это понятие	3	1
2616	образом сама	1	1
2617	выше то	1	1
2618	чем то	1	1
2619	скажем несколько	1	1
2620	эта картина	2	1
2621	обстановке в	1	1
2622	не дана	2	1
2623	значением и	1	1
2624	сейчас мы	3	1
2625	что-то другое	1	1
2626	наблюдалось в	1	1
2627	не связанных	1	1
2628	и два	1	1
2629	здесь о	2	1
2630	что многие	1	1
2631	этот переход	1	1
2632	в известном	3	1
2633	о своем	1	1
2634	и наша	1	1
2635	нет никакой	4	1
2636	и исчезает	1	1
2637	общее положение	1	1
2638	тому или	1	1
2639	удаление из	1	1
2640	времени и	4	1
2641	цели и	1	1
2642	даже еще	1	1
2643	вода не	1	1
2644	потому и	1	1
2645	что-нибудь другое	2	1
2646	образом не	1	1
2647	и окончательно	1	1
2648	сравнивается с	2	1
2649	собой но	1	1
2650	нем не	1	1
2651	можно спросить	1	1
2652	одной или	1	1
2653	то для	4	1
2654	виде и	3	1
2655	далеко в	1	1
2656	эти категории	3	1
2657	но именно	4	1
2658	с нею	2	1
2659	не находятся	1	1
2660	эта и	2	1
2661	религиозный миф	1	1
2662	как понимать	1	1
2663	что видели	1	1
2664	такие которые	2	1
2665	отражает действительность	3	1
2666	отсюда становится	1	1
2667	менее и	1	1
2668	в понимании	1	1
2669	однако такое	1	1
2670	свете и	1	1
2671	когда нам	1	1
2672	категории и	1	1
2673	будет в	2	1
2674	д для	1	1
2675	категория в	1	1
2676	не будучи	1	1
2677	пришлось бы	2	1
2678	оно входит	1	1
2679	могут или	1	1
2680	но самые	1	1
2681	нельзя говорить	1	1
2682	образы и	6	1
2683	становиться на	1	1
2684	не указывает	4	1
2685	в предмете	1	1
2686	этот термин	2	1
2687	д тем	1	1
2688	сами себя	1	1
2689	на необходимость	1	1
2690	на дорогу	1	1
2691	все элементы	1	1
2692	ли ты	1	1
2693	это особенно	1	1
2694	говорят только	1	1
2695	и носят	1	1
2696	таких например	1	1
2697	находим и	1	1
2698	функцию в	1	1
2699	никакого дела	1	1
2700	исследования мы	1	1
2701	указание на	2	1
2702	состоят из	1	1
2703	жизнь вот	1	1
2704	что каждый	1	1
2705	с богом	1	1
2706	чем он	2	1
2707	понятие для	1	1
2708	так нам	1	1
2709	этого пути	1	1
2710	с разными	2	1
2711	безразлично какие	1	1
2712	всем а	1	1
2713	прямо то	1	1
2714	и множество	1	1
2715	и непосредственно	3	1
2716	жены или	1	1
2717	и представления	1	1
2718	когда оно	1	1
2719	человека это	2	1
2720	есть разновидность	1	1
2721	основано на	1	1
2722	орел не	1	1
2723	виду не	1	1
2724	раз навсегда	1	1
2725	здесь даже	1	1
2726	характер его	1	1
2727	между собою	5	1
2728	освобожденная от	1	1
2729	итак если	1	1
2730	словом и	1	1
2731	только определенным	1	1
2732	не типична	1	1
2733	было а	1	1
2734	что звук	2	1
2735	предметы могут	1	1
2736	близких к	1	1
2737	здесь целиком	1	1
2738	нет данных	1	1
2739	для которого	1	1
2740	его же	1	1
2741	то хотя	1	1
2742	при его	1	1
2743	целого и	1	1
2744	говорили выше	2	1
2745	выходит и	1	1
2746	значит в	1	1
2747	сказать и	2	1
2748	в юности	1	1
2749	не говоря	2	1
2750	ко всему	1	1
2751	целое в	1	1
2752	только к	4	1
2753	а к	2	1
2754	уже никто	1	1
2755	на какой	1	1
2756	или портрет	1	1
2757	гораздо меньше	1	1
2758	дело уже	1	1
2759	мы же	1	1
2760	значение но	2	1
2761	являются и	1	1
2762	еще сильнее	1	1
2763	по волнам	2	1
2764	есть чисто	2	1
2765	однако если	3	1
2766	они между	1	1
2767	у греков	2	1
2768	он все-таки	1	1
2769	и ничто	1	1
2770	образ то	2	1
2771	не всякий	4	1
2772	мы его	2	1
2773	ведь и	1	1
2774	данного рода	1	1
2775	мы захотели	2	1
2776	есть как	1	1
2777	в искусстве	4	1
2778	читатель поймет	1	1
2779	если нет	2	1
2780	здесь очевидно	1	1
2781	целое с	1	1
2782	толстой не	1	1
2783	только такие	1	1
2784	говоря о	1	1
2785	имеет свое	1	1
2786	и ночи	1	1
2787	миф как	1	1
2788	даже при	2	1
2789	кругом и	1	1
2790	нем самом	1	1
2791	после всего	1	1
2792	ним же	5	1
2793	всему тому	1	1
2794	собственно говоря	5	1
2795	и всех	1	1
2796	ночи в	1	1
2797	скажем что	2	1
2798	имели в	2	1
2799	не нуждается	1	1
2800	были и	1	1
2801	можно поставить	1	1
2802	или конца	1	1
2803	и каждая	1	1
2804	стороны однако	3	1
2805	действительности не	1	1
2806	часто можно	1	1
2807	сказать ни	1	1
2808	которое в	3	1
2809	также еще	1	1
2810	тем чтобы	1	1
2811	в узком	2	1
2812	качества ее	1	1
2813	тех или	10	1
2814	соответствующие им	1	1
2815	нуждается в	1	1
2816	назвал его	1	1
2817	и сопровождающие	1	1
2818	только сказать	1	1
2819	или понимать	1	1
2820	отличаются друг	2	1
2821	она действительно	1	1
2822	быть сформулирован	1	1
2823	автора и	1	1
2824	как символ	5	1
2825	а эти	1	1
2826	котором он	2	1
