N	2gram	Losev_Prob	Myshleni
2482	есть сама	2	1
2483	его внутреннего	1	1
2484	тут есть	1	1
2485	в известную	1	1
2486	кроме данного	2	1
2487	возможностей для	1	1
2488	произвольной и	1	1
2489	и слов	1	1
2490	правда в	3	1
2491	из нескольких	1	1
2492	в логике	1	1
2493	области не	1	1
2494	порождает из	2	1
2495	и отражение	1	1
2496	бедным и	1	1
2497	деле и	1	1
2498	этот же	1	1
2499	только еще	4	1
2500	их нужно	1	1
2501	такого же	2	1
2502	быть здесь	1	1
2503	назвать в	1	1
2504	можем легко	1	1
2505	так или	2	1
2506	реальных потребностей	1	1
2507	ведь когда	2	1
2508	вещами и	1	1
2509	есть тоже	3	1
2510	с некоторыми	1	1
2511	нечто гораздо	2	1
2512	находим у	1	1
2513	от своего	1	1
2514	строгом смысле	1	1
2515	же раз	1	1
2516	и тип	4	1
2517	смысла и	1	1
2518	новый принцип	1	1
2519	подводя итог	1	1
2520	чем как	1	1
2521	образом ни	1	1
2522	возникает множество	1	1
2523	достаточно ясно	1	1
2524	поэтому даже	1	1
2525	значения как	1	1
2526	абстрактные понятия	1	1
2527	быть даже	4	1
2528	на месте	1	1
2529	соотнесения с	1	1
2530	действительности для	1	1
2531	к синим	1	1
2532	который на	1	1
2533	души это	1	1
2534	она служит	1	1
2535	себе совершенно	1	1
2536	действительность представлена	1	1
2537	нельзя разделить	1	1
2538	с животными	1	1
2539	все смысловое	2	1
2540	это само	1	1
2541	при всех	2	1
2542	этот образ	1	1
2543	ни с	5	1
2544	структуре но	1	1
2545	нет в	2	1
2546	не существовать	1	1
2547	в рассмотрение	1	1
2548	словарь и	1	1
2549	но оно	3	1
2550	язык имеет	1	1
2551	же для	1	1
2552	входя в	1	1
2553	он требует	1	1
2554	перейти в	1	1
2555	указали на	1	1
2556	ясно и	1	1
2557	себе никакого	1	1
2558	к чистой	1	1
2559	было сделать	1	1
2560	для всякой	1	1
2561	даже сказать	1	1
2562	тогда я	1	1
2563	своей целью	1	1
2564	роли и	1	1
2565	себе звук	1	1
2566	и бессознательной	1	1
2567	поэтому понятие	1	1
2568	мы прекрасно	1	1
2569	ряда относящихся	1	1
2570	и какое	1	1
2571	если для	1	1
2572	них как	1	1
2573	нам для	1	1
2574	отражает и	1	1
2575	самая сущность	1	1
2576	данной и	1	1
2577	логическом отношении	1	1
2578	не называет	1	1
2579	данного элемента	1	1
2580	предмет или	1	1
2581	степени а	1	1
2582	чем не	4	1
2583	злого духа	1	1
2584	и принцип	1	1
2585	полного совпадения	2	1
2586	вот этот	1	1
2587	при их	1	1
2588	в какие	1	1
2589	же вещь	2	1
2590	собой определенную	1	1
2591	коммуникативной функции	1	1
2592	без его	4	1
2593	нежели понятие	1	1
2594	имеет своим	2	1
2595	которые уже	2	1
2596	значение имеет	1	1
2597	предмета в	1	1
2598	нас важно	1	1
2599	нечто третье	1	1
2600	тем общим	1	1
2601	он никак	1	1
2602	слово рассматриваемое	1	1
2603	входящих в	2	1
2604	жизни не	2	1
2605	часто и	1	1
2606	в самих	2	1
2607	есть самый	1	1
2608	языком как	1	1
2609	положение вещей	1	1
2610	весь наш	1	1
2611	остается для	1	1
2612	общее мы	1	1
2613	менее важные	1	1
2614	и всякий	5	1
2615	данного круга	1	1
2616	есть целая	1	1
2617	тоже не	8	1
2618	как смысл	1	1
2619	ли все	1	1
2620	образом к	1	1
2621	часто как	1	1
2622	сказали выше	1	1
2623	однако этого	1	1
2624	внутреннее содержание	1	1
2625	для всякого	2	1
2626	основой этого	1	1
2627	на службу	1	1
2628	единства и	1	1
2629	то тем	2	1
2630	в литературе	3	1
2631	очередь тем	1	1
2632	в специальных	1	1
2633	отношения кроме	1	1
2634	в развернутом	1	1
2635	самой этой	4	1
2636	чтобы ее	1	1
2637	имел в	1	1
2638	превратилось бы	1	1
2639	образом но	1	1
2640	пальто и	2	1
2641	вовсе нет	1	1
2642	понятие чем	1	1
2643	них и	1	1
2644	на отношение	1	1
2645	себе она	1	1
2646	стороны этих	1	1
2647	себе но	2	1
2648	значений как	1	1
2649	до последней	1	1
2650	звуков или	1	1
2651	отождествлять с	1	1
2652	и вы	2	1
2653	который как	1	1
2654	которые как	1	1
2655	в естественных	1	1
2656	за тем	1	1
2657	для науки	2	1
2658	только является	1	1
2659	представляет собою	2	1
2660	родовое понятие	2	1
2661	мы ее	1	1
2662	которую оно	1	1
2663	является такой	1	1
2664	нам на	2	1
2665	и вовсе	7	1
2666	себе или	1	1
2667	такие формы	1	1
2668	и механики	1	1
2669	и этих	1	1
2670	развития уже	1	1
2671	со своей	1	1
2672	сразу же	2	1
2673	того целого	1	1
2674	направления в	1	1
2675	именно эта	1	1
2676	предмета но	2	1
2677	которая нас	1	1
2678	а он	1	1
2679	себе без	1	1
2680	ней нет	1	1
2681	не все	1	1
2682	определенном направлении	1	1
2683	жизни можно	1	1
2684	как угодно	2	1
2685	друга но	1	1
2686	выражена как	1	1
2687	такие слова	1	1
2688	мы тут	1	1
2689	прикосновении к	1	1
2690	альфа и	1	1
2691	буквальном смысле	2	1
2692	но сами	1	1
2693	связываются с	1	1
2694	значение так	1	1
2695	и образом	1	1
2696	прямо так	1	1
2697	привело бы	1	1
2698	поскольку они	3	1
2699	что вода	1	1
2700	значение он	1	1
2701	символическое значение	1	1
2702	сознания которая	1	1
2703	здесь совершенно	1	1
2704	с виду	1	1
2705	признаков из	1	1
2706	с какой-нибудь	1	1
2707	только их	1	1
2708	наша и	1	1
2709	поймет что	1	1
2710	бесконечным числом	2	1
2711	символа с	5	1
2712	термин этот	1	1
2713	до чисто	1	1
2714	ним как	1	1
2715	мы пользуемся	1	1
2716	непосредственным образом	1	1
2717	ясности и	1	1
2718	чем сложнее	1	1
2719	в каких	1	1
2720	разные типы	1	1
2721	но дело	1	1
2722	или еще	1	1
2723	всю теорию	1	1
2724	взгляд и	1	1
2725	он их	1	1
2726	здесь целиком	1	1
2727	которое способно	1	1
2728	взгляда как	1	1
2729	не эта	1	1
2730	его символом	1	1
2731	мы бы	2	1
2732	угодно то	1	1
2733	и какова	1	1
2734	дня и	1	1
2735	переходе к	1	1
2736	иначе он	2	1
2737	и нашей	1	1
2738	невозможна и	1	1
2739	всегда есть	6	1
2740	познание и	1	1
2741	заключается что	1	1
2742	вещах и	2	1
2743	речи эту	1	1
2744	до ее	1	1
2745	которое вместе	1	1
2746	признак не	1	1
2747	из другой	1	1
2748	этой чисто	1	1
2749	статически а	1	1
2750	же тогда	1	1
2751	неразрывно связаны	1	1
2752	имея в	1	1
2753	уже перестают	1	1
2754	в каком-то	1	1
2755	свои особенности	1	1
2756	становится в	1	1
2757	дальше в	1	1
2758	дело здесь	4	1
2759	же рода	2	1
2760	своей фактической	1	1
2761	понятие предмета	1	1
2762	возникают прежде	1	1
2763	замечательным примером	1	1
2764	речи один	1	1
2765	предмета именно	1	1
2766	получает свое	1	1
2767	не связан	2	1
2768	ее части	1	1
2769	обозначает и	1	1
2770	несомненно существует	1	1
2771	которые казались	1	1
2772	своего рода	1	1
2773	не нужна	1	1
2774	и действительности	1	1
2775	вещи в	1	1
2776	и огромная	1	1
2777	ней не	1	1
2778	здесь то	2	1
2779	не хотел	1	1
2780	но совсем	1	1
2781	действительности с	1	1
2782	общества но	2	1
2783	и носителем	1	1
2784	будет не	1	1
2785	глаза и	1	1
2786	цельном виде	1	1
2787	к учению	1	1
2788	является большим	1	1
2789	необходимый вывод	1	1
2790	всякого понятия	1	1
2791	которые более	1	1
2792	внимания ни	1	1
2793	знаками которые	1	1
2794	что дело	2	1
2795	вещей с	2	1
2796	являются слишком	1	1
2797	гораздо богаче	1	1
2798	которые хотя	1	1
2799	не годится	1	1
2800	изучаемый нами	1	1
2801	дается в	2	1
2802	то не	2	1
2803	есть отношение	1	1
2804	совершенно разная	1	1
2805	как таковых	2	1
2806	одним способом	1	1
2807	язык есть	1	1
2808	достаточно подробно	1	1
2809	окружающим его	1	1
2810	имеет никакой	1	1
2811	общее с	1	1
2812	составляющие ее	1	1
2813	не абстрактная	1	1
2814	резко отличаются	1	1
2815	такое словосочетание	1	1
2816	черты в	1	1
2817	а во-вторых	2	1
2818	чтобы эти	1	1
2819	а является	2	1
2820	равно как	2	1
2821	если угодно	3	1
2822	знаки и	1	1
2823	ее для	1	1
2824	ставится под	1	1
2825	единство противоположностей	1	1
2826	только впоследствии	2	1
2827	самих себя	1	1
2828	до степени	1	1
2829	не сказано	1	1
2830	показаться что	1	1
2831	и процессов	1	1
2832	и превращает	1	1
2833	разговоре с	1	1
2834	там же	1	1
2835	предмет и	2	1
2836	с возможностью	1	1
2837	выйти из	1	1
2838	это всеми	1	1
2839	не обладают	2	1
2840	них мы	1	1
2841	которая делает	1	1
2842	ни для	2	1
2843	иначе мы	1	1
2844	нечто новое	1	1
2845	для их	1	1
2846	иной теории	1	1
2847	множество других	2	1
2848	и стал	1	1
2849	от реальных	1	1
2850	и абстрактной	1	1
2851	бы сказали	1	1
2852	целей и	1	1
2853	ее функция	1	1
2854	совершенно другое	1	1
2855	это содержание	1	1
2856	их возникновения	1	1
2857	имеет очень	1	1
2858	иначе для	1	1
2859	указания на	4	1
2860	даже и	33	1
2861	гордость и	1	1
2862	начиная от	1	1
2863	значение то	1	1
2864	в моменты	1	1
2865	сюда явлений	1	1
2866	что рассматривая	1	1
2867	делать мы	1	1
2868	мы узнали	1	1
2869	не сама	3	1
2870	более тонкое	1	1
2871	относится не	1	1
2872	возникновения той	1	1
2873	может принимать	1	1
2874	оно так	1	1
2875	особенно важно	3	1
2876	структуру в	1	1
2877	совершенно одинаково	1	1
2878	входящего в	2	1
2879	виду и	1	1
2880	уже как	3	1
2881	развития самой	1	1
2882	здесь прежде	1	1
2883	не вполне	3	1
2884	действительность совершенно	1	1
2885	как таковую	1	1
2886	предмета понятие	1	1
2887	под общее	1	1
2888	предмета который	1	1
2889	всего что	1	1
2890	очень подробно	2	1
2891	уже более	1	1
2892	представляется что	3	1
2893	они состоят	1	1
2894	этот как	1	1
2895	даже представить	1	1
2896	действительности однако	2	1
2897	свое внутреннее	1	1
2898	образов с	1	1
2899	ведь если	3	1
2900	возможное только	1	1
2901	языка как	1	1
2902	этих категорий	1	1
2903	есть по	1	1
2904	без того	1	1
2905	еще одна	1	1
2906	от другой	2	1
2907	самого акта	1	1
2908	и нас	1	1
2909	из перечня	1	1
2910	человеческом обществе	1	1
2911	который только	2	1
2912	и входит	1	1
2913	этого множества	1	1
2914	теорию или	1	1
2915	слова ни	2	1
2916	или лучше	1	1
2917	есть также	2	1
2918	эти в	1	1
2919	вовсе и	1	1
2920	начало и	1	1
2921	о ней	3	1
2922	она ни	2	1
2923	оторванности от	1	1
2924	система не	1	1
2925	сливаться с	1	1
2926	этого и	1	1
2927	вот эта	2	1
2928	и всецело	1	1
2929	всегда мыслит	1	1
2930	наполнения и	1	1
2931	и вместо	1	1
2932	смысл значение	1	1
2933	который имеет	2	1
2934	самой жизни	2	1
2935	никакого сомнения	1	1
2936	или речи	1	1
2937	по преимуществу	1	1
2938	не выходит	2	1
2939	то оно	1	1
2940	что вовсе	2	1
2941	не рассматривается	1	1
2942	нами еще	2	1
2943	качестве основного	1	1
2944	и повседневной	1	1
2945	он отличается	1	1
2946	это один	1	1
2947	мы до	1	1
2948	наметить хотя	1	1
2949	у гете	1	1
2950	получает в	1	1
2951	начала и	1	1
2952	то для	4	1
2953	представления об	1	1
2954	то действительно	1	1
2955	чтобы считать	1	1
2956	образ в	2	1
2957	выше о	1	1
2958	в буквальном	4	1
2959	виде у	1	1
2960	и за	2	1
2961	значит не	1	1
2962	это попросту	1	1
2963	велико что	1	1
2964	совершенно новое	2	1
2965	которых ни	1	1
2966	данной вещи	2	1
2967	возникают при	1	1
2968	другого слова	1	1
2969	признаков а	1	1
2970	самый предмет	1	1
2971	иные отношения	1	1
2972	образец и	1	1
2973	не о	2	1
2974	не выражает	1	1
2975	перестают быть	1	1
2976	эти образы	1	1
2977	есть само	1	1
2978	а смысл	1	1
2979	это даже	1	1
2980	на тот	1	1
2981	и движется	1	1
2982	или мы	1	1
2983	них это	1	1
2984	в изображении	2	1
2985	и реалистического	2	1
2986	есть именно	9	1
2987	здесь перед	2	1
2988	между прочим	4	1
2989	можно прямо	1	1
2990	виде так	1	1
2991	нет нужды	2	1
2992	содержание может	1	1
2993	уже давно	3	1
2994	общего но	1	1
2995	и жизнь	1	1
2996	мы делаем	1	1
2997	нашего размышления	1	1
2998	тезис что	1	1
2999	звука и	2	1
3000	на себе	5	1
3001	новые значения	1	1
3002	типа в	1	1
3003	и понимание	1	1
3004	в противоречии	1	1
3005	не был	3	1
3006	с указанием	1	1
3007	подводятся под	1	1
3008	отвлеченного понятия	1	1
3009	здесь налицо	1	1
3010	от себя	2	1
3011	реальным и	1	1
3012	речь о	2	1
3013	это были	1	1
3014	отличают его	1	1
3015	выводы и	1	1
3016	этом их	2	1
3017	говорил о	1	1
3018	еще только	3	1
3019	определенным образом	3	1
3020	пытались установить	1	1
3021	числа от	1	1
3022	этих точек	1	1
3023	так называемые	1	1
3024	кажется что	2	1
3025	который есть	1	1
3026	содержание или	1	1
3027	к звукам	1	1
3028	существующими в	1	1
3029	есть две	1	1
3030	порожденного ею	1	1
3031	но отнюдь	2	1
3032	тоже могут	1	1
3033	несколько иначе	1	1
3034	в нее	2	1
3035	форме оно	1	1
3036	при первом	1	1
3037	и отличается	1	1
3038	является ни	2	1
3039	никакой возможности	4	1
3040	у которого	1	1
3041	единицы и	1	1
3042	другого более	1	1
3043	данных слов	1	1
3044	и стремление	1	1
3045	бы его	2	1
3046	же сколько	2	1
3047	только так	2	1
3048	и почему	1	1
3049	лучше сказать	2	1
3050	не значит	3	1
3051	которое оно	1	1
3052	на общем	1	1
3053	нулю в	1	1
3054	здесь также	1	1
3055	выполнять и	1	1
3056	деле это	1	1
3057	что без	3	1
3058	мы теперь	4	1
3059	значения которые	1	1
3060	вся эта	3	1
3061	сознания так	1	1
3062	за себя	2	1
3063	области гуманитарных	1	1
3064	сливаются в	2	1
3065	что до	1	1
3066	превращаются в	1	1
3067	а более	1	1
3068	даже больше	1	1
3069	бы тогда	1	1
3070	не приходит	1	1
3071	ли однако	1	1
3072	является делом	1	1
3073	слова это	2	1
3074	общим обозначением	1	1
3075	положения и	1	1
3076	взгляда может	1	1
3077	произведение и	1	1
3078	больше по	1	1
3079	его понятие	1	1
3080	является здесь	4	1
3081	впервые именно	1	1
3082	только более	2	1
3083	бы указать	1	1
3084	как учение	1	1
3085	сказать это	1	1
3086	художественную ценность	1	1
3087	нужным даже	1	1
3088	солнечная система	1	1
3089	и предметом	1	1
3090	самим и	1	1
3091	определенному закону	3	1
3092	себе те	1	1
3093	этой работе	1	1
3094	мы заметили	1	1
3095	с применением	1	1
3096	отвлеченной мысли	2	1
3097	предполагает не	1	1
3098	от этой	1	1
3099	науки и	1	1
3100	он несет	1	1
3101	в единый	1	1
3102	отдельных частей	1	1
3103	не ставит	1	1
3104	уже это	1	1
3105	но чтобы	2	1
3106	и вполне	9	1
3107	как основного	1	1
3108	закон для	2	1
3109	нас от	1	1
3110	этом как	1	1
3111	многое такое	1	1
3112	грамматической категории	1	1
3113	между самыми	1	1
3114	сказать с	1	1
3115	такова что	1	1
3116	мы понимаем	1	1
3117	научном понятии	1	1
3118	ни о	8	1
3119	простым и	1	1
3120	заключается не	1	1
3121	вместо этого	1	1
3122	более точно	1	1
3123	он будет	2	1
3124	воды но	1	1
3125	мышление на	1	1
3126	существует и	2	1
3127	исторические понятия	1	1
3128	хотелось бы	1	1
3129	слово дом	3	1
3130	можно даже	2	1
3131	точке но	1	1
3132	однако чтобы	1	1
3133	обратной стороной	1	1
3134	типом и	1	1
3135	не видно	1	1
3136	знака при	1	1
3137	здесь может	1	1
3138	нечто большее	1	1
3139	своей типической	1	1
3140	здесь будет	2	1
3141	остается сам	2	1
3142	этого звука	1	1
3143	зрения логики	1	1
3144	не говорят	2	1
3145	наконец то	1	1
3146	в которые	1	1
3147	тем является	1	1
3148	по крайней	9	1
3149	первой главы	1	1
3150	бы нас	2	1
3151	предмета так	3	1
3152	единиц и	1	1
3153	второго порядка	3	1
3154	ведь даже	1	1
3155	наконец и	1	1
3156	необходимым и	1	1
3157	говорим только	1	1
3158	того самого	1	1
3159	огромной силой	1	1
3160	не всякое	1	1
3161	в слово	1	1
3162	чего нет	1	1
3163	чем то	1	1
3164	не знаю	1	1
3165	скажем несколько	1	1
3166	земли и	1	1
3167	более сложную	1	1
3168	не должно	1	1
3169	а может	3	1
3170	не дана	2	1
3171	не это	1	1
3172	теперь становится	1	1
3173	вне всяких	1	1
3174	имеет конечно	1	1
3175	трудно себе	1	1
3176	хочет сказать	1	1
3177	обратить внимание	2	1
3178	здесь о	2	1
3179	что многие	1	1
3180	из сферы	1	1
3181	являются также	1	1
3182	при перечислении	1	1
3183	эта последняя	2	1
3184	большей частью	1	1
3185	разложения ее	1	1
3186	различны то	1	1
3187	времени и	4	1
3188	тем большей	1	1
3189	о числах	1	1
3190	он есть	2	1
3191	знак в	4	1
3192	идея есть	1	1
3193	и противопоставлять	1	1
3194	даже еще	1	1
3195	еще большей	1	1
3196	основанная на	1	1
3197	круг но	1	1
3198	обычно к	1	1
3199	виде поэтому	1	1
3200	представить как	1	1
3201	известного рода	5	1
3202	человеческого общества	1	1
3203	него оказывается	1	1
3204	возможно было	1	1
3205	о соотношении	2	1
3206	можно спросить	1	1
3207	значение этих	1	1
3208	не за	1	1
3209	присущей ему	1	1
3210	далеко в	1	1
3211	бесчисленного количества	1	1
3212	нам и	1	1
3213	или более	1	1
3214	что всем	1	1
3215	одна в	1	1
3216	предмет а	3	1
3217	соединения двух	1	1
3218	говоря об	1	1
3219	таково что	1	1
3220	мы сразу	2	1
3221	т д	20	1
3222	как суждение	1	1
3223	а вовсе	3	1
3224	однако такое	1	1
3225	когда нам	1	1
3226	не само	1	1
3227	как функцию	1	1
3228	же он	1	1
3229	в едином	1	1
3230	для такого	1	1
3231	не будучи	1	1
3232	пришлось бы	2	1
3233	разговорный язык	1	1
3234	то значит	1	1
3235	смысл слово	1	1
3236	существовать никакой	1	1
3237	к окружающему	1	1
3238	их иной	1	1
3239	но самые	1	1
3240	человека но	3	1
3241	и структура	2	1
3242	вытекают две	1	1
3243	этой самой	2	1
3244	общности или	1	1
3245	только путем	4	1
3246	себе если	1	1
3247	в прямом	1	1
3248	сознании как	1	1
3249	на необходимость	1	1
3250	все элементы	1	1
3251	здесь возникает	1	1
3252	человеком а	1	1
3253	борьба и	1	1
3254	хотя на	1	1
3255	свидетельствует о	2	1
3256	они суть	3	1
3257	суждения но	1	1
3258	таком положении	1	1
3259	не будем	4	1
3260	как отношение	1	1
3261	целом а	1	1
3262	остается то	1	1
3263	о вещах	1	1
3264	именно тем	1	1
3265	является чрезвычайно	1	1
3266	и разные	1	1
3267	и соответствующие	3	1
3268	сразу во	1	1
3269	образ или	2	1
3270	дело если	2	1
3271	тут не	1	1
3272	и предмета	1	1
3273	со своим	2	1
3274	только сказать	1	1
3275	толстой называет	1	1
3276	не переходя	1	1
3277	к ночи	1	1
3278	больше они	1	1
3279	в басне	12	1
3280	понятие для	1	1
3281	а динамически	1	1
3282	этого пути	1	1
3283	есть уже	4	1
3284	этот ряд	1	1
3285	результате как	1	1
3286	часть и	1	1
3287	определять и	1	1
3288	элементы из	1	1
3289	автора от	1	1
3290	наших дней	1	1
3291	и где	1	1
3292	в эпоху	2	1
3293	чем отличается	2	1
3294	другой и	3	1
3295	этого другого	1	1
3296	практически бесконечно	1	1
3297	характер его	1	1
3298	сознания но	1	1
3299	развития социального	1	1
3300	эти разнообразные	1	1
3301	процессов как	1	1
3302	на еще	1	1
3303	и давно	1	1
3304	наиболее легко	1	1
3305	нет возможности	1	1
3306	они вовсе	2	1
3307	круг или	1	1
3308	лишь с	1	1
3309	которая содержится	1	1
3310	говорят о	4	1
3311	бы ограничиться	1	1
3312	близких к	1	1
3313	в типе	5	1
3314	весь круг	3	1
3315	она отражается	1	1
3316	не относится	1	1
3317	менее эти	1	1
3318	смысле уже	1	1
3319	в особом	1	1
3320	две или	1	1
3321	звук как	1	1
3322	почему например	2	1
3323	целого и	1	1
3324	это повторяем	2	1
3325	только та	2	1
3326	жизнь и	3	1
3327	процессы имеют	1	1
3328	котором тоже	1	1
3329	специальному рассмотрению	1	1
3330	сказать и	2	1
3331	не говоря	2	1
3332	окончательно ясным	1	1
3333	или другие	3	1
3334	слово получает	2	1
3335	чем эта	1	1
3336	он это	1	1
3337	исключительно и	1	1
3338	настоящем смысле	1	1
3339	на нечто	5	1
3340	точности и	1	1
3341	которая может	1	1
3342	например у	1	1
3343	природу каждой	1	1
3344	человека все	1	1
3345	идею в	1	1
3346	есть чисто	2	1
3347	обычный разговорный	1	1
3348	слишком уж	2	1
3349	хотя с	1	1
3350	рассматриваться нами	1	1
3351	этого факты	1	1
3352	в отношениях	1	1
3353	и достаточно	1	1
3354	выше именно	1	1
3355	проблем мы	1	1
3356	состоящее из	1	1
3357	единство и	1	1
3358	то эта	1	1
3359	бы представить	1	1
3360	законом для	1	1
3361	здесь это	1	1
3362	стремления но	1	1
3363	к тем	1	1
3364	думал что	1	1
3365	в одном-единственном	1	1
3366	не очень	4	1
3367	значение таким	1	1
3368	структурного закона	1	1
3369	это то	3	1
3370	и ночи	1	1
3371	и своя	1	1
3372	которой нам	1	1
3373	и фактически	1	1
3374	не статически	1	1
3375	таких случаях	2	1
3376	вы не	1	1
3377	не исчезает	1	1
3378	итак если	1	1
3379	она делает	1	1
3380	и всех	1	1
3381	и самой	4	1
3382	есть явление	1	1
3383	как единое	1	1
3384	и соответствующая	1	1
3385	другого кроме	2	1
3386	в отрыве	1	1
3387	но эту	1	1
3388	бы достаточно	1	1
3389	что под	2	1
3390	вообще все	1	1
3391	со своими	1	1
3392	наших слов	1	1
3393	или другом	3	1
3394	действительности не	1	1
3395	о каких	2	1
3396	самый термин	2	1
3397	даже как	1	1
3398	звуков а	1	1
3399	проблемы приводит	1	1
3400	в узком	2	1
3401	поскольку все	1	1
3402	логики как	1	1
3403	значит то	1	1
3404	общим именем	1	1
3405	и прежде	3	1
3406	свидетельствуют о	1	1
3407	его логического	1	1
3408	впоследствии в	1	1
3409	и меньше	1	1
3410	являются здесь	1	1
3411	гуманитарных наук	1	1
3412	самым он	1	1
3413	сказуемым и	1	1
3414	нас это	1	1
3415	совместно с	1	1
3416	словами в	1	1
3417	являются наиболее	1	1
