N	2gram	Bakhtin_Pr	Problema
2497	думает о	1	1
2498	и важно	2	1
2499	своей жизни	2	1
2500	она определяет	1	1
2501	в аспекте	1	1
2502	автора но	3	1
2503	чуждо и	1	1
2504	это как	1	1
2505	слово или	2	1
2506	конце своей	1	1
2507	указывает как	1	1
2508	как целое	3	1
2509	вернемся к	1	1
2510	и речей	1	1
2511	и главное	1	1
2512	как одно	1	1
2513	до настоящего	2	1
2514	идет о	5	1
2515	хоть сколько-нибудь	1	1
2516	но здесь	4	1
2517	автора и	7	1
2518	лежат в	1	1
2519	и диалектика	1	1
2520	сравнение с	1	1
2521	но лишь	1	1
2522	притом не	1	1
2523	очень хорошо	1	1
2524	какую бы	2	1
2525	или еще	1	1
2526	слов и	2	1
2527	впрочем и	1	1
2528	своей работе	1	1
2529	переходить в	1	1
2530	что дано	1	1
2531	ее с	2	1
2532	русский народ	2	1
2533	же время	13	1
2534	и несет	2	1
2535	идея есть	1	1
2536	тому и	1	1
2537	только это	1	1
2538	входящая в	1	1
2539	ведь то	1	1
2540	она все	1	1
2541	чем с	1	1
2542	вещь а	1	1
2543	между людьми	1	1
2544	его целом	6	1
2545	своими корнями	1	1
2546	к следующему	1	1
2547	как представитель	1	1
2548	какого-нибудь другого	1	1
2549	образа он	2	1
2550	корнями в	1	1
2551	выход за	1	1
2552	или более	1	1
2553	остался бы	1	1
2554	менее и	1	1
2555	степени его	1	1
2556	не делают	1	1
2557	для достижения	1	1
2558	лишь за	1	1
2559	действительно в	1	1
2560	возможности но	1	1
2561	бы тот	1	1
2562	или вовсе	1	1
2563	которого здесь	1	1
2564	точку зрения	7	1
2565	его автором	1	1
2566	его можно	2	1
2567	из этой	1	1
2568	поэтому он	2	1
2569	последнее может	1	1
2570	может найти	2	1
2571	в смысловую	1	1
2572	даже когда	1	1
2573	после которого	1	1
2574	как элемент	1	1
2575	гораздо сложнее	1	1
2576	голядкин не	1	1
2577	хоть и	4	1
2578	на тех	1	1
2579	не изображает	1	1
2580	нему и	2	1
2581	о человеке	1	1
2582	и упорно	1	1
2583	с очень	1	1
2584	довлеет себе	1	1
2585	еще большую	1	1
2586	переход к	1	1
2587	же им	1	1
2588	предмет без	1	1
2589	можно осуществить	1	1
2590	из своих	1	1
2591	несет в	1	1
2592	со словами	1	1
2593	быть весьма	3	1
2594	о герое	5	1
2595	пытается преодолеть	1	1
2596	быть лишь	2	1
2597	слова не	2	1
2598	не развивается	1	1
2599	отказывается от	1	1
2600	не принимает	2	1
2601	не выражается	1	1
2602	автора от	1	1
2603	а о	1	1
2604	особого типа	1	1
2605	есть разновидность	1	1
2606	найти только	1	1
2607	становления и	1	1
2608	от нашего	1	1
2609	преломления в	1	1
2610	этих произведений	1	1
2611	романов достоевского	8	1
2612	здесь даже	1	1
2613	сознания но	2	1
2614	их художественного	1	1
2615	на тему	1	1
2616	достоевского не	15	1
2617	слова на	5	1
2618	ведь только	2	1
2619	мира а	1	1
2620	она особенно	1	1
2621	направленность на	1	1
2622	им и	1	1
2623	вы кажется	1	1
2624	и сформулировать	1	1
2625	мыслей по	1	1
2626	структурой и	1	1
2627	и понимания	4	1
2628	в еще	1	1
2629	с явным	1	1
2630	в новом	1	1
2631	мире по	1	1
2632	и оно	1	1
2633	работы над	1	1
2634	целого и	1	1
2635	он прежде	1	1
2636	как слово	5	1
2637	с выражением	1	1
2638	он строит	2	1
2639	новое отношение	1	1
2640	этого он	1	1
2641	в стиле	4	1
2642	своем предмете	1	1
2643	соответствующие им	1	1
2644	целое в	1	1
2645	стремиться к	1	1
2646	в слово	1	1
2647	выйти за	2	1
2648	он это	1	1
2649	каждая из	2	1
2650	в скрытой	5	1
2651	он ни	2	1
2652	хотя конечно	1	1
2653	слово это	1	1
2654	образец и	1	1
2655	не могу	1	1
2656	человека все	1	1
2657	он принимает	1	1
2658	как уже	1	1
2659	а от	1	1
2660	увидит что	1	1
2661	обстоит дело	1	1
2662	она здесь	1	1
2663	или простой	1	1
2664	бытия в	3	1
2665	своей индивидуальности	1	1
2666	не существовало	1	1
2667	совершенно невозможно	1	1
2668	пор не	1	1
2669	к области	1	1
2670	только у	3	1
2671	и обратно	1	1
2672	этого образа	1	1
2673	и противопоставить	1	1
2674	стало быть	1	1
2675	в большинстве	11	1
2676	почти никогда	1	1
2677	чем является	2	1
2678	которых они	1	1
2679	необходимо видеть	1	1
2680	как из	1	1
2681	контекста в	1	1
2682	но эту	1	1
2683	и явления	2	1
2684	бескорыстной и	1	1
2685	этот роман	1	1
2686	которой можно	1	1
2687	и необходимы	1	1
2688	наконец на	1	1
2689	и благодаря	2	1
2690	в категориях	2	1
2691	и нами	1	1
2692	он знает	3	1
2693	на какое-нибудь	1	1
2694	благодаря этому	3	1
2695	него были	1	1
2696	бы еще	1	1
2697	речь и	2	1
2698	связи между	3	1
2699	а вечно	1	1
2700	голосами и	1	1
2701	за их	2	1
2702	в создании	1	1
2703	в эти	1	1
2704	таковой и	1	1
2705	ни был	2	1
2706	сам а	1	1
2707	таким же	3	1
2708	формулированного нами	1	1
2709	устной речи	3	1
2710	со словом	1	1
2711	художественное значение	1	1
2712	на ту	1	1
2713	словами в	2	1
2714	выражением и	1	1
2715	они отвечают	1	1
