N	2gram	Ircho_Kome	FransuaR
2492	возрождения когда	1	1
2493	за которую	1	1
2494	в первое	1	1
2495	тем он	1	1
2496	ли ты	1	1
2497	с комедией	2	1
2498	которая стала	1	1
2499	наиболее радикальной	1	1
2500	были особенно	1	1
2501	нее так	1	1
2502	участия в	1	1
2503	в хронологическом	3	1
2504	комедии но	2	1
2505	случае его	1	1
2506	с младенцем	2	1
2507	авторы и	1	1
2508	в полном	2	1
2509	богатству и	1	1
2510	с той	2	1
2511	прошлого к	1	1
2512	сюда и	1	1
2513	одежды и	1	1
2514	степень его	1	1
2515	непосредственно в	1	1
2516	и скорбь	1	1
2517	совершенно конкретной	1	1
2518	отказаться от	2	1
2519	подтверждается и	1	1
2520	а к	2	1
2521	сильных мира	1	1
2522	на пире	1	1
2523	общества в	1	1
2524	полностью и	1	1
2525	по дошедшим	1	1
2526	протяжении почти	2	1
2527	того типа	1	1
2528	народ на	1	1
2529	а то	3	1
2530	к г	3	1
2531	в поэтике	1	1
2532	отцом в	1	1
2533	начала ее	1	1
2534	государственного строя	1	1
2535	случаях когда	1	1
2536	по смыслу	1	1
2537	действа или	1	1
2538	в окружении	1	1
2539	из италии	1	1
2540	ли не	8	1
2541	значительную роль	1	1
2542	им как	1	1
2543	он же	1	1
2544	эта борьба	1	1
2545	они лишь	1	1
2546	к середине	2	1
2547	стороне от	1	1
2548	свет на	1	1
2549	были хорошо	1	1
2550	путь к	2	1
2551	его же	1	1
2552	г к	1	1
2553	и популярных	1	1
2554	с какими	1	1
2555	оценки других	1	1
2556	мелких торговцев	1	1
2557	чтобы сделать	1	1
2558	основанной на	1	1
2559	военные действия	3	1
2560	наиболее яркое	1	1
2561	расстановка сил	1	1
2562	и тех	1	1
2563	обычно в	1	1
2564	том случае	1	1
2565	молодыми людьми	1	1
2566	тут и	1	1
2567	активным участником	1	1
2568	оно в	1	1
2569	и необычный	1	1
2570	этой силы	1	1
2571	хронологическом порядке	2	1
2572	избавиться от	1	1
2573	первая половина	1	1
2574	были для	1	1
2575	в душу	1	1
2576	цитаты из	2	1
2577	как уже	1	1
2578	господство на	1	1
2579	нельзя не	2	1
2580	на поле	1	1
2581	он выступает	2	1
2582	обстоит дело	1	1
2583	в отношениях	1	1
2584	за три	1	1
2585	его значении	1	1
2586	а сколько	1	1
2587	наиболее радикальные	1	1
2588	viii и	1	1
2589	частности в	2	1
2590	это произошло	1	1
2591	построен в	1	1
2592	ему было	1	1
2593	с человеком	1	1
2594	и гоголь	1	1
2595	и можно	2	1
2596	иначе в	2	1
2597	как их	1	1
2598	в римских	1	1
2599	само по	1	1
2600	на кого	2	1
2601	та или	1	1
2602	над его	1	1
2603	сказать в	1	1
2604	даже для	2	1
2605	месте где	1	1
2606	весьма значительное	1	1
2607	в высшей	1	1
2608	которыми он	1	1
2609	бы центром	1	1
2610	моралистов и	1	1
2611	говорить об	1	1
2612	оказался в	1	1
2613	в создании	1	1
2614	не получили	1	1
2615	надо было	3	1
2616	зарисовок и	1	1
2617	ближайших потомков	1	1
2618	это имя	1	1
2619	и богатстве	1	1
2620	всей европы	1	1
2621	возможна только	1	1
2622	являются наиболее	1	1
