N	2gram	Bakhtin_Fr	Istorich
2504	специфический характер	1	1
2505	года он	2	1
2506	эти отношения	1	1
2507	их преследуют	1	1
2508	от этой	2	1
2509	утверждает что	1	1
2510	в германских	1	1
2511	этот институт	1	1
2512	это есть	1	1
2513	тело в	2	1
2514	и герои	1	1
2515	власти и	2	1
2516	мог стать	1	1
2517	от их	2	1
2518	поэтому и	5	1
2519	индии мы	1	1
2520	же среди	1	1
2521	объединяет в	3	1
2522	и огня	2	1
2523	заключается в	1	1
2524	другом почти	1	1
2525	за голову	1	1
2526	переосмысливается в	1	1
2527	на моих	1	1
2528	принадлежит и	1	1
2529	имя название	2	1
2530	основе и	1	1
2531	затем следует	1	1
2532	стремятся к	1	1
2533	это существо	1	1
2534	лесах и	1	1
2535	из тех	1	1
2536	мире мы	1	1
2537	вступал в	1	1
2538	они едут	1	1
2539	может стать	2	1
2540	и делать	1	1
2541	которого является	1	1
2542	и обычаями	1	1
2543	них он	1	1
2544	и отдельных	1	1
2545	правда не	2	1
2546	внешне не	1	1
2547	функции в	1	1
2548	более древним	1	1
2549	детей это	1	1
2550	в следующей	7	1
2551	которая не	1	1
2552	магии и	1	1
2553	в народной	3	1
2554	которую обычно	1	1
2555	в небе	1	1
2556	отрывок из	2	1
2557	распространение в	1	1
2558	с лицом	2	1
2559	этом ничего	1	1
2560	из области	1	1
2561	они по	1	1
2562	свое время	2	1
2563	смертью в	1	1
2564	в полтора	1	1
2565	всей его	1	1
2566	наконец и	2	1
2567	мир этот	1	1
2568	так здесь	1	1
2569	и разнообразии	1	1
2570	не является	1	1
2571	он поднимается	1	1
2572	вот они	1	1
2573	и исключения	1	1
2574	ты хочешь	1	1
2575	они ведут	1	1
2576	нет даже	1	1
2577	истории но	2	1
2578	к хвосту	1	1
2579	здесь дается	2	1
2580	ими в	1	1
2581	одном лице	1	1
2582	короля в	1	1
2583	жизнь с	1	1
2584	народа и	4	1
2585	этим явлениям	1	1
2586	играет в	1	1
2587	нет никакой	2	1
2588	и делали	1	1
2589	борьбу и	1	1
2590	сверху и	1	1
2591	видим как	1	1
2592	времени и	2	1
2593	порядка но	1	1
2594	же время	12	1
2595	изобилие и	1	1
2596	образом не	1	1
2597	и легенды	1	1
2598	известной степени	1	1
2599	где кончается	1	1
2600	кишки и	1	1
2601	их значение	1	1
2602	широко использован	1	1
2603	видели какую	1	1
2604	ним в	1	1
2605	духом и	1	1
2606	все уже	1	1
2607	ко всей	1	1
2608	еще вернемся	2	1
2609	же роли	2	1
2610	не разработана	1	1
2611	от источника	1	1
2612	жалко было	1	1
2613	раза и	1	1
2614	виде и	1	1
2615	ему или	1	1
2616	но именно	3	1
2617	выражение его	1	1
2618	вело в	1	1
2619	такие которые	1	1
2620	литература в	1	1
2621	довольно убедительно	1	1
2622	он заставляет	2	1
2623	этого же	1	1
2624	очень древняя	1	1
2625	дальнейшего развития	1	1
2626	соприкосновение с	1	1
2627	но самые	1	1
2628	заключенных в	1	1
2629	этого героя	1	1
2630	более глубокий	1	1
2631	образы и	1	1
2632	в желудок	2	1
2633	мире так	1	1
2634	поэтому что	1	1
2635	еще упомянуть	1	1
2636	степени в	1	1
2637	все элементы	2	1
2638	сверху вниз	4	1
2639	стихий в	1	1
2640	нему и	1	1
2641	видим это	1	1
2642	в первый	1	1
2643	это особенно	1	1
2644	земли то	2	1
2645	античного мифа	1	1
2646	с большей	1	1
2647	или два	1	1
2648	этом отношении	3	1
2649	издевается над	1	1
2650	красоту а	1	1
2651	плодородия и	1	1
2652	и столько	1	1
2653	для своего	1	1
2654	находим и	2	1
2655	в родовом	1	1
2656	день и	1	1
2657	одну общую	1	1
2658	и точно	1	1
2659	состоят из	1	1
2660	из своих	1	1
2661	лицом к	1	1
2662	по ту	1	1
2663	очень важный	1	1
2664	на запад	1	1
2665	ибо оно	1	1
2666	он умрет	1	1
2667	были формы	1	1
2668	из названных	1	1
2669	и непосредственно	1	1
2670	во-первых потому	1	1
2671	жены или	1	1
2672	человека это	1	1
2673	путем отрицания	1	1
2674	не больше	1	1
2675	места в	2	1
2676	своего брата	1	1
2677	уже совершенно	2	1
2678	внесли в	1	1
2679	характер его	1	1
2680	между собою	3	1
2681	в литературу	1	1
2682	образом связан	1	1
2683	словом и	1	1
2684	без сомнения	1	1
2685	заставляет ее	1	1
2686	не подлежит	4	1
2687	цель эта	1	1
2688	но больше	1	1
2689	живой и	1	1
2690	широкое распространение	1	1
2691	об особом	1	1
2692	в новом	1	1
2693	они лишь	1	1
2694	из первой	1	1
2695	миром и	1	1
2696	целого и	2	1
2697	загробное царство	2	1
2698	с какими	1	1
2699	из источников	1	1
2700	сказать и	2	1
2701	же может	1	1
2702	ко всему	1	1
2703	и снова	2	1
2704	природа в	1	1
2705	различных местах	1	1
2706	наказан за	2	1
2707	а к	1	1
2708	напомнить что	1	1
2709	но люди	1	1
2710	преимущественно в	1	1
2711	работу о	1	1
2712	сохранился в	1	1
2713	страх и	3	1
2714	умирает вместе	1	1
2715	еще сильнее	1	1
2716	бы ты	1	1
2717	этом мире	1	1
2718	пасти в	1	1
2719	ведь и	3	1
2720	его иногда	1	1
2721	и особый	1	1
2722	есть как	1	1
2723	он пожирает	1	1
2724	пища для	1	1
2725	которого служит	1	1
2726	подвергаются обряду	1	1
2727	о путях	2	1
2728	в xvii	1	1
2729	объявил что	1	1
2730	нем самом	1	1
2731	лежат в	1	1
2732	имеет свои	1	1
2733	не касается	2	1
2734	и всех	1	1
2735	тело человека	1	1
2736	которому принадлежал	1	1
2737	мотивов и	2	1
2738	и нашел	1	1
2739	имели в	1	1
2740	были и	2	1
2741	и каждая	1	1
2742	все отверстия	1	1
2743	всего один	1	1
2744	с шумом	1	1
2745	и много	1	1
2746	на десять	1	1
2747	до нас	10	1
2748	непременно должна	1	1
2749	тем чтобы	1	1
2750	в чисто	1	1
2751	в узком	1	1
2752	как наиболее	1	1
2753	сна из	1	1
2754	мы слышим	1	1
2755	от явлений	1	1
2756	о проделках	1	1
2757	не удалось	1	1
2758	достигнуть своего	1	1
2759	дело обстоит	2	1
2760	ад и	3	1
2761	были так	1	1
2762	снизу вверх	3	1
2763	автора и	1	1
2764	котором он	1	1
