N	2gram	Vinokur_Ku	Myslijsy
2494	первая половина	1	1
2495	и плодотворным	1	1
2496	назвать его	1	1
2497	есть чисто	1	1
2498	в первые	1	1
2499	которые были	1	1
2500	что нужно	2	1
2501	поводу этого	1	1
2502	это для	1	1
2503	то конечно	1	1
2504	в частности	6	1
2505	нашем есть	1	1
2506	а по	1	1
2507	то ее	1	1
2508	словах а	1	1
2509	составные части	1	1
2510	выражения мысли	2	1
2511	и пользоваться	1	1
2512	а прежде	1	1
2513	совершенно невозможно	1	1
2514	или другого	1	1
2515	двух лиц	1	1
2516	образованном обществе	1	1
2517	оказывается что	1	1
2518	не исчезнет	1	1
2519	конечно в	1	1
2520	смысл слова	1	1
2521	или его	1	1
2522	это если	1	1
2523	в пределах	8	1
2524	чтобы устранить	1	1
2525	действительном и	1	1
2526	лишь как	3	1
2527	при всем	1	1
2528	если посмотреть	1	1
2529	существительных и	1	1
2530	одни из	1	1
2531	ли этот	1	1
2532	недавнего времени	1	1
2533	a priori	1	1
2534	идет о	3	1
2535	в каких	2	1
2536	рассматривать как	1	1
2537	индоевропейских языков	4	1
2538	всего то	1	1
2539	здесь за	1	1
2540	и принимает	1	1
2541	уже тогда	1	1
2542	образом они	1	1
2543	экономии и	1	1
2544	и против	2	1
2545	не делать	1	1
2546	и приобретает	1	1
2547	на самых	1	1
2548	что подобные	1	1
2549	же люди	1	1
2550	очень часто	2	1
2551	возможна и	1	1
2552	место не	1	1
2553	что среди	1	1
2554	всякое явление	1	1
2555	указаний на	1	1
2556	в ходе	1	1
2557	ней все	1	1
2558	языке мы	1	1
2559	между составными	1	1
2560	иное значение	1	1
2561	выражения в	1	1
2562	нас только	1	1
2563	этом и	1	1
2564	есть таким	1	1
2565	чтобы оправдать	1	1
2566	значительном количестве	1	1
2567	по моему	1	1
2568	связь эта	1	1
2569	имеем тем	1	1
2570	в словаре	1	1
2571	во-первых не	1	1
2572	смысле а	1	1
2573	новые отношения	1	1
2574	него одного	1	1
2575	свою речь	3	1
2576	язык или	1	1
2577	как должно	1	1
2578	минуту может	1	1
2579	вины на	1	1
2580	своей самостоятельности	1	1
2581	например после	1	1
2582	не получили	1	1
2583	в сочетание	1	1
2584	явлениями и	1	1
2585	на чужих	1	1
2586	смысле имеет	1	1
2587	которая имеет	1	1
2588	случаях вовсе	1	1
2589	всей духовной	1	1
2590	не сам	1	1
2591	язык для	2	1
2592	тесно связанная	1	1
2593	в лице	1	1
2594	слова должны	1	1
2595	и критики	1	1
2596	трудно при	1	1
2597	и иные	1	1
2598	совершается в	1	1
2599	возможна только	1	1
2600	такие явления	1	1
2601	более того	2	1
2602	меньше чем	2	1
