N	2gram	Vygotskiy_	Myshleni
2475	мире и	1	1
2476	что прежде	2	1
2477	двух детей	1	1
2478	утверждать что	2	1
2479	так ли	2	1
2480	которая никак	1	1
2481	нам почему	1	1
2482	сверху то	1	1
2483	явно не	1	1
2484	мы встретились	1	1
2485	смотреть на	1	1
2486	противоположном направлении	1	1
2487	дополнением к	1	1
2488	в самый	1	1
2489	и материал	1	1
2490	до уровня	1	1
2491	и свое	1	1
2492	всякого смысла	1	1
2493	то понятие	1	1
2494	если скажем	1	1
2495	что настоящий	1	1
2496	или иные	1	1
2497	она находится	1	1
2498	которым она	1	1
2499	большую роль	1	1
2500	частью как	1	1
2501	которые находят	1	1
2502	свои особые	1	1
2503	легко переходит	1	1
2504	не находим	2	1
2505	чем тогда	1	1
2506	дела в	1	1
2507	непонимание и	2	1
2508	это она	1	1
2509	себе смысл	2	1
2510	мне и	1	1
2511	нас ясно	1	1
2512	быть представлен	1	1
2513	этих же	1	1
2514	правда в	1	1
2515	что тенденция	1	1
2516	оттого что	1	1
2517	то с	1	1
2518	вне всякого	1	1
2519	этот же	1	1
2520	иначе если	1	1
2521	тот способ	1	1
2522	с он	1	1
2523	можем легко	1	1
2524	так или	1	1
2525	что поэзия	1	1
2526	не ясно	2	1
2527	более ложного	1	1
2528	качестве предмета	1	1
2529	к нашей	1	1
2530	от своего	2	1
2531	путем и	1	1
2532	смысла и	3	1
2533	эти свойства	1	1
2534	не живет	1	1
2535	образом ни	1	1
2536	автор говорит	1	1
2537	вполне с	1	1
2538	зрения тех	1	1
2539	содержание и	1	1
2540	значения как	1	1
2541	допустим что	1	1
2542	оказываются в	1	1
2543	напротив мы	1	1
2544	закон влияния	1	1
2545	он прав	1	1
2546	тех конкретных	1	1
2547	развилась в	1	1
2548	это относится	2	1
2549	будем еще	1	1
2550	неотъемлемую часть	1	1
2551	жизни в	1	1
2552	с животными	2	1
2553	не будь	1	1
2554	этому что	1	1
2555	он прямо	3	1
2556	в противоположную	1	1
2557	причину этого	1	1
2558	речи я	1	1
2559	этот образ	1	1
2560	которых один	1	1
2561	его части	1	1
2562	этого сопоставления	2	1
2563	для читателя	2	1
2564	и было	2	1
2565	каждая новая	1	1
2566	очевидностью как	1	1
2567	ее судьба	1	1
2568	узнать что	1	1
2569	основания и	1	1
2570	приводит как	1	1
2571	смотреть как	2	1
2572	сопоставить эти	1	1
2573	вопросе так	1	1
2574	как один	1	1
2575	видно уже	1	1
2576	же для	1	1
2577	в какое-то	2	1
2578	и ясно	2	1
2579	в прозе	1	1
2580	сказано что	1	1
2581	бы наше	2	1
2582	не обнаруживается	1	1
2583	он требует	1	1
2584	указали на	1	1
2585	ясно и	3	1
2586	себе никакого	1	1
2587	для всякой	1	1
2588	во-вторых что	1	1
2589	тогда я	1	1
2590	истинное значение	1	1
2591	роли и	1	1
2592	для высших	1	1
2593	план с	2	1
2594	место он	1	1
2595	таком виде	2	1
2596	своего материала	1	1
2597	у меня	2	1
2598	вызывает в	1	1
2599	с а	1	1
2600	несколько отдельных	1	1
2601	тех пор	2	1
2602	прямой и	1	1
2603	можно формулировать	2	1
2604	перейдем к	1	1
2605	самая сущность	1	1
2606	этот случай	2	1
2607	те случаи	2	1
2608	назад и	1	1
2609	она дает	1	1
2610	она начинает	1	1
2611	одному образцу	1	1
2612	вы говорите	1	1
2613	одна сторона	1	1
2614	этого как	3	1
2615	сложном виде	1	1
2616	он пришел	1	1
2617	раннему детству	1	1
2618	она себе	1	1
2619	идет об	1	1
2620	как сама	1	1
2621	надо еще	1	1
2622	законам и	1	1
2623	если их	1	1
2624	вот этот	1	1
2625	при их	1	1
2626	следовательно он	1	1
2627	случае очень	1	1
2628	приблизительно в	1	1
2629	элемента в	1	1
2630	выше создает	1	1
2631	совпадают и	1	1
2632	русском языке	1	1
2633	значение имеет	2	1
2634	оно скорее	1	1
2635	только авторы	1	1
2636	противопоставляет свою	1	1
2637	когда мне	2	1
2638	в глазах	1	1
2639	нас важно	1	1
2640	в недостаточной	1	1
2641	тем общим	1	1
2642	его физическая	1	1
2643	явлению в	1	1
2644	которые все	1	1
2645	он никак	1	1
2646	каждой его	1	1
2647	это делалось	1	1
2648	каждый день	1	1
2649	этот второй	3	1
2650	говоря не	1	1
2651	в высокой	1	1
2652	можно сравнить	1	1
2653	понятие введенное	1	1
2654	часто вынужден	1	1
2655	их первая	1	1
2656	детей одного	1	1
2657	собой то	1	1
2658	другими животными	1	1
2659	действии то	1	1
2660	часто и	1	1
2661	остротой и	1	1
2662	к общим	1	1
2663	поэтому было	1	1
2664	как нельзя	3	1
2665	есть много	1	1
2666	взглядом то	1	1
2667	уже самый	1	1
2668	задач которые	1	1
2669	то они	1	1
2670	которую играют	1	1
2671	основе как	1	1
2672	два разных	1	1
2673	на языке	1	1
2674	и всякий	2	1
2675	со времен	1	1
2676	произошло бы	2	1
2677	нужные для	1	1
2678	от каждой	1	1
2679	иные законы	1	1
2680	себе ставит	1	1
2681	пришли к	1	1
2682	с необычайной	5	1
2683	осязательной ясностью	1	1
2684	что одна	2	1
2685	понять почему	1	1
2686	богатых и	1	1
2687	и погибни	2	1
2688	одновременно в	1	1
2689	мы испытываем	1	1
2690	разрешение в	1	1
2691	и вниманием	2	1
2692	к первой	2	1
2693	был оставить	1	1
2694	которое должно	1	1
2695	которого я	2	1
2696	означает одновременно	1	1
2697	нашего внимания	2	1
2698	сказала что	1	1
2699	смысл этой	3	1
2700	имел в	1	1
2701	другой можно	2	1
2702	планов в	1	1
2703	сравнительному изучению	1	1
2704	отношение которое	1	1
2705	вовсе нет	2	1
2706	вынужден был	1	1
2707	что имеем	1	1
2708	что действительно	1	1
2709	характерно для	1	1
2710	собой напрашивается	1	1
2711	в такую	2	1
2712	который как	2	1
2713	сосна и	1	1
2714	отличающуюся от	1	1
2715	было в	1	1
2716	психологи и	1	1
2717	рядом других	1	1
2718	которые как	1	1
2719	служит только	1	1
2720	в естественных	1	1
2721	одного а	1	1
2722	за тем	1	1
2723	других к	1	1
2724	составляет самую	1	1
2725	самого порядка	1	1
2726	осознается как	1	1
2727	должен его	1	1
2728	он один	1	1
2729	плоскость и	1	1
2730	ближе подходит	1	1
2731	отнесена к	1	1
2732	которую оно	1	1
2733	сейчас увидим	1	1
2734	нам на	1	1
2735	и вовсе	1	1
2736	бы предположить	1	1
2737	сталкиваемся с	1	1
2738	почти до	1	1
2739	в русском	1	1
2740	и этих	1	1
2741	по словам	2	1
2742	он никогда	1	1
2743	случай который	1	1
2744	со своей	3	1
2745	того целого	1	1
2746	стороне чисто	1	1
2747	соображения и	1	1
2748	именно эта	1	1
2749	приблизительно так	2	1
2750	должно служить	1	1
2751	котором все	1	1
2752	которые с	2	1
2753	сказано все	1	1
2754	именно такое	1	1
2755	заключенная в	2	1
2756	не все	1	1
2757	деле мы	1	1
2758	воедино оба	1	1
2759	и сопоставляя	1	1
2760	которого и	1	1
2761	но гораздо	1	1
2762	почти с	1	1
2763	борьбу с	4	1
2764	даже такое	1	1
2765	может если	1	1
2766	его звуков	1	1
2767	иной с	4	1
2768	поскольку они	1	1
2769	включается и	1	1
2770	здесь совершенно	4	1
2771	как готовое	1	1
2772	цели к	2	1
2773	чтобы объяснить	1	1
2774	каком они	1	1
2775	действие развивается	1	1
2776	основную цель	1	1
2777	или действия	1	1
2778	басня имеет	3	1
2779	надо говорить	1	1
2780	ним как	1	1
2781	придал ему	1	1
2782	чем психологическое	1	1
2783	самую суть	1	1
2784	приобретает совершенно	1	1
2785	с то	1	1
2786	элементы и	1	1
2787	эта басня	13	1
2788	чем сложнее	1	1
2789	бы по	2	1
2790	в каких	1	1
2791	линии по	1	1
2792	или еще	2	1
2793	те которые	1	1
2794	животных в	3	1
2795	обнаружить в	1	1
2796	а самый	1	1
2797	близкая к	1	1
2798	нам необходимо	1	1
2799	длинную историю	1	1
2800	применимо к	1	1
2801	и перестраивает	1	1
2802	указанным и	1	1
2803	иначе он	1	1
2804	заключается что	1	1
2805	сложном и	1	1
2806	о каждой	1	1
2807	по величине	1	1
2808	как слова	1	1
2809	каком направлении	1	1
2810	заключен в	1	1
2811	чистый вид	1	1
2812	он пытался	1	1
2813	с истинной	1	1
2814	той двойственной	1	1
2815	приведенное выше	1	1
2816	самую природу	1	1
2817	совершенно разных	1	1
2818	в каком-то	1	1
2819	самого основного	1	1
2820	последовательности в	1	1
2821	из целого	1	1
2822	всегда можем	1	1
2823	они продолжают	1	1
2824	которая была	1	1
2825	этого в	1	1
2826	не нужна	1	1
2827	вещи в	1	1
2828	рассказывает об	1	1
2829	как здесь	1	1
2830	объясняется то	1	1
2831	части мы	1	1
2832	есть необходимое	1	1
2833	что оля	1	1
2834	того интеллектуального	1	1
2835	склонен думать	2	1
2836	и новую	1	1
2837	с между	2	1
2838	а вот	1	1
2839	происходит как	1	1
2840	которым они	1	1
2841	основа этой	1	1
2842	себе найти	1	1
2843	не понравилось	1	1
2844	психологическое значение	1	1
2845	по общему	1	1
2846	что дело	1	1
2847	что человек	1	1
2848	намека на	1	1
2849	это легко	2	1
2850	не годится	1	1
2851	начать с	1	1
2852	является слово	1	1
2853	бы место	1	1
2854	мы поймем	1	1
2855	всякое новое	1	1
2856	соединено с	2	1
2857	самый лучший	1	1
2858	самым как	1	1
2859	равно как	1	1
2860	если угодно	1	1
2861	ее для	1	1
2862	весь этот	3	1
2863	бы каждый	1	1
2864	отделена и	1	1
2865	при том	2	1
2866	с предыдущим	1	1
2867	о брате	1	1
2868	слишком большое	1	1
2869	не сказано	1	1
2870	двумя противоположными	1	1
2871	и превращает	1	1
2872	разговоре с	1	1
2873	но пока	1	1
2874	в последнем	1	1
2875	фактов мы	1	1
2876	и конечную	1	1
2877	себя к	1	1
2878	только ее	1	1
2879	отношении чем	1	1
2880	тоном с	1	1
2881	чтобы вскрыть	1	1
2882	ни для	1	1
2883	значит с	1	1
2884	не оказывается	1	1
2885	фразы как	1	1
2886	и пытаются	1	1
2887	от реальных	1	1
2888	линии как	1	1
2889	необходимые для	1	1
2890	дать повод	1	1
2891	он доходит	1	1
2892	иногда может	1	1
2893	ясно до	1	1
2894	две совершенно	3	1
2895	было не	1	1
2896	трагедия в	1	1
2897	для автора	2	1
2898	и людей	1	1
2899	совершенно другое	1	1
2900	те общие	1	1
2901	другом плане	4	1
2902	которая представляет	1	1
2903	имеет очень	1	1
2904	совсем по	1	1
2905	плане мы	1	1
2906	которые казалось	1	1
2907	силы и	3	1
2908	начиная от	1	1
2909	не доведя	1	1
2910	слово всего	1	1
2911	порядком и	1	1
2912	одной общей	1	1
2913	у крылова	5	1
2914	этих случаев	2	1
2915	мы узнали	2	1
2916	следует остановиться	1	1
2917	относится не	1	1
2918	в не	1	1
2919	опровергает его	1	1
2920	значение с	1	1
2921	тем именно	1	1
2922	тогда оно	1	1
2923	общих законов	1	1
2924	самый факт	1	1
2925	уже как	2	1
2926	и противоречивость	1	1
2927	не вполне	1	1
2928	с законами	2	1
2929	как таковую	1	1
2930	стал бы	1	1
2931	иметь дело	3	1
2932	мы привыкли	1	1
2933	дело и	3	1
2934	это означало	3	1
2935	я думаю	2	1
2936	сцены в	1	1
2937	всяких других	1	1
2938	на наших	2	1
2939	легко открыть	1	1
2940	имени так	1	1
2941	ней и	2	1
2942	дает такое	1	1
2943	крылов в	1	1
2944	следует рассмотреть	1	1
2945	от смысла	1	1
2946	чтобы открыть	2	1
2947	развитие мы	1	1
2948	уже знаем	2	1
2949	никакого определенного	1	1
2950	есть по	2	1
2951	по контрасту	1	1
2952	материал в	1	1
2953	с именем	4	1
2954	поэтому все	1	1
2955	согласиться с	4	1
2956	смыслом который	1	1
2957	совершенно наглядно	1	1
2958	придется говорить	1	1
2959	у этих	3	1
2960	который только	1	1
2961	зрения о	1	1
2962	всякий вопрос	1	1
2963	которого заключается	1	1
2964	себе отношение	1	1
2965	значение которых	1	1
2966	чего-либо нового	1	1
2967	она ни	1	1
2968	употребления и	1	1
2969	создается впечатление	2	1
2970	того о	1	1
2971	расстоянию между	1	1
2972	этого и	1	1
2973	в массе	1	1
2974	надо понимать	1	1
2975	и вместо	3	1
2976	него как	1	1
2977	и понять	1	1
2978	по преимуществу	2	1
2979	противоположно направленных	1	1
2980	одной чрезвычайно	1	1
2981	к лучшему	1	1
2982	не принадлежит	1	1
2983	признает что	1	1
2984	оно состоит	1	1
2985	говорено выше	1	1
2986	найденный нами	1	1
2987	превращает их	3	1
2988	сам начинает	1	1
2989	а тот	1	1
2990	всей традиционной	1	1
2991	начала и	2	1
2992	есть его	1	1
2993	то для	1	1
2994	этого плана	1	1
2995	еще чаще	2	1
2996	совершенно необходимо	1	1
2997	и указывает	1	1
2998	воюет с	1	1
2999	ваш брат	2	1
3000	которая лежит	1	1
3001	что несмотря	1	1
3002	сразу на	1	1
3003	заключается вовсе	1	1
3004	тем сильнее	2	1
3005	который составляет	1	1
3006	оказывается более	1	1
3007	фигуры которые	1	1
3008	был сам	1	1
3009	не от	2	1
3010	в европейской	2	1
3011	она осталась	1	1
3012	наше внимание	3	1
3013	противоположную сторону	1	1
3014	та мысль	1	1
3015	исследователи в	1	1
3016	одно а	1	1
3017	так было	1	1
3018	в несколько	2	1
3019	не о	1	1
3020	этот характер	1	1
3021	и раскрытия	1	1
3022	следовательно это	1	1
3023	это что	1	1
3024	который строго	1	1
3025	и структуре	1	1
3026	этого исходит	1	1
3027	это даже	1	1
3028	на тот	1	1
3029	материала либо	1	1
3030	этом суть	1	1
3031	приемов и	1	1
3032	который дает	1	1
3033	оказывает свое	1	1
3034	в изображении	1	1
3035	мы стоим	1	1
3036	величайшей ошибкой	1	1
3037	самый акт	1	1
3038	есть именно	2	1
3039	поэтому его	1	1
3040	конца мы	1	1
3041	из чего	1	1
3042	между прочим	1	1
3043	долго и	1	1
3044	в заключительных	1	1
3045	должна изображать	1	1
3046	лежащее в	1	1
3047	уже давно	3	1
3048	и жизнь	1	1
3049	и ближе	1	1
3050	элементы которые	1	1
3051	себя мы	1	1
3052	что высший	1	1
3053	менее важным	1	1
3054	ли что	2	1
3055	текст и	1	1
3056	скорее на	1	1
3057	не был	1	1
3058	с к	1	1
3059	всех видов	1	1
3060	и отсюда	2	1
3061	и стоит	1	1
3062	необходимое условие	1	1
3063	если действительно	1	1
3064	сторону так	1	1
3065	вошел в	2	1
3066	от себя	1	1
3067	может жить	1	1
3068	пор в	1	1
3069	не нашли	2	1
3070	ли это	3	1
3071	говорил о	3	1
3072	действительно мы	2	1
3073	действие в	1	1
3074	о прошлом	1	1
3075	по историческому	1	1
3076	определенным образом	1	1
3077	заключается во	1	1
3078	нет но	1	1
3079	требует того	1	1
3080	будет как	1	1
3081	так называемые	1	1
3082	человека который	1	1
3083	же хорошо	1	1
3084	кажется что	2	1
3085	сам того	1	1
3086	и этой	1	1
3087	и смысла	1	1
3088	по другому	1	1
3089	в детстве	1	1
3090	за ними	1	1
3091	сразу к	1	1
3092	она развивается	1	1
3093	уже указывали	1	1
3094	такая мысль	1	1
3095	ни одно	2	1
3096	важно что	1	1
3097	считать в	1	1
3098	его жизнь	1	1
3099	всякий другой	1	1
3100	для мысли	1	1
3101	же выводу	1	1
3102	в нее	3	1
3103	басни оно	1	1
3104	совершенно справедливо	2	1
3105	самому существу	1	1
3106	из заключительных	1	1
3107	у которого	1	1
3108	получается из	1	1
3109	является та	1	1
3110	бы его	2	1
3111	которыми приходится	1	1
3112	рождаются только	1	1
3113	это пояснить	1	1
3114	над ней	1	1
3115	и объединены	1	1
3116	и почему	2	1
3117	целью но	1	1
3118	подошли вплотную	1	1
3119	у разных	1	1
3120	этих планов	1	1
3121	материала который	1	1
3122	рассуждения и	1	1
3123	и направляет	1	1
3124	совершенно непонятно	1	1
3125	что благодаря	2	1
3126	что без	1	1
3127	и отчетливее	1	1
3128	чем сильнее	4	1
3129	очень редко	1	1
3130	в данный	1	1
3131	бы продолжить	1	1
3132	вся эта	1	1
3133	с нее	1	1
3134	может понять	1	1
3135	ко всякому	1	1
3136	первая группа	1	1
3137	внимания но	1	1
3138	что до	2	1
3139	спрашивает о	1	1
3140	человека либо	1	1
3141	почему он	4	1
3142	совершенно и	1	1
3143	это первый	1	1
3144	не ту	1	1
3145	слова это	1	1
3146	положения и	1	1
3147	в окончательном	1	1
3148	нам что	2	1
3149	заключается по	1	1
3150	исследование для	1	1
3151	его мнению	2	1
3152	предметы и	1	1
3153	из-за которого	1	1
3154	время говорит	1	1
3155	тогда его	1	1
3156	со своего	1	1
3157	эти отдельные	1	1
3158	получаем при	1	1
3159	в обе	1	1
3160	эти самые	1	1
3161	в большом	1	1
3162	от этой	2	1
3163	противопоставляются друг	1	1
3164	приходится иметь	2	1
3165	нам с	2	1
3166	здесь с	3	1
3167	противоречие которое	3	1
3168	никогда еще	1	1
3169	отдельных частей	2	1
3170	же два	1	1
3171	уже это	3	1
3172	рис в	1	1
3173	такой очевидностью	1	1
3174	под этими	1	1
3175	бы при	1	1
3176	если эти	1	1
3177	смысла в	1	1
3178	в темноте	1	1
3179	одинаковое значение	1	1
3180	быть правильнее	1	1
3181	нас от	2	1
3182	этом как	1	1
3183	он сумеет	1	1
3184	их вторая	1	1
3185	сказать с	1	1
3186	мы понимаем	1	1
3187	в трех	1	1
3188	самый пример	1	1
3189	ни о	1	1
3190	вскрыть и	1	1
3191	благодаря своей	1	1
3192	первый шаг	1	1
3193	каждым новым	1	1
3194	простым и	1	1
3195	при построении	2	1
3196	в моем	1	1
3197	заключается не	2	1
3198	вместо этого	2	1
3199	когда дело	1	1
3200	он будет	2	1
3201	помочь нам	1	1
3202	ясно говорит	2	1
3203	оба автора	2	1
3204	чрезвычайно важное	1	1
3205	прибавим к	1	1
3206	они указывали	1	1
3207	сделать из	1	1
3208	этим сказано	1	1
3209	целом нам	1	1
3210	мы сумели	1	1
3211	о трагедии	1	1
3212	построено на	1	1
3213	означает для	2	1
3214	в итоге	1	1
3215	для обоих	1	1
3216	относительно природы	2	1
3217	следует смотреть	1	1
3218	который видит	1	1
3219	сравнить в	1	1
3220	слова означают	1	1
3221	бы нас	1	1
3222	обнаруживает то	1	1
3223	последовательности которая	1	1
3224	последовательности как	1	1
3225	силу общих	1	1
3226	вследствие их	1	1
3227	место как	1	1
3228	основной прием	1	1
3229	от первой	1	1
3230	что теперь	1	1
3231	самое главное	1	1
3232	того самого	1	1
3233	предметов есть	1	1
3234	не видел	1	1
3235	с изучением	1	1
3236	цели как	1	1
3237	из элементов	1	1
3238	совершенно разным	1	1
3239	чем то	1	1
3240	должны определить	1	1
3241	этой двойственности	1	1
3242	это когда	1	1
3243	является полной	1	1
3244	спрашивал у	1	1
3245	другим есть	1	1
3246	обратить внимание	1	1
3247	которое оказывает	1	1
3248	что многие	1	1
3249	играет в	1	1
3250	внимания на	1	1
3251	смысл в	1	1
3252	помещена в	1	1
3253	ее с	5	1
3254	находим мы	1	1
3255	большей частью	4	1
3256	тогда она	1	1
3257	что существуют	1	1
3258	всегда больше	1	1
3259	звуков в	1	1
3260	знак в	1	1
3261	ровно в	1	1
3262	лишь бы	1	1
3263	высокой степени	1	1
3264	в обществе	1	1
3265	простого зеркального	1	1
3266	непосредственного отношения	1	1
3267	как будет	1	1
3268	прямой линии	3	1
3269	других низших	1	1
3270	к третьему	1	1
3271	и под	1	1
3272	ее не	3	1
3273	когда из	1	1
3274	он все	4	1
3275	не за	1	1
3276	они оказываются	1	1
3277	чрезвычайно просто	2	1
3278	возражает против	1	1
3279	оторвать от	1	1
3280	поставленной перед	1	1
3281	яснее и	1	1
3282	нам и	1	1
3283	то она	1	1
3284	действие но	2	1
3285	этого противоречия	2	1
3286	о собаке	3	1
3287	мы сразу	2	1
3288	посмотреть как	1	1
3289	понимание ее	1	1
3290	т д	6	1
3291	а вовсе	2	1
3292	к описанию	1	1
3293	когда нам	1	1
3294	что употребление	2	1
3295	что две	1	1
3296	с него	1	1
3297	же он	1	1
3298	сумели сделать	1	1
3299	я говорю	4	1
3300	деле он	2	1
3301	это случилось	1	1
3302	самое в	6	1
3303	еще второй	1	1
3304	что автор	6	1
3305	дело как	1	1
3306	во внешних	1	1
3307	и законы	1	1
3308	жизни от	1	1
3309	в прямом	2	1
3310	к восстановлению	1	1
3311	учит что	1	1
3312	что заключено	1	1
3313	она так	1	1
3314	остался совершенно	1	1
3315	ряд других	1	1
3316	на тех	1	1
3317	оно означает	1	1
3318	малой степени	3	1
3319	нему и	1	1
3320	свидетельствует о	1	1
3321	они суть	1	1
3322	второй половине	1	1
3323	этого совершенно	1	1
3324	именно ее	1	1
3325	простейшего анализа	1	1
3326	хочет вызвать	1	1
3327	вызывает и	1	1
3328	назвали выше	1	1
3329	и объективные	1	1
3330	материала и	2	1
3331	о вещах	1	1
3332	мире в	2	1
3333	самому концу	1	1
3334	она будет	1	1
3335	и восприятия	1	1
3336	тому которое	2	1
3337	будет ли	1	1
3338	ясным что	1	1
3339	как особый	1	1
3340	чрезвычайно ясно	1	1
3341	камнем в	1	1
3342	тут не	1	1
3343	чтобы сделаться	1	1
3344	чтобы выразить	1	1
3345	лучше и	1	1
3346	разница в	1	1
3347	надеяться на	1	1
3348	всего тем	1	1
3349	из своих	1	1
3350	которых эти	1	1
3351	вытекающее из	2	1
3352	в басне	47	1
3353	чистой и	1	1
3354	на высоту	1	1
3355	о ее	5	1
3356	два параллельных	1	1
3357	объединенные в	1	1
3358	есть уже	1	1
3359	направления что	1	1
3360	которые я	1	1
3361	она никогда	1	1
3362	отличительных ее	1	1
3363	а на	2	1
3364	элементы из	1	1
3365	этого примера	1	1
3366	служить в	1	1
3367	идет с	1	1
3368	это мнение	3	1
3369	которое могло	1	1
3370	а о	1	1
3371	частей мы	1	1
3372	из простого	2	1
3373	других подобных	1	1
3374	согласно с	2	1
3375	с вот	1	1
3376	другой смысл	2	1
3377	указывает и	1	1
3378	шли в	2	1
3379	и где	2	1
3380	приводит чрезвычайно	1	1
3381	разговор идет	1	1
3382	свет и	1	1
3383	в обычном	2	1
3384	и форму	2	1
3385	не представляют	1	1
3386	с где	1	1
3387	эти соображения	1	1
3388	кратчайшему расстоянию	1	1
3389	так часто	1	1
3390	говорят о	1	1
3391	мнение что	1	1
3392	так в	1	1
3393	живой и	1	1
3394	станет совершенно	1	1
3395	это нечто	1	1
3396	возможность развить	1	1
3397	следует конечно	1	1
3398	совершенно аналогично	1	1
3399	заложенное в	1	1
3400	двумя точками	1	1
3401	ему как	1	1
3402	обобщения которое	1	1
3403	уже выяснили	1	1
3404	соображения не	1	1
3405	с какими	1	1
3406	чувства которые	2	1
3407	структура этой	1	1
3408	том в	1	1
3409	с при	1	1
3410	жизнь и	2	1
3411	сказать и	1	1
3412	опасность и	1	1
3413	мы может	3	1
3414	евгений онегин	1	1
3415	поводом для	1	1
3416	обычно в	1	1
3417	указывали на	1	1
3418	же с	2	1
3419	он это	1	1
3420	объяснения всего	1	1
3421	до тех	2	1
3422	ее он	1	1
3423	заключается самая	1	1
3424	применить к	1	1
3425	его другой	1	1
3426	обратным образом	1	1
3427	не уничтожается	1	1
3428	намеренно и	1	1
3429	так называемой	4	1
3430	сходятся и	1	1
3431	которые нам	1	1
3432	большим чем	1	1
3433	а от	1	1
3434	он объясняет	1	1
3435	но столь	1	1
3436	степени не	2	1
3437	собака и	1	1
3438	довольно часто	1	1
3439	по прямой	2	1
3440	разве есть	1	1
3441	я только	1	1
3442	с задачами	1	1
3443	здесь это	1	1
3444	событий и	3	1
3445	к тем	3	1
3446	в одном-единственном	1	1
3447	бы одно	1	1
3448	наша оценка	1	1
3449	но однако	1	1
3450	или его	3	1
3451	это то	4	1
3452	противоречия в	1	1
3453	этого образа	1	1
3454	эта двойственность	2	1
3455	и всех	1	1
3456	бы самое	1	1
3457	все та	1	1
3458	которых они	1	1
3459	что поскольку	1	1
3460	деле всякий	1	1
3461	его автор	1	1
3462	что под	4	1
3463	переходит на	1	1
3464	и нарастание	1	1
3465	этого нет	1	1
3466	и понимают	1	1
3467	бы говорит	1	1
3468	с окончанием	1	1
3469	требования которые	1	1
3470	зеркального отражения	1	1
3471	основную тенденцию	1	1
3472	и много	1	1
3473	о каких	1	1
3474	считает что	2	1
3475	звуков а	1	1
3476	теоретически не	1	1
3477	по многим	1	1
3478	двум различным	1	1
3479	в прежних	1	1
3480	свойство ее	1	1
3481	означало бы	2	1
3482	них с	1	1
3483	своему существу	1	1
3484	и прежде	2	1
3485	свидетельствуют о	1	1
3486	тех которые	1	1
3487	мы слышим	2	1
3488	важную задачу	1	1
3489	истинную природу	3	1
3490	положению вещей	1	1
3491	иногда даже	1	1
3492	мысли у	1	1
3493	дело обстоит	1	1
3494	случаи которые	1	1
3495	остается без	2	1
3496	нас это	1	1
3497	все было	2	1
3498	момент его	1	1
3499	который непременно	1	1
