N	2gram	Losev_Dial	Myslijsy
2504	и возникновения	1	1
2505	а по	1	1
2506	выйти за	1	1
2507	например к	1	1
2508	не уменьшается	1	1
2509	совершенно невозможно	2	1
2510	время а	1	1
2511	обратится в	1	1
2512	или другого	1	1
2513	что образ	1	1
2514	оказывается что	1	1
2515	или его	2	1
2516	еще в	2	1
2517	сосредоточиться на	2	1
2518	болезнь и	1	1
2519	как явление	1	1
2520	лишь как	3	1
2521	которая тоже	1	1
2522	но напротив	1	1
2523	во мне	5	1
2524	на всю	6	1
2525	так когда	1	1
2526	при всем	1	1
2527	входить в	1	1
2528	еще на	3	1
2529	идет о	1	1
2530	в каких	2	1
2531	человек как	1	1
2532	из жизни	2	1
2533	всего то	1	1
2534	всех времен	1	1
2535	это происходит	1	1
2536	ноту и	1	1
2537	и принимает	1	1
2538	о действии	1	1
2539	и время	4	1
2540	показывает как	1	1
2541	но человек	1	1
2542	найдем что	1	1
2543	два различных	1	1
2544	образ внешнего	1	1
2545	вообще все	1	1
2546	дело вовсе	1	1
2547	собою то	1	1
2548	не впасть	1	1
2549	со своими	2	1
2550	наука которая	1	1
2551	создание это	1	1
2552	далеко от	1	1
2553	возможна и	1	1
2554	и которая	1	1
2555	в друга	1	1
2556	с самых	1	1
2557	выражения в	2	1
2558	с самым	1	1
2559	внутреннее и	6	1
2560	этом и	1	1
2561	деле же	2	1
2562	значения этот	2	1
2563	больного или	1	1
2564	выражением его	1	1
2565	же можно	2	1
2566	отвлеченности и	2	1
2567	с действием	1	1
2568	сердце и	1	1
2569	к идее	1	1
2570	общества и	1	1
2571	но о	1	1
2572	то стало	1	1
2573	об этой	2	1
2574	идея и	8	1
2575	применить к	1	1
2576	чем та	1	1
2577	времена и	1	1
2578	явлениями и	1	1
2579	представление времени	1	1
2580	и определенная	1	1
2581	скорость и	1	1
2582	эти два	4	1
2583	образ на	1	1
2584	надо было	1	1
2585	делу не	1	1
2586	или понятие	1	1
2587	эту идею	1	1
2588	где есть	3	1
2589	она действительно	1	1
2590	он с	2	1
2591	смысл что	1	1
2592	времени а	3	1
2593	как надо	1	1
2594	его форм	1	1
2595	и критики	1	1
2596	постоянно и	2	1
2597	представлений пространства	1	1
2598	в руках	1	1
2599	от всякой	2	1
2600	мысли сколько	1	1
2601	возможна только	1	1
2602	и идея	4	1
