N	2gram	Nazirov_Tv	Psycholo
2483	чем отличается	1	1
2484	в литературу	2	1
2485	положение в	1	1
2486	бы специально	1	1
2487	один момент	1	1
2488	мы больше	1	1
2489	не хватает	1	1
2490	нее он	1	1
2491	для контраста	1	1
2492	является не	1	1
2493	в реальности	1	1
2494	трагическим героем	1	1
2495	своего пути	1	1
2496	в русских	1	1
2497	не составит	1	1
2498	к королю	1	1
2499	единство и	1	1
2500	место действия	1	1
2501	роман достоевского	4	1
2502	ему как	1	1
2503	как борьба	1	1
2504	плеханов в	1	1
2505	наглядное опровержение	1	1
2506	нам хотелось	1	1
2507	отцов и	1	1
2508	момент создания	1	1
2509	сюжета в	2	1
2510	и осознать	1	1
2511	гораздо шире	1	1
2512	правда что	1	1
2513	должен сознаться	2	1
2514	свою эпоху	1	1
2515	личности в	3	1
2516	развивается с	1	1
2517	вырождается в	1	1
2518	связывает их	1	1
2519	такую же	1	1
2520	тут и	3	1
2521	он понимал	1	1
2522	выше на	1	1
2523	преобладающее значение	1	1
2524	сознание как	1	1
2525	он принадлежит	1	1
2526	как личности	1	1
2527	а от	1	1
2528	быть к	1	1
2529	решения этой	1	1
2530	через которые	1	1
2531	важную роль	2	1
2532	во второй	3	1
2533	романа это	2	1
2534	личности на	1	1
2535	ли это?	1	1
2536	его всегда	1	1
2537	свои характеры	1	1
2538	отказ от	1	1
2539	частности в	1	1
2540	война и	1	1
2541	из теории	1	1
2542	резко отличается	1	1
2543	этого образа	1	1
2544	движения в	1	1
2545	реальное время	1	1
2546	несколько раз	2	1
2547	было прежде	1	1
2548	автора вообще	1	1
2549	с человеком	1	1
2550	бы самое	1	1
2551	это сам	1	1
2552	еще на	1	1
2553	всех его	1	1
2554	стало ясно	1	1
2555	героя с	2	1
2556	сравнение с	1	1
2557	с шкловский	1	1
2558	играло в	1	1
2559	него и	1	1
2560	в трудах	1	1
2561	форму он	1	1
2562	этот роман	2	1
2563	со своими	2	1
2564	элементов в	1	1
2565	от мысли	2	1
2566	и борьба	1	1
2567	действительности не	1	1
2568	жизни очень	1	1
2569	отрывается от	1	1
2570	связи между	1	1
2571	как-нибудь до	1	1
2572	анализа и	1	1
2573	болезни и	1	1
2574	к выявлению	1	1
2575	каждым из	1	1
2576	в схеме	1	1
2577	об этой	1	1
2578	он более	1	1
2579	в создании	2	1
2580	в эти	1	1
2581	смысла но	1	1
2582	быть названы	1	1
2583	любви но	1	1
2584	многих и	1	1
2585	бумаги а	1	1
2586	она действительно	1	1
2587	ад и	1	1
2588	в лице	4	1
2589	чего я	1	1
2590	в известной	4	1
2591	оставляет без	1	1
2592	времени по	2	1
