N	2gram	Bakhtin_Pr	Psycholo
2493	слове когда	1	1
2494	на этих	1	1
2495	образ в	2	1
2496	далеко за	1	1
2497	и художественно	1	1
2498	он стремился	1	1
2499	и сама	2	1
2500	и этим	5	1
2501	значит не	1	1
2502	сознает его	1	1
2503	такого изображения	1	1
2504	принадлежащий к	1	1
2505	общий смысл	1	1
2506	внешнего мира	3	1
2507	антитезы и	1	1
2508	в мысли	1	1
2509	и притом	1	1
2510	вне времени	1	1
2511	что вы	1	1
2512	не приводились	1	1
2513	каких-либо иных	1	1
2514	говорит в	1	1
2515	не удалась	1	1
2516	установки и	2	1
2517	усиливается и	1	1
2518	и последняя	1	1
2519	как его	4	1
2520	отношений к	1	1
2521	слов с	2	1
2522	период своего	1	1
2523	начал с	1	1
2524	он берет	1	1
2525	для поэзии	1	1
2526	он теперь	1	1
2527	не кто	1	1
2528	только сошлись	1	1
2529	для основного	1	1
2530	эта идеальная	1	1
2531	можно прямо	1	1
2532	и острее	1	1
2533	мы пытались	1	1
2534	а эта	1	1
2535	самого художественного	1	1
2536	бы герой	1	1
2537	речь о	1	1
2538	человека является	1	1
2539	же касается	1	1
2540	в плоскости	6	1
2541	собою и	1	1
2542	обращено к	3	1
2543	мы проследим	1	1
2544	характере и	1	1
2545	романа их	1	1
2546	в индивидуальном	1	1
2547	и стремятся	1	1
2548	две мысли	2	1
2549	борьба двух	1	1
2550	даже там	2	1
2551	от чужого	1	1
2552	выражение в	6	1
2553	единственный раз	1	1
2554	потому ее	1	1
2555	для создания	2	1
2556	и глубине	1	1
2557	с какой-то	1	1
2558	предполагает что	1	1
2559	сознания то	1	1
2560	не исчерпывается	2	1
2561	образ не	1	1
2562	для наших	2	1
2563	сюжетом и	2	1
2564	как человек	3	1
2565	тот особый	1	1
2566	драме он	1	1
2567	его творчества	5	1
2568	дело далеко	2	1
2569	отношение между	2	1
2570	но вовсе	1	1
2571	явления в	2	1
2572	и душа	2	1
2573	как строится	1	1
2574	самом материале	1	1
2575	плана и	1	1
2576	и существенно	1	1
2577	сюжет он	1	1
2578	его смысла	1	1
2579	к литературному	1	1
2580	и критика	1	1
2581	и миром	1	1
2582	им только	1	1
2583	на новых	1	1
2584	так у	1	1
2585	бы уже	2	1
2586	слов не	1	1
2587	чтобы их	1	1
2588	не способна	2	1
2589	в тоне	1	1
2590	сравнительно с	1	1
2591	стиль и	2	1
2592	свое объяснение	1	1
2593	у которого	1	1
2594	нас перед	2	1
2595	толстой но	1	1
2596	все он	2	1
2597	является та	2	1
2598	известном смысле	1	1
2599	условия для	1	1
2600	их к	1	1
2601	характеров у	1	1
2602	но несмотря	1	1
2603	было дано	1	1
2604	с вами	1	1
2605	себе дело	1	1
2606	материал или	1	1
2607	придется обращаться	1	1
2608	себе его	3	1
2609	если они	1	1
2610	поколения к	1	1
2611	и отчетливого	2	1
2612	человека или	1	1
2613	которые были	2	1
2614	вот он	1	1
2615	сущности есть	1	1
2616	мыслей в	1	1
2617	раза в	1	1
2618	границу между	1	1
2619	чтобы тем	1	1
2620	смысле или	1	1
2621	и особенно	2	1
2622	социальна и	1	1
2623	сказать так	1	1
2624	к автору	1	1
2625	эту задачу	1	1
2626	романа не	4	1
2627	которое только	1	1
2628	но потому	2	1
2629	события но	1	1
2630	хорошо и	1	1
2631	этого художественного	1	1
2632	единство произведения	2	1
2633	не позволяет	2	1
2634	его собственное	1	1
2635	в объективной	1	1
2636	он стремится	3	1
2637	речи но	1	1
2638	что сказать	1	1
2639	к одной	1	1
2640	же установка	1	1
2641	героями и	1	1
2642	или словом	1	1
2643	до некоторой	1	1
2644	нем как	1	1
2645	особенность этих	1	1
2646	особенности этого	1	1
2647	дан в	2	1
2648	него мысль	1	1
2649	имеет с	1	1
2650	он что	1	1
2651	произведение а	1	1
2652	слове на	1	1
2653	их характером	1	1
2654	громадную роль	1	1
2655	и явной	1	1
2656	от другого	1	1
2657	поэтому она	1	1
2658	первой любви	1	1
2659	вполне возможна	1	1
2660	него нет	3	1
2661	и вызывает	2	1
2662	связанная с	1	1
2663	она становится	1	1
2664	поэтому чрезвычайно	1	1
2665	они требуют	1	1
2666	и форм	1	1
2667	могут стать	1	1
2668	к уже	1	1
2669	своего романа	1	1
2670	орудием в	1	1
2671	и делают	1	1
2672	направление и	1	1
2673	от идеи	2	1
2674	и единство	3	1
2675	какой был	2	1
2676	подходим к	1	1
2677	драму в	1	1
2678	пр как	1	1
2679	о своей	1	1
2680	и совершенной	1	1
2681	в чем-либо	1	1
2682	в различные	1	1
2683	еще хуже	1	1
2684	что когда-то	1	1
2685	не делает	1	1
2686	своей последней	1	1
2687	какое место	1	1
2688	положения которые	2	1
2689	и принципы	1	1
2690	это та	1	1
2691	быть понято	1	1
2692	где герой	1	1
2693	лежащие в	2	1
2694	собою в	1	1
2695	важное значение	1	1
2696	здесь могут	1	1
2697	в которые	2	1
2698	два слова	2	1
2699	человек но	1	1
2700	бы эту	1	1
2701	выходить за	1	1
2702	и ясна	1	1
2703	автора но	3	1
2704	как отца	1	1
2705	в большинстве	11	1
2706	как художественное	1	1
2707	другому а	1	1
2708	поэтому не	2	1
2709	три плана	2	1
2710	за всеми	2	1
2711	очевидно и	1	1
2712	о последней	1	1
2713	человека вот	1	1
2714	из элементов	1	1
2715	психологии или	1	1
2716	со всех	1	1
2717	случае и	1	1
2718	его содержания	1	1
2719	сознание и	6	1
2720	слова совершенно	2	1
2721	не дал	1	1
2722	наших целей	1	1
2723	она воспроизводит	1	1
2724	кажутся нам	1	1
2725	но лишь	1	1
2726	правом может	1	1
2727	сами с	1	1
2728	должны перейти	1	1
2729	самого автора	8	1
2730	его характера	1	1
2731	и яркой	1	1
2732	в первых	2	1
2733	этим явлениям	1	1
2734	литературных произведений	1	1
2735	нет она	1	1
2736	вопроса и	1	1
2737	о своем	3	1
2738	что дано	1	1
2739	идеи в	10	1
2740	принимают в	1	1
2741	перед глазами	1	1
2742	тому и	1	1
2743	только это	1	1
2744	и превратить	1	1
2745	и тон	3	1
2746	вступают в	1	1
2747	известной степени	2	1
2748	а путем	1	1
2749	к третьему	2	1
2750	между людьми	1	1
2751	стиля а	1	1
2752	важно было	1	1
2753	и многих	1	1
2754	не подчинено	1	1
2755	подымается над	1	1
2756	основная ошибка	2	1
2757	к миру	3	1
2758	при всякой	2	1
2759	мы убедимся	2	1
2760	притом так	1	1
2761	в романах	8	1
2762	является уже	1	1
2763	же он	1	1
2764	стиля и	5	1
2765	достигается в	1	1
2766	различны но	1	1
2767	любви а	1	1
2768	особый характер	1	1
2769	и видеть	1	1
2770	в другое	2	1
2771	и следует	1	1
2772	наконец может	1	1
2773	людей не	1	1
2774	входящее в	1	1
2775	свести их	1	1
2776	построения а	1	1
2777	может найти	2	1
2778	этот термин	1	1
2779	даже когда	1	1
2780	гораздо сложнее	1	1
2781	столкновение двух	2	1
2782	не материал	1	1
2783	она так	2	1
2784	и развернуть	1	1
2785	ни с	1	1
2786	не изображает	1	1
2787	спрашивает он	1	1
2788	самих в	1	1
2789	остается той	1	1
2790	том числе	1	1
2791	в противоположных	1	1
2792	и объективные	1	1
2793	лишь случайно	1	1
2794	другая же	1	1
2795	или два	1	1
2796	по заданию	1	1
2797	к очень	1	1
2798	ну что	5	1
2799	и одна	1	1
2800	их основе	2	1
2801	о герое	5	1
2802	совершенно новое	2	1
2803	диалог в	3	1
2804	не принимает	2	1
2805	непосредственно в	2	1
2806	в г	1	1
2807	ко второму	2	1
2808	затем и	1	1
2809	и непосредственно	1	1
2810	или рассказа	1	1
2811	является таким	1	1
2812	человека это	1	1
2813	не видеть	1	1
2814	у толстого	3	1
2815	же по	1	1
2816	единство так	1	1
2817	каждом отдельном	1	1
2818	виду что	1	1
2819	он видел	1	1
2820	особенность его	3	1
2821	здесь господствует	1	1
2822	непосредственным выражением	1	1
2823	положение в	2	1
2824	говорить об	1	1
2825	могла быть	1	1
2826	является не	2	1
2827	мыслей по	1	1
2828	усиливает его	1	1
2829	мира и	7	1
2830	своего пути	1	1
2831	в новом	1	1
2832	больше тем	1	1
2833	все слова	1	1
2834	войти в	2	1
2835	и спокойствия	1	1
2836	и лежат	1	1
2837	совершенно иной	2	1
2838	основного принципа	1	1
2839	его героя	1	1
2840	единство и	1	1
2841	роман достоевского	12	1
2842	ему как	1	1
2843	своем существе	1	1
2844	и главное	1	1
2845	но конечно	1	1
2846	выражение и	1	1
2847	он строит	2	1
2848	развить свое	1	1
2849	в стиле	4	1
2850	сюжета в	2	1
2851	данную эпоху	1	1
2852	искать в	2	1
2853	стремлении к	1	1
2854	личности в	4	1
2855	в прямой	1	1
2856	тут и	2	1
2857	придавили его	1	1
2858	каждая из	2	1
2859	ее он	3	1
2860	от характера	3	1
2861	высказываний и	1	1
2862	и социальной	1	1
2863	в объект	1	1
2864	человека все	1	1
2865	очень существенное	1	1
2866	а от	1	1
2867	форму а	1	1
2868	картина для	1	1
2869	сюжетные отношения	2	1
2870	остановимся прежде	1	1
2871	во второй	2	1
2872	романа это	1	1
2873	не находит	1	1
2874	уже у	1	1
2875	люди с	1	1
2876	сознание в	3	1
2877	только такие	1	1
2878	резко отличается	2	1
2879	и вводит	1	1
2880	этого образа	1	1
2881	несколько раз	1	1
2882	каждый акт	1	1
2883	утрачивают свою	1	1
2884	с человеком	1	1
2885	всей его	2	1
2886	мыслью и	1	1
2887	чем является	2	1
2888	воспринимает не	1	1
2889	и мыслей	1	1
2890	и грубо	1	1
2891	всех его	1	1
2892	героя с	6	1
2893	сравнение с	1	1
2894	основе этого	1	1
2895	него и	1	1
2896	этот роман	1	1
2897	со своими	2	1
2898	элементов в	2	1
2899	которой можно	1	1
2900	от мысли	1	1
2901	эту внутреннюю	1	1
2902	возможна и	1	1
2903	та или	1	1
2904	что две	1	1
2905	действительности не	2	1
2906	боится чтобы	1	1
2907	них нет	1	1
2908	и благодаря	2	1
2909	нас самих	1	1
2910	взаимоотношения идей	1	1
2911	жизни очень	1	1
2912	связи между	3	1
2913	обращаться к	1	1
2914	непременно должна	1	1
2915	от времени	1	1
2916	им для	1	1
2917	видел что	1	1
2918	как этот	1	1
2919	отношении не	1	1
2920	об этой	1	1
2921	в создании	1	1
2922	соответствующие им	1	1
2923	в эти	1	1
2924	и новые	1	1
2925	сюжета у	1	1
2926	мысли у	1	1
2927	своем ближайшем	1	1
2928	отрешаются от	1	1
2929	в известной	1	1
2930	не лежат	1	1
2931	художественное значение	1	1
2932	героя но	4	1
2933	момент его	2	1
2934	здесь этот	1	1
