N	2gram	Losev_Prob	Vladivir
2481	поводу необходимо	1	1
2482	сторону именно	1	1
2483	таких случаях	2	1
2484	здесь еще	1	1
2485	после всего	1	1
2486	чтобы не	3	1
2487	если взять	2	1
2488	самостоятельное и	1	1
2489	и метафизической	1	1
2490	признать что	1	1
2491	к понятию	3	1
2492	всем этим	3	1
2493	скажет что	1	1
2494	бытием в	1	1
2495	бы по	1	1
2496	философии ни	2	1
2497	человеческого сознания	1	1
2498	нему же	1	1
2499	античной философии	1	1
2500	именно уже	1	1
2501	с большой	1	1
2502	не делать	2	1
2503	другого типа	1	1
2504	точного определения	1	1
2505	нужно помнить	1	1
2506	для обозначения	4	1
2507	качество в	1	1
2508	в плане	2	1
2509	все больше	1	1
2510	в чистой	1	1
2511	самый термин	1	1
2512	конечно вы	1	1
2513	а часто	2	1
2514	и значения	7	1
2515	нам указать	1	1
2516	не важно	2	1
2517	настаивать на	1	1
2518	же можно	1	1
2519	иначе он	1	1
2520	далека от	1	1
2521	или иной	8	1
2522	или другими	1	1
2523	значит есть	1	1
2524	вне всякой	1	1
2525	и необходимо	1	1
2526	можно будет	3	1
2527	может вызвать	1	1
2528	а взятое	1	1
2529	было невозможно	1	1
2530	который отнюдь	1	1
2531	из самых	3	1
2532	эту действительность	1	1
2533	идея и	2	1
2534	чем та	1	1
2535	слова и	5	1
2536	чисто умственного	1	1
2537	одно обстоятельство	1	1
2538	ли может	1	1
2539	для конструирования	1	1
2540	прочим следующее	1	1
2541	эти два	1	1
2542	обстоятельства первое	1	1
2543	весьма существенные	1	1
2544	очень и	1	1
2545	однако все	2	1
2546	для этого	5	1
2547	уже встречались	1	1
2548	что такие	1	1
2549	которые тоже	2	1
2550	который однако	1	1
2551	все подобного	1	1
2552	в известной	2	1
2553	сейчас мы	2	1
2554	быть самым	2	1
2555	мира в	2	1
