N	2gram	Tiupa_Anal	DiskursI
2375	обязательно нечто	1	1
2376	внимание не	1	1
2377	характеристики другие	1	1
2378	акте художественного	2	1
2379	и читателя	4	1
2380	в исходном	2	1
2381	на каждом	2	1
2382	культуры с	1	1
2383	качестве объекта	1	1
2384	литературного текста	1	1
2385	волшебная сказка	1	1
2386	в сознании	6	1
2387	диалоговых реплик	2	1
2388	к коммуникативному	1	1
2389	можно утверждать	1	1
2390	тех или	3	1
2391	на всем	1	1
2392	не отвечает	1	1
2393	одном лице	1	1
2394	научного общения	1	1
2395	говорит не	1	1
2396	автора есть	1	1
2397	в самых	1	1
2398	исходном значении	1	1
2399	и субъектной	1	1
2400	общему количеству	1	1
2401	таким же	1	1
2402	другого сознания	3	1
2403	и сами	2	1
2404	или точнее	2	1
2405	как для	1	1
2406	из значений	1	1
2407	и напротив	2	1
2408	иное как	6	1
2409	вневременных бесконечно	1	1
2410	соотносима с	1	1
2411	развертывания текста	1	1
2412	коммуникативной компетентностью	1	1
2413	являются наиболее	1	1
2414	привычно именуемых	1	1
