N	2gram	Vinokur_Ku	FransuaR
2494	например не	2	1
2495	с большой	2	1
2496	и единым	1	1
2497	так называемого	1	1
2498	ту пору	1	1
2499	образом то	1	1
2500	тем областям	1	1
2501	увидеть и	1	1
2502	перед которой	1	1
2503	но нет	1	1
2504	одном письме	1	1
2505	и раскрыть	1	1
2506	силу своей	1	1
2507	не значит	2	1
2508	почти всех	1	1
2509	с которым	1	1
2510	а вслед	1	1
2511	столь же	2	1
2512	пути его	1	1
2513	что обычно	1	1
2514	этот оттенок	2	1
2515	кое-что от	1	1
2516	данном очерке	1	1
2517	чаще всего	2	1
2518	вот и	1	1
2519	которому и	1	1
2520	слова как	5	1
2521	вот он	1	1
2522	определение это	1	1
2523	упорного и	1	1
2524	быть снова	1	1
2525	сводится в	1	1
2526	за себя	1	1
2527	и дисциплины	1	1
2528	или иного	5	1
2529	вообще во	1	1
2530	с породившим	1	1
2531	если уж	1	1
2532	она понимает	1	1
2533	его ближайших	1	1
2534	время совершенно	1	1
2535	наше время	3	1
2536	вот пример	1	1
2537	и ничего	1	1
2538	и культур	1	1
2539	вопросом о	1	1
2540	то для	2	1
2541	были бы	2	1
2542	и стало	1	1
2543	но несколько	1	1
2544	такова традиция	1	1
2545	форм которые	1	1
2546	как таковой	2	1
2547	речи но	2	1
2548	такова же	1	1
2549	предметы и	1	1
2550	поскольку мы	1	1
2551	что сказать	1	1
2552	через посредство	3	1
2553	такое построение	1	1
2554	с и	1	1
2555	видел и	1	1
2556	показывает что	1	1
2557	представлению о	1	1
2558	и прочих	2	1
2559	этот чрезвычайно	1	1
2560	в литературной	1	1
2561	слово для	1	1
2562	для себя	1	1
2563	она имеет	1	1
2564	организующей роли	2	1
2565	перед которым	2	1
2566	в средство	1	1
2567	справиться с	1	1
2568	принужден был	1	1
2569	и получал	1	1
2570	выбор и	1	1
2571	для борьбы	1	1
2572	истории в	1	1
2573	и методов	1	1
2574	этот не	2	1
2575	не говорили	1	1
2576	и лица	1	1
2577	от другого	1	1
2578	со специфическими	6	1
2579	выступает не	1	1
2580	я считаю	1	1
2581	иметь какой-либо	1	1
2582	разумеется не	5	1
2583	она становится	1	1
2584	слова мы	1	1
2585	но нас	1	1
2586	трудно видеть	3	1
2587	других писателей	1	1
2588	я имею	2	1
2589	теперь весь	1	1
2590	чтобы установить	1	1
2591	здесь всегда	1	1
2592	почти через	1	1
2593	индивидуальная и	1	1
2594	еще о	1	1
2595	есть лишь	3	1
2596	однако что	1	1
2597	самого языка	4	1
2598	следовательно в	1	1
2599	в россии	1	1
2600	явлений в	2	1
2601	показать что	2	1
2602	совершенно новый	1	1
2603	не выходит	1	1
2604	их следует	1	1
2605	одном ряду	1	1
2606	если это	1	1
2607	того специфического	1	1
2608	тему об	1	1
2609	как не	4	1
2610	к нам	1	1
2611	возвращение в	1	1
2612	исключительной ясностью	1	1
2613	и обычаями	1	1
2614	увидим как	1	1
2615	но уж	1	1
2616	не фигурировали	1	1
2617	собою в	1	1
2618	что отдельные	1	1
2619	характерное явление	1	1
2620	серьезным и	1	1
2621	один пример	3	1
2622	отношения но	1	1
2623	не оказалось	1	1
2624	таких слов	2	1
2625	они по	1	1
2626	смысл этих	1	1
2627	который и	1	1
2628	в разработке	1	1
2629	именно такой	1	1
2630	дело дошло	1	1
2631	ведь даже	1	1
2632	имеет глубокое	1	1
2633	вообще а	2	1
2634	какие же	2	1
2635	чем-то вроде	1	1
2636	не имеют	3	1
2637	он тоже	2	1
2638	то и	4	1
2639	что самое	1	1
2640	и живой	1	1
2641	если можно	1	1
2642	следил за	1	1
2643	здесь за	1	1
2644	сказано выше	1	1
2645	на самых	1	1
2646	бы здесь	1	1
2647	речи не	3	1
2648	зависимости от	9	1
2649	получили у	1	1
2650	язык это	4	1
2651	эпоха имеет	1	1
2652	в рамках	5	1
2653	здесь о	1	1
2654	из сферы	1	1
2655	впрочем и	1	1
2656	этим словом	1	1
2657	народ в	1	1
2658	нельзя понимать	1	1
2659	нимало не	1	1
2660	себе печать	1	1
2661	но рано	1	1
2662	рано или	2	1
2663	характерно здесь	1	1
2664	свете которых	1	1
2665	единое и	1	1
2666	связанными с	1	1
2667	это я	1	1
2668	потому и	1	1
2669	образом не	1	1
2670	о языке	8	1
2671	на более	3	1
2672	имею в	2	1
2673	в моей	1	1
2674	или вообще	1	1
2675	современном смысле	1	1
2676	показать это	1	1
2677	в точности	2	1
2678	все уже	1	1
2679	деле именно	1	1
2680	ответа на	1	1
2681	среди этих	1	1
2682	не подозревая	1	1
2683	не трудно	8	1
2684	нам и	1	1
2685	в противоречии	2	1
2686	то она	2	1
2687	забывать что	1	1
2688	своих врагов	1	1
2689	в сознании	1	1
2690	распространение в	1	1
2691	полным правом	1	1
2692	разговорного языка	1	1
2693	самом процессе	1	1
2694	хорошо известных	1	1
2695	просто на	1	1
2696	совсем другое	1	1
2697	что вместе	1	1
2698	от разных	1	1
2699	необходимых условий	1	1
2700	речевым жанром	1	1
2701	силу того	2	1
2702	для достижения	1	1
2703	смысл для	1	1
2704	или поздно	2	1
2705	соприкасаются в	1	1
2706	начало новой	1	1
2707	стиля и	1	1
2708	пришлось бы	2	1
2709	элементы эти	1	1
2710	для народного	1	1
2711	лет после	1	1
2712	формы как	1	1
2713	в прокрустово	1	1
2714	чуть ли	3	1
2715	человека но	1	1
2716	речь это	1	1
2717	этого термина	4	1
2718	своим предметом	1	1
2719	что автор	1	1
2720	с лишком	1	1
2721	поэтому что	2	1
2722	можно себе	1	1
2723	пусть даже	1	1
2724	я так	1	1
2725	в прямом	2	1
2726	конкретный характер	1	1
2727	бы перевести	1	1
2728	этой области	3	1
2729	она так	1	1
2730	правильно указывает	1	1
2731	не нужен	1	1
2732	больше но	1	1
2733	связи между	1	1
2734	нормальными то	1	1
2735	монументальный труд	1	1
2736	породившей их	1	1
2737	весьма распространенных	1	1
2738	значит не	1	1
2739	стороны того	1	1
2740	становится невозможным	1	1
2741	были особенно	1	1
2742	литературе не	1	1
2743	что так	3	1
2744	речи таковы	1	1
2745	день и	1	1
2746	имен в	1	1
2747	с той	2	1
2748	прения в	1	1
2749	всего тем	1	1
2750	чтобы получить	2	1
2751	под пером	1	1
2752	слова не	2	1
2753	речи где	1	1
2754	есть уже	1	1
2755	после этих	1	1
2756	высоких жанрах	1	1
2757	ему почти	1	1
2758	на счет	1	1
2759	речи это	1	1
2760	гораздо большей	1	1
2761	о характере	2	1
2762	на понимание	1	1
2763	что такова	1	1
2764	себя знать	1	1
2765	а то	2	1
2766	здесь даже	1	1
2767	к г	2	1
2768	чтобы быть	2	1
2769	общей системе	1	1
2770	где эти	1	1
2771	положение в	1	1
2772	характерный для	1	1
2773	случаях когда	2	1
2774	последнее время	3	1
2775	ли не	4	1
2776	науки в	1	1
2777	писать стихи	1	1
2778	не относится	1	1
2779	примеров достаточно	1	1
2780	они лишь	1	1
2781	стороне от	1	1
2782	всех стран	1	1
2783	при его	1	1
2784	других речевых	1	1
2785	и показывающее	1	1
2786	нового в	1	1
2787	должно знать	1	1
2788	что часто	1	1
2789	хозяином всех	1	1
2790	такое множество	1	1
2791	чтобы сделать	1	1
2792	его частями	1	1
2793	каким оно	1	1
2794	еще до	1	1
2795	и тех	1	1
2796	путем к	1	1
2797	обычно в	1	1
2798	том случае	3	1
2799	словом в	1	1
2800	принцип и	1	1
2801	в прямой	2	1
2802	его тем	1	1
2803	истинное значение	1	1
2804	избавиться от	1	1
2805	роли и	1	1
2806	приводят к	1	1
2807	не выдерживает	1	1
2808	первая половина	1	1
2809	захотел то	1	1
2810	цитаты из	1	1
2811	так давно	1	1
2812	нельзя не	1	1
2813	языку и	1	1
2814	обстоит дело	1	1
2815	за три	1	1
2816	следовательно вовсе	1	1
2817	надпись в	1	1
2818	были впрочем	1	1
2819	вина нового	1	1
2820	его значении	1	1
2821	случаях перед	1	1
2822	нужно было	3	1
2823	разумеется совершенно	1	1
2824	традиции которая	1	1
2825	наше ухо	1	1
2826	в поэме	1	1
2827	легко убедиться	1	1
2828	бьют по	1	1
2829	и действительное	1	1
2830	есть несколько	2	1
2831	грамматике и	1	1
2832	ли этот	1	1
2833	и характерное	1	1
2834	его школы	1	1
2835	представляется мне	1	1
2836	эта имеет	1	1
2837	конца он	1	1
2838	раз те	1	1
2839	функций которые	1	1
2840	пусть оно	1	1
2841	этот способ	1	1
2842	совершенно последовательно	1	1
2843	еще очевиднее	1	1
2844	само по	6	1
2845	получают значение	1	1
2846	в литературном	1	1
2847	г однако	1	1
2848	из русской	1	1
2849	например уже	1	1
2850	та или	1	1
2851	эта остается	1	1
2852	эта свободная	1	1
2853	всякой логической	1	1
2854	как средство	1	1
2855	статье к	1	1
2856	самый термин	1	1
2857	все содержание	1	1
2858	этом и	1	1
2859	даже для	2	1
2860	все подобного	1	1
2861	которого является	1	1
2862	тем чтобы	1	1
2863	и тщательно	1	1
2864	них несмотря	1	1
2865	приобретает значение	2	1
2866	говорить об	1	1
2867	смысле а	1	1
2868	понятно в	1	1
2869	не получили	1	1
2870	должен будет	1	1
2871	свои средства	1	1
2872	процесс в	1	1
2873	пишет в	1	1
2874	эти новые	1	1
2875	лучшем случае	1	1
2876	местах в	1	1
2877	и бьет	1	1
2878	с французским	1	1
2879	уже полное	1	1
2880	в предметном	1	1
2881	вспомним также	1	1
2882	словами в	1	1
2883	возможна только	1	1
2884	являются наиболее	1	1
2885	его обычной	1	1
