N	2gram	Vinokur_Vv	Myshleni
2463	которой как	1	1
2464	самом процессе	1	1
2465	речи даже	1	1
2466	к книге	2	1
2467	т д	39	1
2468	в и	4	1
2469	целому но	1	1
2470	для такого	1	1
2471	среде в	1	1
2472	их исторического	1	1
2473	изменения в	1	1
2474	и прямо	1	1
2475	в прямом	4	1
2476	исследователем и	1	1
2477	с материалом	2	1
2478	методов это	1	1
2479	как известное	1	1
2480	второй половине	2	1
2481	его изучение	1	1
2482	и этим	1	1
2483	материала и	1	1
2484	оно будет	1	1
2485	есть прямое	1	1
2486	его учениками	1	1
2487	и свойства	1	1
2488	и восприятия	1	1
2489	участия в	1	1
2490	моменте в	1	1
2491	или выражения	1	1
2492	с системой	2	1
2493	качестве примера	1	1
2494	действительно являются	1	1
2495	включаются в	1	1
2496	ко второму	1	1
2497	отдельных случаях	1	1
2498	без остатка	2	1
2499	наших дней	2	1
2500	существует как	1	1
2501	все вместе	1	1
2502	в эпоху	1	1
2503	не представляют	1	1
2504	лишь с	1	1
2505	говорят о	1	1
2506	весь круг	1	1
2507	момента и	1	1
2508	материала на	1	1
2509	которая характеризует	2	1
2510	какой-либо специфической	1	1
2511	с отношениями	1	1
2512	целого и	2	1
2513	известное значение	1	1
2514	выражение и	1	1
2515	жизнь и	1	1
2516	не говоря	2	1
2517	достаточно для	1	1
2518	для целого	1	1
2519	человека в	1	1
2520	понятно почему	1	1
2521	напомнить что	1	1
2522	на нечто	1	1
2523	до тех	1	1
2524	существенное в	1	1
2525	не включаются	1	1
2526	этот взгляд	1	1
2527	точности и	1	1
2528	на свои	2	1
2529	например у	1	1
2530	относящееся ко	1	1
2531	так называемой	3	1
2532	которые нам	1	1
2533	автоматически и	1	1
2534	а от	1	1
2535	в отношениях	2	1
2536	этим предметом	1	1
2537	наиболее важных	1	1
2538	ясность в	1	1
2539	течение многих	2	1
2540	бы понять	1	1
2541	было установить	1	1
2542	это то	1	1
2543	истории но	1	1
2544	таких случаях	1	1
2545	принять его	1	1
2546	принципиально важный	1	1
2547	речь он	1	1
2548	но теперь	1	1
2549	и последовательные	1	1
2550	ничего сверх	1	1
2551	вообще все	1	1
2552	и природе	1	1
2553	совершенно иного	1	1
2554	духовного развития	1	1
2555	аналогию к	1	1
2556	отрицать того	1	1
2557	даже как	1	1
2558	не задает	1	1
2559	деле представляет	1	1
2560	того времени	1	1
2561	и непременно	1	1
2562	языки в	1	1
2563	по многим	1	1
2564	служить источником	2	1
2565	особое отношение	1	1
2566	быть у	1	1
2567	том только	1	1
2568	общим именем	1	1
2569	и прежде	1	1
2570	составляет содержание	1	1
2571	чем та	1	1
2572	третье что	1	1
2573	надо признать	1	1
2574	о методе	1	1
2575	все возможные	1	1
2576	дело обстоит	1	1
2577	и умение	2	1
2578	в который	2	1
2579	практической деятельностью	1	1
2580	до такого	1	1
2581	с выработкой	1	1
