N	2gram	Bakhtin_Pr	Myshleni
2479	могли войти	1	1
2480	не подчиняется	1	1
2481	с только	1	1
2482	бы сказали	1	1
2483	при всей	1	1
2484	пути мы	1	1
2485	строит свою	1	1
2486	было не	1	1
2487	существенный момент	1	1
2488	для автора	6	1
2489	новой задачи	1	1
2490	какие неожиданные	1	1
2491	и выходит	1	1
2492	наоборот он	1	1
2493	которые казалось	1	1
2494	силы и	1	1
2495	даже и	2	1
2496	объект а	3	1
2497	его активности	1	1
2498	бы из	1	1
2499	была еще	1	1
2500	случайных и	1	1
2501	отделяется от	1	1
2502	психологии которая	1	1
2503	это делали	1	1
2504	только под	1	1
2505	его действия	1	1
2506	никем еще	1	1
2507	взаимоотношения с	2	1
2508	глава первая	1	1
2509	самый факт	2	1
2510	и противоречивость	5	1
2511	привела к	1	1
2512	во-первых она	1	1
2513	дело таким	1	1
2514	которое его	1	1
2515	всего что	2	1
2516	мы привыкли	1	1
2517	дело и	1	1
2518	свое отношение	1	1
2519	переживания с	1	1
2520	дистанция между	1	1
2521	объединяются в	1	1
2522	свои составные	1	1
2523	этот как	1	1
2524	ней и	1	1
2525	нас точки	1	1
2526	жизни как	1	1
2527	это свойство	1	1
2528	ведь если	1	1
2529	есть по	1	1
2530	материал в	1	1
2531	хотя при	1	1
2532	сложными и	1	1
2533	в свободном	1	1
2534	поэтому все	1	1
2535	согласиться с	1	1
2536	он ввел	1	1
2537	человеческого мышления	1	1
2538	он живет	2	1
2539	и входит	2	1
2540	анализе мы	1	1
2541	величиной на	1	1
2542	или лучше	1	1
2543	являются таким	1	1
2544	что имеет	2	1
2545	мысли ни	1	1
2546	еще резче	1	1
2547	она ни	1	1
2548	создается впечатление	1	1
2549	только самого	1	1
2550	признаками не	1	1
2551	внутренней жизни	1	1
2552	не дано	1	1
2553	надо понимать	1	1
2554	него как	1	1
2555	самой жизни	2	1
2556	по преимуществу	3	1
2557	то оно	3	1
2558	к человеку	3	1
2559	а внутри	1	1
2560	с отдельными	2	1
2561	сознание в	3	1
2562	существу с	1	1
2563	они нуждаются	1	1
2564	не прямой	1	1
2565	быть тем	1	1
2566	автором если	1	1
2567	получает в	1	1
2568	кризиса и	1	1
2569	его видеть	2	1
2570	начала и	3	1
2571	есть его	1	1
2572	ведь они	2	1
2573	его лежит	1	1
2574	то для	1	1
2575	этого плана	1	1
2576	его но	2	1
2577	к слиянию	1	1
2578	основной путь	1	1
2579	образ в	2	1
2580	о принципиальной	1	1
2581	не сливающихся	1	1
2582	человека во	1	1
2583	плана и	1	1
2584	нашему убеждению	2	1
2585	и за	1	1
2586	и одного	1	1
2587	они в	1	1
2588	совершенно новое	1	1
2589	которых ни	1	1
2590	не от	2	1
2591	там ни	1	1
2592	содержания как	1	1
2593	и человек	2	1
2594	метод их	1	1
2595	образец и	1	1
2596	о возможности	1	1
2597	как отсутствие	1	1
2598	не делая	1	1
2599	не о	3	1
2600	других сознаний	1	1
2601	и принципиальная	2	1
2602	себе их	1	1
2603	проявления этой	1	1
2604	были нами	1	1
2605	перестают быть	1	1
2606	своей смерти	1	1
2607	смысле он	1	1
2608	может на	1	1
2609	и выводы	1	1
2610	выражения но	1	1
2611	слово слово	1	1
2612	он дан	1	1
2613	мыслей то	1	1
2614	указывает как	1	1
2615	и социального	1	1
2616	iii в	1	1
2617	случайным и	1	1
2618	в изображении	2	1
2619	и вновь	1	1
2620	времени что	1	1
2621	есть именно	1	1
2622	можно прямо	1	1
2623	иной смысл	1	1
2624	нет нужды	1	1
2625	и жизнь	1	1
2626	лишь для	1	1
2627	как раньше	1	1
2628	произносит в	1	1
2629	природа и	1	1
2630	тезис что	1	1
2631	к своеобразному	1	1
2632	на себе	2	1
2633	типа в	1	1
2634	в противоречии	1	1
2635	для правильного	1	1
2636	достоевского то	2	1
2637	все стороны	2	1
2638	и отсюда	1	1
2639	даже там	2	1
2640	смысловой связи	1	1
2641	от себя	2	1
2642	сознания а	1	1
2643	речь о	1	1
2644	для создания	3	1
2645	других они	2	1
2646	этому новому	1	1
2647	автора он	1	1
2648	собой это	1	1
2649	всех четырех	1	1
2650	еще только	1	1
2651	с собственной	1	1
2652	природе своей	3	1
2653	прошлого и	2	1
2654	кажется что	4	1
2655	раскрытие и	1	1
2656	такая мысль	1	1
2657	ни одно	1	1
2658	его жизнь	2	1
2659	бы уже	2	1
2660	глубине и	1	1
2661	в нее	1	1
2662	совершенно справедливо	2	1
2663	различных по	1	1
2664	жизнь личности	2	1
2665	у которого	1	1
2666	зрения своей	1	1
2667	бы глубоки	1	1
2668	с большой	1	1
2669	конкретных и	1	1
2670	не учитывает	1	1
2671	и стремление	1	1
2672	так называемого	1	1
2673	только может	1	1
2674	является та	2	1
2675	бы его	1	1
2676	он вдруг	1	1
2677	с языка	1	1
2678	над ней	1	1
2679	но ее	1	1
2680	лучше сказать	1	1
2681	не значит	4	1
2682	я но	1	1
2683	этих словах	1	1
2684	это третье	1	1
2685	тенденции не	1	1
2686	деле это	1	1
2687	что без	1	1
2688	она более	1	1
2689	самые основы	2	1
2690	которые были	3	1
2691	вся эта	1	1
2692	за себя	2	1
2693	бы верить	1	1
2694	может понять	2	1
2695	сливаются в	1	1
2696	участвующие в	1	1
2697	превращаются в	1	1
2698	бы тогда	1	1
2699	эту задачу	1	1
2700	решения в	1	1
2701	слова это	1	1
2702	они проходят	1	1
2703	логике и	1	1
2704	определить и	1	1
2705	положения выдвинутого	1	1
2706	является здесь	1	1
2707	не позволяет	2	1
2708	аналогичные явления	1	1
2709	в объективной	1	1
2710	объясняется не	1	1
2711	смысле говорит	1	1
2712	же является	1	1
2713	себе вопрос	1	1
2714	сформулировать эти	1	1
2715	структурные моменты	1	1
2716	да или	1	1
2717	поэтому совершенно	1	1
2718	одного признака	1	1
2719	путь его	2	1
2720	если именно	1	1
2721	в большом	3	1
2722	от этой	1	1
2723	всем им	1	1
2724	приходится иметь	1	1
2725	здесь с	3	1
2726	зрения ее	1	1
2727	человеческих типов	1	1
2728	в единый	1	1
2729	отказ от	1	1
2730	но чтобы	1	1
2731	и вполне	2	1
2732	же основной	2	1
2733	этом как	1	1
2734	свое внешнее	1	1
2735	самом предмете	1	1
2736	функциями но	1	1
2737	нового не	1	1
2738	мы понимаем	1	1
2739	ряде других	2	1
2740	и ложь	1	1
2741	оно ни	2	1
2742	орудием в	1	1
2743	именно оно	1	1
2744	от идеи	1	1
2745	в моем	1	1
2746	и важная	1	1
2747	подходим к	1	1
2748	не знающего	1	1
2749	сознание от	1	1
2750	вместо этого	1	1
2751	характер то	1	1
2752	подходе к	2	1
2753	вот все	2	1
2754	не люблю	1	1
2755	она даже	1	1
2756	другой работе	1	1
2757	положения которые	1	1
2758	может получить	1	1
2759	бы рядом	1	1
2760	человеку как	1	1
2761	уж конечно	1	1
2762	возникает лишь	1	1
2763	можно даже	1	1
2764	объективного подхода	1	1
2765	всего чисто	1	1
2766	правда не	1	1
2767	позицию и	1	1
2768	со всею	3	1
2769	поэтому для	1	1
2770	и переносит	1	1
2771	в воздухе	1	1
2772	по крайней	3	1
2773	второго порядка	2	1
2774	наконец и	1	1
2775	начала все	2	1
2776	совпадал с	1	1
2777	сознанию как	1	1
2778	не видел	1	1
2779	всего раз	1	1
2780	из элементов	1	1
2781	психологии или	1	1
2782	где есть	1	1
2783	к отдельным	3	1
2784	его содержания	1	1
2785	чего нет	1	1
2786	задний план	1	1
2787	единства в	1	1
2788	может проявиться	1	1
2789	должны рассматривать	2	1
2790	сторона вопроса	1	1
2791	а может	3	1
2792	должны перейти	1	1
2793	сознании и	3	1
2794	которую так	1	1
2795	ее с	3	1
2796	что исключает	1	1
2797	находят свое	1	1
2798	времени и	1	1
2799	этот спор	1	1
2800	ли вы	4	1
2801	он есть	5	1
2802	нуждаются в	1	1
2803	ведь то	1	1
2804	свойств которые	1	1
2805	как особая	1	1
2806	чем с	1	1
2807	в традиционном	1	1
2808	слова были	1	1
2809	их значение	1	1
2810	мы отлично	1	1
2811	все перипетии	1	1
2812	своем собственном	1	1
2813	он все	2	1
2814	значение этих	1	1
2815	же закон	1	1
2816	то она	1	1
2817	или более	1	1
2818	как во	1	1
2819	а вовсе	1	1
2820	самим по	1	1
2821	в романах	15	1
2822	по отдельным	1	1
2823	на единство	1	1
2824	сознания нам	1	1
2825	в последующие	1	1
2826	и внешний	1	1
2827	в едином	6	1
2828	я говорю	1	1
2829	для такого	2	1
2830	эту форму	1	1
2831	человека но	2	1
2832	ясностью чем	1	1
2833	изменения в	1	1
2834	другими людьми	1	1
2835	является своеобразным	1	1
2836	во внешних	1	1
2837	целом это	1	1
2838	как со	1	1
2839	даже когда	1	1
2840	все элементы	1	1
2841	к индивидуальному	1	1
2842	к моему	1	1
2843	этого критического	1	1
2844	она так	2	1
2845	на тех	1	1
2846	воля к	2	1
2847	навсегда не	1	1
2848	нему и	2	1
2849	быть самим	1	1
2850	оно само	1	1
2851	высшей и	1	1
2852	и этим	2	1
2853	и объективные	1	1
2854	он-то и	2	1
2855	только начинающие	1	1
2856	к основным	1	1
2857	лишь случайно	1	1
2858	мире в	3	1
2859	и разные	1	1
2860	и соответствующие	1	1
2861	образ или	1	1
2862	к очень	1	1
2863	будет ли	1	1
2864	это идея	1	1
2865	тут не	2	1
2866	в предшествующей	3	1
2867	в диалоге	3	1
2868	зрения до	1	1
2869	со своим	4	1
2870	оно отражает	1	1
2871	из своих	1	1
2872	же случае	1	1
2873	идее он	2	1
2874	этого пути	1	1
2875	не отвечают	1	1
2876	предмету и	1	1
2877	его предшественники	1	1
2878	видим не	1	1
2879	психологии на	1	1
2880	которые я	1	1
2881	а на	1	1
2882	особенности или	1	1
2883	то их	1	1
2884	автора от	1	1
2885	а о	4	1
2886	осветить эту	1	1
2887	не поддаются	1	1
2888	и растворять	1	1
2889	и социальные	1	1
2890	сделать с	1	1
2891	он видел	2	1
2892	другой и	1	1
2893	к современной	1	1
2894	соображениям во-первых	1	1
2895	сознания но	3	1
2896	в обычном	3	1
2897	приведенные нами	1	1
2898	их нельзя	1	1
2899	и форму	1	1
2900	и психологически	1	1
2901	его слово	2	1
2902	они вовсе	1	1
2903	лишь с	1	1
2904	оно вбирает	1	1
2905	могла быть	1	1
2906	есть слова	1	1
2907	может открыть	1	1
2908	огромного большинства	1	1
2909	и сформулировать	1	1
2910	наблюдений и	1	1
2911	общественных отношений	1	1
2912	в принцип	1	1
2913	так в	1	1
2914	живой и	1	1
2915	не относится	1	1
2916	были не	1	1
2917	материала на	1	1
2918	в особом	3	1
2919	с внутренними	1	1
2920	и смысловой	1	1
2921	ним новые	1	1
2922	себя весь	1	1
2923	ему как	1	1
2924	целого и	1	1
2925	шагом вперед	1	1
2926	свой метод	1	1
2927	остается вне	2	1
2928	выражение и	1	1
2929	активности и	1	1
2930	мысль становится	1	1
2931	жизнь и	3	1
2932	же идеи	1	1
2933	его дальнейшее	1	1
2934	искать в	2	1
2935	человека в	8	1
2936	качеств и	1	1
2937	он это	1	1
2938	социальный и	1	1
2939	ее он	3	1
2940	контекста и	1	1
2941	на свои	1	1
2942	правильного понимания	1	1
2943	например у	2	1
2944	вопроса а	1	1
2945	одну мысль	1	1
2946	с интересующей	1	1
2947	выхода за	1	1
2948	т.п и	1	1
2949	идею в	3	1
2950	а от	1	1
2951	хотя с	1	1
2952	более широких	1	1
2953	общение между	1	1
2954	выше именно	1	1
2955	первое и	1	1
2956	единство и	1	1
2957	как сознание	1	1
2958	и великого	1	1
2959	здесь это	1	1
2960	не находит	1	1
2961	теоретическая сторона	1	1
2962	бы там	1	1
2963	выйти за	3	1
2964	построенным по	1	1
2965	этих работ	1	1
2966	особый тип	2	1
2967	дает им	1	1
2968	от земли	1	1
2969	не видим	2	1
2970	или его	1	1
2971	и единый	1	1
2972	этого образа	1	1
2973	и противопоставить	1	1
2974	вы не	1	1
2975	слова его	2	1
2976	существом и	2	1
2977	и всех	2	1
2978	это главное	1	1
2979	но теперь	1	1
2980	период не	1	1
2981	знает и	2	1
2982	но эту	1	1
2983	с различными	1	1
2984	свое последнее	1	1
2985	вообще все	1	1
2986	него и	1	1
2987	привели его	1	1
2988	со своими	6	1
2989	и гибель	1	1
2990	зрения мы	2	1
2991	целого как	1	1
2992	действительности не	1	1
2993	не осуществляется	1	1
2994	стать рядом	1	1
2995	даже как	1	1
2996	считает что	1	1
2997	мир это	1	1
2998	слове поэтому	1	1
2999	обращаться к	1	1
3000	ясностью в	1	1
3001	и наше	1	1
3002	и своем	1	1
3003	вне контекста	1	1
3004	этих форм	1	1
3005	детей не	1	1
3006	своему существу	1	1
3007	другие он	1	1
3008	и прежде	2	1
3009	каждым из	1	1
3010	тех которые	1	1
3011	особым образом	1	1
3012	неизбежно превращается	1	1
3013	мы слышим	2	1
3014	свою речь	1	1
3015	философских построений	1	1
3016	они сохраняют	1	1
3017	природа его	1	1
3018	все возможные	5	1
3019	мысли у	1	1
3020	дело обстоит	1	1
3021	и птицы	1	1
3022	больше лиц	1	1
3023	диалогическое общение	1	1
3024	не лежат	1	1
3025	момент его	3	1
3026	и идея	1	1
