N	2gram	Propp_Russ	Istorich
2477	разрешать не	1	1
2478	необходимо для	1	1
2479	даже два	1	1
2480	форма более	1	1
2481	себя к	1	1
2482	сами собой	1	1
2483	других формах	1	1
2484	что изучать	1	1
2485	материале д	1	1
2486	к своим	1	1
2487	встречается чаще	1	1
2488	мужик с	2	1
2489	становятся в	4	1
2490	обращение к	1	1
2491	земле что	1	1
2492	изучим только	1	1
2493	с раздвинутыми	1	1
2494	основа и	2	1
2495	поле в	1	1
2496	иногда называется	1	1
2497	наша задача	1	1
2498	они собираются	1	1
2499	хоронили в	2	1
2500	соответствующие мифы	1	1
2501	еще далеко	2	1
2502	к понятию	1	1
2503	будет для	1	1
2504	распространено мнение	1	1
2505	на части	9	1
2506	на руки	1	1
2507	украшают себя	1	1
2508	по тем	1	1
2509	что земля	1	1
2510	и социальным	1	1
2511	черты этого	1	1
2512	применялись в	1	1
2513	которые иногда	1	1
2514	стоящие в	1	1
2515	i ii	1	1
2516	в верхнее	1	1
2517	с деревянными	1	1
2518	их очень	1	1
2519	когда им	1	1
2520	с нашим	1	1
2521	очень широко	1	1
2522	имея в	1	1
2523	в случае	1	1
2524	свете изложенного	1	1
2525	с теорией	1	1
2526	в изучении	2	1
2527	в домах	4	1
2528	наблюдения и	1	1
2529	на некотором	2	1
2530	у их	1	1
2531	но имеют	1	1
2532	образом из	1	1
2533	и воскресения	1	1
2534	шли в	1	1
2535	как будут	1	1
2536	имелось в	1	1
2537	природой он	1	1
2538	рад бы	1	1
2539	он поставил	1	1
2540	вторичное образование	1	1
2541	деньги и	1	1
2542	такой еды	1	1
2543	оно все	1	1
2544	ней с	1	1
2545	они известны	1	1
2546	на семи	4	1
2547	из рассмотренных	1	1
2548	они состоят	1	1
2549	ступени ее	1	1
2550	детей с	1	1
2551	носят название	2	1
2552	можно сослаться	1	1
2553	знают только	1	1
2554	обряды в	1	1
2555	повлиять на	1	1
2556	в полях	1	1
2557	русских народных	1	1
2558	по обычаю	1	1
2559	за услугу	1	1
2560	яйца на	1	1
2561	за воротами	1	1
2562	по поводу	1	1
2563	какой степени	3	1
2564	означают что	1	1
2565	идут в	3	1
2566	разницей что	2	1
2567	представляет ли	1	1
2568	имеет с	1	1
2569	имеется довольно	1	1
2570	свойства и	1	1
2571	в заключение	2	1
2572	вся эта	2	1
2573	или под	2	1
2574	к различным	1	1
2575	место на	1	1
2576	передавалась через	1	1
2577	одной лошади	1	1
2578	особую силу	2	1
2579	в большие	1	1
2580	возвращении из	1	1
2581	форм обряда	1	1
2582	сообщает следующее	1	1
2583	которое он	1	1
2584	выходить из	1	1
2585	поздний элемент	1	1
2586	количество материалов	1	1
2587	туда не	1	1
2588	как средство	1	1
2589	притом не	1	1
2590	обратить внимание	1	1
2591	смысле в	1	1
2592	первые три	1	1
2593	для которой	1	1
2594	и основной	1	1
2595	частично же	2	1
2596	живя в	1	1
2597	и требования	1	1
2598	чрезвычайно разнообразны	1	1
2599	однако совершенно	1	1
2600	по разным	1	1
2601	характер этой	1	1
2602	на этих	1	1
2603	их изучении	1	1
2604	не показывают	1	1
2605	и цветы	1	1
2606	сказок у	1	1
2607	часть из	1	1
2608	обратил внимание	1	1
2609	подтверждается и	1	1
2610	аналогии с	1	1
2611	не думает	1	1
2612	все объясняется	1	1
2613	к празднику	2	1
2614	выходят из	1	1
2615	и сама	1	1
2616	место для	1	1
2617	братьев и	1	1
2618	и плодородием	1	1
2619	небо но	1	1
2620	совершались под	1	1
2621	одна с	1	1
2622	этого огня	1	1
2623	силу только	1	1
2624	смысл обряда	2	1
2625	не была	1	1
2626	известных в	1	1
2627	солярной теории	3	1
2628	и притом	1	1
2629	будто действительно	1	1
2630	степени их	1	1
2631	ли мы	1	1
2632	их по	3	1
2633	какие представления	1	1
2634	но совершенно	1	1
2635	и выводы	1	1
2636	значение так	1	1
2637	было широко	1	1
2638	связанными с	1	1
2639	через плечо	1	1
2640	что попадется	1	1
2641	в ленинграде	1	1
2642	для детей	1	1
2643	производится под	1	1
2644	бывали случаи	1	1
2645	некоторых других	2	1
2646	первое что	1	1
2647	таким способом	1	1
2648	рассмотрены ниже	1	1
2649	нас важно	1	1
2650	основная форма	1	1
2651	и характер	1	1
2652	следовательно и	2	1
2653	вырывают из	1	1
2654	корабль с	1	1
2655	необходимо иметь	1	1
2656	и жизнь	1	1
2657	круг изучения	1	1
2658	будем изучить	1	1
2659	месяц и	2	1
2660	в другие	11	1
2661	на свободу	1	1
2662	только начало	1	1
2663	его значение	1	1
2664	и представляли	1	1
2665	то происхождение	1	1
2666	быть правильно	1	1
2667	представления но	1	1
2668	эти составные	1	1
2669	не был	3	1
2670	об илье	1	1
2671	и м	22	1
2672	на которую	1	1
2673	явление представляют	1	1
2674	совершенно другой	1	1
2675	обрядам и	1	1
2676	проявляет себя	1	1
2677	займет нас	1	1
2678	раздвинутыми ногами	1	1
2679	ознакомимся ниже	1	1
2680	для д	1	1
2681	того в	3	1
2682	бы к	1	1
2683	кто сорвал	1	1
2684	пользуются особым	1	1
2685	другой характер	2	1
2686	к хозяину	2	1
2687	составных частей	1	1
2688	лес за	1	1
2689	к зиме	1	1
2690	был уже	1	1
2691	обилие на	1	1
2692	религиозных верований	1	1
2693	делали с	2	1
2694	объясняет это	1	1
2695	за икону	1	1
2696	с вином	1	1
2697	не удастся	1	1
2698	том где	1	1
2699	самых распространенных	1	1
2700	под ней	1	1
2701	собираются на	2	1
2702	есть ряд	1	1
2703	в детстве	1	1
2704	труда а	1	1
2705	мы ограничимся	1	1
2706	не приходится	1	1
2707	и изобилие	1	1
2708	которое как	1	1
2709	кто же	1	1
2710	что-нибудь приносит	1	1
2711	за руку	1	1
2712	с вечера	2	1
2713	делалось с	1	1
2714	на плодородие	2	1
2715	будто совершенно	1	1
2716	гроб с	1	1
2717	к обычаю	1	1
2718	позже и	1	1
2719	по дням	1	1
2720	что бы	1	1
2721	в семье	1	1
2722	из среды	1	1
2723	следует признать	2	1
2724	их знали	1	1
2725	как известно	2	1
2726	смысла и	1	1
2727	д а	1	1
2728	могилу и	1	1
2729	сил природы	1	1
2730	леса таким	1	1
2731	как от	1	1
2732	души если	1	1
2733	широко распространено	2	1
2734	илье муромце	1	1
2735	над ней	1	1
2736	вопроса в	1	1
2737	тем временем	2	1
2738	сомнения говорит	1	1
2739	наружу из	1	1
2740	в первой	1	1
2741	у разных	1	1
2742	происхождение этих	1	1
2743	и могилы	1	1
2744	значение как	1	1
2745	ни одно	2	1
2746	той лишь	1	1
2747	еще менее	1	1
2748	и живут	1	1
2749	такого мнения	2	1
2750	причем это	1	1
2751	вопрос может	1	1
2752	сливаются в	1	1
2753	почему при	2	1
2754	чем объяснить	1	1
2755	ее силу	1	1
2756	наиболее древнее	1	1
2757	и стало	1	1
2758	материал на	1	1
2759	во втором	1	1
2760	такова картина	1	1
2761	как наша	2	1
2762	по форме	1	1
2763	то есть	3	1
2764	позднее привнесение	1	1
2765	происхождение не	1	1
2766	сохранилось в	1	1
2767	для себя	1	1
2768	которая по	1	1
2769	работа не	1	1
2770	в советской	2	1
2771	верили в	1	1
2772	и обряды	3	1
2773	природе и	1	1
2774	должны иметь	1	1
2775	года он	1	1
2776	тем способностям	1	1
2777	двор ни	1	1
2778	времени когда	1	1
2779	этот не	2	1
2780	об обряде	1	1
2781	утверждает что	1	1
2782	реку с	1	1
2783	с греческим	2	1
2784	всякой связи	1	1
2785	если эти	1	1
2786	чтобы это	1	1
2787	их происхождения	1	1
2788	поэтому формы	1	1
2789	от их	1	1
2790	поэтому и	1	1
2791	его благополучия	1	1
2792	похожее на	1	1
2793	во что	1	1
2794	сообщает и	3	1
2795	даже у	1	1
2796	е как	1	1
2797	материал материал	1	1
2798	где-нибудь на	2	1
2799	год это	2	1
2800	месте и	1	1
2801	от воды	1	1
2802	есть некоторая	1	1
2803	в различные	2	1
2804	игра на	1	1
2805	совершает над	1	1
2806	тем есть	1	1
2807	н п	1	1
2808	эти сведения	1	1
2809	и делать	1	1
2810	как над	1	1
2811	чтобы решить	3	1
2812	и обычаями	1	1
2813	другая более	1	1
2814	мужей и	1	1
2815	работ в	1	1
2816	ныне и	1	1
2817	магии и	1	1
2818	даются не	1	1
2819	в народной	2	1
2820	некогда широко	1	1
2821	увидим еще	1	1
2822	на й	1	1
2823	за стол	2	1
2824	с лицом	1	1
2825	народы у	1	1
2826	тем из	1	1
2827	они по	1	1
2828	в своего	1	1
2829	являются причиной	1	1
2830	и определить	1	1
2831	ли они	1	1
2832	остановиться несколько	1	1
2833	свое внимание	1	1
2834	урожай или	1	1
2835	не является	2	1
2836	материалов но	1	1
2837	масла и	1	1
2838	европе так	1	1
2839	пристальное изучение	1	1
2840	связано не	1	1
2841	где эти	1	1
2842	изучение покажет	1	1
2843	указать еще	1	1
2844	а около	1	1
2845	их одна	1	1
2846	в пензенской	2	1
2847	молчании и	1	1
2848	нет даже	1	1
2849	вершины с	1	1
2850	ее до	1	1
2851	общей форме	1	1
2852	зарезать и	1	1
2853	по полю	3	1
2854	эта картина	1	1
2855	не до	1	1
2856	и античных	1	1
2857	можно думать	1	1
2858	это дерево	1	1
2859	что куклу	1	1
2860	не связанных	1	1
2861	них по	1	1
2862	бежит к	1	1
2863	две части	1	1
2864	ночи и	1	1
2865	о своем	1	1
2866	нас особенно	1	1
2867	и наша	1	1
2868	с молитвой	1	1
2869	борьбу и	1	1
2870	как бог	3	1
2871	боги боги	1	1
2872	дополняет картину	1	1
2873	возвращаются в	1	1
2874	наши материалы	1	1
2875	религия есть	1	1
2876	воду он	1	1
2877	из наиболее	2	1
2878	плодов земли	1	1
2879	хозяев и	1	1
2880	изучение этих	1	1
2881	и служит	1	1
2882	возражений но	1	1
2883	мы однако	1	1
2884	сил которые	1	1
2885	смотрят на	1	1
2886	vii в	3	1
2887	на новое	1	1
2888	с нею	1	1
2889	творчества а	1	1
2890	и народ	1	1
2891	видеть как	2	1
2892	что указывает	1	1
2893	который по	1	1
2894	такими какими	1	1
2895	держа в	1	1
2896	к поздним	1	1
2897	в избу	3	1
2898	однако такое	2	1
2899	месте в	1	1
2900	стоящего на	1	1
2901	очень большом	1	1
2902	дает в	1	1
2903	для дальнейшего	1	1
2904	свадьбу с	1	1
2905	очень древняя	1	1
2906	дальнейшего развития	1	1
2907	оторванное от	1	1
2908	обхода и	1	1
2909	очень древний	1	1
2910	брачной жизни	1	1
2911	взять все	1	1
2912	они вместе	1	1
2913	поле или	1	1
2914	фольклоре не	1	1
2915	нас несколько	1	1
2916	описываются в	1	1
2917	еще упомянуть	2	1
2918	дерева и	2	1
2919	этой фигуры	1	1
2920	волшебную магическую	1	1
2921	иной характер	1	1
2922	наблюдение что	1	1
2923	в первый	5	1
2924	делалось в	2	1
2925	земли то	1	1
2926	жертвенного животного	1	1
2927	материалами и	1	1
2928	случае говорится	1	1
2929	советской науке	2	1
2930	чтобы обеспечить	3	1
2931	этом отношении	1	1
2932	об очистительной	2	1
2933	обычаями с	1	1
2934	в старину	2	1
2935	следы его	1	1
2936	день и	2	1
2937	и одна	1	1
2938	состоят из	2	1
2939	из своих	2	1
2940	что каждый	2	1
2941	же случае	1	1
2942	другой признак	1	1
2943	солнечное сияние	1	1
2944	многих отношениях	2	1
2945	их делали	1	1
2946	того момента	1	1
2947	имеем ту	1	1
2948	что исследователь	1	1
2949	потом на	1	1
2950	и непосредственно	2	1
2951	явление он	1	1
2952	указывает и	1	1
2953	только сам	1	1
2954	и ставят	1	1
2955	они могли	2	1
2956	заупокойного культа	1	1
2957	их силу	1	1
2958	он видел	2	1
2959	год на	1	1
2960	совершался в	2	1
2961	например обряд	1	1
2962	со двора	1	1
2963	в изучение	1	1
2964	получить хороший	1	1
2965	китае и	1	1
2966	основные черты	1	1
2967	можно больше	2	1
2968	имели целью	1	1
2969	без сомнения	1	1
2970	подводя итоги	1	1
2971	цель и	1	1
2972	в третьем	1	1
2973	урожай это	1	1
2974	широко распространен	2	1
2975	были не	1	1
2976	и едят	1	1
2977	его следует	1	1
2978	призывает к	1	1
2979	тем одно	1	1
2980	по происхождению	3	1
2981	изучить этот	1	1
2982	очень многие	1	1
2983	выходит и	1	1
2984	и бросает	1	1
2985	за днем	1	1
2986	место это	1	1
2987	чтобы сделать	2	1
2988	был обычай	2	1
2989	же на	1	1
2990	два случая	1	1
2991	эти дни	5	1
2992	ко всему	2	1
2993	встают и	1	1
2994	из тряпок	1	1
2995	д фрэзер	3	1
2996	дойдя до	1	1
2997	а к	3	1
2998	не едят	2	1
2999	и лошадей	1	1
3000	весьма вероятным	1	1
3001	по рукам	2	1
3002	том какие	1	1
3003	и церемониям	1	1
3004	избу к	1	1
3005	какими их	1	1
3006	лишь разницей	1	1
3007	церкви и	3	1
3008	а из	1	1
3009	с существом	1	1
3010	у греков	1	1
3011	через семь	1	1
3012	главное и	1	1
3013	туда они	1	1
3014	по ним	1	1
3015	довольно часто	1	1
3016	перед домом	1	1
3017	зашивались в	1	1
3018	и детей	1	1
3019	интерес представляет	1	1
3020	животных это	1	1
3021	жертвенных животных	1	1
3022	это подтверждается	2	1
3023	говоря о	1	1
3024	своей среды	1	1
3025	домов на	1	1
3026	есть несколько	1	1
3027	его берут	1	1
3028	стол на	1	1
3029	выводы этой	1	1
3030	нам из	1	1
3031	культу предков	1	1
3032	давно замечено	2	1
3033	первые два	1	1
3034	и всех	2	1
3035	кого-нибудь из	1	1
3036	очень велико	1	1
3037	расположенных по	1	1
3038	также с	1	1
3039	типичен для	1	1
3040	более сильным	1	1
3041	что подобные	1	1
3042	по приведенным	1	1
3043	приводящая к	1	1
3044	название как	1	1
3045	и много	1	1
3046	на реку	1	1
3047	до нас	1	1
3048	и значения	1	1
3049	как за	1	1
3050	собой очень	1	1
3051	от времени	1	1
3052	так называемой	3	1
3053	кладут на	4	1
3054	которое в	2	1
3055	ему с	1	1
3056	давал возможность	1	1
3057	из данных	1	1
3058	о божествах	1	1
3059	нуждается в	1	1
3060	делается для	1	1
3061	надо было	1	1
3062	и плясали	1	1
3063	и поют	3	1
3064	как символ	2	1
