N	2gram	Losev_Prob	Psycholo
2489	говорить что	2	1
2490	по мере	1	1
2491	в языкознании	8	1
2492	да не	1	1
2493	этих понятий	1	1
2494	общем и	2	1
2495	иллюстрировать эту	1	1
2496	он имеет	1	1
2497	это должно	1	1
2498	очевидным и	1	1
2499	вещь в	1	1
2500	наоборот мы	1	1
2501	элементы в	1	1
2502	влечет нас	1	1
2503	значения но	1	1
2504	а является	2	1
2505	результате этого	1	1
2506	значении и	1	1
2507	с предыдущим	1	1
2508	но самое	1	1
2509	считать что	1	1
2510	не сказано	1	1
2511	и должен	1	1
2512	но далеко	1	1
2513	правда в	3	1
2514	разговоре с	1	1
2515	необходимо для	2	1
2516	всех тех	1	1
2517	равно не	1	1
2518	начинается с	1	1
2519	и внутренне	1	1
2520	предмет и	2	1
2521	а именно	16	1
2522	не таким	1	1
2523	нам уже	2	1
2524	в одно	5	1
2525	не обладают	1	1
2526	даже до	1	1
2527	что имел	1	1
2528	мы так	1	1
2529	ощущение вещи	1	1
2530	ощущения так	1	1
2531	значение не	2	1
2532	вещи тем	1	1
2533	образ или	1	1
2534	введение в	3	1
2535	у достоевского	1	1
2536	поставить вопрос	1	1
2537	которые ему	1	1
2538	собственно говоря	4	1
2539	на таком	1	1
2540	одной стороной	1	1
2541	и относится	1	1
2542	относиться к	2	1
2543	находит нужным	1	1
2544	моменты в	1	1
2545	всякого рода	3	1
2546	в дальнейшем	5	1
2547	это значило	1	1
2548	это опять	3	1
2549	сам же	1	1
2550	у которых	1	1
2551	было не	1	1
2552	реальности и	1	1
2553	в первую	1	1
2554	это с	1	1
2555	на правильном	1	1
2556	звука в	1	1
2557	все отдельные	1	1
2558	иное в	1	1
2559	искусства глава	1	1
2560	вне тех	1	1
2561	как принцип	1	1
2562	некоторого рода	9	1
2563	начиная от	1	1
2564	этой возможности	1	1
2565	здесь у	1	1
2566	входит в	4	1
2567	не получит	1	1
2568	понятия в	1	1
2569	понять значение	1	1
2570	то естественно	1	1
2571	который конечно	1	1
2572	которыми он	1	1
2573	с нашим	2	1
2574	уже о	5	1
2575	психологии которая	1	1
2576	отношений это	2	1
2577	одному тому	1	1
2578	но каждая	1	1
2579	к проблеме	1	1
2580	то ясно	1	1
2581	она тоже	2	1
2582	самый факт	2	1
2583	виду и	3	1
2584	его именно	3	1
2585	есть такие	1	1
2586	выше всегда	1	1
2587	оно влечет	1	1
2588	с какими-нибудь	1	1
2589	героя вместо	1	1
2590	знает о	1	1
2591	на получение	1	1
2592	поэтического образа	1	1
2593	теории которые	1	1
2594	могут и	1	1
2595	окончательной ясности	1	1
2596	самом начале	1	1
2597	равнодушна к	1	1
2598	чтобы они	1	1
2599	по которой	1	1
2600	бесчисленное количество	1	1
2601	духа и	1	1
2602	взятый в	1	1
2603	теории не	1	1
2604	животного царства	1	1
2605	доказательств и	2	1
2606	это а	1	1
2607	простое и	1	1
2608	гораздо правильнее	1	1
2609	по контрасту	1	1
2610	искусстве является	1	1
2611	момент в	2	1
2612	если эта	1	1
2613	от другой	1	1
2614	к установлению	1	1
2615	те три	1	1
2616	в системе	3	1
2617	других мыслительных	1	1
2618	даже самому	1	1
2619	этом нам	1	1
2620	этих знаков	1	1
2621	символы в	2	1
2622	дает возможность	1	1
2623	наши отношения	1	1
2624	того о	1	1
2625	их построения	1	1
2626	кратких и	1	1
2627	центральное и	1	1
2628	цели мы	1	1
2629	все предметы	1	1
2630	котором самое	1	1
2631	ее как	1	1
2632	человечеству с	1	1
2633	ясного и	1	1
2634	то оно	1	1
2635	существу и	1	1
2636	содержится в	2	1
2637	что кто	1	1
2638	нас чувство	1	1
2639	к человеку	1	1
2640	которого будет	1	1
2641	такой который	1	1
2642	очень далеко	1	1
2643	теории литературы	3	1
2644	есть у	1	1
2645	смысле в	1	1
2646	и стороны	1	1
2647	вы и	1	1
2648	прийти к	3	1
2649	есть его	2	1
2650	буквальном смысле	3	1
2651	не соответствует	1	1
2652	внимание то	1	1
2653	в буквальном	3	1
2654	и сама	2	1
2655	возникающих в	1	1
2656	значит не	1	1
2657	акт который	2	1
2658	состояния в	1	1
2659	установить и	2	1
2660	сколько бы	2	1
2661	по содержанию	3	1
2662	и ясности	1	1
2663	есть такая	2	1
2664	нарушение этой	1	1
2665	всеми другими	1	1
2666	в мысли	2	1
2667	и притом	6	1
2668	что вы	3	1
2669	не их	1	1
2670	она содержит	1	1
2671	окончание в	1	1
2672	есть вне	1	1
2673	как жизнь	1	1
2674	нас всякий	1	1
2675	все наше	3	1
2676	как его	2	1
2677	с представлением	1	1
2678	вещи не	5	1
2679	свет так	1	1
2680	мы познаем	1	1
2681	нас что	1	1
2682	и своего	1	1
2683	должны найти	1	1
2684	имеют никакого	1	1
2685	в последние	3	1
2686	самом точном	1	1
2687	сводится на	1	1
2688	мы находили	1	1
2689	один вывод	1	1
2690	самый акт	1	1
2691	между прочим	3	1
2692	в психике	1	1
2693	а эта	2	1
2694	метод исследования	1	1
2695	понимать под	2	1
2696	речь о	1	1
2697	выше мы	1	1
2698	сравнивали с	1	1
2699	дошло до	1	1
2700	нами раньше	1	1
2701	всей той	1	1
2702	мы делаем	1	1
2703	же касается	3	1
2704	человек то	1	1
2705	что ведь	1	1
2706	собою и	2	1
2707	речи или	1	1
2708	и отдельные	1	1
2709	текст и	2	1
2710	построения но	2	1
2711	выше если	1	1
2712	мы выдвигаем	1	1
2713	необходимо не	1	1
2714	иная чем	1	1
2715	к частному	1	1
2716	выражение в	1	1
2717	акт как	1	1
2718	вообще с	2	1
2719	что отношения	1	1
2720	не сводится	1	1
2721	быть изображены	2	1
2722	в живой	1	1
2723	образов которые	1	1
2724	предполагает что	4	1
2725	есть мы	1	1
2726	в нечто	2	1
2727	сознания то	1	1
2728	образ не	2	1
2729	л в	2	1
2730	что определение	1	1
2731	в и	2	1
2732	существовать если	1	1
2733	то сам	1	1
2734	как человек	2	1
2735	поскольку от	1	1
2736	и художественным	1	1
2737	отношение между	2	1
2738	вывод который	2	1
2739	последние из	1	1
2740	понимать и	2	1
2741	и душа	1	1
2742	они получают	1	1
2743	и существенно	1	1
2744	огромное количество	1	1
2745	значении но	1	1
2746	исследования а	2	1
2747	подобного нет	1	1
2748	считать в	1	1
2749	для мысли	1	1
2750	и представление	1	1
2751	теряет свое	1	1
2752	присущи и	1	1
2753	свойственно но	1	1
2754	в наших	2	1
2755	при первом	1	1
2756	значить и	1	1
2757	и выше	1	1
2758	важно только	2	1
2759	ее смысл	2	1
2760	есть совсем	1	1
2761	уже непосредственно	1	1
2762	мысли чтобы	1	1
2763	чем она	1	1
2764	образом то	1	1
2765	все человеческие	1	1
2766	известном смысле	1	1
2767	образ но	1	1
2768	не чувственное	2	1
2769	годов прошлого	1	1
2770	что жизнь	1	1
2771	мысль в	1	1
2772	как художественный	1	1
2773	взывает к	2	1
2774	сведения о	1	1
2775	другой термин	2	1
2776	если они	1	1
2777	и языка	1	1
2778	значение как	2	1
2779	предметом для	1	1
2780	быть для	3	1
2781	этих теорий	2	1
2782	нашей обыденной	1	1
2783	но вот	2	1
2784	за себя	1	1
2785	сознания однако	1	1
2786	которые лежат	1	1
2787	есть система	1	1
2788	смысле или	1	1
2789	и особенно	4	1
2790	которых нет	1	1
2791	и нельзя	2	1
2792	близко подходит	1	1
2793	какой же	1	1
2794	даже больше	2	1
2795	может прийти	1	1
2796	но вместо	1	1
2797	и меньше	1	1
2798	всех отношениях	1	1
2799	много говорить	1	1
2800	на каком-нибудь	1	1
2801	принципы которые	1	1
2802	смысла а	1	1
2803	жизни всегда	1	1
2804	самих себя	1	1
2805	первой ступени	1	1
2806	в объективной	1	1
2807	самым существенным	1	1
2808	от самой	1	1
2809	или действия	1	1
2810	речи но	1	1
2811	мы назвали	1	1
2812	предметы и	2	1
2813	на первой	1	1
2814	это выражение	1	1
2815	к одной	1	1
2816	который очень	1	1
2817	гораздо менее	1	1
2818	системы а	2	1
2819	тогда есть	1	1
2820	чем такие	1	1
2821	самому своему	2	1
2822	или словом	1	1
2823	особенности этого	1	1
2824	и различие	2	1
2825	смысла то	2	1
2826	первых двух	1	1
2827	ощущения и	1	1
2828	разного рода	9	1
2829	что отнюдь	2	1
2830	смыслу и	1	1
2831	науки и	2	1
2832	автора который	1	1
2833	люди все	1	1
2834	всем известно	1	1
2835	от другого	4	1
2836	и виды	1	1
2837	за это	1	1
2838	этом образе	1	1
2839	место именно	1	1
2840	разговора о	1	1
2841	могут стать	1	1
2842	выражение но	2	1
2843	мы понимаем	1	1
2844	литературы но	1	1
2845	собой и	3	1
2846	между которыми	2	1
2847	позволяет понять	1	1
2848	простым и	2	1
2849	перестанет быть	2	1
2850	вещи но	3	1
2851	существует то	2	1
2852	понимать не	2	1
2853	о своей	1	1
2854	что язык	1	1
2855	содержание а	1	1
2856	не обязателен	2	1
2857	основное значение	1	1
2858	отношения мы	1	1
2859	будем понимать	1	1
2860	оно заключается	1	1
2861	предмета не	3	1
2862	аристотель но	1	1
2863	существует и	3	1
2864	уже видели	1	1
2865	отсюда ясно	1	1
2866	можно даже	2	1
2867	такое определение	1	1
2868	последние десятилетия	3	1
2869	вопросом о	1	1
2870	из довольно	1	1
2871	взятые сами	4	1
2872	не знать	1	1
2873	существует не	1	1
2874	направление в	3	1
2875	в сравнении	1	1
2876	нечто что	1	1
2877	в следующей	1	1
2878	есть она	1	1
2879	предметы в	4	1
2880	говорили уже	1	1
2881	в которые	1	1
2882	раз то	1	1
2883	их содержания	1	1
2884	выходить за	2	1
2885	без которых	2	1
2886	автора но	1	1
2887	слова для	1	1
2888	случае даже	1	1
2889	в хронологическом	1	1
2890	самое главное	1	1
2891	теории с	1	1
2892	поэтому не	1	1
2893	установленной нами	1	1
2894	который с	1	1
2895	что ей	1	1
2896	ни слово	1	1
2897	взятое в	1	1
2898	и понятие	4	1
2899	случае и	2	1
2900	отношение как	1	1
2901	и достаточно	2	1
2902	сознание и	2	1
2903	опыт показывает	1	1
2904	вопросы было	1	1
2905	свою роль	1	1
2906	сейчас мы	2	1
2907	теории в	3	1
2908	в первых	1	1
2909	для обоих	1	1
2910	здесь тем	1	1
2911	о своем	4	1
2912	и наша	2	1
2913	вещей как	1	1
2914	субъективная и	1	1
2915	даже гораздо	1	1
2916	не имела	1	1
2917	ли вы	2	1
2918	получила свое	1	1
2919	тому и	1	1
2920	только это	1	1
2921	людьми мы	1	1
2922	это показывает	1	1
2923	образом не	1	1
2924	которое за	1	1
2925	известной степени	2	1
2926	между людьми	1	1
2927	данная в	1	1
2928	ко всей	1	1
2929	точке как	1	1
2930	с чего-то	1	1
2931	эти категории	1	1
2932	вся область	1	1
2933	другого акта	1	1
2934	мы часто	1	1
2935	и хотели	2	1
2936	что указывает	1	1
2937	другим способом	1	1
2938	единичному и	1	1
2939	совсем другое	2	1
2940	здесь и	1	1
2941	бы идти	1	1
2942	при каких	1	1
2943	посмотреть как	1	1
2944	будет в	1	1
2945	является уже	1	1
2946	в этом-то	2	1
2947	же он	1	1
2948	различны но	1	1
2949	в первичном	1	1
2950	хотели бы	3	1
2951	в другое	2	1
2952	людей не	1	1
2953	ее предметом	1	1
2954	входящее в	1	1
2955	не указывает	1	1
2956	этот термин	5	1
2957	что изучение	2	1
2958	гораздо сложнее	1	1
2959	ни с	1	1
2960	и покоя	1	1
2961	никакого и	1	1
2962	свидетельствует о	5	1
2963	этого она	1	1
2964	ней или	1	1
2965	том числе	2	1
2966	и в-третьих	1	1
2967	основе всякого	1	1
2968	этого акта	3	1
2969	с анализом	1	1
2970	и разные	1	1
2971	достаточно только	2	1
2972	будет ли	1	1
2973	основе всяких	1	1
2974	ясным что	2	1
2975	кроме как	1	1
2976	и теория	1	1
2977	надеяться на	1	1
2978	которых эти	1	1
2979	наше познание	1	1
2980	здесь опять	1	1
2981	что через	1	1
2982	и почему-то	1	1
2983	находили в	1	1
2984	а наше	2	1
2985	хоть на	2	1
2986	которые я	1	1
2987	же именно	3	1
2988	всему человечеству	1	1
2989	не суть	1	1
2990	себя ни	1	1
2991	которые тут	1	1
2992	мы отнюдь	1	1
2993	себе может	1	1
2994	и представления	1	1
2995	что к	2	1
2996	наших дней	1	1
2997	отдельные точки	1	1
2998	анализа этих	1	1
2999	акт не	1	1
3000	или событие	1	1
3001	в глубине	1	1
3002	каждом отдельном	1	1
3003	теперь еще	1	1
3004	этом что	1	1
3005	больше как	1	1
3006	существует для	1	1
3007	цветами и	1	1
3008	один момент	1	1
3009	не хватает	2	1
3010	говорить об	2	1
3011	что а	3	1
3012	природу и	1	1
3013	является не	4	1
3014	мыслей по	1	1
3015	мира и	1	1
3016	искусстве не	1	1
3017	закон который	1	1
3018	войти в	3	1
3019	не стал	2	1
3020	такое значение	1	1
3021	потом вдруг	1	1
3022	обязателен для	1	1
3023	хуже чем	1	1
3024	их значение	1	1
3025	остается одной	1	1
3026	очень многие	1	1
3027	с одного	1	1
3028	и главное	1	1
3029	но конечно	1	1
3030	в конечный	1	1
3031	и логически	1	1
3032	он строит	1	1
3033	нам хотелось	3	1
3034	не говоря	8	1
3035	еще до	1	1
3036	смысле то	1	1
3037	в стиле	1	1
3038	с областью	1	1
3039	можно очень	1	1
3040	сама природа	1	1
3041	часто бывает	2	1
3042	этого никак	1	1
3043	они стали	1	1
3044	тут и	3	1
3045	каждая из	1	1
3046	так до	1	1
3047	точности и	1	1
3048	его тем	1	1
3049	гласит что	1	1
3050	может возникнуть	1	1
3051	все существа	1	1
3052	и почти	1	1
3053	для таких	1	1
3054	может изображать	1	1
3055	работу и	1	1
3056	он однако	1	1
3057	я вас	1	1
3058	в изменении	1	1
3059	дать точное	1	1
3060	этих работ	1	1
3061	частности в	2	1
3062	только такие	1	1
3063	явлений в	1	1
3064	событие и	1	1
3065	чтобы указать	1	1
3066	которые без	1	1
3067	не станет	1	1
3068	случае есть	1	1
3069	поэтому для	2	1
3070	что-нибудь и	1	1
3071	всей его	1	1
3072	судить об	1	1
3073	к понятию	3	1
3074	еще на	1	1
3075	соотношение между	3	1
3076	красками но	1	1
3077	значение слова	4	1
3078	исследователи уже	1	1
3079	то язык	1	1
3080	этот роман	1	1
3081	со своими	1	1
3082	которой можно	1	1
3083	отдельных свойств	1	1
3084	это такой	1	1
3085	та или	2	1
3086	действительности не	1	1
3087	начинает существовать	1	1
3088	своей высшей	1	1
3089	изучения и	1	1
3090	о каких	2	1
3091	всякого содержания	1	1
3092	самый который	1	1
3093	только по	2	1
3094	он оказывается	1	1
3095	связи между	1	1
3096	анализа и	4	1
3097	по многим	1	1
3098	же можно	1	1
3099	их можно	1	1
3100	мы указали	2	1
3101	как этот	1	1
3102	виду то	1	1
3103	были совершенно	1	1
3104	просто его	1	1
3105	с последней	1	1
3106	внутри самого	2	1
3107	об этой	1	1
3108	останавливается на	1	1
3109	определить как	1	1
3110	путей для	1	1
3111	ли может	1	1
3112	других случаях	2	1
3113	смысл что	1	1
3114	и систематического	1	1
3115	с реальным	1	1
3116	в известной	2	1
3117	вся их	1	1
3118	форме и	1	1
3119	отдельности а	1	1
